SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF
2023-03-19 00:00:00,0.2115,0.0,0.0,66.44,0.0,0.0,637.3,0.0,0.0,0.0,0.0,0.0,285.94,0.0,0.0,0.0,0.0,0.0,0,0.0,1206.28,0.0,4.6,0.0,0.0,0.0,-0.19,70.885,0.0,0.0,38.81,737.866,0.0,0.0,0.027,0.0,48.45,80.6379,0.0,848.371,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1324.36,0.2175,1378.6,-0.3125,3.08049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.75,69.83,0.0,,0.0,0.0
2023-03-19 00:05:00,0.2115,0.0,0.0,66.44,0.0,0.0,634.5,0.0,0.0,0.0,0.0,0.0,295.43,0.0,0.0,0.0,0.0,0.0,0,0.0,1125.07,0.0,4.6,0.0,0.0,0.0,-0.19,70.7075,0.0,0.0,39.5,743.472,0.0,0.0,0.027,0.0,47.1937,73.2324,0.0,847.303,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1257.43,0.2175,1361.3,-0.3125,68.9754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6,69.778,0.0,,0.0,0.0
2023-03-19 00:10:00,0.2115,0.0,0.0,66.44,0.0,0.0,632.7,0.0,0.0,0.0,0.0,0.0,309.77,0.0,0.0,0.0,0.0,0.0,0,0.0,1034.25,0.0,4.6,0.0,0.0,0.0,-0.19,70.8425,0.0,0.0,39.44,742.482,0.0,0.0,0.027,0.0,46.875,69.2101,0.0,847.914,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1226.23,0.2175,1356.9,-0.3125,68.5017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.11,67.44,0.0,,0.0,0.0
2023-03-19 00:15:00,0.2115,0.0,0.0,66.44,0.0,0.0,633.3,0.0,0.0,0.0,0.0,0.0,310.25,0.0,0.0,0.0,0.0,0.0,0,0.0,981.4,0.0,4.5,0.0,0.0,0.0,-0.19,71.1075,0.0,0.0,37.69,740.065,0.0,0.0,0.027,0.0,47.1562,72.6753,0.0,844.511,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1204.82,0.2175,1354.6,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4,61.414,0.0,,0.0,0.0
2023-03-19 00:20:00,0.2115,0.0,0.0,66.36,0.0,0.0,637.2,0.0,0.0,0.0,0.0,0.0,312.66,0.0,0.0,0.0,0.0,0.0,0,0.0,976.15,0.0,4.5,0.0,0.0,0.0,-0.19,71.1525,0.0,0.0,39.14,739.511,0.0,0.0,0.027,0.0,47.9625,97.2882,0.0,850.767,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1200.41,0.2175,1362.6,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.89,51.426,0.0,,0.0,0.0
2023-03-19 00:25:00,0.2115,0.0,0.0,66.36,0.0,0.0,634.8,0.0,0.0,0.0,0.0,0.0,313.96,0.0,0.0,0.0,0.0,0.0,0,0.0,968.8,0.0,4.5,0.0,0.0,0.0,-0.19,70.6675,0.0,0.0,40.11,740.384,0.0,0.0,0.027,0.0,46.1062,89.0225,0.0,845.075,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1182.38,0.2175,1359.8,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.31,48.703,0.0,,0.0,0.0
2023-03-19 00:30:00,0.2115,0.0,0.0,66.36,0.0,0.0,632.2,0.0,0.0,0.0,0.0,0.0,310.98,0.0,0.0,0.0,0.0,0.0,0,0.0,961.625,0.0,4.3,0.0,0.0,0.0,-0.19,71.005,0.0,0.0,39.64,741.374,0.0,0.0,0.027,0.0,43.4062,85.6433,0.0,845.792,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1164.51,0.2175,1355.9,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.91,49.721,0.0,,0.0,0.0
2023-03-19 00:35:00,0.2115,0.0,0.0,65.6,0.0,0.0,641.6,0.0,0.0,0.0,0.0,0.0,316.95,0.0,0.0,0.0,0.0,0.0,0,0.0,956.375,0.0,4.8,0.0,0.0,0.0,-0.19,71.3325,0.0,0.0,33.72,744.899,0.0,0.0,0.027,0.0,44.2688,73.6379,0.0,853.727,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1166.39,0.2175,1368.3,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.25,46.59,0.0,,0.0,0.0
2023-03-19 00:40:00,0.2115,0.0,0.0,65.6,0.0,0.0,636.7,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,0.0,0.0,0.0,0,0.0,957.25,0.0,4.8,0.0,0.0,0.0,-0.19,71.0625,0.0,0.0,31.91,747.216,0.0,0.0,0.027,0.0,43.6875,71.9258,0.0,850.996,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1153.82,0.2175,1363.2,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.91,48.914,0.0,,0.0,0.0
2023-03-19 00:45:00,0.2115,0.0,0.0,65.6,0.0,0.0,635.6,0.0,0.0,0.0,0.0,0.0,320.1,0.0,0.0,0.0,0.0,0.0,0,0.0,956.9,0.0,5.0,0.0,0.0,0.0,-0.19,71.26,0.0,0.0,33.89,743.036,0.0,0.0,0.027,0.0,44.0625,71.1189,0.0,851.042,0.0,0.0,0.0,0.0,0.0,0.10828,-0.2,0.0,0.0,0.0,0.0,1153.77,0.2175,1359.6,-0.3125,31.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.05,38.558,0.0,,0.0,0.0
