SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF
2022-11-14 00:00:00,0.25178,0.0,0.1,27.96,0.0,0.0,298.4,0.0,0.0,0.0,0.0,0.0,352.46,0.0,0.0,0.0,142.113,0.0,0,0.0,813.4,0.0,14.9,0.0,0.0,0.0,-0.113,4.2575,0.0,0.0,14.77,0.0,0.0,0.0,-0.035,0.0,49.0125,22.2095,0.02,867.461,0.0,35.5800018311,0.0,0.0,42.5,0.0,10.4,0.0,0.0,0.0,0.0,1401.88,0.2175,940.2,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.46,0.0,0.0
2022-11-14 00:05:00,0.25178,0.0,0.1,18.0,0.0,0.0,301.6,0.0,0.0,0.0,0.0,0.0,346.05,0.0,0.0,0.0,145.971,0.0,0,0.0,880.6,0.0,15.3,0.0,0.0,0.0,-0.113,4.2975,0.0,0.0,15.8,0.0,0.0,0.0,-0.035,0.0,48.8062,22.5474,0.02,871.504,0.0,65.2099990845,0.0,0.0,42.1,0.0,5.0,0.0,0.0,0.0,0.0,1401.83,0.2175,899.8,403.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.48,0.0,0.0
2022-11-14 00:10:00,0.25178,0.0,0.1,8.4,0.0,0.0,297.6,0.0,0.0,0.0,0.0,0.0,344.01,0.0,0.0,0.0,144.438,0.0,0,0.0,938.175,0.0,16.5,0.0,0.0,0.0,-0.113,4.2275,0.0,0.0,13.98,0.0,0.0,0.0,-0.035,0.0,48.7875,20.9285,0.02,868.331,0.0,49.5400009155,0.0,0.0,44.5,0.0,5.0,0.0,0.0,0.0,0.0,1395.22,0.2175,836.3,383.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.77,0.0,0.0
2022-11-14 00:15:00,0.25178,0.0,0.1,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,344.36,0.0,0.0,0.0,145.565,0.0,0,0.0,963.9,0.0,16.3,0.0,0.0,0.0,-0.113,4.44,0.0,0.0,13.1,0.0,0.0,0.0,-0.035,0.0,48.9,20.9961,0.02,869.979,0.0,56.2799987793,0.0,0.0,43.9,0.0,6.2,0.0,0.0,0.0,0.0,1384.44,0.2175,792.5,368.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.32,0.0,0.0
2022-11-14 00:20:00,0.25178,0.0,0.1,0.0,0.0,0.0,300.6,0.0,0.0,0.0,0.0,0.0,338.98,0.0,0.0,0.0,144.463,0.0,0,0.0,969.85,0.0,17.5,0.0,0.0,0.0,-0.113,4.43,0.0,0.0,12.16,0.0,0.0,0.0,-0.035,0.0,48.8813,19.968,0.02,869.567,0.0,67.6299972534,0.0,0.0,44.2,0.0,6.2,0.0,0.0,0.0,0.0,1385.91,0.2175,770.5,359.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.48,0.0,0.0
2022-11-14 00:25:00,0.25178,0.0,0.1,0.0,0.0,0.0,297.7,0.0,0.0,0.0,0.0,0.0,325.4,0.0,0.0,0.0,142.884,0.0,0,0.0,948.85,0.0,17.2,0.0,0.0,0.0,-0.113,4.3625,0.0,0.0,9.13,0.0,0.0,0.0,-0.035,0.0,48.9563,16.6938,0.02,870.223,0.0,101.849998474,0.0,0.0,44.9,0.0,9.9,0.0,0.0,0.0,0.0,1386.05,0.2175,767.3,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.72,0.0,0.0
2022-11-14 00:30:00,0.25178,0.0,0.1,0.0,0.0,0.0,298.8,0.0,0.0,0.0,0.0,0.0,327.87,0.0,0.0,0.0,144.145,0.0,0,0.0,864.675,0.0,17.0,0.0,0.0,0.0,-0.113,4.1875,0.0,0.0,9.45,0.0,0.0,0.0,-0.035,0.0,48.825,21.4037,0.02,869.689,0.0,207.539993286,0.0,0.0,46.7,0.0,7.5,0.0,0.0,0.0,0.0,1370.84,0.2175,742.4,369.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.62,0.0,0.0
2022-11-14 00:35:00,0.25178,0.0,0.1,0.0,0.0,0.0,299.4,0.0,0.0,0.0,0.0,0.0,344.29,0.0,0.0,0.0,145.004,0.0,0,0.0,915.25,0.0,17.5,0.0,0.0,0.0,-0.113,4.13,0.0,0.0,13.69,0.0,0.0,0.0,-0.035,0.0,48.825,21.5255,0.02,865.416,0.0,90.3899993896,0.0,0.0,46.3,0.0,12.1,0.0,0.0,0.0,0.0,1352.64,0.2175,767.5,364.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.43,0.0,0.0
2022-11-14 00:40:00,0.25178,0.0,0.1,0.0,0.0,0.0,295.3,0.0,0.0,0.0,0.0,0.0,335.46,0.0,0.0,0.0,142.435,0.0,0,0.0,870.625,0.0,16.0,0.0,0.0,0.0,-0.113,4.1325,0.0,0.0,16.71,0.0,0.0,0.0,-0.035,0.0,48.75,17.3496,0.02,867.613,0.0,143.229995728,0.0,0.0,46.2,0.0,12.1,0.0,0.0,0.0,0.0,1359.75,0.2175,764.4,356.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.98,0.0,0.0
2022-11-14 00:45:00,0.25178,0.0,0.1,0.0,0.0,0.0,300.5,0.0,0.0,0.0,0.0,0.0,326.67,0.0,0.0,0.0,146.629,0.0,0,0.0,798.35,0.0,15.8,0.0,0.0,0.0,-0.113,4.29,0.0,0.0,24.7,0.0,0.0,0.0,-0.035,0.0,48.9,17.3486,0.02,869.597,0.0,240.330001831,0.0,0.0,36.8,0.0,12.1,0.0,0.0,0.0,0.0,1341.74,0.2175,743.5,360.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.18,0.0,0.0
