SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2023-01-01 00:00:00,0.0,2.7,0.0,0.0,35.768,41.5076,0.0,22.0,0.0,1.71,11.06,0.0,7.31955,0.0,-0.36,0,3.2,54.77,0.04,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,2153,1095.11,0.0,0.0,0.18,13.92,0.0,0.0,6.60115,34.3,0.0,214.68,0.0,0.0,0.0,2.1,5.6,0,6.66,19.83,27.3,0.0,23.283,0.0,0.0,29.8,1005.81,-0.1,0.0,16.38,0.3,1.27871
2023-01-01 00:05:00,0.0,3.2,0.0,0.0,34.826,43.6927,7.83,21.11,0.0,2.56,11.08,0.0,8.14054,0.0,-0.36,0,3.0,57.87,0.04,13.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,2195,1154.13,0.0,0.0,0.285,14.85,0.0,0.0,5.8504,32.8,0.0,194.72,0.0,0.0,0.0,0.8,5.6,0,5.54,19.14,31.1,0.0,22.05,0.0,0.0,30.0,1014.69,-0.1,0.0,18.72,0.5,1.30922
2023-01-01 00:10:00,0.0,3.6,0.0,0.0,33.006,41.6175,0.0,20.39,0.0,2.03,11.08,0.0,9.09722,0.0,-0.12,0,3.4,52.21,0.04,12.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,2196,1152.25,0.0,0.0,0.48,15.32,0.0,0.0,5.18052,33.1,0.0,191.96,0.0,0.0,0.0,0.1,6.8,0,4.69,18.66,30.9,0.0,22.859,0.0,0.0,30.0,1008.82,-0.1,0.0,22.29,0.3,1.2604
2023-01-01 00:15:00,0.0,5.0,0.0,0.0,31.371,40.4028,0.0,20.01,0.0,2.23,11.1,0.0,9.59488,0.0,-0.12,0,3.8,45.39,0.04,11.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,2203,1150.75,0.0,0.0,0.6,16.2,0.0,0.0,4.56862,31.7,0.0,182.71,0.0,0.0,0.0,0.0,6.4,0,5.31,19.02,30.4,0.0,23.499,0.0,0.0,30.0,1011.99,-0.1,0.0,23.6,0.3,1.24819
2023-01-01 00:20:00,0.0,5.3,0.0,0.0,30.961,42.7832,6.84,19.45,0.0,2.26,11.08,0.0,10.7878,0.0,-0.06,0,3.8,39.4,0.04,11.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,2208,1152.25,0.0,0.0,0.6,15.65,0.0,0.0,3.97504,30.8,0.0,177.48,0.0,0.0,0.0,0.0,6.7,0,7.0,17.4,30.5,0.0,24.021,0.0,0.0,30.0,1006.66,0.0,0.0,24.48,0.2,0.88197
2023-01-01 00:25:00,0.0,3.8,0.0,0.0,29.349,43.9551,3.69,17.25,0.0,1.71,11.08,0.0,11.3603,0.0,-0.12,0,3.8,32.83,0.04,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,2203,1150.37,0.0,0.0,0.375,15.79,0.0,0.0,4.38398,30.5,0.0,164.03,0.0,0.0,0.0,0.0,6.2,0,6.15,18.47,1.4,0.0,25.126,0.0,0.0,29.9,1012.96,-0.2,0.0,24.66,0.1,0.69886
2023-01-01 00:30:00,0.0,4.0,0.0,0.0,30.404,45.2979,5.11,15.68,0.0,1.68,11.14,0.0,11.5144,0.0,-0.12,0,4.2,27.99,0.04,10.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,2198,1150.0,0.0,0.0,0.36,16.88,0.0,0.0,4.65865,29.2,0.0,159.69,0.0,0.0,0.0,0.0,5.5,0,5.61,18.61,28.4,0.0,27.16,0.0,0.0,30.0,1013.37,-0.2,0.0,25.16,0.1,0.69886
2023-01-01 00:35:00,0.0,3.3,0.0,0.0,29.526,44.6754,7.57,15.36,0.0,2.0,11.16,0.0,11.6035,0.0,-0.12,0,4.6,22.14,0.04,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,2212,1153.76,0.0,0.0,0.465,18.53,0.0,0.0,3.44554,28.2,0.0,153.68,0.0,0.0,0.0,0.0,5.2,0,5.47,19.3,30.8,0.0,28.568,0.0,0.0,30.0,1010.58,-0.4,0.0,25.16,0.2,0.55238
2023-01-01 00:40:00,0.0,3.4,0.0,0.0,32.126,44.3641,2.6,16.61,0.0,1.64,11.09,0.0,13.185,0.0,-0.12,0,4.2,19.67,0.04,10.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,2199,1152.63,0.0,0.0,0.57,20.2,0.0,0.0,3.11747,27.2,0.0,155.57,0.0,0.0,0.0,0.0,4.9,0,4.5,21.16,30.0,0.0,29.532,0.0,0.0,30.0,1013.09,-0.3,0.0,21.77,0.3,0.66835
2023-01-01 00:45:00,0.0,3.8,0.0,0.0,32.717,46.9642,4.77,14.52,0.0,1.83,11.16,0.0,13.5347,0.0,-0.12,0,4.4,20.34,0.04,10.8,0.29401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,2212,1153.76,0.0,0.0,0.9,22.11,0.0,0.0,2.95114,27.4,0.0,158.03,0.0,0.0,0.0,0.0,5.2,0,3.62,22.45,1.6,0.0,29.893,0.0,0.0,30.2,1012.99,-0.3,0.0,18.66,0.3,0.58289
2023-01-01 00:50:00,0.0,4.9,0.0,0.0,32.572,44.889,3.92,13.48,0.0,1.91,11.13,0.0,14.1189,0.0,-0.12,0,4.4,23.82,0.04,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,2207,1153.76,0.0,0.0,0.9,23.8,0.0,0.0,3.46538,25.6,0.0,153.08,0.0,0.0,0.0,0.0,5.8,0,2.86,23.88,13.1,0.0,32.435,0.0,0.0,30.0,1011.14,-0.3,0.0,16.05,0.4,0.70497
