SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2023-02-05 00:00:00,0.0,59.8,0.0,0.0,96.888,22.6169,0.0,75.26,5.9,15.16,13.01,0.0,34.2323,178.4,0.0,0,7.3,24.74,60.08,9.37,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.1,0.0,2208,1151.13,34.9992,0.0,3.015,58.23,0.0,4.94,16.6433,18.9,0.0,258.11,0.0,0.0,0.0,5.0,24.3,0,5.68,81.43,7.1,0.0,79.957,0.0,0.0,34.0,1041.84,2.4,0.0,4.58,4.8,0.52186
2023-02-05 00:05:00,0.0,58.9,0.0,0.0,92.713,21.8784,1.3,68.94,5.4,16.13,12.95,0.0,35.0147,178.1,0.0,0,7.3,24.09,35.16,8.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.5,0.0,2177,1141.35,34.9992,0.0,3.105,62.48,0.0,5.31,17.5893,17.0,0.0,251.43,0.0,0.0,0.0,6.1,25.1,0,6.16,78.12,29.3,0.0,80.126,0.0,0.0,58.1,1035.72,3.7,0.0,4.92,5.3,0.60731
2023-02-05 00:10:00,0.0,56.0,0.0,0.0,93.589,22.2568,7.02,68.27,6.4,16.58,12.97,0.0,29.7585,178.7,0.0,0,7.3,22.74,9.76,7.92,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.7,0.0,2195,1151.13,34.8992,0.0,3.105,58.55,0.0,6.84,20.127,15.5,0.0,244.92,0.0,0.0,0.0,8.6,24.8,0,6.42,72.7,32.9,0.0,76.846,0.0,0.0,67.8,1044.75,4.9,0.0,5.73,6.0,0.66224
2023-02-05 00:15:00,0.0,54.0,0.0,0.0,89.157,24.8142,3.3,67.05,5.6,18.66,12.98,0.0,29.3335,178.6,0.0,0,7.1,22.42,0.0,7.52,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.6,0.0,2191,1149.62,33.4992,0.0,2.895,49.4,0.0,8.42,21.2195,14.5,0.0,237.29,0.0,0.0,0.0,6.8,27.1,0,7.01,75.12,15.4,0.0,70.403,0.0,0.0,67.7,1039.14,6.5,0.0,5.5,5.5,0.63783
2023-02-05 00:20:00,0.0,51.0,0.0,0.0,94.664,28.8487,3.13,61.11,5.1,19.18,13.04,0.0,29.867,178.1,0.0,0,7.3,26.89,0.0,6.19,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,12.2,0.0,2182,1144.74,31.4993,0.0,3.18,49.12,0.0,11.02,20.3742,11.7,0.0,227.73,0.0,0.0,0.0,4.9,25.9,0,5.12,72.17,31.0,0.0,65.707,0.0,0.0,67.5,1037.13,6.6,0.0,8.49,4.7,0.94911
2023-02-05 00:25:00,0.0,42.4,0.0,0.0,92.625,29.3736,2.9,55.62,6.6,23.38,13.08,0.0,28.4621,178.5,0.0,0,7.1,29.48,0.0,5.23,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,12.3,0.0,2194,1149.62,33.6992,0.0,3.075,52.98,0.0,9.58,18.6209,10.2,0.0,231.65,0.0,0.0,0.0,4.2,23.1,0,5.01,71.87,32.7,0.0,64.862,0.0,0.0,67.6,1034.75,6.0,0.0,10.75,6.0,0.86366
2023-02-05 00:30:00,0.0,40.7,0.0,0.0,89.531,29.2088,0.0,51.76,6.7,30.32,13.13,0.0,28.1784,178.1,0.0,0,6.9,30.69,0.0,4.06,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.4,0.0,2201,1152.25,35.8992,0.0,2.655,55.64,0.0,9.35,18.2592,12.1,0.0,221.37,0.0,0.0,0.0,4.5,20.2,0,5.54,69.45,32.9,0.0,56.471,0.0,0.0,67.7,1038.83,8.3,0.0,10.7,5.3,1.05287
2023-02-05 00:35:00,0.0,44.3,0.0,0.0,95.716,33.5363,6.1,47.42,6.2,23.25,13.17,0.0,26.1714,178.3,0.0,0,6.5,35.04,0.0,3.56,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.4,0.0,2199,1151.88,37.3991,0.0,2.565,57.86,0.0,12.85,17.0675,12.4,0.0,210.08,0.0,0.0,0.0,4.5,21.8,0,4.5,72.31,32.9,0.0,54.782,0.0,0.0,67.6,1042.71,9.0,0.0,13.88,5.1,1.33364
2023-02-05 00:40:00,0.0,42.7,0.0,0.0,95.778,36.3561,7.15,45.51,4.0,25.75,13.18,0.0,26.6957,178.4,0.0,0,6.7,39.22,0.0,3.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.3,0.0,2197,1151.5,32.9992,0.0,2.25,64.84,0.0,10.3,15.1219,12.1,0.0,203.0,0.0,0.0,0.0,5.6,19.6,0,2.68,74.44,32.7,0.0,46.251,0.0,0.0,67.6,1041.21,9.4,0.0,12.57,4.8,1.18715
2023-02-05 00:45:00,0.0,45.9,0.0,0.0,93.463,36.7346,2.85,43.41,3.6,24.65,13.27,0.0,23.3841,178.2,0.0,0,6.8,52.78,0.0,3.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.4,0.0,2195,1148.87,29.4993,0.0,2.145,68.75,0.0,8.77,14.3437,12.0,0.0,197.96,0.0,0.0,0.0,6.4,21.7,0,1.96,70.23,32.9,0.0,40.26,0.0,0.0,67.6,1037.41,9.3,0.0,14.16,4.5,1.12612
