SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF
2024-06-10 00:00:00,0.0,0.0,0.0,0.0,41.196,0.0,4.3,0.0,0.0,0.0,-0.01,0.0,0.41859,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2178.0,1155.38,0.0,0.02,-0.03,0.0,274.0,0.0,1.11698,0.0,678.4,11.18,0.0,295.875,0.0,0.0,0.0,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.068,-0.2,0.0,0.0,0.1,0.0,1.1,0.0,0.0,0.0
2024-06-10 00:05:00,0.0,0.0,0.0,0.0,43.952,0.0,6.01,0.0,0.0,0.0,-0.02,0.0,0.30725,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2206.0,1163.25,0.0,0.02,-0.03,0.0,277.0,0.0,0.88656,0.0,458.4,15.86,0.0,301.5,0.0,0.0,0.0,0.585,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,720.672,-0.2,0.0,0.0,0.5,0.0,8.2,0.489,0.0,0.0
2024-06-10 00:10:00,0.0,0.0,0.0,0.0,46.592,0.0,0.53,0.0,0.0,0.0,-0.01,0.0,0.1089,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215.0,1166.25,0.0,0.02,-0.03,0.0,267.0,0.0,1.39012,0.0,473.6,18.73,0.0,302.625,0.0,0.0,0.0,0.585,0.0,0.0,44.2,0.0,0.0,0.0,0.2,0.0,721.268,-0.2,0.0,0.0,0.8,0.0,0.0,0.588,0.0,0.0
2024-06-10 00:15:00,0.0,0.0,0.0,0.0,42.008,0.0,4.99,0.0,0.0,0.0,-0.01,0.0,0.04036,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.0,1168.5,0.0,0.02,-0.03,0.0,213.0,0.0,1.34739,0.0,545.5,21.71,0.0,302.25,0.0,0.0,-0.1,0.585,0.0,0.0,43.9,0.0,0.0,0.0,0.0,0.0,721.018,-0.2,0.0,0.0,0.7,0.0,0.0,0.967,0.0,0.0
2024-06-10 00:20:00,0.0,0.0,0.0,0.0,43.389,0.0,5.99,0.0,0.0,0.0,0.0,0.0,0.41744,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,1166.25,0.0,0.02,-0.03,0.0,147.0,0.0,0.23194,0.0,534.7,20.08,0.0,300.75,0.0,0.0,-0.3,0.585,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,721.3,-0.2,0.0,0.0,0.7,0.0,9.6,0.78,0.0,0.0
2024-06-10 00:25:00,0.0,0.0,0.0,0.0,47.863,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.29344,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.0,1165.12,0.0,0.02,-0.03,0.0,94.0,0.0,0.0,0.0,533.6,22.05,0.0,300.375,0.0,0.0,-0.6,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.952,-0.2,0.0,0.0,0.9,0.0,21.1,0.45,0.0,0.0
2024-06-10 00:30:00,0.0,0.0,0.0,0.0,52.361,0.0,0.45,0.0,0.0,0.0,-0.01,0.0,0.10468,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,1164.75,0.0,0.02,-0.03,0.0,27.0,0.0,0.0,0.0,456.2,23.13,0.0,301.125,0.0,0.0,-0.4,0.585,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,718.791,-0.2,0.0,0.0,0.7,0.0,32.6,0.791,0.0,0.0
2024-06-10 00:35:00,0.0,0.0,0.0,0.0,54.217,0.45472,4.95,0.0,0.0,0.0,-0.01,0.0,0.06886,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211.0,1167.0,0.0,0.02,-0.03,0.0,0.0,0.0,0.27772,0.0,426.8,22.61,0.0,301.875,0.0,0.0,-0.4,0.585,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,719.137,-0.2,0.0,0.0,0.3,0.49744,35.2,0.868,0.0,0.0
2024-06-10 00:40:00,0.0,0.0,0.0,0.0,51.696,0.589,6.3,0.0,0.0,1.88,-0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222.0,1170.38,0.0,0.02,-0.03,0.0,0.0,0.0,0.0,0.0,533.5,18.63,0.0,303.375,0.0,0.0,-0.2,0.585,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,722.804,-0.2,0.0,0.0,0.2,0.0,9.6,1.357,0.0,0.0
2024-06-10 00:45:00,0.0,0.0,0.0,0.0,49.464,1.66934,5.82,0.0,0.0,3.5,-0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,1160.62,0.0,0.02,-0.03,0.0,0.0,0.0,0.0,0.0,523.0,13.61,0.0,298.5,0.0,0.0,-0.2,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,719.575,-0.2,0.0,0.0,0.2,0.65614,0.0,0.0,0.0,0.0
