SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK
2023-09-25 00:00:00,0.0,994.852,0.0,0.0,70.62,84.3908,0.0,0.0,0.0,0.0,0.0,0.0,5.9736,8.29931,0.0,-0.04,0.0,0,2069.75,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,43.004,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,696.739,1274.7800293,0.0,0.0,0.00153,0.0,130.14,0.0,0.0,0.1639,0.0,0.0,33.8,72.5,116.199,0.0,0.0,0,4.67475,0.0,1260.71,0.0,0.07167,0.0,0.0,0.0,42.0227,0.36449,0.0,0.0,0.0,0.18094,0.20188,0.0,0.0,0.0,4.34416,18.22,4.28,0.0
2023-09-25 00:05:00,0.0,998.636,0.0,0.0,71.0,80.5601,0.0,0.0,0.0,0.0,0.0,0.0,6.91478,7.79927,0.0,-0.03,0.0,0,2068.74,0.0,0.0,0.0,0.0,0.001526,0.67999,0.0,0.0,0.0,0.0,0.0,43.6193,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,701.329,1197.04003906,0.0,0.0,0.00153,0.0,114.273,0.0,0.0,0.13376,0.0,0.0,34.1,72.5,123.153,0.0,0.0,0,4.55024,0.0,1262.86,0.0,0.08656,0.0,0.0,0.0,38.0615,0.75749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.32,4.06,0.0
2023-09-25 00:10:00,0.69581,986.355,0.0,0.0,69.51,76.6709,0.0,0.0,0.0,0.0,0.0,0.0,8.25391,7.39658,0.0,-0.04,0.0,0,2082.37,0.0,0.0,0.0,0.0,0.001526,1.63998,0.0,0.0,0.0,0.0,0.0,43.1209,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,697.374,1212.84997559,0.0,0.0,0.00153,0.0,104.578,0.0,0.0,0.13376,0.0,0.0,34.1,72.5,116.298,0.0,0.0,0,5.04097,0.0,1259.58,0.0,2.1548,0.0,0.0,0.0,37.5329,0.38649,0.0,0.0,0.0,0.06131,0.0643,0.0,0.0,0.0,4.34416,18.14,3.81,0.0
2023-09-25 00:15:00,2.6978,988.211,0.0,0.0,73.85,74.5086,0.0,0.0,0.0,0.0,0.0,0.0,8.49317,5.79912,0.0,-0.04,0.0,0,2032.98,0.0,0.0,0.0,0.0,0.001526,2.06997,0.0,0.0,0.0,0.0,0.0,43.1209,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,706.017,1308.06005859,0.0,0.0,0.00153,0.0,103.891,0.0,0.0,0.15386,0.0,0.0,34.2,72.5,112.76,0.0,0.0,0,5.34859,0.0,1260.78,0.0,0.0,0.0,0.0,0.0,36.444,0.37549,0.0,0.0,0.0,0.18991,0.20188,0.0,0.0,0.0,4.34416,18.41,3.47,0.0
2023-09-25 00:20:00,4.79919,992.386,0.0,0.0,72.66,72.6812,0.0,0.0,0.0,0.0,0.0,0.0,8.16236,4.39635,0.0,-0.02,0.0,0,1992.25,0.0,0.0,0.0,0.0,0.001526,2.47996,0.0,0.0,0.0,0.0,0.0,43.5331,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,695.177,1265.90002441,0.0,0.0,0.00153,0.0,102.591,0.0,0.0,0.13376,0.0,0.0,33.6,72.5,109.936,0.0,0.0,0,5.42184,0.0,1259.95,0.0,0.21501,0.0,0.0,0.0,34.8962,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.2,3.37,0.0
2023-09-25 00:25:00,4.89547,1002.22,0.0,0.0,70.22,68.6036,0.0,0.0,0.0,0.0,0.0,0.0,8.16236,3.59983,0.0,-0.03,0.0,0,2007.76,0.0,0.0,0.0,0.0,0.001526,2.74496,0.0,0.0,0.0,0.0,0.0,43.004,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,709.508,1281.44995117,0.0,0.0,0.00153,0.0,103.387,0.0,0.0,0.1639,0.0,0.0,34.2,72.2,108.376,0.0,0.0,0,5.79904,0.0,1260.29,0.0,0.20571,0.0,0.0,0.0,34.5898,0.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.13,2.75,0.0
2023-09-25 00:30:00,4.59762,987.381,0.0,0.0,67.33,65.2942,0.0,0.0,0.0,0.0,0.0,0.0,8.49439,2.99802,0.0,-0.02,0.0,0,2022.28,0.0,0.0,0.0,0.0,0.001526,2.76496,0.0,0.0,0.0,0.0,0.0,43.8254,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,695.738,1266.72998047,0.0,0.0,0.00153,0.0,97.4365,0.0,0.0,0.13376,0.0,0.0,33.9,72.3,105.564,0.0,0.0,0,5.61593,0.0,1259.8,0.0,2.61834,0.0,0.0,0.0,35.0451,0.2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.25,3.16,0.0
2023-09-25 00:35:00,4.39605,999.002,0.0,0.0,58.12,63.9399,0.0,0.0,0.0,0.0,0.0,0.0,8.68482,2.49798,0.0,-0.03,0.0,0,2025.26,0.0,0.0,0.0,0.0,0.001526,3.13995,0.0,0.0,0.0,0.0,0.0,43.4162,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,706.529,1226.56994629,0.0,0.0,0.00153,0.0,98.9197,0.0,0.0,0.1639,0.0,0.0,34.2,72.5,103.894,0.0,0.0,0,5.79904,0.0,1261.1,0.0,6.33968,0.0,0.0,0.0,35.9411,0.79049,0.0,0.0,0.0,0.15402,0.35142,0.0,0.0,0.0,4.34416,18.2,3.11,0.0
2023-09-25 00:40:00,3.79332,991.897,0.0,0.0,54.02,63.9629,0.0,0.0,0.0,0.0,0.0,0.0,8.13306,1.79881,0.0,-0.05,0.0,0,2019.87,0.0,0.0,0.0,0.0,0.001526,2.98495,0.0,0.0,0.0,0.0,0.0,43.2101,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,698.692,1260.20996094,0.0,0.0,0.00153,0.0,98.0407,0.0,0.0,0.12371,0.0,0.0,34.0,72.5,107.113,0.0,0.0,0,5.75143,0.0,1260.27,0.0,0.0,0.0,0.0,0.0,37.2155,0.37049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.29,2.86,0.0
2023-09-25 00:45:00,4.09514,991.58,0.0,0.0,49.34,66.8013,0.0,0.0,0.0,0.0,0.0,0.0,7.64477,0.89609,0.0,-0.02,0.0,0,2026.36,0.0,0.0,0.0,0.0,0.001526,3.28495,0.0,0.0,0.0,0.0,0.0,43.1517,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,702.77,1230.40002441,0.0,0.0,0.00153,0.0,94.58,0.0,0.0,0.17395,0.0,0.0,34.0,72.5,105.278,0.0,0.0,0,5.70748,0.0,1257.8,0.0,0.0,0.0,0.0,0.0,35.7922,0.42449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34416,18.24,2.45,0.0
