SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-06-02 00:00:00,0.0,0.0,,0.0,8.774,124.541,,0.0,34.0,19.18,0.0,0.0,0.0,0.0,0.0,0,,250.19,0.0,73.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,2113.0,1062.38,0.0,0.02,3.465,275.87,0.0,122.58,23.6839,105.6,0.0,85.0,0.0,0.0,0.0,17.3,77.2,0.0,43.0,413.55,,0.0,127.355,0.0,0.0,0.1,738.844,8.0,0.0,108.86,20.6,77.8912,,,0.0,177.52,0.0,91.54,164.16,,0.0,0.0,0.0
2025-06-02 00:05:00,0.0,0.0,,0.0,10.008,121.251,,0.0,32.1,18.44,0.0,0.0,0.0,0.0,0.0,0,,252.53,0.0,72.64,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,2158.0,1030.5,0.0,0.02,3.495,275.9,0.0,118.49,23.0918,102.6,0.0,92.67,0.0,0.0,0.0,16.9,69.2,0.0,41.98,416.73,,0.0,127.85,0.0,0.0,0.1,738.281,8.2,0.0,112.93,22.4,72.1965,,,0.0,176.28,0.0,86.13,215.72,,0.0,0.0,0.0
2025-06-02 00:10:00,0.0,0.0,,0.0,10.659,114.073,,0.0,33.3,21.19,0.0,0.0,0.0,0.0,0.0,0,,246.1,0.0,72.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,2187.0,1056.0,0.0,0.02,3.585,284.47,0.0,115.75,23.9692,92.7,0.0,89.88,0.0,0.0,0.0,18.9,75.3,0.0,42.47,405.85,,0.0,130.372,0.0,0.0,0.1,740.5,9.5,0.0,120.46,21.7,71.5679,,,0.0,177.7,0.0,93.23,207.72,,0.0,0.0,0.0
2025-06-02 00:15:00,0.0,0.0,,0.0,11.347,113.896,,0.0,32.1,22.53,0.0,0.0,0.0,0.0,0.0,0,,237.39,0.0,75.65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,2211.0,1036.5,0.0,0.02,3.57,282.19,0.0,111.89,25.8858,86.5,0.0,78.26,0.0,0.0,0.0,18.4,76.3,0.0,41.27,408.11,,0.0,132.466,0.0,0.0,0.1,740.938,9.8,0.0,121.38,22.7,73.4051,,,0.0,178.32,0.0,94.6,198.72,,0.0,0.0,0.0
2025-06-02 00:20:00,0.0,0.0,,0.0,11.135,113.573,,0.0,30.7,23.81,0.0,0.0,0.0,0.0,0.0,0,,236.1,0.0,75.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,2220.0,1030.5,0.0,0.02,3.165,284.95,0.0,112.44,29.6747,82.8,0.0,74.5,0.0,0.0,0.0,18.4,78.3,0.0,39.99,402.94,,0.0,133.789,0.0,0.0,0.1,742.156,9.9,0.0,123.38,22.6,78.3917,,,0.0,177.64,0.0,102.34,214.65,,0.0,0.0,0.0
2025-06-02 00:25:00,0.0,0.0,,0.0,11.817,112.987,,0.0,31.5,21.82,0.0,0.0,0.0,0.0,0.0,0,,237.84,0.0,75.52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,2132.0,1028.25,0.0,0.02,3.18,283.57,0.0,101.49,33.9625,66.9,0.0,72.17,0.0,0.0,0.0,17.5,77.8,0.0,37.83,398.72,,0.0,136.944,0.0,0.0,0.1,737.75,9.9,0.0,121.7,23.2,80.4059,,,0.0,176.72,0.0,106.1,218.0,,0.0,0.0,0.0
2025-06-02 00:30:00,0.0,0.0,,0.0,14.341,118.37,,0.0,30.9,22.55,0.0,0.0,0.0,0.0,0.0,0,,243.18,0.0,73.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,2212.0,1040.62,0.0,0.02,3.375,283.95,0.0,97.03,36.8969,52.5,0.0,75.27,0.0,0.0,0.0,18.7,76.0,0.0,34.94,399.06,,0.0,137.609,0.0,0.0,0.3,742.906,10.2,0.0,121.93,21.8,79.5026,,,0.0,177.96,0.0,105.87,181.83,,0.0,0.0,0.0
2025-06-02 00:35:00,0.0,0.0,,0.0,14.789,123.961,,0.0,32.3,20.23,0.0,0.0,0.0,0.0,0.0,0,,243.22,0.0,71.43,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,2159.0,1060.88,0.0,0.02,2.775,288.04,0.0,89.18,43.7727,46.9,0.0,71.17,0.0,0.0,0.0,18.1,76.1,0.0,32.01,392.97,,0.0,136.221,0.0,0.0,0.1,737.062,10.6,0.0,115.35,22.7,77.2625,,,0.0,177.46,0.0,106.98,145.87,,0.0,0.0,0.0
2025-06-02 00:40:00,0.0,0.0,,0.0,14.988,131.914,,0.0,33.2,21.36,0.0,0.0,0.0,0.0,0.0,0,,243.89,0.0,74.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,2091.0,1057.88,0.0,0.02,2.46,291.61,0.0,86.26,50.4898,42.5,0.0,66.46,0.0,0.0,0.0,16.2,77.0,0.0,30.91,377.25,,0.0,138.112,0.0,0.0,0.1,737.812,11.6,0.0,117.1,21.8,79.704,,,0.0,176.46,0.0,113.79,114.74,,0.0,0.0,0.0
2025-06-02 00:45:00,0.0,0.0,,0.0,13.673,135.119,,0.0,35.0,19.01,0.0,0.0,0.0,0.0,0.0,0,,246.68,0.0,72.32,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,2161.0,1087.88,0.0,0.02,2.655,282.8,0.0,75.46,54.4435,43.6,0.0,59.91,0.0,0.0,0.0,17.3,82.3,0.0,28.01,364.67,,0.0,141.769,0.0,0.0,0.2,740.281,12.6,0.0,113.68,23.0,82.2125,,,0.0,178.02,0.0,118.45,105.08,,0.0,0.0,0.0
2025-06-02 00:50:00,0.0,0.0,,0.0,11.947,142.126,,0.0,36.3,17.5,0.0,0.0,0.0,0.0,0.0,0,,239.9,0.0,70.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,2108.0,1063.12,0.0,0.02,2.76,280.18,0.0,70.05,54.4694,51.2,0.0,57.43,0.0,0.0,0.0,16.6,82.5,0.0,28.23,353.57,,0.0,145.19,0.0,0.0,0.2,742.375,12.2,0.0,110.71,24.2,82.2797,,,0.0,177.42,0.0,109.66,92.85,,0.0,0.0,0.0
