SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI,GSWF,MANNSF
2024-02-12 00:00:00,0.173,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,4.60537,36.2,37.026,0.11444,0,0.0,20.42,23.99,50.9,38.4,58.8,0.3,0.0,0.0,0.02,0.0,66.37,40.28,5.17995,3.68426,17.0692,0.0,0.0,0.0,0.0,0.08545,10.0,0.0,45.3,381.480010986,220.529,0.0,10.96,0.0,0.0,0.0,40.0,42.8,52.0943,0.0,0.0,0.89974,0.0,178.0,16.8,31.0,41.39,0.153,0.0,0.0,0.0,0.0,0.38,0.0,0.0
2024-02-12 00:05:00,0.318,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.90689,26.6,40.0515,0.06256,0,0.0,17.59,20.72,53.4,40.2,58.2,3.6,0.0,0.0,0.0,11.1,65.15,38.22,5.80511,3.34932,18.8554,0.0,0.0,0.0,0.0,0.08545,9.6,0.0,48.2,393.380004883,221.201,0.0,11.11,0.0,0.0,0.0,35.8,42.7,48.2337,0.0,0.0,0.89974,0.0,214.0,15.9,29.3,40.9,0.196,0.0,0.0,0.0,0.0,6.28,0.0,0.0
2024-02-12 00:10:00,0.115,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.50642,19.0,41.06,0.05951,0,0.0,14.96,20.38,54.0,42.0,56.2,0.0,0.0,0.0,0.0,7.2,65.82,40.33,5.98373,3.40515,19.0397,0.0,0.0,0.0,0.0,0.08545,10.0,0.0,46.2,418.880004883,219.187,0.0,12.38,0.0,0.0,0.0,33.1,39.4,49.22,0.0,0.0,1.29962,0.0,204.0,15.7,33.8,38.33,1.584,0.0,0.0,0.0,0.0,0.39,0.0,0.0
2024-02-12 00:15:00,0.063,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.40747,17.2,41.2761,0.08087,0,0.0,15.5,17.92,52.7,45.4,53.9,0.2,0.0,0.0,0.01,5.85,53.58,34.12,8.30578,3.57261,18.9113,0.0,0.0,0.0,0.0,0.08545,11.5,0.0,44.1,461.769989014,219.187,0.0,13.69,0.0,0.0,0.0,34.5,41.0,47.7147,0.0,0.0,1.29962,0.0,164.0,15.3,36.3,38.56,1.933,0.0,0.0,0.0,0.0,0.89,0.0,0.0
2024-02-12 00:20:00,0.137,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,7.10829,18.9,41.6362,0.0473,0,0.0,14.76,15.69,56.9,51.8,54.1,11.2,0.0,0.0,0.0,4.35,50.03,25.32,8.21647,3.46097,22.0037,0.0,0.0,0.0,0.0,0.08545,12.4,0.0,47.3,431.790008545,220.529,0.0,15.72,0.0,0.0,0.0,31.4,41.1,45.7422,0.0,0.0,1.29962,0.0,177.0,16.5,39.1,37.87,1.95,0.0,0.0,0.0,0.0,2.18,0.0,0.0
2024-02-12 00:25:00,0.173,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,7.10829,20.5,42.2845,0.05341,0,0.0,18.08,15.61,54.3,63.8,59.2,4.3,0.002,0.0,0.0,3.0,42.68,21.62,7.5913,3.62844,20.2956,0.0,0.0,0.0,0.0,0.08545,12.0,0.0,52.2,473.149993896,220.529,0.0,15.68,0.0,0.0,0.0,29.6,43.8,44.797,0.0,0.0,1.29962,0.0,156.0,16.0,41.2,34.51,1.203,0.0,0.0,0.0,0.0,0.26,0.0,0.0
2024-02-12 00:30:00,0.177,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,6.70782,22.2,44.3015,0.00153,0,0.0,16.5,18.03,56.9,73.0,61.7,21.0,0.0,0.0,0.0,5.4,41.85,18.74,7.5913,4.52159,21.4286,0.0,0.0,0.0,0.0,0.08545,11.5,0.0,52.1,484.779998779,221.201,0.0,16.22,0.0,0.0,0.0,26.9,40.5,44.2363,0.0,0.0,0.49985,0.0,122.0,16.6,40.8,28.46,0.201,0.0,0.0,0.0,0.0,0.69,0.0,0.0
2024-02-12 00:35:00,0.171,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,7.40864,24.8,45.8143,0.0351,0,0.0,15.95,15.74,66.3,71.9,60.9,29.1,0.032,0.0,0.01,8.55,35.53,17.2,7.32337,3.34932,22.5674,0.0,0.0,0.0,0.0,0.08545,10.5,0.0,52.7,468.600006104,221.201,0.0,15.95,0.0,0.0,0.0,28.0,39.4,44.3582,0.0,0.0,0.39988,0.0,126.0,17.1,40.2,28.59,0.081,0.0,0.0,0.0,0.0,0.22,0.0,0.0
2024-02-12 00:40:00,0.199,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,7.00818,24.5,44.8058,0.08392,0,0.0,16.28,16.96,59.9,81.4,55.6,20.5,0.0,0.0,0.01,0.0,31.78,12.38,6.6089,3.46097,21.0827,0.0,0.0,0.0,0.0,0.08545,10.0,0.0,51.7,478.0,220.529,0.0,19.17,0.0,0.0,0.0,27.3,35.7,42.7763,0.0,0.0,0.39988,0.0,128.0,16.9,41.5,29.0,0.089,0.0,0.0,0.0,0.0,0.26,0.0,0.0
2024-02-12 00:45:00,2.343,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,6.20724,26.4,43.9413,0.07782,0,0.0,18.56,15.03,63.1,80.9,51.6,0.0,0.0,0.0,0.01,0.0,27.5,12.33,7.41268,4.01919,20.1169,0.0,0.0,0.0,0.0,0.08545,10.0,0.0,54.1,482.920013428,220.529,0.0,20.53,0.0,0.0,0.0,27.2,35.5,42.9747,0.0,0.0,0.39988,0.0,143.0,17.6,41.9,29.98,0.062,0.0,0.0,0.0,0.0,0.35,0.0,0.0
