SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1
2023-11-20 00:00:00,131.397,1368.72,0.0,0.0,0.0,13.0513,0.0,0.0,0.0,0.0,0.0,6.39811,60.3446,29.2965,0.0,4.07,0.0,0,1390.91,0.0,0.0,0.0,0.0,0.001526,53.2842,0.0,45.5324,24.263,0.0,0.0,44.6467,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,731.664,533.469970703,0.0,0.0,0.00153,0.0,22.0142,0.0,0.0,0.13376,0.0,620.102,0.0,60.4,148.389,0.0,0.0,191,22.9416,0.0,1280.31,0.0,0.0,0.0,3.16851,0.0,0.0,0.0,0.0,0.0,0.0,0.05234,0.0,0.0,0.0,0.0,14.9188,-0.29,0.0,73.5351,0.0,0.0
2023-11-20 00:05:00,138.499,1367.62,0.0,0.0,0.0,15.7516,0.0,0.0,0.0,0.0,0.0,8.68544,62.0926,25.3979,0.0,4.3,0.0,0,1399.97,0.0,0.0,0.0,0.0,0.001526,51.8942,0.0,37.9405,22.6063,0.0,0.0,44.4683,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,731.054,460.720001221,0.0,0.0,0.00153,0.0,19.1486,0.0,0.0,0.08352,0.0,634.581,0.0,60.4,154.487,0.0,0.0,189,23.7693,0.0,1280.95,0.0,3.0856,0.0,1.72708,0.0,0.0,0.0,0.0,0.0,0.0,0.44712,0.0,0.0314,0.0,0.0,14.9188,-0.29,0.0,76.4355,0.0,0.0
2023-11-20 00:10:00,129.599,1362.47,0.0,0.0,0.0,18.4623,0.0,0.0,0.0,0.0,0.0,10.6661,59.2337,27.0972,0.0,4.31,0.0,0,1396.97,0.0,0.0,0.0,0.0,0.001526,52.8742,0.0,31.7515,22.9998,0.0,0.0,44.5883,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,731.42,471.440002441,0.0,0.0,0.00153,0.0,15.349,0.0,0.0,0.13376,0.0,625.267,0.0,60.1,153.608,0.0,0.0,191,25.5161,0.0,1279.6,0.0,0.0,0.0,0.74269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.5758,-0.28,0.0,76.925,0.0,0.0
2023-11-20 00:15:00,144.396,1366.43,0.0,0.0,0.0,22.6927,0.0,0.0,0.0,0.0,0.0,13.8476,57.5747,29.7965,0.0,4.37,0.0,0,1398.8,0.0,0.0,0.0,0.0,0.001526,55.2942,0.0,29.1362,21.0773,0.0,0.0,44.7636,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,730.541,380.160003662,0.0,0.0,0.00153,0.0,13.4905,0.0,0.0,0.14381,0.0,630.486,0.0,60.3,150.202,0.0,0.0,189,23.8572,0.0,1283.49,0.0,2.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.5758,-0.3,0.0,74.3871,0.0,0.0
2023-11-20 00:20:00,144.197,1368.43,0.0,0.0,0.0,23.6117,0.0,0.0,0.0,0.0,0.0,17.4121,52.444,32.0976,0.0,5.01,0.0,0,1398.83,0.0,0.0,0.0,0.0,0.001526,59.2241,0.0,29.0791,21.5462,0.0,0.0,44.7328,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,729.198,363.929992676,0.0,0.0,0.00153,0.0,10.3136,0.0,0.0,0.14381,0.0,631.277,0.0,60.3,150.641,0.0,0.0,190,24.022,0.0,1283.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02243,0.0,0.0,14.5758,-0.31,0.0,75.8736,0.0,0.0
2023-11-20 00:25:00,133.995,1363.11,0.0,0.0,0.0,20.3525,0.0,0.0,0.0,0.0,0.0,20.3632,49.0028,29.2965,0.0,6.39,0.0,0,1393.01,0.0,0.0,0.0,0.0,0.001526,59.7441,0.0,26.0829,22.3032,0.0,0.0,44.2929,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,730.199,323.299987793,0.0,0.0,0.00153,0.0,6.67887,0.0,0.0,0.14381,0.0,621.407,0.0,60.3,159.76,0.0,0.0,189,29.2552,0.0,1278.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5758,-0.3,0.0,85.4631,0.0,0.0
2023-11-20 00:30:00,130.195,1364.33,0.0,0.0,0.0,15.873,0.0,0.0,0.0,0.0,0.0,25.0584,47.5233,32.7967,0.0,7.74,0.0,0,1397.75,0.0,0.0,0.0,0.0,0.001526,65.304,0.0,28.4824,19.1214,0.0,0.0,44.5298,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,730.712,343.700012207,0.0,0.0,0.00153,0.0,4.91188,0.0,0.0,0.184,0.0,615.002,0.0,60.3,157.859,0.0,0.0,190,32.4559,0.0,1229.26,0.0,0.02513,0.0,1.55129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01346,0.0,0.0,14.5758,-0.28,0.0,78.1939,0.0,0.0
2023-11-20 00:35:00,127.995,1369.67,0.0,0.0,0.0,12.6013,0.0,0.0,0.0,0.0,0.0,27.6616,47.5233,26.8981,0.0,8.19,0.0,0,1397.73,0.0,0.0,0.0,0.0,0.001526,65.644,0.0,31.8022,18.0867,0.0,0.0,45.1451,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,729.906,279.350006104,0.0,0.0,0.00153,0.0,3.31884,0.0,0.0,0.12371,0.0,621.99,0.0,60.3,156.058,0.0,0.0,190,37.4841,0.0,1200.52,0.0,0.63946,0.0,1.66555,0.0,0.0,0.0,0.0,0.0,0.0,0.93761,0.0,0.01047,0.0,0.0,14.5758,-0.29,0.0,69.8733,0.0,0.0
2023-11-20 00:40:00,115.995,1367.5,0.0,0.0,0.0,8.14058,0.0,0.0,0.0,0.0,0.0,34.3175,49.7841,20.9994,0.0,12.53,0.0,0,1394.48,0.0,0.0,0.0,0.0,0.001526,60.9941,0.0,33.1035,19.0349,0.0,0.0,44.7913,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,728.685,299.589996338,0.0,0.0,0.00153,0.0,1.02083,0.0,0.0,0.12371,0.0,623.951,0.0,60.3,156.816,0.0,0.0,190,38.9856,0.0,1252.21,0.0,0.0,0.0,0.86574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.5758,-0.29,0.0,75.3297,0.0,0.0
2023-11-20 00:45:00,122.198,1355.93,0.0,0.0,0.0,5.53241,0.0,0.0,0.0,0.0,0.0,35.7366,46.2537,16.1981,0.0,12.89,0.0,0,1388.33,0.0,0.0,0.0,0.0,0.001526,60.8941,0.0,34.1001,17.613,0.0,0.0,44.6744,0.0,0.0,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,729.931,234.410003662,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.1639,0.0,617.348,0.0,60.3,158.42,0.0,0.0,189,38.8428,0.0,1275.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.5758,-0.29,0.0,78.9371,0.0,0.0
