SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS
2023-03-12 00:00:00,0.0,67.5,4.47,0.0,1.372,3.7995,0.0,97.61,7.3,30.76,0.0,0.0,14.999,0.0,0.0,0,7.7,7.88,0.0,0.0,7.3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,1642,1151.88,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,265.1,156.64,0.0,0.0,0.0,0.0,-0.4,0,0.0,77.7,9.2,0.0,52.508,0.0,0.0,0.0,1107.9,-0.3,0.0,7.46,-0.1,0.0,0.13807
2023-03-12 00:05:00,0.0,68.5,0.0,0.0,0.717,2.63371,1.7,95.87,6.6,27.08,-0.01,0.0,15.6088,0.0,0.0,0,6.5,7.36,0.0,0.0,1.63864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1649,1151.13,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,216.9,165.33,0.0,0.0,0.0,0.0,-0.3,0,0.0,81.57,2.4,0.0,53.06,0.0,0.0,0.0,1108.66,-0.1,0.0,5.61,0.0,0.0,0.0
2023-03-12 00:10:00,0.0,71.0,0.0,0.0,0.905,2.29801,1.01,96.6,5.7,24.55,-0.01,0.0,15.9375,0.0,0.0,0,5.1,6.56,0.0,0.16,0.63756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1639,1151.13,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,207.3,160.15,0.0,0.0,0.0,0.0,-0.4,0,0.02,87.65,1.0,0.0,53.1,0.0,0.0,0.0,1100.66,-0.1,0.0,4.36,0.0,0.0,0.0
2023-03-12 00:15:00,0.0,74.4,0.0,0.0,1.735,2.54215,0.75,96.88,5.9,24.9,0.0,0.0,17.9057,0.0,0.0,0,5.3,5.78,0.0,0.22,0.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,1640,1151.5,0.0,0.0,0.105,0.32,0.0,0.0,0.0,0.0,209.5,157.02,0.0,0.0,0.0,0.0,-0.4,0,0.0,89.49,1.1,0.0,53.3,0.0,0.0,0.0,1101.57,-0.3,0.0,5.48,0.0,0.0,0.13459
2023-03-12 00:20:00,0.0,76.2,0.0,0.0,1.728,2.75578,1.32,105.37,4.9,23.97,-0.01,0.0,20.6223,0.0,0.0,0,5.7,5.3,0.0,0.01,3.87699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,1651,1152.25,0.0,0.0,0.105,0.06,0.0,0.0,0.0,0.0,213.3,157.61,0.0,0.0,0.0,0.0,-0.4,0,0.0,93.49,9.5,0.0,54.874,0.0,0.0,0.0,1105.46,-0.3,0.0,5.87,0.0,0.0,0.13455
2023-03-12 00:25:00,0.0,76.6,0.0,0.0,1.644,2.20645,5.34,101.8,5.0,25.74,0.0,0.0,23.808,0.0,0.0,0,5.7,5.47,0.0,0.0,10.8497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,1652,1153.38,0.0,0.0,0.105,0.42,0.0,0.0,0.0,0.0,214.9,155.61,0.0,0.0,0.0,0.0,-0.4,0,0.0,90.45,9.1,0.0,54.055,0.0,0.0,0.0,1104.3,-0.3,0.0,5.54,0.0,0.0,0.27521
2023-03-12 00:30:00,0.0,79.4,0.0,0.0,2.105,1.2665,0.0,111.42,6.2,24.84,0.0,0.0,23.3441,0.0,0.0,0,5.5,6.13,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,1619,1142.86,0.0,0.0,0.03,0.49,0.0,0.0,0.0,0.1,205.0,146.7,0.0,0.0,0.0,0.0,-0.4,0,0.0,90.78,0.0,0.0,54.219,0.0,0.0,0.0,1092.95,-0.3,0.0,5.27,0.0,0.0,0.30908
2023-03-12 00:35:00,0.0,78.1,0.0,0.0,3.066,1.74258,2.71,110.94,5.9,23.52,0.0,0.0,20.3612,0.0,0.0,0,4.9,8.68,0.0,0.51,7.98615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,1650,1151.13,0.0,0.0,0.03,2.68,0.0,0.0,0.0,0.7,119.0,149.27,0.0,0.0,0.0,0.0,-0.4,0,0.0,89.6,10.9,0.0,56.782,0.0,0.0,0.0,1104.77,-0.2,0.0,6.11,0.0,0.0,0.25068
2023-03-12 00:40:00,0.0,79.1,0.0,0.0,2.232,2.40177,2.73,113.91,5.7,25.06,-0.01,0.0,18.902,0.0,0.0,0,4.9,9.09,0.0,0.27,4.55741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,1642,1152.25,0.0,0.0,0.03,2.67,0.0,0.0,0.0,1.2,133.8,144.06,0.0,0.0,0.0,0.0,-0.4,0,0.0,94.25,5.6,0.0,57.188,0.0,0.0,0.0,1099.97,-0.2,0.0,7.34,0.0,0.0,0.0
2023-03-12 00:45:00,0.0,82.2,0.0,0.0,2.36,2.07828,1.04,118.48,5.8,27.31,0.0,0.0,19.1488,0.0,0.0,0,4.3,9.06,0.0,0.21,1.42049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,1646,1151.13,0.0,0.0,0.03,5.11,0.0,0.0,0.0,1.2,133.9,145.66,0.0,0.0,0.0,0.0,-0.4,0,0.0,99.63,0.1,0.0,57.797,0.0,0.0,0.0,1103.61,-0.2,0.0,9.46,0.0,0.0,0.0
