SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS
2023-02-19 00:00:00,0.0,46.1,27.12,0.0,0.809,0.0,0.0,80.67,7.4,50.77,0.0,0.0,8.27494,177.4,0.0,0,5.2,0.0,60.36,0.0,19.8753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,2211,1157.52,0.0,0.02,-0.045,0.0,0.0,0.0,4.34126,0.0,176.5,133.92,0.0,0.0,0.0,0.0,8.2,0,0.0,72.15,0.0,0.0,63.054,0.0,0.0,0.0,1002.23,-0.3,0.0,3.12,0.0,0.0,0.0
2023-02-19 00:05:00,0.0,43.7,2.3,0.0,0.405,0.0,3.97,72.9,7.0,48.93,-0.01,0.0,6.30451,177.2,0.0,0,6.0,0.0,60.44,0.0,15.4915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,2206,1155.64,0.0,0.02,-0.045,0.0,0.0,0.0,4.44044,0.0,301.8,131.21,0.0,0.0,0.0,0.0,8.4,0,0.0,72.29,0.0,0.0,64.819,0.0,0.0,0.0,1023.91,-0.3,0.0,2.26,0.0,0.0,0.0
2023-02-19 00:10:00,0.0,37.5,0.0,0.0,0.0,0.0,1.68,69.07,7.4,49.81,-0.01,0.0,6.38976,177.5,0.0,0,4.8,0.0,60.2,0.0,4.30094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,2193,1154.13,0.0,0.02,-0.045,0.0,0.0,0.0,4.59609,0.0,319.2,128.33,0.0,0.0,0.0,0.0,8.1,0,0.0,71.66,0.0,0.0,63.108,0.0,0.0,0.0,1021.65,-0.3,0.0,2.37,0.0,0.0,0.0
2023-02-19 00:15:00,0.0,34.5,0.0,0.0,0.0,0.0,7.79,62.28,7.3,49.13,-0.01,0.0,6.54566,177.5,0.0,0,4.5,0.0,60.44,0.0,9.14346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,2206,1157.14,0.0,0.0,-0.045,0.0,0.0,0.0,6.77206,0.0,233.9,120.93,0.0,0.0,0.0,0.0,7.9,0,0.0,75.86,0.0,0.0,65.029,0.0,0.0,0.0,1020.59,-0.3,0.0,1.98,0.0,0.0,0.0
2023-02-19 00:20:00,0.0,28.9,0.0,0.0,0.0,0.0,0.0,56.35,8.7,49.86,-0.01,0.0,5.73901,177.8,0.0,0,4.0,0.0,60.32,0.0,8.02397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,2191,1153.38,0.0,0.02,-0.045,0.18,0.0,0.0,7.71661,0.0,215.5,119.25,0.0,0.0,0.0,0.0,8.8,0,0.0,75.5,0.0,0.0,68.353,0.0,0.0,0.0,1028.42,-0.3,0.0,1.36,0.0,0.0,0.0
2023-02-19 00:25:00,0.0,28.7,0.0,0.0,0.0,0.0,0.37,54.72,9.1,50.67,-0.01,0.0,5.56646,177.4,0.0,0,3.4,0.0,60.24,0.13,2.18253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,2191,1152.63,0.0,0.02,-0.045,0.42,0.0,0.0,8.40175,0.0,204.4,115.39,0.0,0.0,0.0,0.0,8.8,0,0.0,72.09,0.0,0.0,67.0,0.0,0.0,0.0,1029.86,-0.3,0.0,0.68,0.0,0.0,0.0
2023-02-19 00:30:00,0.0,27.9,0.0,0.0,0.0,0.0,1.75,54.16,7.4,51.65,-0.01,0.0,6.14835,177.0,0.0,0,3.2,0.0,60.36,0.2,4.96995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,2216,1156.77,0.0,0.02,-0.045,0.78,0.0,0.0,8.99533,0.0,149.8,115.87,0.0,0.0,0.0,0.0,10.0,0,0.0,67.3,0.9,0.0,66.42,0.0,0.0,0.0,1032.4,-0.3,0.0,0.46,0.0,0.0,0.0
2023-02-19 00:35:00,0.0,28.7,0.0,0.0,0.0,0.0,3.19,50.19,6.6,52.42,0.0,0.0,7.80954,177.0,0.0,0,3.0,0.0,60.32,0.25,5.3688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,2206,1155.26,0.0,0.02,-0.045,1.25,0.0,0.0,7.34886,0.0,149.5,122.73,0.0,0.0,0.0,0.0,10.6,0,0.0,60.18,0.0,0.0,66.519,0.0,0.0,0.0,1029.58,-0.3,0.0,0.67,0.0,0.0,0.0
2023-02-19 00:40:00,0.0,25.8,0.0,0.0,0.0,0.0,0.99,46.9,6.2,52.15,0.0,0.0,7.31136,177.5,0.0,0,3.0,0.0,60.36,0.54,1.35893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2190,1151.13,0.0,0.0,-0.045,0.33,0.0,0.0,5.3911,0.0,143.3,121.58,0.0,0.0,0.0,0.0,10.6,0,0.0,57.22,0.0,0.0,65.052,0.0,0.0,0.0,1032.55,-0.3,0.0,1.12,0.0,0.0,0.0
2023-02-19 00:45:00,0.0,20.6,0.0,0.0,0.0,0.0,0.25,43.63,4.8,51.01,-0.01,0.0,7.16288,177.2,0.0,0,2.8,0.0,60.24,0.57,3.7855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,2210,1157.89,0.0,0.0,-0.045,0.25,0.0,0.0,4.72579,0.0,121.5,121.44,0.0,0.0,0.0,0.0,10.6,0,0.0,55.34,0.9,0.0,62.009,0.0,0.0,0.0,1035.72,-0.2,0.0,1.06,0.0,0.0,0.0
2023-02-19 00:50:00,0.0,18.0,0.0,0.0,0.0,0.0,0.0,41.26,4.5,51.37,0.0,0.0,7.31981,177.6,0.0,0,2.8,0.0,60.24,0.5,2.38128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,2202,1153.38,0.0,0.0,-0.045,0.0,0.0,0.0,4.44807,0.0,108.0,123.17,0.0,0.0,0.0,0.0,10.6,0,0.0,52.67,0.0,0.0,57.206,0.0,0.01,0.0,1033.21,-0.1,0.0,0.92,0.0,0.0,0.0
2023-02-19 00:55:00,0.0,14.4,0.0,0.0,0.0,0.0,0.14,37.94,4.4,51.01,-0.01,0.0,6.94144,177.2,0.0,0,2.8,0.0,60.4,0.86,6.87289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,2215,1158.27,0.0,0.0,-0.045,1.12,0.0,0.0,3.33567,0.0,3.5,122.72,0.0,0.0,0.0,0.0,12.1,0,0.0,50.37,0.1,0.0,53.284,0.0,0.0,0.0,1033.24,-0.1,0.0,1.08,0.0,0.0,0.0
2023-02-19 01:00:00,0.0,12.1,0.0,0.0,0.0,0.0,4.76,36.43,4.2,51.35,-0.01,0.0,6.13862,177.5,0.0,0,2.4,0.0,60.44,0.55,6.98244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,2218,1162.03,0.0,0.0,-0.045,2.94,0.0,0.0,1.442,0.0,30.1,122.12,0.0,0.0,0.0,0.0,11.2,0,0.0,49.91,12.9,0.0,50.624,0.0,0.0,0.0,1037.85,0.0,0.0,1.16,0.0,0.0,0.0
2023-02-19 01:05:00,0.0,11.7,0.0,0.0,0.0,0.0,0.23,34.5,4.4,51.01,0.0,0.0,6.15731,177.3,0.0,0,2.4,0.0,60.36,0.74,11.1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,2220,1157.89,0.0,0.0,-0.045,2.59,0.0,0.0,0.23804,0.0,54.7,118.44,0.0,0.0,0.0,0.0,9.7,0,0.0,49.77,11.3,0.0,50.086,0.0,0.0,0.0,1035.56,0.0,0.0,1.83,0.0,0.0,0.0
2023-02-19 01:10:00,0.0,10.9,0.0,0.0,0.0,0.0,3.33,30.93,3.8,49.1,-0.01,0.0,6.5728,177.1,0.0,0,2.0,0.0,60.32,0.69,9.42623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,2188,1153.76,0.0,0.0,-0.045,2.19,0.0,0.0,0.0,0.0,71.4,118.59,0.0,0.0,0.0,0.0,9.6,0,0.0,45.61,2.1,0.0,48.885,0.0,0.0,0.0,1034.34,0.1,0.0,3.0,0.0,0.0,0.0
2023-02-19 01:15:00,0.0,11.3,0.0,0.0,0.0,0.0,0.02,28.7,4.1,48.24,-0.01,0.0,6.4192,176.6,0.0,0,2.0,0.0,60.52,0.9,11.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2209,1157.52,0.0,0.0,-0.045,1.23,0.0,0.0,0.0,0.0,61.0,117.25,0.0,0.0,0.0,0.0,9.6,0,0.0,42.74,0.0,0.0,45.796,0.0,0.0,0.0,1030.2,0.2,0.0,3.76,0.1,0.0,0.0
2023-02-19 01:20:00,0.0,10.2,0.0,0.0,0.0,0.0,0.37,26.97,3.8,49.36,-0.01,0.0,5.6297,177.4,0.0,0,1.8,0.0,60.32,1.29,11.4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2215,1157.89,0.0,0.02,-0.045,1.44,0.0,0.0,0.0,0.0,61.1,119.9,0.0,0.0,0.0,0.0,9.4,0,0.0,39.61,0.0,0.0,43.069,0.0,0.0,0.0,1034.59,0.1,0.0,4.39,0.3,0.0,0.0
2023-02-19 01:25:00,0.0,9.2,0.0,0.0,0.0,0.0,0.56,25.71,3.3,48.01,-0.01,0.0,5.72774,177.5,0.0,0,1.6,0.0,60.48,2.14,11.4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,2215,1160.9,0.0,0.0,-0.045,2.38,0.0,0.0,0.0,0.0,61.3,118.9,0.0,0.0,0.0,0.0,11.0,0,0.0,38.98,0.0,0.0,37.85,0.0,0.0,0.0,1035.97,0.1,0.0,6.25,0.1,0.0,0.0
2023-02-19 01:30:00,0.0,8.7,0.0,0.0,0.0,0.0,0.0,19.62,3.1,47.14,-0.01,0.0,6.05389,177.6,0.0,0,1.6,0.0,60.32,3.25,2.55153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,2196,1153.01,0.0,0.0,-0.045,2.15,0.0,0.0,0.0,0.0,54.4,120.62,0.0,0.0,0.0,0.0,11.3,0,0.0,36.43,0.0,0.0,32.888,0.0,0.0,0.0,1029.92,0.2,0.0,5.9,0.2,0.0,0.0
2023-02-19 01:35:00,0.0,6.7,0.0,0.0,1.012,0.0,0.0,16.02,3.1,38.51,0.0,0.0,5.67757,177.8,0.0,0,2.0,0.0,60.36,4.87,5.38159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,2193,1152.63,0.0,0.0,-0.045,3.28,0.0,0.0,0.0,0.0,0.2,124.65,0.0,0.0,0.0,0.0,12.0,0,0.0,31.94,3.2,0.0,31.995,0.0,0.0,0.0,1031.64,0.2,0.0,5.07,0.2,0.0,0.0
2023-02-19 01:40:00,0.0,6.5,0.0,0.0,2.184,0.0,0.0,15.81,3.2,30.08,0.0,0.0,4.94336,177.4,0.0,0,2.0,0.0,60.52,5.42,10.8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,2169,1157.52,0.0,0.0,-0.045,5.18,0.0,0.0,0.0,0.0,0.0,125.44,0.0,0.0,0.0,0.0,12.9,0,0.0,25.41,0.0,0.0,30.861,0.0,0.0,0.0,1035.19,0.3,0.0,5.16,0.0,0.0,0.0
2023-02-19 01:45:00,0.0,7.3,0.0,0.0,2.955,0.0,0.17,17.54,2.9,23.84,0.01,0.0,4.30566,176.9,0.0,0,2.1,0.0,60.48,5.8,11.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,2219,1157.52,0.0,0.0,-0.045,4.75,0.0,0.0,0.0,0.0,0.0,128.6,0.0,0.0,0.0,0.0,12.3,0,0.0,22.57,0.0,0.0,28.078,0.0,0.0,0.0,1038.38,0.5,0.0,6.26,0.0,0.0,0.0
2023-02-19 01:50:00,0.0,7.7,0.0,0.0,3.703,0.0,0.3,20.35,2.5,22.53,-0.01,0.0,4.16038,177.1,0.0,0,2.1,0.0,60.44,5.96,10.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,2217,1160.15,0.0,0.02,-0.045,7.2,0.0,0.0,0.0,0.0,0.0,129.4,0.0,0.0,0.0,0.0,11.1,0,0.0,16.83,0.0,0.0,25.026,0.0,0.0,0.0,1034.37,0.5,0.0,6.14,0.1,0.0,0.0
2023-02-19 01:55:00,0.0,8.3,0.0,0.0,5.03,0.0,0.0,23.43,1.8,24.01,0.0,0.0,4.01011,176.9,0.0,0,1.8,0.0,60.28,5.27,9.24922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,2157,1155.64,0.0,0.0,-0.045,7.31,0.0,0.0,0.0,0.0,0.0,127.54,0.0,0.0,0.0,0.0,9.6,0,0.0,13.22,9.7,0.0,23.202,0.0,0.0,0.0,1031.64,0.5,0.0,6.85,0.2,0.0,0.0
2023-02-19 02:00:00,0.0,8.3,0.0,0.0,6.42,0.0,0.0,25.9,1.4,25.74,-0.01,0.0,3.65824,177.0,0.0,0,2.2,0.0,60.52,5.27,8.05752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,2162,1154.89,0.0,0.0,-0.045,8.74,0.0,0.0,0.0,0.0,0.0,126.27,0.0,0.0,0.0,0.0,9.3,0,0.0,10.67,0.0,0.0,21.913,0.0,0.0,0.0,1030.86,0.4,0.0,6.99,0.3,0.0,0.0
2023-02-19 02:05:00,0.0,7.5,0.0,0.0,7.47,0.0,0.0,26.26,1.4,31.27,-0.01,0.0,3.23238,177.2,0.0,0,2.0,0.0,36.04,4.49,5.95012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,2165,1155.26,0.0,0.02,-0.045,9.7,0.0,0.0,0.0,0.0,0.0,129.33,0.0,0.0,0.0,0.0,8.7,0,0.0,6.87,0.0,0.0,21.563,0.0,0.0,0.0,1034.62,0.4,0.0,7.83,0.2,0.0,0.0
2023-02-19 02:10:00,0.0,7.0,0.0,0.0,8.184,0.0,0.0,27.12,1.3,36.11,0.0,0.0,2.62157,177.5,0.0,0,2.0,0.0,10.96,4.31,6.17068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,2199,1157.14,0.0,0.0,-0.045,8.98,0.0,0.0,0.0,0.4,0.0,128.71,0.0,0.0,0.0,0.0,8.1,0,0.0,4.57,0.1,0.0,18.998,0.0,0.0,0.0,1036.78,0.3,0.0,8.2,0.3,0.0,0.0
2023-02-19 02:15:00,0.0,7.2,0.0,0.0,9.245,0.0,0.0,28.23,1.0,40.72,-0.01,0.0,2.5719,176.8,0.0,0,2.2,0.0,0.04,5.47,4.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,2202,1155.64,0.0,0.0,-0.045,8.8,0.0,0.0,0.0,1.6,0.0,133.68,0.0,0.0,0.0,0.0,7.0,0,0.0,0.79,0.0,0.0,17.734,0.0,0.0,0.0,1034.06,0.6,0.0,7.81,0.2,0.0,0.0
2023-02-19 02:20:00,0.0,7.9,0.0,0.0,10.005,0.0,0.0,29.98,1.2,38.97,-0.01,0.0,2.36582,177.8,0.0,0,2.4,0.0,0.04,4.98,0.27945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,2204,1156.39,0.0,0.0,0.045,5.75,0.0,0.0,0.0,3.0,0.0,136.98,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,16.122,0.0,0.0,0.0,1033.78,0.7,0.0,7.85,0.0,0.0,0.0
2023-02-19 02:25:00,0.0,9.5,0.0,0.0,11.396,0.0,0.26,28.29,1.0,35.61,-0.01,0.0,2.4832,177.0,0.0,0,2.2,0.0,0.04,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,2208,1156.77,0.0,0.0,0.225,4.75,0.0,0.0,0.0,3.6,0.0,143.07,0.0,0.0,0.0,0.0,5.1,0,0.0,0.0,0.7,0.0,14.836,0.0,0.0,0.0,1033.37,0.5,0.0,8.23,0.0,0.0,0.0
2023-02-19 02:30:00,0.0,11.5,0.0,0.0,11.664,0.0,0.35,27.92,0.0,32.44,-0.01,0.0,2.29606,177.1,0.0,0,2.5,0.0,0.04,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2214,1158.65,0.0,0.0,0.33,4.32,0.0,0.0,0.0,4.3,0.0,144.04,0.0,0.0,0.0,0.0,5.1,0,0.0,0.0,0.0,0.0,14.036,0.0,0.0,0.0,1037.88,0.6,0.0,8.06,0.0,0.0,0.0
2023-02-19 02:35:00,0.0,11.2,0.0,0.0,10.584,0.0,0.1,30.92,0.0,32.04,-0.01,0.0,2.51533,176.5,0.0,0,2.4,0.0,0.04,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2198,1154.89,0.0,0.02,0.33,5.98,0.0,0.0,0.0,3.7,0.0,135.28,0.0,0.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,11.876,0.0,0.0,0.0,1034.21,0.8,0.0,7.9,0.0,0.0,0.0
2023-02-19 02:40:00,0.0,8.3,0.0,0.0,8.688,0.0,0.0,32.06,0.0,29.57,-0.01,0.0,2.44339,177.3,0.0,0,2.4,0.0,0.04,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,2195,1156.01,0.0,0.0,0.555,7.7,0.0,0.0,0.0,4.0,0.0,117.75,0.0,0.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,9.371,0.0,0.0,0.0,1032.21,0.9,0.0,6.91,0.0,0.0,0.0
2023-02-19 02:45:00,0.0,8.8,0.0,0.0,7.258,0.0,0.0,35.09,0.0,27.79,0.0,0.0,2.34816,177.1,0.0,0,2.1,0.0,0.04,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,2188,1150.37,0.0,0.0,0.555,8.78,0.0,0.0,0.0,3.4,0.0,110.3,0.0,0.0,0.0,0.0,4.8,0,0.0,0.0,0.0,0.0,7.624,0.0,0.0,0.0,1033.37,1.1,0.0,7.61,0.0,0.0,0.0
2023-02-19 02:50:00,0.0,6.7,0.0,0.0,6.231,0.0,0.6,35.7,0.0,30.93,0.0,0.0,2.49152,177.5,0.0,0,3.4,0.0,0.04,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,2179,1162.41,0.0,0.0,0.555,9.89,0.0,0.0,0.0,2.9,0.0,94.73,0.0,0.0,0.0,0.0,5.7,0,0.0,0.0,3.2,0.0,5.767,0.0,0.0,0.0,1038.19,1.2,0.0,7.48,0.2,0.0,0.0
2023-02-19 02:55:00,0.0,5.6,0.0,0.0,5.398,0.0,0.0,34.23,0.0,29.67,-0.01,0.0,3.11923,176.8,0.0,0,3.2,0.0,0.04,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,2191,1154.51,0.0,0.0,0.765,9.73,0.0,0.0,0.0,2.5,0.0,94.11,0.0,0.0,0.0,0.0,4.7,0,0.0,0.0,0.0,0.0,4.367,0.0,0.0,0.0,1031.3,1.3,0.0,6.2,0.2,0.0,0.0
2023-02-19 03:00:00,0.0,3.6,0.0,0.0,5.017,0.0,0.0,31.91,0.0,31.81,-0.01,0.0,3.41005,177.1,0.0,0,2.7,0.0,0.04,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2209,1157.89,0.0,0.0,0.975,11.27,0.0,0.0,0.0,2.5,0.0,91.49,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,1.0,0.0,3.967,0.0,0.0,0.0,1034.28,1.1,0.0,6.95,0.3,0.0,0.0
2023-02-19 03:05:00,0.0,2.6,0.0,0.0,4.624,0.0,0.0,30.16,0.0,31.18,-0.01,0.0,3.0295,177.4,0.0,0,2.6,0.0,0.04,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,2184,1153.01,0.0,0.02,1.185,11.79,0.0,0.0,0.0,3.5,0.0,95.43,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,6.2,0.0,3.323,0.0,0.0,0.0,1036.54,1.3,0.0,6.8,0.4,0.0,0.0
2023-02-19 03:10:00,0.0,1.8,0.0,0.0,4.492,0.0,0.0,26.75,0.0,28.8,0.0,0.0,2.22477,177.5,0.0,0,2.4,0.0,0.04,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,2210,1157.89,0.0,0.02,0.975,10.01,0.0,0.0,0.0,3.0,0.0,91.9,0.0,0.0,0.0,0.0,5.2,0,0.0,0.0,10.0,0.0,2.122,0.0,0.0,0.0,1032.52,1.1,0.0,5.53,0.4,0.0,0.0
2023-02-19 03:15:00,0.0,1.0,0.0,0.0,4.416,0.0,0.0,24.99,0.0,25.55,-0.01,0.0,2.33395,177.4,0.0,0,2.2,0.0,0.04,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2192,1151.5,0.0,0.02,0.975,8.66,0.0,0.0,0.0,2.8,0.0,91.59,0.0,0.0,0.0,0.0,4.4,0,0.0,0.0,3.0,0.0,1.7,0.0,0.0,0.0,1035.88,1.1,0.0,5.26,0.2,0.0,0.0
2023-02-19 03:20:00,0.0,0.0,0.0,0.0,4.119,0.0,0.0,20.92,0.0,25.34,-0.01,0.0,2.3456,177.4,0.0,0,2.2,0.0,0.04,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2189,1150.37,0.0,0.0,0.87,5.71,0.0,0.0,0.0,3.0,0.0,88.33,0.0,0.0,0.0,0.0,5.3,0,0.0,0.0,0.0,0.0,1.309,0.0,0.0,0.0,1034.28,1.1,0.0,4.78,0.1,0.0,0.0
2023-02-19 03:25:00,0.0,0.0,0.0,0.0,3.369,0.0,0.0,15.64,0.0,27.34,-0.01,0.0,1.84947,176.9,0.0,0,2.0,0.0,0.04,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2206,1156.77,0.0,0.0,0.765,5.86,0.0,0.0,0.0,3.3,0.0,93.77,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1034.5,1.2,0.0,4.42,0.2,0.0,0.0
2023-02-19 03:30:00,0.0,0.0,0.0,0.0,3.36,0.0,0.0,13.07,0.0,29.07,0.0,0.0,1.38093,176.7,0.0,0,1.8,0.0,0.04,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2206,1155.64,0.0,0.0,1.08,5.3,0.0,0.0,0.0,3.6,0.0,87.97,0.0,0.0,0.0,0.0,5.3,0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1034.21,1.3,0.0,3.59,0.3,0.0,0.0
