SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS
2022-10-10 00:00:00,0.008,0.0,31.9681,0.0,175.16,5.2,0.0,0.0,0.0,0.0,39.3,21.6825,0.0,0,0.0,18.16,12.0,37.2,45.3,43.5,1.0,0.0,0.0,0.04,1.35,15.56,9.84,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,16.8,0.0,46.9,242.070007324,235.965,0.0,91.7199,0.0,0.0,0.0,16.4,21.1,22.562,0.0,0.0,2.99913,0.0,152.0,15.1,18.6,3.15,0.0,0.0
2022-10-10 00:05:00,0.008,0.0,31.9758,0.0,174.72,5.2,0.0,0.0,0.0,0.0,38.0,20.7461,0.0,0,0.0,17.16,13.22,38.0,45.9,46.3,0.0,0.0,0.0,0.03,4.95,14.2,9.19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,19.2,0.0,41.7,211.309997559,236.636,0.0,93.1322,0.0,0.0,0.0,17.1,22.1,23.6802,0.0,0.0,2.99913,0.0,184.0,14.0,17.7,2.76,0.0,0.0
2022-10-10 00:10:00,0.008,0.0,32.0826,0.0,174.26,4.8,0.0,0.0,0.0,0.0,38.6,19.3774,0.0,0,0.0,17.91,14.02,37.8,46.5,45.9,0.0,0.0,0.0,0.03,3.9,13.69,9.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,21.1,0.0,42.7,208.970001221,237.307,0.0,83.9552,0.0,0.0,0.0,17.7,23.3,24.096,0.0,0.0,2.09939,0.0,189.0,14.3,18.3,2.38,0.0,0.0
2022-10-10 00:15:00,0.008,0.0,32.0521,0.0,174.29,5.3,0.0,0.0,0.0,0.0,39.5,20.3859,0.0,0,0.0,19.97,14.71,40.4,51.0,49.6,0.6,0.0,0.0,0.03,6.0,11.89,10.22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,15.3,0.0,46.7,216.070007324,234.623,0.0,76.1781,0.0,0.0,0.0,18.0,23.9,23.0833,0.0,0.0,1.6995,0.0,179.0,15.4,17.9,2.7,0.0,0.0
2022-10-10 00:20:00,0.008,0.0,31.9376,0.0,175.31,6.5,0.0,0.0,0.0,0.0,40.3,22.1147,0.0,0,0.0,20.94,14.76,43.6,55.2,51.7,1.9,0.0,0.0,0.03,3.3,12.14,10.71,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,15.8,0.0,49.5,213.960006714,237.307,0.0,72.3145,0.0,0.0,0.0,17.5,21.5,23.9427,0.0,0.0,1.6995,0.0,188.0,13.6,22.4,3.31,0.0,0.0
2022-10-10 00:25:00,0.008,0.0,32.0444,0.0,174.94,6.4,0.0,0.0,0.0,0.0,42.2,21.0342,0.0,0,0.0,21.46,16.48,45.0,52.3,51.5,6.1,0.0,0.0,0.03,3.9,12.78,12.97,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,15.8,0.0,49.4,227.88999939,237.307,0.0,67.3161,0.0,0.0,0.0,19.4,21.3,26.6276,0.0,0.0,2.49927,0.0,186.0,12.6,23.7,4.16,0.0,0.0
2022-10-10 00:30:00,0.008,0.0,32.136,0.0,174.81,6.2,0.0,0.0,0.0,0.0,43.0,21.6825,0.0,0,0.0,19.91,18.71,44.0,56.8,50.1,2.2,0.0,0.0,0.04,4.05,14.31,13.29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,17.7,0.0,48.7,204.949996948,237.978,0.0,72.1385,0.0,0.0,0.0,22.7,25.0,30.4198,0.0,0.0,3.19907,0.0,189.0,14.7,22.8,5.48,0.0,0.0
2022-10-10 00:35:00,0.008,0.0,32.2505,0.0,175.86,5.9,0.0,0.0,0.0,0.0,43.3,23.0512,0.0,0,0.0,18.47,22.53,43.7,51.6,48.5,1.1,0.0,0.0,0.03,7.95,15.45,17.47,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,16.3,0.0,46.8,149.330001831,238.649,0.0,73.4859,0.0,0.0,0.0,21.8,23.7,29.1092,0.0,0.0,3.19907,0.0,218.0,16.3,23.0,7.08,0.0,0.0
2022-10-10 00:40:00,0.008,0.0,31.9834,0.0,173.53,5.5,0.0,0.0,0.0,0.0,43.3,22.7631,0.06256,0,0.0,19.65,21.05,39.8,51.1,48.0,0.2,0.0,0.0,0.03,3.0,16.94,20.31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,15.3,0.0,47.0,154.38999939,235.965,0.0,69.0108,0.0,0.0,0.0,22.5,26.8,31.8792,0.0,0.0,3.69892,0.0,222.0,19.0,30.3,7.46,0.0,0.0
2022-10-10 00:45:00,0.008,0.0,32.0673,0.0,175.49,7.9,0.0,0.0,0.0,0.0,42.4,22.9792,0.0,0,0.0,20.26,14.03,39.5,50.3,48.8,6.5,0.0,0.0,0.04,0.0,18.87,20.04,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,14.8,0.0,50.7,132.240005493,238.649,0.0,68.8064,0.0,0.0,0.0,21.1,34.6,32.7129,0.0,0.0,4.49869,0.0,233.0,18.1,32.7,5.69,0.0,0.0
