SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA
2022-08-15 00:00:00,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,21.425,1.0,0.0,0.0,0,0.0,0.0,23.23,36.2,29.6,30.5,9.3,0.0,0.0,41.89,2.55,43.54,21.53,38.4031,26.2922,83.827,0.0,0.0,0,0.0,0.08545,0.0,0.0,12.2,690.340026855,178.921,0.0,11.54,0.0,130.75,0.0,0.9,11.1,0.0,0.0,0,1.29962,0.0,120.0,20.9,32.9,19.7,0.0
2022-08-15 00:05:00,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.001,0.0,20.1235,1.2,0.0,0.0,0,0.0,0.0,22.8,35.8,30.4,31.2,0.0,0.0,0.0,41.9,0.0,50.99,24.52,36.5276,24.3384,77.4638,0.0,0.0,0,0.0,0.08545,0.4,0.0,12.9,684.390014648,178.25,0.0,11.68,0.0,131.31,0.0,2.0,14.2,0.21634,0.0,0,1.29962,0.0,124.0,24.4,29.0,20.47,0.0
2022-08-15 00:10:00,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.001,0.0,19.9232,1.9,0.0,0.0,0,0.0,0.0,21.53,38.7,30.7,36.3,15.7,0.0,0.0,41.67,2.85,48.28,30.19,29.8293,20.5425,77.4697,0.0,0.0,0,0.0,0.08545,0.4,0.0,17.0,677.140014648,177.579,0.0,11.08,0.0,130.96,0.0,3.9,17.2,0.21634,0.0,0,1.29962,0.0,118.0,25.7,26.4,19.69,0.0
2022-08-15 00:15:00,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.001,0.0,21.1246,2.0,0.0,0.0,0,0.0,0.0,20.36,44.6,36.2,43.4,0.0,0.0,0.0,41.59,0.0,42.89,26.35,27.7752,22.1055,77.2629,0.0,0.0,0,0.0,0.08545,0.0,0.0,17.8,661.309997559,175.565,0.0,11.2,0.0,130.08,0.0,5.1,18.5,0.36524,0.0,0,1.29962,0.0,114.0,25.4,28.6,18.89,0.0
2022-08-15 00:20:00,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.001,0.0,17.9209,2.2,0.0,0.0,0,0.0,0.0,21.48,48.3,41.6,49.7,0.0,0.0,0.0,42.14,0.0,52.21,25.13,30.8118,25.0641,70.0844,0.0,0.0,0,0.0,0.08545,0.0,0.0,19.4,754.299987793,179.592,0.0,10.7,0.0,132.81,0.0,5.2,18.4,0.43614,0.0,0,1.6995,0.0,120.0,27.9,28.0,19.41,0.0
2022-08-15 00:25:00,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.001,0.0,17.6206,2.6,0.0,0.0,0,0.0,0.0,22.19,49.6,42.9,54.4,0.0,0.001,0.0,42.01,0.0,51.05,26.02,34.5628,24.171,69.8668,0.0,0.0,0,0.0,0.08545,0.0,0.0,24.4,643.309997559,177.579,0.0,10.06,0.0,130.06,0.0,5.6,18.9,0.22079,0.0,0,1.39959,0.0,116.0,28.3,28.0,17.58,0.0
2022-08-15 00:30:00,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.001,0.0,19.4227,1.6,0.0,0.0,0,0.0,0.0,23.66,48.8,47.5,54.1,0.0,0.002,0.0,41.82,0.15,50.37,23.48,31.8835,24.6734,81.0528,0.0,0.0,0,0.0,0.08545,0.4,0.0,31.1,661.320007324,176.908,0.0,9.59,0.0,130.05,0.0,5.5,18.8,0.42614,0.0,0,0.99971,0.0,117.0,30.3,29.3,18.02,0.0
2022-08-15 00:35:00,0.058,0.0,0.0,0.0,0.0,9.5,0.0,0.001,0.0,23.3272,1.1,0.0,0.0,0,0.0,0.0,24.3,50.0,48.7,58.0,0.0,0.0,0.0,41.86,0.0,51.35,29.53,33.4017,21.6031,82.7556,0.0,0.0,0,0.0,0.08545,0.0,0.0,34.7,621.809997559,180.263,0.0,10.85,0.0,132.28,0.0,5.9,18.8,0.56603,0.0,0,0.99971,0.0,128.0,34.1,33.5,20.56,0.0
2022-08-15 00:40:00,0.038,0.0,0.0,0.0,0.0,9.0,0.0,0.001,0.0,22.7265,0.6,0.0,0.0,0,0.0,0.0,22.99,48.4,54.4,58.5,33.5,0.0,0.0,42.43,0.0,33.12,17.37,31.6155,21.9381,78.8261,0.0,0.0,0,0.0,0.08545,0.0,0.0,35.5,591.489990234,182.948,0.0,9.65,0.0,134.79,0.0,6.5,16.9,0.55003,0.0,0,0.99971,0.0,126.0,35.4,32.7,19.78,0.0
2022-08-15 00:45:00,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.001,0.0,23.3272,0.8,0.0,0.0,0,0.0,0.0,21.95,49.9,53.7,58.0,22.5,0.001,0.0,41.94,0.0,24.12,14.01,33.491,20.8775,83.0851,0.0,0.0,0,0.0,0.08545,0.0,0.0,39.3,618.989990234,181.605,0.0,9.48,0.0,133.03,0.0,5.5,14.9,0.69493,0.0,0,0.59983,0.0,128.0,33.2,35.3,15.37,0.0
