SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS
2024-06-17 00:00:00,119.835,0.0,0.0,0.0,0.0,0.0,544.8,423.225,0.0,0.0,0.0,0.0,287.52,0.0,0.0,0.0,0.0,0.0,0,0.0,730.167,0.0,20.654,0.0,0.0,0.0,-0.122,86.2525,0.0,0.0,36.74,502.454,0.0,0.0,0.0,0.0,47.7188,0.0,0.05,816.815,0.0,0.0,0.0,0.0,24.9,0.0,-0.5,0.0,0.0,0.0,0.0,1119.37,-0.58,1320.9,-1.0625,0.0,0.0,0.0,0.0,163.05,0.0,0.0,0.0,115.01,15.028,0.0,,0.0,0.0,170.0,0.0,-0.14312,0.0
2024-06-17 00:05:00,74.8779,0.0,0.0,0.0,0.0,0.0,544.1,424.325,0.0,0.0,0.0,0.0,287.61,0.0,0.0,0.0,0.0,0.0,0,0.0,723.481,0.0,20.896,0.0,0.0,0.0,-0.122,86.285,0.0,0.0,37.02,501.799,0.0,0.0,0.0,0.0,46.3687,0.0,0.05,816.189,0.0,0.0,0.0,0.0,24.7,0.0,-0.5,0.0,0.0,0.0,0.0,1124.1,-0.58,1319.3,-1.0625,0.0,0.0,0.0,0.0,160.89,0.0,0.0,0.0,114.7,19.747,0.0,,0.0,0.0,168.9,-0.7293,-0.14305,0.0
2024-06-17 00:10:00,29.3771,0.0,0.0,0.0,0.0,0.0,545.3,427.075,0.0,0.0,0.0,0.0,282.85,0.0,0.0,0.0,0.0,0.0,0,0.0,721.916,0.0,20.762,0.0,0.0,0.0,-0.122,86.1775,0.0,0.0,39.1,503.125,0.0,0.0,0.0,0.0,47.025,0.0,0.05,813.366,0.0,0.0,0.0,0.0,24.6,0.0,-0.5,0.0,0.0,0.0,0.0,1122.62,-0.58,1360.1,-1.0625,0.0,0.0,0.0,0.0,161.27,0.0,0.0,0.0,114.35,19.563,0.0,,0.0,0.0,168.1,0.1523,-0.14305,0.0
2024-06-17 00:15:00,0.26185,0.0,0.0,0.0,0.0,0.0,542.4,428.175,0.0,0.0,0.0,0.0,276.84,0.0,0.0,0.0,0.0,0.0,0,0.0,714.485,0.0,20.616,0.0,0.0,0.0,-0.122,85.6425,0.0,0.0,39.03,501.363,0.0,0.0,0.0,0.0,46.875,0.0,0.05,813.656,0.0,0.0,0.0,0.0,24.5,0.0,-0.5,0.0,0.0,0.0,0.0,1111.74,-0.58,1356.0,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.1,21.089,0.0,,0.0,0.0,169.9,-0.84377,-0.13474,0.0
2024-06-17 00:20:00,0.26185,0.0,0.0,0.0,0.0,0.0,545.2,427.075,0.0,0.0,0.0,0.0,273.77,0.0,0.0,0.0,0.0,0.0,0,0.0,709.591,0.0,20.863,0.0,0.0,0.0,-0.122,86.1125,0.0,0.0,38.01,505.106,0.0,0.0,0.0,0.0,45.0188,0.0,0.05,813.962,0.0,0.0,0.0,0.0,24.8,0.0,-0.5,0.0,0.0,0.0,0.0,1124.8,-0.58,1325.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.85,21.459,0.0,,0.0,0.0,168.7,0.0,-0.15203,0.0
2024-06-17 00:25:00,0.26185,0.0,0.0,0.0,0.0,0.0,546.4,425.425,0.0,0.0,0.0,0.0,275.57,0.0,0.0,0.0,0.0,0.0,0,0.0,711.744,0.0,20.498,0.0,0.0,0.0,-0.122,86.255,0.0,0.0,38.75,506.197,0.0,0.0,0.0,0.0,43.8188,0.0,0.05,814.847,0.0,0.0,0.0,0.0,24.7,0.0,-0.5,0.0,0.0,0.0,0.0,1123.81,-0.58,1327.5,-1.0625,0.93091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.01,24.042,0.0,,0.0,0.0,170.0,0.0,-0.14497,0.0
2024-06-17 00:30:00,0.26185,0.0,0.0,0.0,0.0,0.0,544.7,424.325,0.0,0.0,0.0,0.0,265.99,0.0,0.0,0.0,0.0,0.0,0,0.0,710.507,0.0,20.897,0.0,0.0,0.0,-0.122,86.605,0.0,0.0,39.04,504.669,0.0,0.0,0.0,0.0,42.9937,0.0,0.05,816.205,0.0,0.0,0.0,0.0,24.7,0.0,-0.5,0.0,0.0,0.0,0.0,1118.34,-0.58,1324.4,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.02,23.555,0.0,,0.0,0.0,169.6,0.0,-0.14403,0.0
2024-06-17 00:35:00,0.26185,0.0,0.0,0.0,0.0,0.0,544.5,423.225,0.0,0.0,0.0,0.0,262.29,0.0,0.0,0.0,0.0,0.0,0,0.0,709.502,0.0,20.726,0.0,0.0,0.0,-0.122,86.3925,0.0,0.0,39.83,503.125,0.0,0.0,0.0,0.0,44.0813,0.0,0.05,815.228,0.0,0.0,0.0,0.0,25.0,0.0,-0.5,0.0,0.0,0.0,0.0,1123.44,-0.58,1321.6,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.76,21.937,0.0,,0.0,0.0,168.4,0.0,-0.14533,0.0
2024-06-17 00:40:00,0.26185,0.0,0.0,0.0,0.0,0.0,545.5,424.325,0.0,0.0,0.0,0.0,263.71,0.0,0.0,0.0,0.0,0.0,0,0.0,710.685,0.0,20.82,0.0,0.0,0.0,-0.122,86.6075,0.0,0.0,37.76,504.888,0.0,0.0,0.0,0.0,42.6938,0.0,0.05,815.427,0.0,0.0,0.0,0.0,24.7,0.0,-0.5,0.0,0.0,0.0,0.0,1132.64,-0.58,1325.1,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.61,21.021,0.0,,0.0,0.0,167.1,0.0,-0.14496,0.0
2024-06-17 00:45:00,0.26185,0.0,0.0,0.0,0.0,0.0,544.3,423.775,0.0,0.0,0.0,0.0,261.16,0.0,0.0,0.0,0.0,0.0,0,0.0,710.452,0.0,0.0,0.0,0.0,0.0,-0.122,86.0125,0.0,0.0,37.61,505.106,0.0,0.0,0.0,0.0,43.95,0.0,0.05,814.755,0.0,0.0,0.0,0.0,24.7,0.0,-0.5,0.0,0.0,0.0,0.0,1119.48,-0.58,1321.6,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.08,20.041,0.0,,0.0,0.0,162.8,0.0,-0.14448,0.0
2024-06-17 00:50:00,0.26185,0.0,0.0,0.0,0.0,0.0,543.9,422.95,0.0,0.0,0.0,0.0,263.83,0.0,0.0,0.0,0.0,0.0,0,0.0,710.179,0.0,20.697,0.0,0.0,0.0,-0.122,86.1625,0.0,0.0,36.04,500.154,0.0,0.0,0.0,0.0,44.4375,0.0,0.05,814.877,0.0,0.0,0.0,0.0,24.6,0.0,-0.5,0.0,0.0,0.0,0.0,1116.23,-0.58,1317.6,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.61,17.201,0.0,,0.0,0.0,158.9,0.0,-0.14541,0.0
2024-06-17 00:55:00,0.26185,0.0,0.0,0.0,0.0,0.0,545.1,423.225,0.0,0.0,0.0,0.0,269.43,0.0,0.0,0.0,0.0,0.0,0,0.0,711.238,0.0,20.603,0.0,0.0,0.0,-0.122,85.6575,0.0,0.0,34.3,504.669,0.0,0.0,0.0,0.0,44.85,0.0,0.05,815.121,0.0,0.0,0.0,0.0,24.9,0.0,-0.5,0.0,0.0,0.0,0.0,1120.07,-0.58,1321.8,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.02,16.014,0.0,,0.0,0.0,156.1,0.0,-0.14131,0.0
2024-06-17 01:00:00,0.26185,0.0,0.0,0.0,0.0,0.0,543.2,423.225,0.0,0.0,0.0,0.0,267.39,0.0,0.0,0.0,0.0,0.0,0,0.0,710.65,0.0,20.568,0.0,0.0,0.0,-0.122,85.885,0.0,0.0,33.71,500.49,0.0,0.0,0.0,0.0,44.7188,0.0,0.05,812.436,0.0,0.0,0.0,0.0,24.6,0.0,-0.5,0.0,0.0,0.0,0.0,1113.11,-0.58,1316.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.65,14.491,0.0,,0.0,0.0,154.7,-0.82161,-0.14255,0.0
2024-06-17 01:05:00,0.26185,0.0,0.0,0.0,0.0,0.0,544.6,424.325,0.0,0.0,0.0,0.0,264.48,0.0,0.0,0.0,0.0,0.0,0,0.0,631.757,0.0,20.5,0.0,0.0,0.0,-0.122,86.105,0.0,0.0,33.86,502.571,0.0,0.0,0.0,0.0,44.1562,0.0,0.05,814.923,0.0,0.0,0.0,0.0,24.5,0.0,-0.5,0.0,0.0,0.0,0.0,1118.29,-0.58,1324.0,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.12,13.518,0.0,,0.0,0.0,156.2,0.18758,-0.14273,0.0
2024-06-17 01:10:00,0.26185,0.0,0.0,0.0,0.0,0.0,543.5,424.6,0.0,0.0,0.0,0.0,270.92,0.0,0.0,0.0,0.0,0.0,0,0.0,555.071,0.0,20.317,0.0,0.0,0.0,-0.122,86.1425,0.0,0.0,34.02,501.698,0.0,0.0,0.0,0.0,44.8125,0.0,0.05,816.876,0.0,0.0,0.0,0.0,24.9,0.0,-0.5,0.0,0.0,0.0,0.0,1119.47,-0.58,1351.1,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.26,13.19,0.0,,0.0,0.0,155.1,-0.33779,-0.13865,0.0
