SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF
2023-03-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50175,5.4,27.0131,0.0,0,0.0,5.25,0.0,26.1,14.1,15.9,16.4,0.041,0.0,0.03,1.05,86.79,67.66,5.00133,0.16747,4.35388,0.0,0.0,0,0.0,0.08545,43.2,0.0,18.9,269.5,401.056,0.0,144.88,0.0,0.0,0.0,48.1,41.4,61.77,0.0,0.0,15.9953,0.0,59.0,0.0,1.1,43.98,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,1.10128,7.3,27.0852,0.0,0,0.0,4.92,0.0,28.7,13.1,17.0,0.0,0.322,0.0,0.03,0.0,88.18,68.02,5.26926,0.11164,4.28688,0.0,0.0,0,0.0,0.08545,38.8,0.0,24.1,287.470001221,372.87,0.0,143.42,0.0,0.0,0.0,49.8,51.6,66.1909,0.0,0.0,13.796,0.0,60.0,0.0,0.3,47.14,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:10:00,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.456,0.0,1.8021,5.4,27.9496,0.0,0,0.0,2.67,0.0,34.3,15.7,18.9,0.0,0.894,0.0,0.02,0.0,89.13,65.31,5.62649,0.11164,5.04044,0.0,0.0,0,0.0,0.08545,17.7,0.0,23.4,300.040008545,370.857,0.0,141.96,0.0,0.0,0.0,50.3,53.0,65.0993,0.0,0.0,14.8957,0.0,59.0,0.0,0.5,58.07,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:15:00,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.231,0.0,1.8021,5.6,21.1783,0.0,0,0.0,1.19,0.0,42.1,16.4,22.1,0.0,0.001,0.0,0.02,0.0,88.79,66.09,4.55478,0.61404,6.05631,0.0,0.0,0,0.0,0.08545,15.8,0.0,22.0,302.149993896,372.199,0.0,143.9,0.0,0.0,0.0,46.8,49.6,61.73,0.0,0.0,12.5963,0.0,59.0,0.0,0.0,59.91,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:20:00,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,1.8021,5.6,24.9961,0.0,0,0.0,2.61,1.78,47.2,13.5,19.6,15.1,0.001,0.0,0.04,1.2,88.2,63.06,4.55478,1.17226,7.53544,0.0,0.0,0,0.0,0.08545,14.8,0.0,20.7,302.489990234,374.212,0.0,133.87,0.0,0.0,0.0,42.0,45.0,58.2271,0.0,0.0,14.2958,0.0,61.0,0.0,0.0,45.01,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:25:00,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,1.8021,5.0,23.4834,0.0,0,0.0,4.05,0.55,51.9,16.4,21.7,8.3,0.0,0.0,0.02,1.2,91.23,62.7,4.37616,1.11644,7.03866,0.0,0.0,0,0.0,0.08545,17.7,0.0,23.2,317.959991455,371.528,0.0,134.18,0.0,0.0,0.0,42.1,37.1,56.2705,0.0,0.0,14.4958,0.0,59.0,0.2,0.0,49.63,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:30:00,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90222,5.4,27.0131,0.0,0,0.0,6.4,11.68,65.3,30.7,32.1,0.1,0.0,0.0,0.03,0.0,90.69,63.97,4.55478,1.56302,7.18936,0.0,0.0,0,0.0,0.08545,16.8,0.0,28.0,324.489990234,368.843,0.0,131.02,0.0,0.0,0.0,48.6,53.6,61.3419,0.0,0.0,13.1961,0.0,58.0,0.0,0.0,60.27,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:35:00,0.299,0.0,0.0,-0.1,0.0,0.2,0.0,0.257,0.0,2.30269,5.9,23.4114,0.02289,0,0.0,9.95,3.63,79.2,39.9,41.7,11.9,0.0,0.0,0.02,0.0,89.79,62.73,5.62649,2.06542,7.73076,0.0,0.0,0,0.0,0.08545,12.9,0.0,42.9,216.630004883,381.594,0.0,123.05,0.0,0.0,0.0,44.8,51.4,54.7942,0.0,0.0,12.0965,0.0,62.0,0.4,1.3,57.68,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:40:00,0.299,0.0,0.0,-0.1,0.0,3.9,0.0,0.277,0.0,2.30269,6.1,26.2207,0.0,0,0.0,9.02,14.2,77.6,52.0,44.9,0.0,0.316,0.0,0.03,0.0,85.19,62.76,5.53719,1.61884,6.30742,0.0,0.0,0,0.0,0.08545,14.4,0.0,52.0,214.25,378.91,0.0,121.66,0.0,0.0,0.0,41.1,44.4,54.4983,0.0,0.0,15.0956,0.0,58.0,1.6,0.9,54.93,0.0,0.653,0.0,0.0,0.0
2023-03-19 00:45:00,0.004,0.0,0.0,-0.1,0.0,2.5,0.0,0.0,0.0,1.50175,7.3,23.6275,0.0,0,0.0,21.13,17.45,80.7,61.6,51.8,0.0,0.02,0.0,0.03,0.0,83.12,57.17,5.62649,1.89795,4.87843,0.0,0.0,0,0.0,0.08545,15.8,0.0,64.9,164.660003662,375.554,0.0,115.51,0.0,0.0,0.0,34.8,38.4,53.3537,0.0,0.0,13.9959,0.0,57.0,5.9,5.8,60.97,0.0,0.653,0.0,0.0,0.0
