SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB
2024-09-16 00:00:00,0.0,106.0,,0.0,89.211,52.8969,0.0,106.91,18.1,28.46,0.0,0.0,56.1541,173.0,0.0,0,2.7,91.11,0.0,20.44,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.5,0.0,1809.0,1079.62,17.8,0.0,4.485,95.56,0.0,47.8,32.0475,40.6,0.0,236.1,0.0,0.0,0.0,15.7,50.6,0.81,7.85,264.99,1.9,0.0,172.117,0.0,0.0,0.1,1192.19,21.4,0.0,33.94,7.0,38.1262,,,0.0,35.06,0.0,25.5,0.0,
2024-09-16 00:05:00,0.0,109.1,,0.0,92.614,42.649,0.0,109.59,16.7,25.71,0.0,0.0,59.3224,3.2,0.0,0,3.5,91.27,0.0,19.37,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.2,0.0,1812.0,1083.38,15.7,0.0,4.26,93.29,0.0,49.45,31.3944,34.0,0.0,224.93,0.0,0.0,0.0,17.6,56.7,0.9,8.25,257.53,13.5,0.0,171.93,0.0,0.0,0.1,1198.15,17.5,0.0,33.12,8.5,35.1049,,,0.0,33.12,0.0,28.83,0.0,
2024-09-16 00:10:00,0.0,107.6,,0.0,98.196,44.9744,0.01,114.58,15.4,31.96,0.0,0.0,64.0778,0.0,0.0,0,3.5,74.9,0.0,17.88,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.0,0.0,1826.0,1082.62,16.2,0.0,3.435,91.44,0.0,55.14,29.6304,28.7,0.0,225.19,0.0,0.0,0.0,16.9,56.5,0.81,10.45,260.62,19.2,0.0,174.136,0.0,0.0,0.1,1192.75,13.9,0.0,37.6,8.1,30.1305,,,0.0,29.58,0.0,35.2,0.0,
2024-09-16 00:15:00,0.0,109.8,,0.0,98.213,51.2612,0.0,115.66,15.1,35.78,0.0,0.0,64.8376,0.0,0.0,0,3.6,75.49,0.0,24.66,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.5,0.0,1798.0,1074.38,18.9,0.0,2.925,82.52,0.0,57.88,30.2423,27.5,0.0,214.85,0.0,0.0,0.0,17.3,69.9,0.81,10.14,270.61,0.0,0.0,171.438,0.0,0.0,0.1,1194.89,14.4,0.0,34.97,9.1,33.4386,,,0.0,32.6,0.0,39.03,0.0,
2024-09-16 00:20:00,0.0,108.0,,0.0,91.956,57.2061,0.2,116.64,15.0,33.88,0.0,0.0,62.2346,0.0,0.0,0,3.6,84.54,0.0,25.32,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.0,0.0,1790.0,1079.25,22.4,0.0,3.69,89.11,0.0,63.31,36.2743,24.0,0.0,215.95,0.0,0.0,0.0,15.9,67.4,0.81,12.06,264.71,0.0,0.0,175.66,0.0,0.0,0.0,1205.27,18.0,0.0,31.08,8.3,32.5963,,,0.0,50.54,0.0,39.03,0.0,
2024-09-16 00:25:00,0.0,108.5,,0.0,100.396,58.0911,0.0,113.97,13.1,37.44,0.0,0.0,59.9286,0.0,0.0,0,4.2,99.87,0.0,23.85,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.2,0.0,1746.0,1073.25,27.1,0.0,4.005,99.2,0.0,65.24,37.0388,26.2,0.0,218.48,0.0,0.0,0.0,14.5,56.4,0.81,9.35,261.18,0.0,0.0,171.287,0.0,0.0,0.1,1189.59,25.8,0.0,34.05,8.4,38.1262,,,0.0,60.82,0.0,38.8,0.0,
2024-09-16 00:30:00,0.0,113.5,,0.0,98.305,54.4655,0.39,116.53,14.2,38.62,0.0,0.0,57.8581,0.0,0.0,0,5.5,110.03,0.0,17.18,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.3,0.0,1757.0,1083.38,28.2,0.0,5.355,92.04,0.0,62.35,36.5047,30.2,0.0,213.84,0.0,0.0,0.0,15.1,57.5,0.81,11.9,255.62,2.0,0.0,170.898,0.0,0.0,0.1,1209.12,25.8,0.0,38.38,8.4,37.7295,,,0.0,62.68,0.0,29.47,0.0,
2024-09-16 00:35:00,0.0,114.2,,0.0,99.228,53.9406,0.37,118.31,15.8,38.65,0.0,0.0,55.8715,0.0,0.0,0,5.6,118.24,0.0,16.64,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.0,0.0,1734.0,1083.38,33.0,0.0,5.535,98.31,0.0,80.97,34.9025,31.0,0.0,200.08,0.0,0.0,0.0,16.1,58.7,0.81,13.56,234.47,2.3,0.0,169.216,0.0,0.0,0.1,1205.48,13.8,0.0,36.58,9.9,38.883,,,0.0,59.08,0.0,43.77,0.0,
2024-09-16 00:40:00,0.0,117.2,,0.0,96.068,53.5378,0.0,117.33,14.7,42.47,0.0,0.0,60.2645,0.0,0.0,0,6.0,117.6,0.0,14.44,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,27.3,0.0,1716.0,1080.0,37.8,0.0,5.085,109.83,0.0,91.67,33.932,43.7,0.0,181.04,0.0,0.0,0.0,16.8,59.2,0.81,12.07,211.58,0.0,0.0,168.362,0.0,0.0,0.0,1210.06,11.8,0.0,41.78,14.0,36.8994,,,0.0,57.8,0.0,43.96,0.0,
2024-09-16 00:45:00,0.0,113.0,,0.0,99.011,53.7087,0.0,113.17,13.3,39.0,0.0,0.0,61.8004,0.0,0.0,0,7.1,113.91,0.0,15.85,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,23.5,0.0,1712.0,1078.5,41.2,0.0,4.485,111.83,0.0,92.95,36.1248,43.8,0.0,176.22,0.0,0.0,0.0,15.3,71.7,0.81,14.8,209.52,7.4,0.0,164.88,0.0,0.0,0.1,1193.85,16.1,0.0,32.96,13.1,37.2534,,,0.0,48.2,0.0,44.61,0.0,
