SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-06-25 00:00:00,0.041,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,42.6497,0.0,55.1068,0.0,0,0.0,83.83,57.13,98.9,98.7,108.8,0.0,0.027,0.0,0.03,0.0,93.04,81.32,58.2298,36.8984,137.424,0.0,0.0,0.0,0.0,29.5706,0.0,0.0,130.2,0.0,0.0,0.0,198.13,0.0,0.0,0.0,140.0,117.4,90.8789,0.0,0.0,20.1941,0.0,40.0,122.3,0.0,49.26,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:05:00,0.135,0.0,0.0,-0.1,0.0,48.8,0.0,0.0,0.0,41.0479,0.0,54.6746,0.0,0,0.0,83.2,57.2,98.9,98.8,108.7,0.0,0.027,0.0,0.03,0.0,92.81,81.25,58.587,37.8474,140.131,0.0,0.0,0.0,0.0,30.0876,0.0,0.0,130.3,0.0,0.0,0.0,199.08,0.0,0.0,0.0,139.9,118.3,91.0447,0.0,0.0,21.3938,0.0,41.0,119.2,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:10:00,0.0,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,40.1468,0.0,54.8186,0.0,0,0.0,83.65,57.19,99.0,98.7,108.5,2.1,0.0,0.0,0.03,0.0,92.66,81.09,41.8861,37.1775,83.123,0.0,0.0,0.0,0.0,29.8697,0.0,0.0,130.7,0.0,0.0,0.0,197.97,0.0,0.0,0.0,139.7,118.0,90.5516,0.0,0.0,21.6937,0.0,41.0,120.1,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:15:00,0.008,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,37.744,0.0,55.3229,0.00763,0,0.0,83.39,57.43,98.8,98.6,108.7,0.3,0.0,0.0,0.02,0.0,92.95,81.15,39.4748,37.5683,114.471,0.0,0.0,0.0,0.0,30.5576,0.0,0.0,130.1,0.0,0.0,0.0,195.07,0.0,0.0,0.0,139.6,117.9,90.9793,0.0,0.0,23.893,0.0,41.0,122.3,0.0,43.96,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:20:00,0.008,0.0,0.0,-0.1,0.0,48.8,0.0,0.0,0.0,34.1398,0.0,55.611,0.0,0,0.0,83.37,57.23,98.9,98.9,108.9,1.1,0.0,0.0,0.03,0.0,93.11,81.35,30.5438,38.1265,83.5023,0.0,0.0,0.0,0.0,29.9124,0.0,0.0,130.1,0.0,0.0,0.0,193.65,0.0,0.0,0.0,140.7,118.2,90.8094,0.0,0.0,23.3932,0.0,41.0,122.1,0.0,42.48,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:25:00,0.002,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,30.035,0.0,53.8102,0.0,0,0.0,83.73,57.14,98.9,98.6,108.7,5.3,0.001,0.0,0.03,0.0,92.87,81.32,23.1311,34.7213,80.1924,0.0,0.0,0.0,0.0,30.0448,0.0,0.0,129.9,0.0,0.0,0.0,193.63,0.0,0.0,0.0,139.4,117.2,90.77,0.0,0.0,23.6931,0.0,41.0,120.1,0.0,47.64,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:30:00,0.002,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,24.2283,0.0,53.594,0.0,0,0.0,83.78,57.01,98.9,98.6,108.6,0.0,0.001,0.0,0.03,0.0,92.64,81.35,25.1853,33.7724,80.3991,0.0,0.0,0.0,0.0,28.6306,0.0,0.0,130.0,0.0,0.0,0.0,195.56,0.0,0.0,0.0,140.1,117.9,90.8094,0.0,0.0,22.7934,0.0,41.0,122.2,0.0,50.62,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:35:00,0.0,0.0,0.0,-0.1,0.0,48.6,0.0,0.0,0.0,23.127,0.0,53.0898,0.0,0,0.0,83.93,57.09,99.0,98.8,108.8,0.0,0.001,0.0,0.03,0.0,92.75,81.18,31.4369,30.8696,79.1937,0.0,0.0,0.0,0.0,29.7842,0.0,0.0,129.8,0.0,0.0,0.0,196.65,0.0,0.0,0.0,140.5,117.6,91.0253,0.0,0.0,22.5934,0.0,41.0,122.6,0.0,50.37,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:40:00,0.0,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,23.4273,0.0,53.0178,0.0,0,0.0,83.84,57.2,99.0,98.6,108.7,4.3,0.001,0.0,0.03,0.0,92.66,81.19,43.2258,28.1901,68.4823,0.0,0.0,0.0,0.0,29.5706,0.0,0.0,130.0,0.0,0.0,0.0,199.02,0.0,0.0,0.0,139.9,118.1,90.7589,0.0,0.0,22.3935,0.0,41.0,122.3,0.0,51.63,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25 00:45:00,0.0,0.0,0.0,-0.1,0.0,48.7,0.0,0.0,0.0,28.2329,0.0,53.3779,0.0,0,0.0,83.73,56.93,99.1,98.8,108.6,0.0,0.0,0.0,0.03,0.0,93.18,81.04,42.5113,28.4693,76.5483,0.0,0.0,0.0,0.0,29.5279,0.0,0.0,130.0,0.0,0.0,0.0,199.24,0.0,0.0,0.0,139.8,117.5,91.0607,0.0,0.0,24.4929,0.0,40.0,119.7,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0
