SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-01-01 00:00:00,0.0,79.3,,0.0,0.0,2.47501,,139.93,8.9,48.22,13.05,0.0,29.3028,166.8,0.0,0,4.7,0.0,59.4,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15.5,0.0,1917.0,1145.25,4.52554,0.02,-0.015,1.89,0.0,0.0,0.0,2.0,469.4,135.44,0.0,0.0,0.0,0.0,1.5,0.495,0.0,33.96,,0.0,68.747,0.0,0.0,25.7,742.844,0.0,0.0,11.82,0.0,2.83513,,,0.0,1.14,0.0,1.2,0.4,,0.0,0.0,0.0
2025-01-01 00:05:00,0.0,82.6,,0.0,0.0,1.73037,,140.43,8.5,49.15,13.13,0.0,27.4504,3.8,0.0,0,4.9,0.0,59.4,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,20.2,0.0,1938.0,1147.88,3.50033,0.02,-0.015,1.78,0.0,0.0,0.0,1.9,439.1,145.29,0.0,0.0,0.0,0.0,1.1,0.495,0.03,31.5,,0.0,67.178,0.0,0.0,26.0,746.531,0.4,0.0,9.93,0.0,1.98672,,,0.0,0.82,0.0,1.72,0.18,,0.0,0.0,0.0
2025-01-01 00:10:00,0.0,83.2,,0.0,0.0,0.0,,144.07,8.6,49.42,13.05,0.0,24.5504,0.0,0.0,0,5.7,2.62,59.4,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,21.1,0.0,1918.0,1147.12,2.75444,0.02,-0.015,1.0,0.0,0.0,0.0,2.3,389.9,141.25,0.0,0.0,0.0,0.0,1.1,0.405,0.0,31.62,,0.0,67.713,0.0,0.02,25.7,742.594,0.3,0.0,8.82,0.0,0.96742,,,0.0,1.56,0.0,2.7,0.0,,0.0,0.0,0.0
2025-01-01 00:15:00,0.0,91.4,,0.0,0.0,0.0,,149.06,8.5,48.28,13.04,0.0,19.072,0.0,0.0,0,5.3,8.95,59.4,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,20.6,0.0,1917.0,1146.75,1.87171,0.02,-0.015,0.0,0.0,0.0,0.0,2.5,390.1,140.95,0.0,0.0,0.0,0.0,0.8,0.405,0.0,29.67,,0.0,68.813,0.0,0.0,25.7,742.031,0.2,0.0,8.64,0.0,0.64393,,,0.0,1.76,0.0,3.74,0.66,,0.0,0.0,0.0
2025-01-01 00:20:00,0.0,90.4,,0.0,0.0,0.0,,147.82,8.3,47.03,13.07,0.0,14.5449,0.0,0.0,0,4.3,10.52,59.44,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,22.0,0.0,1926.0,1149.75,1.9089,0.02,-0.015,0.25,0.0,0.0,0.0,2.2,394.0,137.84,0.0,0.0,0.0,0.0,0.7,0.495,0.04,27.69,,0.0,68.404,0.0,0.0,25.8,745.25,0.4,0.0,9.88,0.0,0.94911,,,0.0,1.7,0.0,3.04,0.19,,0.0,0.0,0.0
2025-01-01 00:25:00,0.0,92.8,,0.0,0.0,0.0,,143.46,9.2,47.42,13.06,0.0,12.9413,0.0,0.0,0,4.3,6.8,59.52,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,19.6,0.0,1935.0,1151.25,2.47534,0.02,-0.015,0.0,0.0,0.0,0.0,3.0,397.4,142.87,0.0,0.0,0.0,0.0,0.4,0.495,0.0,28.81,,0.0,69.211,0.0,0.0,25.9,745.625,0.0,0.0,8.29,0.0,0.61952,,,0.0,1.62,0.0,3.44,0.15,,0.0,0.0,0.0
2025-01-01 00:30:00,0.0,91.9,,0.0,0.0,0.0,,135.64,9.7,44.12,13.06,0.0,12.6269,0.0,0.0,0,4.7,4.7,59.48,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,21.0,0.0,1928.0,1150.12,3.51598,0.02,-0.015,0.0,0.0,0.0,0.0,3.4,392.8,140.36,0.0,0.0,0.0,0.0,0.4,0.495,0.0,28.83,,0.0,68.141,0.0,0.02,25.9,744.5,0.1,0.0,10.24,0.0,0.0,,,0.0,2.06,0.0,2.64,0.36,,0.0,0.0,0.0
2025-01-01 00:35:00,0.0,85.6,,0.0,0.0,0.0,,125.78,10.3,45.99,13.12,0.0,11.6352,0.0,0.0,0,4.9,8.51,59.28,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,19.9,0.0,1941.0,1152.38,2.71943,0.02,-0.015,0.0,0.0,0.0,0.0,1.8,368.8,136.94,0.0,0.0,0.0,0.0,0.1,0.495,0.0,25.72,,0.0,66.705,0.0,0.0,26.0,746.562,0.4,0.0,8.5,0.0,0.0,,,0.0,1.72,0.0,1.54,0.0,,0.0,0.0,0.0
2025-01-01 00:40:00,0.0,76.3,,0.0,0.0,0.0,,122.32,9.6,46.66,13.06,0.0,11.8927,0.0,0.0,0,4.4,13.73,59.4,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,21.2,0.0,1931.0,1151.62,2.73402,0.02,-0.015,0.0,0.0,0.0,0.0,2.2,359.3,135.46,0.0,0.0,0.0,0.0,-0.5,0.495,0.0,23.77,,0.0,65.528,0.0,0.0,25.9,745.406,0.3,0.0,6.91,0.0,0.0,,,0.0,2.96,0.0,1.09,0.0,,0.0,0.0,0.0
2025-01-01 00:45:00,0.0,69.7,,0.0,0.0,0.0,,118.06,8.5,43.12,13.06,0.0,12.9741,0.0,0.0,0,4.9,16.18,59.24,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,26.5,0.0,1936.0,1153.12,2.98188,0.02,-0.015,0.0,0.0,0.0,0.0,2.2,354.8,125.09,0.0,0.0,0.0,0.0,-0.2,0.495,0.0,19.93,,0.0,62.343,0.0,0.0,25.9,744.781,0.4,0.0,6.18,0.0,0.0,,,0.0,3.0,0.0,0.0,0.17,,0.0,0.0,0.0
