SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF
2023-01-15 00:00:00,0.36256,0.0,0.2,66.48,0.0,0.0,318.9,0.0,0.0,0.0,0.0,0.0,371.63,0.0,0.0,0.0,0.0,0.0,0,0.0,1010.62,0.0,14.5,0.0,0.0,0.0,-0.145,85.8725,0.01,0.0,24.65,717.623,0.0,0.0,0.047,0.0,44.175,19.7806,0.04,433.99,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,951.978,199.592,1194.4,442.0,0.0,0.0,0.0,0.0,161.18,0.0,0.0,0.0,119.15,5.139,0.0,,0.0
2023-01-15 00:05:00,0.36256,0.0,0.2,66.48,0.0,0.0,319.8,0.0,0.0,0.0,0.0,0.0,363.67,0.0,0.0,0.0,0.0,0.0,0,0.0,961.975,0.0,16.7,0.0,0.0,0.0,-0.145,86.135,0.01,0.0,24.69,715.424,0.0,0.0,0.047,0.0,45.4875,19.8441,0.04,434.051,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,937.161,269.374,1150.1,442.0,0.0,0.0,0.0,0.0,159.89,0.0,0.0,0.0,119.6,4.907,0.0,,0.0
2023-01-15 00:10:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.2,0.0,0.0,0.0,0.0,0.0,364.78,0.0,0.0,0.0,0.0,0.0,0,0.0,960.75,0.0,11.6,0.0,0.0,0.0,-0.145,86.3925,0.01,0.0,24.74,719.604,0.0,0.0,0.047,0.0,46.575,19.1734,0.04,434.051,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,881.544,201.786,1146.4,442.0,0.0,0.0,0.0,0.0,161.19,0.0,0.0,0.0,119.5,4.757,0.0,,0.0
2023-01-15 00:15:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,360.43,0.0,0.0,0.0,0.0,0.0,0,0.0,960.575,0.0,8.8,0.0,0.0,0.0,-0.145,85.92,0.01,0.0,24.76,716.969,0.0,0.0,0.047,0.0,46.6687,19.0,0.04,434.57,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,879.942,199.991,1120.3,442.0,0.0,0.0,0.0,0.0,160.77,0.0,0.0,0.0,119.6,4.202,0.0,,0.0
2023-01-15 00:20:00,0.36256,0.0,0.2,66.48,0.0,0.0,321.1,0.0,0.0,0.0,0.0,0.0,371.08,0.0,0.0,0.0,0.0,0.0,0,0.0,961.625,0.0,9.3,0.0,0.0,0.0,-0.145,86.31,0.01,0.0,24.7,718.949,0.0,0.0,0.047,0.0,46.65,21.3995,0.04,434.997,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,863.676,200.191,1127.8,443.125,0.0,0.0,0.0,0.0,163.37,0.0,0.0,0.0,120.31,4.91,0.0,,0.0
2023-01-15 00:25:00,0.36256,0.0,0.2,66.48,0.0,0.0,319.8,0.0,0.0,0.0,0.0,0.0,372.25,0.0,0.0,0.0,0.0,0.0,0,0.0,960.575,0.0,14.8,0.0,0.0,0.0,-0.145,86.4125,0.01,0.0,24.64,720.259,0.0,0.0,0.047,0.0,46.725,21.2951,0.04,433.822,0.0,0.0,0.0,0.0,-0.4,0.0,9.0,0.0,0.0,0.0,0.0,880.493,199.991,1121.6,442.0,0.0,0.0,0.0,0.0,160.68,0.0,0.0,0.0,118.69,4.819,0.0,,0.0
2023-01-15 00:30:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.3,0.0,0.0,0.0,0.0,0.0,369.94,0.0,0.0,0.0,0.0,0.0,0,0.0,958.65,0.0,15.9,0.0,0.0,0.0,-0.145,86.325,0.01,0.0,24.7,717.959,0.0,0.0,0.047,0.0,46.5562,23.0,0.04,434.982,0.0,0.0,0.0,0.0,-0.4,0.0,9.0,0.0,0.0,0.0,0.0,836.784,200.191,1104.1,442.0,0.0,0.0,0.0,0.0,161.87,0.0,0.0,0.0,119.3,5.382,0.0,,0.0
2023-01-15 00:35:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.1,0.0,0.0,0.0,0.0,0.0,375.43,0.0,0.0,0.0,0.0,0.0,0,0.0,959.875,0.0,16.7,0.0,0.0,0.0,-0.145,86.2325,0.01,0.0,24.6,720.259,0.0,0.0,0.047,0.0,47.175,22.0,0.04,436.645,0.0,0.0,0.0,0.0,-0.4,0.0,10.2,0.0,0.0,0.0,0.0,835.554,200.39,1121.7,442.0,0.0,0.0,0.0,0.0,161.79,0.0,0.0,0.0,119.96,6.451,0.0,,0.0
2023-01-15 00:40:00,0.36256,0.0,0.2,66.48,0.0,0.0,318.5,0.0,0.0,0.0,0.0,0.0,383.86,0.0,0.0,0.0,0.0,0.0,0,0.0,955.325,0.0,18.1,0.0,0.0,0.0,-0.145,85.8475,0.01,0.0,24.64,717.069,0.0,0.0,0.047,0.0,47.2875,23.2837,0.04,435.745,0.0,0.0,0.0,0.0,-0.4,0.0,10.2,0.0,0.0,0.0,0.0,849.205,199.592,1118.5,441.625,0.0,0.0,0.0,0.0,160.11,0.0,0.0,0.0,120.06,5.933,0.0,,0.0
2023-01-15 00:45:00,0.36256,0.0,0.2,66.48,0.0,0.0,319.3,0.0,0.0,0.0,0.0,0.0,380.43,0.0,0.0,0.0,0.0,0.0,0,0.0,957.25,0.0,17.9,0.0,0.0,0.0,-0.145,86.155,0.01,0.0,24.74,718.714,0.0,0.0,0.047,0.0,44.475,24.6733,0.04,434.295,0.0,0.0,0.0,0.0,-0.4,0.0,10.2,0.0,0.0,0.0,0.0,832.606,199.592,1116.6,441.625,0.0,0.0,0.0,0.0,161.05,0.0,0.0,0.0,118.79,6.62,0.0,,0.0
2023-01-15 00:50:00,0.36256,0.0,0.2,66.48,0.0,0.0,319.8,0.0,0.0,0.0,0.0,0.0,371.71,0.0,0.0,0.0,0.0,0.0,0,0.0,958.3,0.0,15.5,0.0,0.0,0.0,-0.145,86.115,0.01,0.0,24.66,717.623,0.0,0.0,0.047,0.0,44.475,25.6696,0.04,434.814,0.0,0.0,0.0,0.0,-0.4,0.0,11.3,0.0,0.0,0.0,0.0,835.285,200.191,1071.1,442.0,0.0,0.0,0.0,0.0,161.71,0.0,0.0,0.0,120.16,6.369,0.0,,0.0
2023-01-15 00:55:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.2,0.0,0.0,0.0,0.0,0.0,361.05,0.0,0.0,0.0,0.0,0.0,0,0.0,958.475,0.0,16.7,0.0,0.0,0.0,-0.145,85.91,0.01,0.0,24.73,718.278,0.0,0.0,0.047,0.0,44.7562,26.2072,0.04,434.249,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,833.272,199.991,1049.9,442.375,0.0,0.0,0.0,0.0,160.67,0.0,0.0,0.0,119.5,7.517,0.0,,0.0
2023-01-15 01:00:00,0.36256,0.0,0.2,66.48,0.0,0.0,320.3,0.0,0.0,0.0,0.0,0.0,360.16,0.0,0.0,0.0,0.0,0.0,0,0.0,958.475,0.0,16.8,0.0,0.0,0.0,-0.145,86.035,0.01,0.0,24.76,718.395,0.0,0.0,0.047,0.0,42.8063,27.8753,0.04,434.066,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,833.747,144.166,1017.1,442.375,0.0,0.0,0.0,0.0,160.5,0.0,0.0,0.0,119.7,7.326,0.0,,0.0
2023-01-15 01:05:00,0.36256,0.0,0.2,66.48,0.0,0.0,318.8,0.0,0.0,0.0,0.0,0.0,366.09,0.0,0.0,0.0,0.0,0.0,0,0.0,880.25,0.0,11.8,0.0,0.0,0.0,-0.145,85.84,0.01,0.0,24.85,716.415,0.0,0.0,0.047,0.0,41.3813,32.5325,0.04,433.471,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,830.555,200.191,1057.6,442.562,0.0,0.0,0.0,0.0,161.43,0.0,0.0,0.0,119.7,8.597,0.0,,0.0
2023-01-15 01:10:00,0.36256,0.0,0.2,66.08,0.0,0.0,319.8,0.0,0.0,0.0,0.0,0.0,341.99,0.0,0.0,0.0,0.0,0.0,0,0.0,821.275,0.0,10.8,0.0,0.0,0.0,-0.145,85.9,0.01,0.0,24.77,720.158,0.0,0.0,0.047,0.0,42.525,32.8438,0.04,434.051,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,833.26,200.39,1107.8,441.25,0.0,0.0,0.0,0.0,159.88,0.0,0.0,0.0,120.61,8.346,0.0,,0.0
2023-01-15 01:15:00,0.36256,0.0,0.2,66.08,0.0,0.0,319.1,0.0,0.0,0.0,0.0,0.0,320.35,0.0,0.0,0.0,0.0,0.0,0,0.0,814.45,0.0,12.0,0.0,0.0,0.0,-0.145,85.795,0.01,0.0,24.61,716.297,0.0,0.0,0.047,0.0,41.1938,36.0141,0.04,432.815,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,834.823,199.592,1120.9,442.375,0.0,0.0,0.0,0.0,161.84,0.0,0.0,0.0,120.01,8.524,0.0,,0.0
2023-01-15 01:20:00,0.36256,0.0,0.2,66.08,0.0,0.0,320.4,0.0,0.0,0.0,0.0,0.0,322.22,0.0,0.0,0.0,0.0,0.0,0,0.0,809.725,0.0,12.2,0.0,0.0,0.0,-0.145,86.25,0.01,0.0,24.63,721.249,0.0,0.0,0.047,0.0,38.7375,38.185,0.04,435.027,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,831.081,199.592,1125.3,443.5,0.0,0.0,0.0,0.0,164.19,0.0,0.0,0.0,120.06,7.519,0.0,,0.0
2023-01-15 01:25:00,0.36256,0.0,0.2,66.08,0.0,0.0,319.9,0.0,0.0,0.0,0.0,0.0,314.65,0.0,0.0,0.0,0.0,0.0,0,0.0,808.675,0.0,10.7,0.0,0.0,0.0,-0.145,86.13,0.01,0.0,24.8,717.623,0.0,0.0,0.047,0.0,40.2563,35.242,0.04,434.264,0.0,0.0,0.0,0.0,-0.4,0.0,10.1,0.0,0.0,0.0,0.0,834.618,199.792,1123.7,440.875,0.0,0.0,0.0,0.0,159.9,0.0,0.0,0.0,119.8,8.508,0.0,,0.0
2023-01-15 01:30:00,0.36256,0.0,0.2,66.08,0.0,0.0,319.5,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0,0.0,806.05,0.0,10.7,0.0,0.0,0.0,-0.145,85.765,0.01,0.0,24.66,716.969,0.0,0.0,0.047,0.0,40.7437,31.0,0.04,433.151,0.0,0.0,0.0,0.0,-0.4,0.0,8.5,0.0,0.0,0.0,0.0,831.862,199.991,1115.8,440.875,0.0,0.0,0.0,0.0,160.78,0.0,0.0,0.0,119.6,7.96,0.0,,0.0
2023-01-15 01:35:00,0.36256,0.0,0.2,66.08,0.0,0.0,318.2,0.0,0.0,0.0,0.0,0.0,358.46,0.0,0.0,0.0,0.0,0.0,0,0.0,806.75,0.0,10.7,0.0,0.0,0.0,-0.145,86.0525,0.01,0.0,24.81,717.069,0.0,0.0,0.047,0.0,41.7188,29.9878,0.04,432.311,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,867.06,200.191,1120.3,441.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.4,8.456,0.0,,0.0
2023-01-15 01:40:00,0.36256,0.0,0.2,66.08,0.0,0.0,320.9,0.0,0.0,0.0,0.0,0.0,352.87,0.0,0.0,0.0,0.0,0.0,0,0.0,803.775,0.0,10.9,0.0,0.0,0.0,-0.145,85.9,0.01,0.0,24.72,716.851,0.0,0.0,0.047,0.0,41.475,24.9713,0.04,435.516,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,878.263,200.191,1125.4,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.86,8.042,0.0,,0.0
2023-01-15 01:45:00,0.36256,0.0,0.2,66.08,0.0,0.0,320.3,0.0,0.0,0.0,0.0,0.0,340.68,0.0,0.0,0.0,0.0,0.0,0,0.0,800.45,0.0,10.8,0.0,0.0,0.0,-0.145,86.16,0.01,0.0,24.73,720.594,0.0,0.0,0.047,0.0,40.8375,22.5157,0.04,433.532,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,879.275,200.191,1120.5,440.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3,8.44,0.0,,0.0
2023-01-15 01:50:00,0.36256,0.0,0.2,66.08,0.0,0.0,319.9,0.0,0.0,0.0,0.0,0.0,331.37,0.0,0.0,0.0,0.0,0.0,0,0.0,800.625,0.0,10.8,0.0,0.0,0.0,-0.145,86.0025,0.01,0.0,24.84,718.395,0.0,0.0,0.047,0.0,41.175,19.6106,0.04,432.876,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,875.379,199.792,1121.1,441.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8,8.892,0.0,,0.0
2023-01-15 01:55:00,0.36256,0.0,0.2,66.08,0.0,0.0,322.5,0.0,0.0,0.0,0.0,0.0,332.12,0.0,0.0,0.0,0.0,0.0,0,0.0,798.175,0.0,10.8,0.0,0.0,0.0,-0.145,86.285,0.0,0.0,24.73,721.249,0.0,0.0,0.047,0.0,39.3938,17.4213,0.04,434.371,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,883.364,199.991,1130.7,443.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,9.012,0.0,,0.0
2023-01-15 02:00:00,0.36256,0.0,0.2,66.08,0.0,0.0,321.2,0.0,0.0,0.0,0.0,0.0,333.3,0.0,0.0,0.0,0.0,0.0,0,0.0,812.7,0.0,10.7,0.0,0.0,0.0,-0.145,86.4375,0.0,0.0,24.61,721.903,0.0,0.0,0.047,0.0,40.5375,17.3353,0.04,435.18,0.0,0.0,0.0,0.0,-0.4,0.0,9.6,0.0,0.0,0.0,0.0,882.159,200.39,1126.4,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.35,9.62,0.0,,0.0
