SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF
2024-10-14 00:00:00,11.8963,2016.74,0.0,0.0,33.46,82.5508,0.0,0.0,0.0,0.0,0.0,0.0,47.5067,24.097,0.0,1.32128,0.0,0,2086.37,0.0,0.0,0.0,0.0,0.001526,33.5445,0.0,28.8442,7.81125,0.0,0.0,44.8805,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,770.227,232.009994507,0.0,0.0,0.00153,0.0,57.5006,0.0,0.0,0.12371,0.0,310.682,24.5,39.8,0.0,0.0,0.0,0.0,12.1895,0.0,630.537,0.0,0.0,0.0,0.0,0.0,26.4311,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.37,63.44,67.9699,0.0,46.26,,0.0,0.0
2024-10-14 00:05:00,17.3943,2031.85,0.0,0.0,31.39,87.2417,0.0,0.0,0.0,0.0,0.0,0.0,48.4398,25.1988,0.0,1.36535,0.0,0,2087.3,0.0,0.0,0.0,0.0,0.001526,34.6245,0.0,31.9482,7.72872,0.0,0.0,44.3237,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,749.914,220.820007324,0.0,0.0,0.00153,0.0,56.8231,0.0,0.0,0.04333,0.0,217.527,25.0,39.9,0.0,0.0,0.0,0.0,12.574,0.0,629.218,0.0,0.0,0.0,0.0,0.0,24.8527,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.49,64.02,72.9187,0.0,46.27,,0.0,0.0
2024-10-14 00:10:00,20.7961,2018.96,0.0,0.0,26.41,85.6028,0.0,0.0,0.0,0.0,0.0,0.0,50.1052,26.6989,0.0,1.24303,0.0,0,2081.44,0.0,0.0,0.0,0.0,0.001526,34.7845,0.0,29.5678,7.50497,0.0,0.0,44.6744,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,716.857,254.039993286,0.0,0.0,0.00153,0.0,53.637,0.0,0.0,0.12371,0.0,257.583,24.7,39.6,0.0,0.0,0.0,0.0,13.3211,0.0,627.778,0.0,0.0,0.0,0.0,0.0,24.2228,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.38,66.67,71.4685,0.0,46.36,,0.0,0.0
2024-10-14 00:15:00,25.7982,2027.22,0.0,0.0,28.31,88.573,0.0,0.0,0.0,0.0,0.0,0.0,49.7358,26.398,0.0,1.31774,0.0,0,2088.03,0.0,0.0,0.0,0.0,0.001526,34.8245,0.0,28.3173,7.86758,0.0,0.0,45.2896,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,723.815,342.329986572,0.0,0.0,0.00153,0.0,50.808,0.0,0.0,0.14381,0.0,149.075,25.8,39.9,0.0,0.0,0.0,0.0,13.3321,0.0,615.326,0.0,0.0,0.0,0.0,0.0,22.006,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.4,69.76,70.4896,0.0,46.68,,0.0,0.0
2024-10-14 00:20:00,24.5958,2015.25,0.0,0.0,26.8,86.932,0.0,0.0,0.0,0.0,0.0,0.0,51.0612,25.3979,0.0,1.43597,0.0,0,2081.2,0.0,0.0,0.0,0.0,0.001526,35.3545,0.0,28.1396,6.73689,0.0,0.0,44.8497,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,714.44,216.830001831,0.0,0.0,0.00153,0.0,46.1021,0.0,0.0,0.08352,0.0,279.205,24.8,39.6,0.0,0.0,0.0,0.0,12.607,0.0,634.321,0.0,0.0,0.0,0.0,0.0,22.67,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.45,71.38,66.1208,0.0,46.48,,0.0,0.0
2024-10-14 00:25:00,27.1942,2020.14,0.0,0.0,25.77,82.1845,0.0,0.0,0.0,0.0,0.0,0.0,50.3722,26.7963,0.0,1.43835,0.0,0,2080.78,0.0,0.0,0.0,0.0,0.001526,34.2445,0.0,29.0664,6.65595,0.0,0.0,44.8805,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,714.025,289.950012207,0.0,0.0,0.00153,0.0,44.0604,0.0,0.0,0.12371,0.0,174.386,24.7,40.0,0.0,0.0,0.0,0.0,12.5924,0.0,607.099,0.0,0.0,0.0,0.0,0.0,21.597,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.38,74.41,65.142,0.0,47.18,,0.0,0.0
2024-10-14 00:30:00,25.2945,2024.36,0.0,0.0,21.3,89.044,0.0,0.0,0.0,0.0,0.0,0.0,48.9242,28.5,0.0,1.62396,0.0,0,2089.4,0.0,0.0,0.0,0.0,0.001526,32.5245,0.0,28.3173,6.6869,0.0,0.0,44.9389,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,725.866,321.559997559,0.0,0.0,0.00153,0.0,40.2518,0.0,0.0,0.15386,0.0,107.842,25.3,39.9,0.0,0.0,0.0,0.0,13.398,0.0,597.797,0.0,0.0,0.0,0.0,0.0,22.3392,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.48,77.9,67.0091,0.0,46.33,,0.0,0.0
2024-10-14 00:35:00,24.1945,2031.1,0.0,0.0,19.94,86.2998,0.0,0.0,0.0,0.0,0.0,0.0,48.3249,28.1991,0.0,1.47973,0.0,0,2057.44,0.0,0.0,0.0,0.0,0.001526,31.0945,0.0,27.3144,6.46076,0.0,0.0,44.9082,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,723.107,193.190002441,0.0,0.0,0.00153,0.0,41.0849,0.0,0.0,0.04333,0.0,259.382,25.1,39.8,0.0,0.0,0.0,0.0,13.8009,0.0,628.462,0.0,0.0,0.0,0.0,0.0,23.3426,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.46,77.83,63.9455,0.0,46.65,,0.0,0.0
2024-10-14 00:40:00,23.197,2023.36,0.0,0.0,21.34,87.091,0.0,0.0,0.0,0.0,0.0,0.0,48.4609,29.0,0.0,1.1696,0.0,0,2049.14,0.0,0.0,0.0,0.0,0.001526,30.0245,0.0,26.3813,6.54566,0.0,0.0,44.0007,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,717.418,231.509994507,0.0,0.0,0.00153,0.0,40.2518,0.0,0.0,0.04333,0.0,230.945,25.0,39.9,0.0,0.0,0.0,0.0,13.3907,0.0,625.898,0.0,0.0,0.0,0.0,0.0,24.0616,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.49,77.62,62.0421,0.0,47.62,,0.0,0.0
2024-10-14 00:45:00,21.7944,2012.54,0.0,0.0,21.56,85.3013,0.0,0.0,0.0,0.0,0.0,0.0,48.8498,28.7964,0.0,1.30553,0.0,0,2038.23,0.0,0.0,0.0,0.0,0.001526,29.8146,0.0,25.702,6.67738,0.0,0.0,44.6467,0.0,0.0,,0.0,0.0,0.0,0.0,0.734,0.0,0.0,694.444,230.63999939,0.0,0.0,0.00153,0.0,40.206,0.0,0.0,0.08352,0.0,161.476,24.7,39.8,0.0,0.0,0.0,0.0,14.0426,0.0,627.046,0.0,0.0,0.0,0.0,0.0,24.8808,,0.0,0.0,0.0,0.0,,,0.0,,4.68712,14.56,78.2,64.3443,0.0,47.14,,0.0,0.0
