SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF
2024-08-12 00:00:00,55.6961,2638.66,0.0,0.0,9.89,65.9305,0.0,0.0,0.0,0.0,0.0,32.8084,2.3682,0.0,0.0,0.0,0.0,0,1297.02,0.0,0.0,0.0,0.0,0.001526,32.0145,0.0,34.2271,15.2262,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1389.74,0.0,0.0,0.0,0.00153,0.0,253.545,0.0,0.0,0.23424,0.0,535.299,0.0,0.0,0.0,0.0,0.0,0.0,21.0849,0.0,1199.28,0.0,0.0,0.0,0.87453,0.0,148.543,0.0,0.0,0.0,0.0,0.06131,0.0,0.0,0.0,0.0,4.17268,21.1,68.35,126.069,0.0,45.45,,0.0
2024-08-12 00:05:00,58.2937,2600.67,0.0,0.0,9.17,66.6213,0.0,0.0,0.0,0.0,0.0,32.5154,2.2681,0.0,0.0,0.0,0.0,0,1298.7,0.0,0.0,0.0,0.0,0.001526,32.0245,0.0,35.7823,16.9504,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1393.33,0.0,0.0,0.0,0.00153,0.0,253.353,0.0,0.0,0.2041,0.0,498.322,0.0,0.0,0.0,0.0,0.0,0.0,17.8659,0.0,1224.7,0.0,0.0,0.0,1.0591,0.0,147.345,0.0,0.0,0.0,0.0,0.15702,0.0,0.0,0.0,0.0,4.17268,21.24,64.92,118.365,0.0,45.45,,0.0
2024-08-12 00:10:00,57.7988,2566.05,0.0,0.0,10.1,65.1812,0.0,0.0,0.0,0.0,0.0,31.696,2.48783,0.0,0.0,0.0,0.0,0,1298.31,0.0,0.0,0.0,0.0,0.001526,31.9245,0.0,38.004,18.9206,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1390.35,43.0,0.0,0.0,0.00153,0.0,253.875,0.0,0.0,0.23424,0.0,494.457,0.0,0.0,0.0,0.0,0.0,0.0,16.1666,0.0,1260.0,0.0,0.0,0.0,1.35793,0.0,146.816,0.0,0.0,0.0,0.0,0.19889,0.0,0.0,0.0,0.0,4.17268,21.34,61.51,117.64,0.0,45.45,,0.0
2024-08-12 00:15:00,55.4942,2501.48,0.0,0.0,10.91,64.2518,0.0,0.0,0.0,0.0,0.0,27.0024,2.4268,0.0,0.0,0.0,0.0,0,1296.46,0.0,0.0,0.0,0.0,0.001526,32.3045,0.0,39.6798,19.8823,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1388.52,97.3199996948,0.0,0.0,0.00153,0.0,251.632,0.0,0.0,0.23424,0.0,515.527,0.0,0.0,0.0,0.0,0.0,0.0,13.5848,0.0,1261.73,0.0,0.00093,0.0,1.23488,0.0,144.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17268,21.78,60.09,117.767,0.0,45.45,,0.0
2024-08-12 00:20:00,54.0979,2453.63,0.0,0.0,11.11,69.1918,0.0,0.0,0.0,0.0,0.0,21.3733,2.0679,0.0,0.0,0.0,0.0,0,1295.87,0.0,0.0,0.0,0.0,0.001526,32.3045,0.0,39.6798,20.0426,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1383.35,83.8000030518,0.0,0.0,0.00153,0.0,249.654,0.0,0.0,0.26438,0.0,495.713,0.0,0.0,0.0,0.0,0.0,0.0,11.1348,0.0,1256.95,0.0,0.0,0.0,1.55129,0.0,148.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17268,21.16,59.33,117.169,0.0,45.45,,0.0
2024-08-12 00:25:00,53.0986,2420.42,0.0,0.0,11.68,71.0422,0.0,0.0,0.0,0.0,0.0,17.9004,1.90799,0.0,0.0,0.0,0.0,0,1292.16,0.0,0.0,0.0,0.0,0.001526,33.2745,0.0,39.2799,20.333,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1385.3,97.6200027466,0.0,0.0,0.00153,0.0,253.921,0.0,0.0,0.23424,0.0,478.522,0.0,0.0,0.0,0.0,0.0,0.0,10.1204,0.0,1232.68,0.0,0.0,0.0,2.33353,0.0,146.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17268,21.13,64.2,109.899,0.0,45.45,,0.0
2024-08-12 00:30:00,54.395,2429.9,0.0,0.0,13.07,72.9722,0.0,0.0,0.0,0.0,0.0,14.9569,1.55764,0.0,0.0,7.0,0.0,0,1298.75,0.0,0.0,0.0,0.0,0.001526,31.7045,0.0,35.0459,20.5718,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1389.82,117.199996948,0.0,0.0,0.00153,0.0,250.076,0.0,0.0,0.19405,0.0,444.62,0.0,0.0,0.0,0.0,0.0,0.0,9.28908,0.0,1206.97,0.0,0.03816,0.0,1.94681,0.0,156.496,0.0,0.0,0.0,0.0,0.08225,0.0,0.0,0.0,0.0,3.82972,21.35,65.75,103.953,0.0,45.45,,0.0
2024-08-12 00:35:00,52.0935,2397.57,0.0,0.0,13.53,73.5897,0.0,0.0,0.0,0.0,0.0,12.1157,1.65774,0.0,0.0,7.0,0.0,0,1298.07,0.0,0.0,0.0,0.0,0.001526,32.5045,0.0,34.8174,18.6024,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1387.86,192.440002441,0.0,0.0,0.00153,0.0,244.573,0.0,0.0,0.23424,0.0,417.631,0.0,0.0,0.0,0.0,0.0,0.0,11.3912,0.0,1197.96,0.0,0.02327,0.0,2.23685,0.0,157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82972,20.93,73.32,98.8595,0.0,45.45,,0.0
2024-08-12 00:40:00,49.7939,2398.03,0.0,0.0,13.49,79.4717,0.0,0.0,0.0,0.0,0.0,11.2718,1.45754,0.0,0.0,7.0,0.0,0,1299.36,0.0,0.0,0.0,0.0,0.001526,32.6745,0.0,32.8052,17.5487,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1391.74,212.869995117,0.0,0.0,0.00153,0.0,244.793,0.0,0.0,0.2041,0.0,365.591,0.0,0.0,0.0,0.0,0.0,0.0,12.9439,0.0,1202.11,0.0,0.03072,0.0,2.07864,0.0,156.805,0.0,0.0,0.0,0.0,0.21683,0.0,0.0,0.0,0.0,3.82972,21.2,74.29,94.7989,0.0,45.45,,0.0
2024-08-12 00:45:00,47.3964,2390.0,0.0,0.0,12.34,80.332,0.0,0.0,0.0,0.0,0.0,10.7393,1.47829,0.0,0.0,7.0,0.0,0,1297.41,0.0,0.0,0.0,0.0,0.001526,31.8145,0.0,30.9009,17.1416,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014,0.0,0.0,1388.47,172.270004272,0.0,0.0,0.00153,0.0,243.355,0.0,0.0,0.22419,0.0,406.278,0.0,0.0,0.0,0.0,0.0,0.0,15.5587,0.0,1201.65,0.0,0.0,0.0,2.32474,0.0,166.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82972,21.97,72.62,92.0072,0.0,45.45,,0.0
