SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF
2022-10-31 00:00:00,0.36256,0.0,0.2,33.12,0.0,0.0,491.8,419.375,0.0,0.0,0.0,0.0,177.82,0.0,0.0,0.0,0.0,0.0,0,0.0,811.125,0.0,16.7,0.0,0.0,0.0,-0.131,21.29,0.01,0.0,24.71,0.0,0.0,0.0,0.046,0.0,46.1438,18.9041,0.0,715.875,0.0,123.839996338,0.0,0.0,26.0,0.0,-2.4,0.0,0.0,0.0,0.0,1412.29,0.2175,935.9,396.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.54,0.0,0.0
2022-10-31 00:05:00,0.36256,0.0,0.2,33.12,0.0,0.0,494.7,422.4,0.0,0.0,0.0,0.0,177.32,0.0,0.0,0.0,0.0,0.0,0,0.0,810.6,0.0,17.8,0.0,0.0,0.0,-0.131,41.8475,0.01,0.0,24.84,0.0,0.0,0.0,0.046,0.0,46.1625,18.9655,0.0,709.878,0.0,161.539993286,0.0,0.0,26.7,0.0,-2.4,0.0,0.0,0.0,0.0,1425.49,0.2175,895.2,382.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.86,0.0,0.0
2022-10-31 00:10:00,0.36256,0.0,0.2,33.12,0.0,0.0,494.6,421.575,0.0,0.0,0.0,0.0,186.47,0.0,0.0,0.0,0.0,0.0,0,0.0,813.4,0.0,18.2,0.0,0.0,0.0,-0.131,42.96,0.01,0.0,24.79,0.0,0.0,0.0,0.046,0.0,46.1438,15.7148,0.0,700.203,0.0,214.529998779,0.0,0.0,28.8,0.0,-2.4,0.0,0.0,0.0,0.0,1423.43,0.2175,839.9,364.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.43,0.0,0.0
2022-10-31 00:15:00,0.36256,0.0,0.2,33.12,0.0,0.0,494.9,422.95,0.0,0.0,0.0,0.0,201.68,0.0,0.0,0.0,0.0,0.0,0,0.0,826.35,0.0,17.9,0.0,0.0,0.0,-0.131,43.09,0.01,0.0,24.71,0.0,0.0,0.0,0.046,0.0,46.3313,14.6826,0.0,699.929,0.0,192.36000061,0.0,0.0,27.8,0.0,-2.4,0.0,0.0,0.0,0.0,1426.28,0.2175,787.9,348.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.24,0.3,0.0
2022-10-31 00:20:00,0.36256,0.0,0.2,33.12,0.0,0.0,495.6,422.95,0.0,0.0,0.0,0.0,211.11,0.0,0.0,0.0,0.0,0.0,0,0.0,812.875,0.0,17.7,0.0,0.0,0.0,-0.131,42.8875,0.01,0.0,24.73,0.0,0.0,0.0,0.046,0.0,46.1062,12.6505,0.0,700.097,0.0,194.149993896,0.0,0.0,23.9,0.0,-2.4,0.0,0.0,0.0,0.0,1426.79,0.2175,776.1,328.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.98,0.395,0.0
2022-10-31 00:25:00,0.36256,0.0,0.2,33.12,0.0,0.0,495.4,426.25,0.0,0.0,0.0,0.0,220.89,0.0,0.0,0.0,0.0,0.0,0,0.0,812.7,0.0,17.7,0.0,0.0,0.0,-0.131,42.94,0.01,0.0,24.8,0.0,0.0,0.0,0.046,0.0,46.3125,12.0,0.0,700.463,0.0,189.440002441,0.0,0.0,26.5,0.0,-2.4,0.0,0.0,0.0,0.0,1426.71,0.2175,770.5,317.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.09,0.499,0.0
2022-10-31 00:30:00,0.36256,0.0,0.2,33.12,0.0,0.0,495.0,424.6,0.0,0.0,0.0,0.0,231.72,0.0,0.0,0.0,0.0,0.0,0,0.0,794.5,0.0,17.7,0.0,0.0,0.0,-0.131,27.9125,0.01,0.0,24.6,0.0,0.0,0.0,0.046,0.0,46.2188,15.0,0.0,700.326,0.0,202.270004272,0.0,0.0,29.2,0.0,-2.4,0.0,0.0,0.0,0.0,1420.96,0.2175,770.0,303.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.43,0.21,0.0
2022-10-31 00:35:00,0.36256,0.0,0.2,33.12,0.0,0.0,496.0,423.775,0.0,0.0,0.0,0.0,234.54,0.0,0.0,0.0,0.0,0.0,0,0.0,812.7,0.0,18.1,0.0,0.0,0.0,-0.131,42.7425,0.01,0.0,24.71,0.0,0.0,0.0,0.046,0.0,46.2563,15.0,0.0,698.372,0.0,83.5599975586,0.0,0.0,35.5,0.0,-2.4,0.0,0.0,0.0,0.0,1425.29,0.2175,772.3,300.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.84,0.09,0.0
2022-10-31 00:40:00,0.36256,0.0,0.2,33.12,0.0,0.0,495.9,424.05,0.0,0.0,0.0,0.0,222.79,0.0,0.0,0.0,0.0,0.0,0,0.0,801.675,0.0,18.2,0.0,0.0,0.0,-0.131,28.23,0.01,0.0,24.8,0.0,0.0,0.0,0.046,0.0,46.2188,18.2825,0.0,699.38,0.0,109.069999695,0.0,0.0,35.6,0.0,-2.4,0.0,0.0,0.0,0.0,1422.83,0.2175,780.7,301.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.84,0.075,0.0
2022-10-31 00:45:00,0.36256,0.0,0.2,33.12,0.0,0.0,496.0,422.95,0.0,0.0,0.0,0.0,205.09,0.0,0.0,0.0,0.0,0.0,0,0.0,812.0,0.0,18.0,0.0,0.0,0.0,-0.131,42.475,0.0,0.0,24.78,0.0,0.0,0.0,0.046,0.0,46.275,19.4089,0.0,699.807,0.0,90.6999969482,0.0,0.0,36.3,0.0,-2.4,0.0,0.0,0.0,0.0,1429.48,0.2175,776.6,298.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.97,0.17,0.0
