SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF
2022-10-24 00:00:00,0.0,98.7,0.0,0.0,105.557,175.995,0.0,65.73,36.3,34.3,10.71,0.0,76.0668,0.0,0.0,0,7.3,328.31,119.88,78.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,29.3,0.0,1039,833.449,240.194,0.02,18.165,272.84,0.0,0.0,64.8152,123.3,0.0,352.41,0.0,0.0,0.0,58.7,141.4,0,52.71,482.67,0.0,0.0,170.602,0.0,0.0,31.8,644.319,16.9,0.0,125.28,23.1
2022-10-24 00:05:00,0.0,93.9,0.0,0.0,105.036,175.622,0.0,64.67,34.5,30.31,10.77,0.0,76.6239,0.0,0.0,0,7.3,328.7,119.68,78.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,30.7,0.0,1055,837.585,240.594,0.02,18.24,271.3,0.0,0.0,64.4002,123.3,0.0,354.23,0.0,0.0,0.0,61.1,142.5,0,52.85,487.42,0.0,0.0,166.998,0.0,0.0,31.9,649.767,16.9,0.0,114.82,24.3
2022-10-24 00:10:00,0.0,89.5,0.0,0.0,104.842,174.701,0.0,67.65,33.7,30.59,10.68,0.0,74.2359,0.0,0.0,0,7.3,326.61,119.84,78.22,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,29.8,0.0,1037,866.157,241.394,0.02,17.7,279.65,0.0,0.0,64.5741,122.8,0.0,345.42,0.0,0.0,0.0,58.5,143.7,0,52.98,486.68,0.0,0.0,166.362,0.0,0.0,31.9,656.597,17.8,0.0,119.17,23.0
2022-10-24 00:15:00,0.0,83.9,0.0,0.0,104.938,176.031,0.0,69.99,34.6,32.0,10.77,0.0,74.0516,0.0,0.0,0,7.3,326.01,119.76,78.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,29.3,0.0,1053,835.705,240.494,0.02,17.13,272.2,0.0,0.0,65.186,122.7,0.0,343.89,0.0,0.0,0.0,61.1,141.4,0,52.93,485.5,0.0,0.0,166.537,0.0,0.0,32.1,649.519,16.3,0.0,121.99,23.8
2022-10-24 00:20:00,0.0,77.1,0.0,0.0,104.995,175.494,0.0,65.89,34.0,32.63,10.83,0.0,70.8936,0.0,0.0,0,7.3,327.84,120.28,77.9,0.01024,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.9,0.0,1047,777.809,239.894,0.02,17.055,274.84,0.0,0.0,66.1153,122.1,0.0,343.16,0.0,0.0,0.0,61.8,142.1,0,52.75,481.63,1.1,0.0,167.612,0.0,0.0,32.1,636.299,17.7,0.0,127.96,24.9
2022-10-24 00:25:00,0.0,69.3,0.0,0.0,105.039,174.707,0.0,66.97,32.0,33.16,10.61,0.0,75.3213,0.0,0.0,0,7.3,328.17,119.72,77.55,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.0,0.0,1050,825.554,240.994,0.02,18.135,269.38,0.0,0.0,65.1753,122.8,0.0,345.15,0.0,0.0,0.0,60.7,142.1,0,52.86,492.84,1.1,0.0,169.228,0.0,0.0,31.9,635.294,14.9,0.0,129.67,23.1
2022-10-24 00:30:00,0.0,68.7,0.0,0.0,105.109,176.263,0.0,70.41,37.2,33.9,10.72,0.0,73.9861,0.0,0.0,0,7.3,332.6,119.8,78.14,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.1,0.0,1048,780.816,240.094,0.02,18.09,270.79,0.0,0.0,65.4637,122.0,0.0,345.78,0.0,0.0,0.0,61.5,142.6,0,52.86,493.67,0.0,0.0,166.569,0.0,0.0,32.1,642.156,17.4,0.0,127.52,23.8
2022-10-24 00:35:00,0.0,68.6,0.0,0.0,104.786,175.268,0.0,71.69,35.4,32.35,10.75,0.0,71.2376,0.0,0.0,0,7.3,331.71,94.52,78.03,0.01943,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.8,0.0,1057,853.375,239.794,0.02,17.745,273.15,0.0,0.0,65.0975,123.2,0.0,341.22,0.0,0.0,0.0,59.0,142.6,0,52.95,492.07,6.6,0.0,164.185,0.0,0.0,32.0,652.308,15.8,0.0,129.47,24.1
2022-10-24 00:40:00,0.0,79.1,0.0,0.0,105.235,175.799,0.0,80.9,33.3,30.87,10.8,0.0,73.1382,0.0,0.0,0,7.3,331.51,68.48,77.96,0.00325,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.0,0.0,1047,827.434,238.195,0.02,18.03,270.18,0.0,0.0,64.8473,122.2,0.0,333.96,0.0,0.0,0.0,62.0,142.6,0,52.86,489.6,0.0,0.0,161.45,0.0,0.0,31.9,653.025,17.1,0.0,130.63,24.3
2022-10-24 00:45:00,0.0,69.9,0.0,0.0,105.139,174.578,0.0,84.06,34.9,33.38,7.88,0.0,72.2248,0.0,0.0,0,7.3,330.92,59.92,78.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,21.7,0.0,1040,840.968,241.294,0.02,17.715,273.44,0.0,0.0,65.7094,122.4,0.0,323.43,0.0,0.0,0.0,62.8,142.6,0,52.97,496.25,0.0,0.0,154.259,0.0,0.0,31.8,646.884,16.3,0.0,128.0,22.5
2022-10-24 00:50:00,0.0,64.7,0.0,0.0,104.754,175.933,0.0,86.82,35.7,32.68,7.91,0.0,72.6999,0.0,0.0,0,7.3,330.68,60.24,78.37,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,22.8,0.0,1059,782.32,238.994,0.02,17.445,269.92,0.0,0.0,66.1138,120.3,0.0,318.7,0.0,0.0,0.0,60.9,141.5,0,52.51,493.87,0.0,0.0,152.557,0.0,0.0,32.0,641.248,17.0,0.0,130.99,24.0
2022-10-24 00:55:00,0.0,64.8,0.0,0.0,105.165,175.36,0.0,86.34,32.4,37.17,7.01,0.0,73.7526,0.0,0.0,0,7.3,329.86,60.72,78.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,25.0,0.0,1040,823.675,240.494,0.02,18.225,270.69,0.0,0.0,65.2303,119.1,0.0,313.63,0.0,0.0,0.0,62.3,141.7,0,52.74,488.22,0.0,0.0,146.008,0.0,0.0,31.9,636.359,16.4,0.0,127.66,23.8
2022-10-24 01:00:00,0.0,70.9,0.0,0.0,104.683,175.836,0.0,83.17,34.5,31.05,7.04,0.0,73.3389,0.0,0.0,0,7.3,331.71,60.4,77.68,0.10713,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.0,0.0,1049,868.037,240.994,0.02,17.445,254.55,0.0,0.0,65.4057,117.1,0.0,312.17,0.0,0.0,0.0,62.7,140.3,0,52.69,488.74,0.0,0.0,152.473,0.0,0.0,31.9,636.048,16.4,0.0,132.96,25.1
2022-10-24 01:05:00,0.0,71.5,0.0,0.0,105.016,175.647,0.0,81.64,33.8,33.39,6.94,0.0,73.3102,0.0,0.0,0,7.3,331.78,60.04,78.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,24.3,0.0,1053,799.614,239.894,0.02,17.43,256.61,0.0,0.0,65.7323,115.0,0.0,311.98,0.0,0.0,0.0,61.7,142.9,0,52.78,456.9,0.0,0.0,151.031,0.0,0.0,33.9,642.657,16.2,0.0,134.3,24.3
2022-10-24 01:10:00,0.0,73.1,0.0,0.0,105.282,175.732,0.0,84.72,30.8,33.05,7.03,0.0,73.5969,0.0,0.0,0,7.3,330.55,59.84,77.91,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,20.9,0.0,1040,773.297,241.494,0.02,17.895,263.29,0.0,0.0,65.0319,118.5,0.0,307.2,0.0,0.0,0.0,60.9,141.8,0,52.84,459.11,0.0,0.0,143.413,0.0,0.0,33.9,652.746,16.7,0.0,131.76,23.5
2022-10-24 01:15:00,0.0,68.7,0.0,0.0,105.191,174.884,0.0,85.47,30.1,31.83,7.07,0.0,71.3974,0.0,0.0,0,7.3,331.66,60.0,78.33,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,25.3,0.0,1040,763.147,242.394,0.02,18.12,258.81,0.0,0.0,65.1555,120.1,0.0,300.88,0.0,0.0,0.0,62.4,140.4,0,52.68,451.81,0.0,0.0,140.679,0.0,0.0,33.9,649.456,17.5,0.0,127.03,23.9
2022-10-24 01:20:00,0.0,70.8,0.0,0.0,104.705,175.964,0.0,85.08,29.0,32.2,7.06,0.0,73.5601,0.0,0.0,0,7.3,331.83,60.28,78.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.6,0.0,1052,842.472,240.994,0.02,17.925,251.82,0.0,0.0,65.7064,120.7,0.0,304.45,0.0,0.0,0.0,62.6,140.7,0,52.89,449.83,0.0,0.0,132.231,0.0,0.0,33.9,639.71,15.6,0.0,119.48,24.7
2022-10-24 01:25:00,0.0,68.5,0.0,0.0,105.187,174.908,0.0,84.53,27.5,31.92,6.98,0.0,68.8374,0.0,0.0,0,7.3,332.52,60.64,77.71,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.3,0.0,1036,869.165,239.394,0.02,18.135,250.0,0.0,0.0,65.0044,121.4,0.0,305.21,0.0,0.0,0.0,61.3,140.0,0,52.83,440.7,0.0,0.0,124.862,0.0,0.0,33.9,636.204,17.0,0.0,119.8,23.7
2022-10-24 01:30:00,0.0,68.1,0.0,0.0,104.746,175.958,0.0,86.97,26.0,28.54,6.94,0.0,70.0006,0.0,0.0,0,7.3,332.38,60.28,77.83,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.5,0.0,1054,837.585,241.594,0.02,18.195,244.53,0.0,0.0,65.8498,121.2,0.0,306.71,0.0,0.0,0.0,61.8,139.5,0,52.94,455.27,0.0,0.0,120.805,0.0,0.0,33.9,633.729,15.8,0.0,109.37,24.7
2022-10-24 01:35:00,0.0,68.3,0.0,0.0,105.45,174.572,0.0,87.62,26.0,35.07,7.07,0.0,69.972,0.0,0.0,0,7.3,325.24,60.56,76.41,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,29.6,0.0,1038,822.923,240.794,0.02,16.965,264.75,0.0,0.0,64.7359,119.5,0.0,309.84,0.0,0.0,0.0,60.8,140.5,0,53.09,451.16,0.0,0.0,117.189,0.0,0.0,33.9,635.827,15.7,0.0,112.18,24.0
2022-10-24 01:40:00,0.0,69.2,0.0,0.0,104.73,173.614,0.0,91.34,29.9,35.28,7.07,0.0,70.3406,0.0,0.0,0,7.3,326.44,60.0,78.27,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,28.6,0.0,1035,816.908,240.594,0.02,17.415,258.72,0.0,0.0,64.5695,120.2,0.0,311.03,0.0,0.0,0.0,61.8,141.2,0,53.07,450.82,0.0,0.0,117.561,0.0,0.0,33.7,638.863,15.5,0.0,115.24,24.5
2022-10-24 01:45:00,0.0,69.0,0.0,0.0,104.761,174.151,0.0,90.87,27.3,34.53,7.3,0.0,67.4365,0.0,0.0,0,7.3,324.59,60.36,77.68,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,30.2,0.0,1033,823.675,240.594,0.02,18.3,255.36,0.0,0.0,65.6072,121.2,0.0,315.41,0.0,0.0,0.0,61.9,140.8,0,52.72,453.1,0.0,0.0,116.554,0.0,0.0,33.8,646.163,14.0,0.0,104.37,24.6
2022-10-24 01:50:00,0.0,76.2,0.0,0.0,105.033,176.001,0.0,93.89,29.5,34.91,7.12,0.0,66.8774,0.0,0.0,0,7.3,325.51,60.64,77.24,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,30.6,0.0,1045,805.253,240.094,0.02,18.015,251.12,0.0,0.0,65.0182,121.2,0.0,331.61,0.0,0.0,0.0,61.2,139.8,0,52.86,458.01,0.0,0.0,119.29,0.0,0.0,33.9,645.601,14.1,0.0,107.75,24.7
2022-10-24 01:55:00,0.0,74.6,0.0,0.0,105.138,175.775,0.0,102.97,30.9,33.28,7.08,0.0,63.8423,0.0,0.0,0,7.3,327.62,60.44,64.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,31.0,0.0,1050,727.056,240.094,0.02,18.255,255.94,0.0,0.0,65.6316,123.7,0.0,337.31,0.0,0.0,0.0,59.0,141.0,0,52.74,442.09,0.0,0.0,118.959,0.0,0.0,33.9,632.099,11.9,0.0,113.22,24.4
2022-10-24 02:00:00,0.0,70.9,0.0,0.0,105.142,175.555,0.0,106.42,30.0,31.32,7.18,0.0,60.4672,0.0,0.0,0,7.3,324.17,60.48,77.71,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,30.7,0.0,1050,728.184,239.794,0.02,17.16,250.15,0.0,0.0,65.4057,123.1,0.0,339.98,0.0,0.0,0.0,60.7,143.1,0,52.78,450.2,0.7,0.0,115.253,0.0,0.0,33.9,629.123,10.8,0.0,98.89,23.9
