SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF
2023-06-29 00:00:00,42.6991,1996.71,0.0,0.0,69.72,36.0601,0.0,0.0,29.227,0.0,0.0,72.7047,37.7844,48.2979,0.0,18.92,0.0,0,2423.57,0.0,0.0,0.0,0.0,0.001526,117.213,0.0,31.1738,16.3839,0.0,0.0,27.9121,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,1025.5,1241.17004395,0.0,0.0,0.00153,0.0,99.9908,0.0,0.0,0.19405,0.0,487.286,0.0,0.0,34.8217,0.0,0.0,190,47.5697,0.0,631.977,0.0,0.00093,0.0,19.8064,0.0,76.3445,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:05:00,40.1984,1959.01,0.0,0.0,69.97,26.2512,0.0,0.0,28.4418,0.0,0.0,77.8637,39.375,43.7976,0.0,18.25,0.0,0,2376.45,0.0,0.0,0.0,0.0,0.001526,114.743,0.0,30.0503,18.458,0.0,0.0,28.029,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,985.879,786.070007324,0.0,0.0,0.00153,0.0,93.0053,0.0,0.0,0.22419,512.56,534.977,0.0,0.0,38.2715,0.0,0.0,190,49.7999,0.0,586.786,0.0,0.0,0.0,20.8963,0.0,86.02,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0
2023-06-29 00:10:00,37.9987,1931.94,0.0,0.0,72.24,29.5732,0.0,0.0,28.0512,0.0,0.0,78.0713,41.4734,40.2973,0.0,20.17,0.0,0,2348.35,0.0,0.0,0.0,0.0,0.001526,108.703,0.0,27.6445,17.4313,0.0,0.0,28.5858,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,951.797,745.340026855,0.0,0.0,0.00153,0.0,102.985,0.0,0.0,0.21414,672.36,552.079,0.0,0.0,39.7327,0.0,0.0,191,46.8702,0.0,567.229,0.0,0.0,0.0,20.4041,0.0,69.6892,0.0245,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:15:00,44.3982,1920.39,0.0,0.0,68.28,26.4229,0.0,0.0,27.0004,0.0,0.0,84.0894,38.2043,35.4961,0.0,19.65,0.0,0,2346.59,0.0,0.0,0.0,0.0,0.001526,110.853,0.0,23.7533,15.93,0.0,0.0,28.2074,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,909.023,736.900024414,0.0,0.0,0.00153,0.0,79.9863,0.0,0.0,0.21414,681.91,557.618,0.0,0.0,40.7544,0.0,0.0,190,44.4422,0.0,603.119,0.0,0.01582,0.0,20.6238,0.0,73.4441,0.0265,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:20:00,50.4994,1894.46,0.0,0.0,77.21,32.3907,0.0,0.0,27.852,0.0,0.0,79.8581,47.704,43.1958,0.0,21.72,0.0,0,2341.03,0.0,0.0,0.0,0.0,0.001526,104.493,0.0,21.6712,17.8518,0.0,0.0,28.1489,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,899.452,811.619995117,0.0,0.0,0.00153,0.0,101.923,0.0,0.0,0.19405,680.08,544.876,0.0,0.0,42.8968,0.0,0.0,190,37.5134,0.0,646.333,0.0,0.0,0.0,23.5331,0.0,52.3171,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:25:00,53.0986,1887.38,0.0,0.0,83.92,33.9125,0.0,0.0,29.9497,0.0,0.0,80.6149,45.7032,38.7972,0.0,22.9,0.0,0,2337.54,0.0,0.0,0.0,0.0,0.001526,97.2035,0.0,30.4057,17.4233,0.0,0.0,27.9705,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,924.16,769.880004883,0.0,0.0,0.00153,0.0,100.952,0.0,0.0,0.19405,677.14,545.321,0.0,0.0,45.6104,0.0,0.0,190,37.3815,0.0,635.054,0.0,0.02327,0.0,23.9725,0.0,72.1318,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:30:00,53.9987,1896.12,0.0,0.0,90.27,45.151,0.0,0.0,32.6372,0.0,0.0,80.5508,45.7643,46.2978,0.0,21.4,0.0,0,2337.05,0.0,0.0,0.0,0.0,0.001526,97.9835,0.0,30.7866,17.6637,0.0,0.0,28.0597,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,914.931,755.909973145,0.0,0.0,0.00153,0.0,109.769,0.0,0.0,0.19405,684.28,550.533,0.0,0.0,47.1485,0.0,0.0,189,43.9441,0.0,588.348,0.0,0.03816,0.0,24.0253,0.0,80.7001,0.0375,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:35:00,47.4981,1888.14,0.0,0.0,92.35,50.3234,0.0,0.0,34.6021,0.0,0.0,76.3622,42.4842,42.8993,0.0,21.16,0.0,0,2366.74,0.0,0.0,0.0,0.0,0.001526,95.3935,0.0,31.7768,17.6027,0.0,0.0,27.6506,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,920.497,684.960021973,0.0,0.0,0.00153,0.0,98.1689,0.0,0.0,0.22419,656.02,563.105,0.0,0.0,48.6097,0.0,0.0,190,51.4003,0.0,613.715,0.0,0.0,0.0,23.0145,0.0,72.929,0.0865,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:40:00,35.0986,1864.43,0.0,0.0,85.88,52.065,0.0,0.0,40.2389,0.0,0.0,71.3603,31.3634,57.396,0.0,19.54,0.0,0,2382.43,0.0,0.0,0.0,0.0,0.001526,90.9436,0.0,27.8095,17.6209,0.0,0.0,28.029,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,909.291,667.820007324,0.0,0.0,0.00153,0.0,82.2019,0.0,0.0,0.21414,640.5,554.347,0.0,0.0,54.3227,0.0,0.0,190,58.2522,0.0,659.957,0.0,0.0,0.0,22.9002,0.0,63.6844,0.0735,0.0,0.0,0.0,0.0015,0.0015,0.0,0.0
2023-06-29 00:45:00,32.1984,1843.0,0.0,0.0,88.66,58.6628,0.0,0.0,43.321,0.0,0.0,65.6641,26.7246,56.4977,0.0,19.75,0.0,0,2364.59,0.0,0.0,0.0,0.0,0.001526,91.9036,0.0,19.1639,21.2479,0.0,0.0,28.5273,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,930.019,757.340026855,0.0,0.0,0.00153,0.0,84.2618,0.0,0.0,0.19405,653.12,559.865,0.0,0.0,53.7295,0.0,0.0,190,63.4488,0.0,631.147,0.0,0.0,0.0,21.7752,0.0,58.3059,0.0255,0.0,0.0,0.0,0.0015,0.0015,0.0972,0.0
2023-06-29 00:50:00,38.7977,1816.41,0.0,0.0,89.2,60.6912,0.0,0.0,43.3171,0.0,0.0,57.847,21.8442,48.0988,0.0,19.14,0.0,0,2342.1,0.0,0.0,0.0,0.0,0.001526,91.2136,0.0,19.824,22.1405,0.0,0.0,28.1489,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,936.44,728.559997559,0.0,0.0,0.00153,0.0,87.2648,0.0,0.0,0.19405,640.57,550.621,0.0,0.0,60.7938,0.0,0.0,190,58.4244,0.0,674.239,0.0,0.0,0.0,20.3338,0.0,60.0552,0.0,0.0,0.0,0.0,0.0015,0.0015,0.11514,0.0
2023-06-29 00:55:00,37.4981,1769.95,0.0,0.0,93.79,64.6914,0.0,0.0,40.4342,0.0,0.0,52.2805,18.613,48.5988,0.0,17.7,0.0,0,2311.19,0.0,0.0,0.0,0.0,0.001526,104.503,0.0,22.4076,23.8655,0.0,0.0,27.9121,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,915.077,712.200012207,0.0,0.0,0.00153,0.0,104.614,0.0,0.0,0.23424,629.81,539.856,0.0,0.0,66.4079,0.0,0.0,191,51.4662,0.0,711.35,0.0,0.0,0.0,21.3446,0.0,68.372,0.0,0.0,0.0,0.0,0.0015,0.0015,0.10318,0.0
2023-06-29 01:00:00,41.799,1711.18,0.0,0.0,96.14,73.102,0.0,0.0,39.3873,0.0,0.0,55.6313,18.1125,49.3998,0.0,17.22,0.0,0,2273.77,0.0,0.0,0.0,0.0,0.001526,115.033,0.0,32.1958,22.3143,0.0,0.0,27.4445,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,901.723,766.940002441,0.0,0.0,0.00153,0.0,126.505,0.0,0.0,0.19405,581.54,535.468,0.0,0.0,75.7684,0.0,0.0,189,49.4484,0.0,660.836,0.0,0.00093,0.0,22.4784,0.0,75.5743,0.0,0.0,0.0,0.0,0.0015,0.0015,0.08823,0.0
2023-06-29 01:05:00,41.799,1773.86,0.0,0.0,93.76,73.6923,0.0,0.0,39.4537,0.0,0.0,62.3621,18.8437,39.4964,0.0,17.08,0.0,0,2251.11,0.0,0.0,0.0,0.0,0.001526,125.343,0.0,42.0983,23.998,0.0,0.0,27.8536,0.0,0.0,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,936.172,991.890014648,0.0,0.0,0.00153,0.0,137.034,0.0,0.0,0.184,148.54,548.423,0.0,0.0,85.1618,0.0,0.0,191,59.6255,0.0,705.564,0.0,0.01396,0.0,25.7128,0.0,93.5213,1.84347,0.0,0.0,0.0,0.0015,0.0015,0.0972,0.0
