SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF
2023-06-18 00:00:00,77.1939,2487.88,0.0,0.0,83.91,13.0492,0.0,0.0,35.3873,0.0,0.0,76.3104,85.4633,38.899,0.0,17.11,0.0,0,2277.28,0.0,0.0,0.0,0.0,0.001526,112.653,0.0,45.6023,22.4,0.0,0.0,27.3553,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,703.673,869.599975586,0.0,0.0,0.00153,0.0,20.1007,0.0,-3.47802,0.17395,0.0,155.584,0.0,42.9,91.0945,0.0,0.0,0,101.319,0.0,801.782,0.0,0.0,0.0,31.707,0.0,8.79957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:05:00,80.8984,2434.85,0.0,0.0,84.09,13.5411,0.0,0.0,40.4342,0.0,0.0,77.9187,81.6046,42.5984,0.0,16.77,0.0,0,2352.82,0.0,0.0,0.0,0.0,0.001526,110.593,0.0,46.4084,22.154,0.0,0.0,28.0597,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,699.327,813.280029297,0.0,0.0,0.00153,0.0,20.6409,0.0,-3.16808,0.17395,0.0,154.201,0.0,42.9,85.8869,0.0,0.0,0,102.323,0.0,798.853,0.0,0.22805,0.0,33.1309,0.0,10.5489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:10:00,85.3969,2387.83,0.0,0.0,88.98,12.5699,0.0,0.0,41.8795,0.0,0.0,76.0037,81.7829,44.6959,0.0,16.01,0.0,0,2380.09,0.0,0.0,0.0,0.0,0.001526,108.863,0.0,50.9344,23.0236,0.0,0.0,27.7675,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,689.219,818.91998291,0.0,0.0,0.00153,0.0,20.9338,0.0,-3.16808,0.15386,0.0,144.0,0.0,42.9,86.2275,0.0,0.0,0,102.158,0.0,804.175,0.0,0.0,0.0,31.4258,0.0,10.9029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:15:00,91.995,2378.28,0.0,0.0,99.17,13.2104,0.0,0.0,48.1687,0.0,0.0,76.1425,80.744,49.4971,0.0,15.73,0.0,0,2405.46,0.0,0.0,0.0,0.0,0.001526,109.093,0.0,52.0706,24.152,0.0,0.0,27.8536,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,708.946,796.979980469,0.0,0.0,0.00153,0.0,22.2797,0.0,-3.16808,0.13376,0.0,158.267,0.0,42.9,87.9854,0.0,0.0,0,100.246,0.0,798.828,0.0,0.0,0.0,30.9951,0.0,11.7623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:20:00,96.4958,2340.81,0.0,0.0,100.35,13.1999,0.0,0.0,45.0202,0.0,0.0,76.4996,80.0751,54.1966,0.0,17.22,0.0,0,2398.3,0.0,0.0,0.0,0.0,0.001526,107.663,0.0,58.5453,26.4506,0.0,0.0,27.9121,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,699.449,809.289978027,0.0,0.0,0.00153,0.0,22.3255,0.0,-3.27033,0.15386,0.0,154.449,0.0,42.9,96.8295,0.0,0.0,0,99.0854,0.0,798.071,0.0,0.0,0.0,29.7646,0.0,11.5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:25:00,95.4977,2319.62,0.0,0.0,101.75,13.8802,0.0,0.0,46.532,0.0,0.0,77.9263,80.9845,57.5995,0.0,17.18,0.0,0,2397.62,0.0,0.0,0.0,0.0,0.001526,112.613,0.0,56.8949,29.8332,0.0,0.0,28.0597,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,700.279,810.359985352,0.0,0.0,0.00153,0.0,24.6509,0.0,-3.47802,0.14381,0.0,149.693,0.0,42.9,102.367,0.0,0.0,0,100.063,0.0,761.156,0.0,0.0,0.0,30.2392,0.0,13.2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:30:00,94.3979,2298.69,0.0,0.0,101.78,14.7636,0.0,0.0,44.1725,0.0,0.0,74.3038,82.392,56.2985,0.0,15.91,0.0,0,2393.05,0.0,0.0,0.0,0.0,0.001526,119.433,0.0,62.519,30.833,0.0,0.0,27.5337,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,697.642,802.679992676,0.0,0.0,0.00153,0.0,27.892,0.0,-3.37257,0.13376,0.0,142.98,0.0,42.9,103.191,0.0,0.0,0,99.8654,0.0,726.194,0.0,0.0,0.0,31.7334,0.0,13.5384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:35:00,96.1958,2258.48,0.0,0.0,101.95,12.9613,0.0,0.0,50.3289,0.0,0.0,66.5248,83.6542,58.1969,0.0,16.74,0.0,0,2328.48,0.0,0.0,0.0,0.0,0.001526,121.263,0.0,62.6396,31.7264,0.0,0.0,27.7952,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,697.642,824.960021973,0.0,0.0,0.00153,0.0,27.7363,0.0,-3.27033,0.15386,0.0,278.877,0.0,42.9,112.255,0.0,0.0,0,102.663,0.0,706.711,0.0,0.0,0.0,32.4453,0.0,15.0899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:40:00,92.3974,2241.81,0.0,0.0,103.42,10.531,0.0,0.0,49.4148,0.0,0.0,62.5116,82.3041,61.6972,0.0,14.76,0.0,0,2254.45,0.0,0.0,0.0,0.0,0.001526,125.023,0.0,66.7212,33.4482,0.0,0.0,28.2351,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,718.932,810.109985352,0.0,0.0,0.00153,0.0,29.0547,0.0,-3.47802,0.13376,0.0,385.048,0.0,42.9,116.891,0.0,0.0,0,102.718,0.0,666.378,0.0,0.0,0.0,32.8936,0.0,16.9821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:45:00,90.4971,2180.53,0.0,0.0,103.45,11.3914,0.0,0.0,46.3991,0.0,0.0,58.8525,81.9648,59.697,0.0,15.03,0.0,0,2246.37,0.0,0.0,0.0,0.0,0.001526,121.553,0.0,72.6183,33.9172,0.0,0.0,27.386,0.0,0.0,,0.0,0.0,0.0,0.0,0.042,0.0,0.0,695.665,774.869995117,0.0,0.0,0.00153,0.0,30.9773,0.0,-3.47802,0.14381,0.0,455.995,0.0,42.9,117.352,0.0,0.0,0,102.883,0.0,624.042,0.0,0.0,0.0,33.8955,0.0,16.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
