SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2023-01-29 00:00:00,0.0,41.9,0.0,0.0,3.218,4.19013,0.0,43.46,12.2,3.65,13.32,0.0,14.484,179.0,0.0,0,7.3,150.96,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.7,0.0,2208,1137.59,0.0,0.0,3.63,0.0,0.0,10.36,21.1066,6.2,513.7,120.34,0.0,0.0,0.0,25.6,-0.4,0,22.84,95.67,1.9,0.0,0.0,0.0,0.02,30.0,1369.96,-0.3,0.0,0.0,0.0,0.0
2023-01-29 00:05:00,0.0,62.8,0.0,0.0,4.327,41.8677,4.23,61.75,14.5,2.67,13.4,0.0,16.5443,178.8,0.0,0,7.3,159.54,0.04,0.0,9.08956,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.9,0.0,2199,1138.72,0.0,0.0,1.965,0.0,0.0,9.59,25.1015,6.1,410.2,117.39,0.0,0.0,0.0,23.7,-0.7,0,21.08,95.89,15.2,0.0,0.0,0.0,0.0,30.0,1363.69,-0.3,0.0,0.0,-0.1,0.0
2023-01-29 00:10:00,0.0,76.8,0.0,0.0,5.159,34.7021,2.47,63.22,12.4,2.92,13.33,0.0,18.476,179.0,0.0,0,7.3,163.21,0.04,0.0,0.27598,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.8,0.0,2199,1136.84,0.0,0.0,1.335,3.82,0.0,12.44,23.8823,7.4,402.1,142.53,0.0,0.0,0.0,18.6,-0.7,0,17.26,77.91,28.6,0.0,0.0,0.0,0.0,30.0,1364.34,-0.3,0.0,0.0,0.2,0.0
2023-01-29 00:15:00,0.0,82.5,0.0,0.0,12.457,40.2869,1.82,64.84,10.7,3.39,13.28,0.0,25.8406,179.0,0.0,0,7.3,160.06,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.7,0.0,2183,1130.07,0.0,0.0,1.11,6.2,0.0,10.76,28.4112,8.3,403.6,172.16,0.0,0.0,0.0,19.1,-0.4,0,17.54,64.93,29.1,0.0,0.0,0.0,0.0,29.7,1362.77,-0.3,0.0,0.0,0.2,0.80873
2023-01-29 00:20:00,0.0,91.1,0.0,0.0,12.952,53.9651,0.0,61.17,10.0,2.99,13.27,0.0,28.3064,178.3,0.0,0,7.3,162.9,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.9,0.0,2196,1136.09,0.0,0.0,1.215,10.72,0.0,8.24,18.3004,10.3,378.7,186.68,0.0,0.0,0.0,16.5,-0.6,0,10.94,74.61,9.6,0.0,0.0,0.0,0.0,29.9,1361.24,-0.3,0.0,0.0,0.2,0.82094
2023-01-29 00:25:00,0.0,100.2,0.0,0.0,3.664,60.6607,0.0,59.34,17.2,3.12,13.25,0.0,29.1963,178.7,0.0,0,7.3,156.1,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.8,0.0,2182,1131.2,0.0,0.0,1.32,10.08,0.0,6.88,7.07877,6.1,285.9,199.72,0.0,0.0,0.0,18.1,-0.6,0,7.59,120.6,1.9,0.0,2.427,0.0,0.0,29.7,1361.46,-0.3,0.0,0.0,0.7,2.01114
2023-01-29 00:30:00,0.0,129.8,0.0,0.0,1.443,59.5926,0.0,65.02,26.1,3.15,13.28,0.0,28.3351,178.8,0.0,0,7.3,139.9,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.9,0.0,2201,1137.97,0.0,0.0,0.9,7.96,0.0,3.73,0.0,13.7,103.4,250.87,0.0,0.0,0.0,15.8,-0.6,0,5.42,139.41,8.0,0.0,4.09,0.0,0.0,30.0,1361.55,-0.3,0.0,0.0,1.4,2.2797
2023-01-29 00:35:00,0.0,155.0,0.0,0.0,0.0,55.8267,0.0,74.78,24.0,2.17,13.24,0.0,26.665,178.5,0.0,0,7.3,131.9,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.7,0.0,2183,1129.7,0.0,0.0,0.495,9.97,0.0,3.28,0.0,10.0,145.0,310.64,0.0,0.0,0.0,12.9,-0.6,0,3.92,200.93,1.4,0.0,7.611,0.0,0.0,29.8,1371.9,-0.3,0.0,0.0,0.8,1.25429
2023-01-29 00:40:00,0.0,172.2,0.0,0.0,0.0,55.4665,0.0,86.99,28.1,2.82,13.23,0.0,23.9432,178.1,0.0,0,7.3,149.71,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.9,0.0,2190,1134.58,0.0,0.0,0.81,4.45,0.0,4.64,0.0,10.2,106.7,356.88,0.0,0.0,0.0,7.0,-0.4,0,3.42,269.73,2.9,0.0,10.669,0.0,0.0,30.0,1367.73,-0.3,0.0,0.0,0.3,1.91958
2023-01-29 00:45:00,0.0,171.2,0.0,0.0,0.0,56.1318,0.0,89.77,26.1,2.89,13.22,0.0,21.1231,178.1,0.0,0,7.3,162.23,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30.8,0.0,2188,1131.58,0.0,0.0,0.495,4.81,0.0,1.51,0.0,9.2,5.3,369.64,0.0,0.0,0.0,2.4,-0.4,0,2.64,327.42,0.8,0.0,15.863,0.0,0.0,29.8,1360.26,-0.2,0.0,0.0,0.2,1.19936
