SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2023-01-22 00:00:00,0.0,87.6,0.0,0.0,24.272,20.9384,0.0,95.32,18.5,32.44,0.0,0.0,59.1278,0.0,0.0,0,5.0,38.88,0.04,22.69,5.0696,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.8,0.0,2026,574.811,102.398,0.0,5.04,56.02,0.0,3.52,7.17338,14.4,248.2,175.11,0.0,0.0,0.0,9.5,83.2,0,11.77,256.49,24.2,0.0,143.559,0.0,0.0,0.0,1367.82,10.2,0.0,29.78,6.9,0.0
2023-01-22 00:05:00,0.0,78.3,0.0,0.0,23.758,19.9008,0.0,96.12,17.3,33.29,-0.02,0.0,58.4888,0.0,0.0,0,5.4,40.89,0.04,29.17,9.29492,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.3,0.0,2038,575.563,101.498,0.0,5.235,61.01,0.0,3.95,6.53401,13.3,231.0,173.32,0.0,0.0,0.0,10.1,84.0,0,11.82,256.76,29.4,0.0,136.823,0.0,0.0,0.0,1371.62,11.6,0.0,37.16,6.9,0.57069
2023-01-22 00:10:00,0.0,71.5,0.0,0.0,22.523,19.5529,0.0,95.5,16.9,32.96,-0.01,0.0,57.7823,0.0,0.0,0,5.7,40.26,0.04,23.77,2.76947,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.3,0.0,2006,571.052,103.898,0.0,5.37,60.29,0.0,3.92,5.45366,14.9,222.7,159.57,0.0,0.0,0.0,11.2,86.9,0,10.87,274.02,27.1,0.0,140.413,0.0,0.0,0.0,1364.94,13.1,0.0,33.13,6.5,0.0
2023-01-22 00:15:00,0.0,61.9,0.0,0.0,22.202,19.2416,0.0,88.58,16.1,35.71,-0.01,0.0,55.2223,0.0,0.0,0,5.0,41.41,0.04,22.19,2.92385,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.0,0.0,2005,571.052,95.5978,0.0,4.95,57.72,0.0,3.69,3.69732,17.2,220.5,153.51,0.0,0.0,0.0,10.7,83.9,0,10.97,280.7,0.0,0.0,140.327,0.0,0.0,0.0,1357.92,10.9,0.0,31.74,6.6,0.0
2023-01-22 00:20:00,0.0,55.9,0.0,0.0,22.629,19.3393,0.0,86.17,17.4,33.94,0.0,0.0,53.7621,0.0,0.0,0,4.6,46.18,0.04,21.97,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.3,0.0,1922,573.308,95.4978,0.0,5.04,55.08,0.0,4.4,2.97098,20.1,223.7,146.69,0.0,0.0,0.0,11.8,87.5,0,12.6,293.45,0.0,0.0,141.421,0.0,0.0,0.0,1366.57,9.9,0.0,30.22,5.6,0.0
2023-01-22 00:25:00,0.0,56.8,0.0,0.0,21.394,17.0138,0.02,89.11,18.6,34.01,-0.01,0.0,56.3077,0.0,0.0,0,5.1,49.22,0.04,22.39,6.07139,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.2,0.0,1971,575.563,93.8978,0.0,4.65,52.27,0.0,4.49,2.00354,19.6,229.5,147.93,0.0,0.0,0.0,11.3,83.5,0,12.65,296.94,14.8,0.0,142.128,0.0,0.0,0.0,1369.7,12.7,0.0,27.8,4.5,0.0
2023-01-22 00:30:00,0.0,62.3,0.0,0.0,20.558,14.5968,0.0,85.24,18.8,34.5,0.0,0.0,54.4338,0.0,0.0,0,4.7,49.88,0.04,24.35,6.76126,0.0,0.0,0.0,0.1,0.0,0.0,0.0,12.5,0.0,2007,573.684,94.8978,0.0,4.74,52.69,0.0,4.48,1.65258,22.3,225.3,145.93,0.0,0.0,0.0,11.8,85.8,0,12.14,303.19,6.9,0.0,141.285,0.0,0.0,0.0,1365.54,13.9,0.0,24.12,4.9,0.0
2023-01-22 00:35:00,0.0,67.2,0.0,0.0,18.512,15.0668,0.0,84.41,18.4,33.26,-0.01,0.0,53.3606,0.0,0.0,0,5.1,51.49,0.04,19.94,4.6712,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.8,0.0,2004,571.052,97.9977,0.0,4.95,50.7,0.0,5.26,1.82653,19.8,183.0,147.26,0.0,0.0,0.0,12.7,88.1,0,12.64,301.86,26.6,0.0,134.303,0.0,0.0,0.0,1364.12,13.9,0.0,25.14,5.8,0.0
2023-01-22 00:40:00,0.0,68.0,0.0,0.0,17.031,15.0546,0.0,89.47,18.9,32.79,-0.01,0.0,53.4651,0.0,0.0,0,4.7,54.42,0.04,22.39,4.26606,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.3,0.0,1991,574.06,97.0978,0.0,5.67,44.75,0.0,5.85,1.43284,17.7,186.0,136.89,0.0,0.0,0.0,13.7,87.6,0,12.7,290.57,11.4,0.0,134.409,0.0,0.0,0.0,1370.99,14.8,0.0,22.33,5.5,0.0
2023-01-22 00:45:00,0.0,73.9,0.0,0.0,16.171,14.3282,0.0,91.93,19.0,32.47,-0.01,0.0,52.2895,0.0,0.0,0,6.1,56.7,0.04,21.1,5.93882,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.9,0.0,2028,574.06,92.4979,0.0,6.495,43.46,0.0,5.47,2.47505,18.5,189.0,128.83,0.0,0.0,0.0,12.5,90.7,0,13.62,290.51,13.1,0.0,133.47,0.0,0.0,0.0,1364.59,12.3,0.0,25.15,4.3,0.0
2023-01-22 00:50:00,0.0,73.7,0.0,0.0,13.278,14.9752,0.0,93.24,20.9,33.03,-0.01,0.0,54.7471,0.0,0.0,0,5.9,61.6,0.04,18.57,7.39098,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.7,0.0,2021,574.06,97.1977,0.0,6.675,44.07,0.0,5.46,3.3845,21.4,184.8,123.58,0.0,0.0,0.0,14.9,89.7,0,13.04,286.14,6.3,0.0,133.035,0.0,0.0,0.0,1364.53,11.1,0.0,26.65,4.9,0.46082
2023-01-22 00:55:00,0.0,77.6,0.0,0.0,12.054,14.4991,0.0,96.77,18.2,34.51,-0.02,0.0,53.0452,0.0,0.0,0,6.9,61.06,0.04,22.93,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.4,0.0,2013,572.932,99.6977,0.0,6.675,42.1,0.0,6.39,3.0137,20.8,187.7,125.45,0.0,0.0,0.0,14.4,93.1,0,13.08,286.35,9.6,0.0,139.232,0.0,0.0,0.0,1363.06,13.9,0.0,25.0,4.9,0.0
2023-01-22 01:00:00,0.0,83.7,0.0,0.0,10.675,14.1329,0.0,103.79,18.9,33.23,0.0,0.0,54.5812,0.0,0.0,0,6.5,59.27,0.04,23.35,4.979,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.5,0.0,1952,574.811,102.698,0.0,7.32,40.74,0.0,6.52,3.36619,19.5,188.7,125.48,0.0,0.0,0.0,14.1,91.0,0,14.41,280.01,12.6,0.0,136.391,0.0,0.0,0.0,1366.69,16.1,0.0,24.23,4.6,0.4303
2023-01-22 01:05:00,0.0,91.7,0.0,0.0,11.172,16.1227,0.44,110.64,18.9,32.59,-0.01,0.0,52.31,0.0,0.0,0,6.5,58.89,0.04,19.08,0.45514,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10.0,0.0,1937,577.067,98.8977,0.0,6.885,42.34,0.0,5.83,4.03302,19.9,164.7,130.76,0.0,0.0,0.0,14.1,86.9,0,12.43,271.38,14.8,0.0,136.726,0.0,0.0,0.0,1371.96,15.4,0.0,27.89,5.2,0.0
2023-01-22 01:10:00,0.0,92.2,0.0,0.0,10.768,15.2438,0.0,113.86,19.2,31.76,-0.01,0.0,51.2901,0.0,0.0,0,5.9,59.46,0.04,16.24,8.15208,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7.8,0.0,1917,575.563,96.1978,0.0,6.9,38.85,0.0,5.72,5.89007,22.0,153.6,120.44,0.0,0.0,0.0,14.8,89.5,0,13.39,260.98,9.7,0.0,136.95,0.0,0.0,0.0,1367.98,14.9,0.0,25.81,4.6,0.0
2023-01-22 01:15:00,0.0,96.5,0.0,0.0,10.884,13.9376,0.0,119.49,18.6,31.49,-0.01,0.0,52.1953,0.0,0.0,0,6.5,65.43,0.04,16.7,2.73468,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.7,0.0,1902,571.804,96.4978,0.0,6.975,33.47,0.0,6.41,5.99231,20.8,151.1,117.63,0.0,0.0,0.0,13.7,91.6,0,15.51,256.47,5.7,0.0,134.656,0.0,0.0,0.0,1370.83,15.2,0.0,24.47,5.1,0.0
2023-01-22 01:20:00,0.0,97.5,0.0,0.0,10.846,13.2723,0.0,115.11,17.4,34.03,-0.01,0.0,50.0244,0.0,0.0,0,6.7,68.45,0.04,17.31,2.0034,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.6,0.0,1862,573.308,92.9978,0.0,6.75,30.54,0.0,6.48,7.14591,20.8,152.1,114.4,0.0,0.0,0.0,13.5,85.7,0,15.21,253.62,2.7,0.0,130.025,0.0,0.0,0.0,1364.5,14.9,0.0,26.98,4.9,0.0
2023-01-22 01:25:00,0.0,91.2,0.0,0.0,10.646,13.547,0.0,120.25,19.3,34.25,-0.01,0.0,52.052,0.0,0.0,0,6.3,70.85,0.04,17.08,6.91191,0.0,0.0,0.0,0.1,0.0,0.0,0.0,9.7,0.0,1804,573.684,89.9979,0.0,7.71,32.19,0.0,6.2,8.73745,18.3,153.2,117.89,0.0,0.0,0.0,11.6,79.2,0,17.2,241.86,6.2,0.0,125.324,0.0,0.0,0.0,1365.47,16.8,0.0,25.35,6.1,0.0
