SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS,MCINTYR,TULLYSM1,KINGASF
2024-09-16 00:00:00,1.08767,0.0,0.1,0.0,0.0,0.0,0.0,602.25,0.0,0.0,0.0,0.0,88.45,0.0,0.0,0.0,0.0,0.0,0,0.0,517.87,0.0,,0.0,0.0,0.0,-0.096,43.075,0.0,0.0,41.37,704.648,0.0,0.0,0.024,0.0,34.6125,157.352,0.05,814.557,0.0,0.0,0.0,0.0,43.1,0.0,-2.5,0.0,0.0,0.0,0.0,1051.64,0.2175,722.0,417.25,,0.0,0.0,0.0,204.5,0.0,0.0,0.0,113.04,126.192,0.0,,0.0,0.0,159.9,0.16946,-0.2365,0.05982,0.0,9.855,0.0
2024-09-16 00:05:00,1.08767,0.0,0.1,0.0,0.0,0.0,0.0,603.075,0.0,0.0,0.0,0.0,87.61,0.0,0.0,0.0,0.0,0.0,0,0.0,514.315,0.0,,0.0,0.0,0.0,-0.096,43.0925,0.0,0.0,41.33,703.759,0.0,0.0,0.024,0.0,30.6188,152.887,0.05,814.389,0.0,0.0,0.0,0.0,43.0,0.0,-2.5,0.0,0.0,0.0,0.0,1061.52,0.2175,755.7,420.438,,0.0,0.0,0.0,179.65,0.0,0.0,0.0,112.58,117.277,0.0,,0.0,0.0,158.0,1.68677,0.24462,0.05982,0.0,9.937,0.0
2024-09-16 00:10:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,603.9,0.0,0.0,0.0,0.0,81.29,0.0,0.0,0.0,0.0,0.0,0,0.0,513.413,0.0,,0.0,0.0,0.0,0.0,43.12,0.0,0.0,41.51,707.938,0.0,0.0,0.0,0.0,0.0,153.788,0.0,814.694,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,1070.54,0.2175,758.4,420.25,,0.0,0.0,0.0,198.24,0.0,0.0,0.0,111.42,108.136,0.0,,0.0,0.0,158.0,2.63448,0.90745,0.05982,0.25534,0.0,0.0
2024-09-16 00:15:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,601.425,0.0,0.0,0.0,0.0,75.55,0.0,0.0,0.0,0.0,0.0,0,0.0,503.761,0.0,,0.0,0.0,0.0,-0.126,42.83,0.0,0.0,41.46,701.123,0.0,0.0,-0.031,0.0,28.425,146.481,0.0,811.459,0.0,0.0,0.0,0.0,43.6,0.0,-2.5,0.0,0.0,0.0,0.0,1074.52,0.2175,762.8,416.125,,0.0,0.0,0.0,181.53,0.0,0.0,0.0,111.57,117.52,0.0,,0.0,0.0,151.1,0.23316,-0.04111,0.05982,0.0,9.916,0.0
2024-09-16 00:20:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,603.625,0.0,0.0,0.0,0.0,66.65,0.0,0.0,0.0,0.0,0.0,0,0.0,498.853,0.0,,0.0,0.0,0.0,-0.126,42.9375,0.0,0.0,41.67,704.313,0.0,0.0,-0.031,0.0,27.8813,146.063,0.0,813.427,0.0,0.0,0.0,0.0,41.8,0.0,-2.5,0.0,0.0,0.0,0.0,1080.86,0.2175,751.9,419.312,,0.0,0.0,0.0,168.86,0.0,0.0,0.0,113.04,105.641,0.0,,0.0,0.0,152.3,-0.24034,-0.06643,0.05982,0.0,9.963,0.0
2024-09-16 00:25:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,600.875,0.0,0.0,0.0,0.0,56.26,0.0,0.0,0.0,0.0,0.0,0,0.0,491.121,0.0,,0.0,0.0,0.0,-0.126,42.91,0.0,0.0,41.39,699.143,0.0,0.0,-0.031,0.0,27.15,142.746,0.0,812.497,0.0,0.0,0.0,0.0,43.0,0.0,-2.5,0.0,0.0,0.0,0.0,1079.91,0.2175,757.2,414.813,,0.0,0.0,0.0,167.51,0.0,0.0,0.0,112.33,115.27,0.0,,0.0,0.0,154.5,0.0,-0.39284,0.05982,0.0,10.025,0.0
2024-09-16 00:30:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,604.45,0.0,0.0,0.0,0.0,45.38,0.0,0.0,0.0,0.0,0.0,0,0.0,487.724,0.0,,0.0,0.0,0.0,-0.126,43.095,0.0,0.0,40.98,703.104,0.0,0.0,-0.031,0.0,27.1875,130.97,0.0,815.32,0.0,0.0,0.0,0.0,42.1,0.0,-2.5,0.0,0.0,0.0,0.0,1055.2,0.2175,724.6,418.938,,0.0,0.0,0.0,175.68,0.0,0.0,0.0,113.19,129.213,0.0,,0.0,0.0,155.4,-0.01383,0.01166,0.05982,0.0,10.066,0.0
2024-09-16 00:35:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,602.25,0.0,0.0,0.0,0.0,36.65,0.0,0.0,0.0,0.0,0.0,0,0.0,483.889,0.0,,0.0,0.0,0.0,-0.126,43.0725,0.0,0.0,41.3,705.085,0.0,0.0,-0.031,0.0,27.2062,138.879,0.0,815.289,0.0,0.0,0.0,0.0,42.8,0.0,-2.5,0.0,0.0,0.0,0.0,1072.91,0.2175,758.2,419.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.88,128.93,0.0,,0.0,0.0,152.3,0.0,0.01961,0.05982,0.0,9.971,0.0
2024-09-16 00:40:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,601.425,0.0,0.0,0.0,0.0,30.29,0.0,0.0,0.0,0.0,0.0,0,0.0,481.113,0.0,,0.0,0.0,0.0,-0.126,42.865,0.0,0.0,41.79,704.094,0.0,0.0,-0.031,0.0,27.0938,134.816,0.0,815.549,0.0,0.0,0.0,0.0,41.6,0.0,-2.5,0.0,0.0,0.0,0.0,1079.46,0.2175,767.4,417.812,,0.0,0.0,0.0,160.44,0.0,0.0,0.0,113.39,127.619,0.0,,0.0,0.0,148.0,-1.10021,-0.59001,0.05982,0.0,10.168,0.0
2024-09-16 00:45:00,1.08767,0.0,0.0,0.0,0.0,0.0,0.0,601.425,0.0,0.0,0.0,0.0,20.98,0.0,0.0,0.0,0.0,0.0,0,0.0,482.713,0.0,,0.0,0.0,0.0,-0.126,43.005,0.0,0.0,41.18,704.195,0.0,0.0,-0.031,0.0,27.1688,135.668,0.0,815.06,0.0,0.0,0.0,0.0,41.9,0.0,-2.5,0.0,0.0,0.0,0.0,1079.52,0.2175,763.4,417.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.23,123.566,0.0,,0.0,0.0,145.0,0.0,0.0,0.05982,0.0,10.032,0.0
