SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS
2023-06-11 00:00:00,0.0,8.4,0.0,0.0,54.166,27.451,0.0,6.33,9.2,10.71,0.0,0.0,12.1795,0.0,0.0,0,1.9,72.85,0.0,26.67,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.8,0.0,2173.0,1142.86,93.8978,0.0,6.345,148.32,0.0,48.55,55.1454,42.2,376.0,21.11,0.0,0.0,0.0,3.6,36.9,0,13.84,156.7,0.0,0.0,29.248,0.0,0.0,14.8,1049.54,8.9,0.0,38.69,5.1,20.5783,0.0,0.0
2023-06-11 00:05:00,0.0,8.7,0.0,0.0,56.093,25.7115,0.0,6.38,8.2,9.19,-0.01,0.0,12.3883,0.0,0.0,0,1.7,77.65,0.0,27.16,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.4,0.0,2207.0,1154.51,95.7978,0.0,6.24,151.98,0.0,54.04,56.0457,43.2,349.6,21.49,0.0,0.0,0.0,4.3,35.9,0,15.9,161.44,0.0,0.0,27.94,0.0,0.0,15.1,1061.79,8.3,0.0,36.58,4.8,20.3342,0.0,0.0
2023-06-11 00:10:00,0.0,10.0,0.0,0.0,54.738,22.0127,0.49,6.74,7.2,10.16,0.0,0.0,13.1036,0.0,0.0,0,1.7,78.15,0.0,31.74,0.10844,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.7,0.0,2218.0,1159.77,93.0978,0.0,6.45,162.02,0.0,52.34,55.2889,38.5,355.4,21.06,0.0,0.0,0.0,4.7,35.3,0,15.14,157.15,6.6,0.0,27.637,0.0,0.0,15.1,1063.67,8.3,0.0,40.1,4.5,18.7839,0.0,0.0
2023-06-11 00:15:00,0.0,11.7,0.0,0.0,55.556,20.1877,0.0,6.71,7.3,8.38,-0.01,0.0,13.2925,0.0,0.0,0,1.6,84.07,0.0,32.24,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.4,0.0,2189.0,1150.0,88.398,0.0,6.39,168.26,0.0,52.92,53.0152,37.7,347.2,20.99,0.0,0.0,0.0,4.9,38.4,0,13.79,155.11,0.0,0.0,26.637,0.0,0.0,14.9,1058.87,8.9,0.0,43.72,4.8,17.9782,0.0,0.0
2023-06-11 00:20:00,0.0,11.1,0.0,0.0,56.094,18.3017,0.1,9.66,6.7,8.18,-0.01,0.0,11.3818,0.0,0.0,0,1.6,87.65,0.0,32.42,0.30196,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.6,0.0,2209.0,1154.89,90.0979,0.0,6.6,176.31,0.0,52.63,48.6007,35.7,351.0,20.34,0.0,0.0,0.0,3.9,41.7,0,14.1,157.2,0.2,0.0,27.61,0.0,0.0,15.0,1059.75,8.8,0.0,46.02,5.3,18.9487,0.0,0.0
2023-06-11 00:25:00,0.0,9.9,0.0,0.0,54.004,19.4675,0.6,10.72,7.1,8.18,-0.01,0.0,10.2123,0.0,0.0,0,1.5,80.53,0.0,31.07,0.11676,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.3,0.0,2217.0,1157.52,88.098,0.0,5.67,175.97,0.0,55.96,44.9065,34.8,355.1,18.91,0.0,0.0,0.0,3.3,44.8,0,11.93,159.79,5.1,0.0,28.476,0.0,0.0,15.1,1065.58,8.4,0.0,53.11,4.7,17.789,0.0,0.0
2023-06-11 00:30:00,0.0,9.2,0.0,0.0,57.198,19.9802,0.0,11.18,8.6,7.17,-0.01,0.0,11.3449,0.0,0.0,0,1.2,70.72,0.0,30.55,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.7,0.0,2184.0,1147.74,96.4978,0.0,5.235,180.83,0.0,56.16,41.7875,35.0,346.8,17.95,0.0,0.0,0.0,3.0,47.2,0,9.73,160.58,0.0,0.0,26.419,0.0,0.0,14.9,1054.93,8.3,0.0,64.15,4.4,19.2416,0.0,0.0
2023-06-11 00:35:00,0.0,8.8,0.0,0.0,54.467,21.2985,0.0,12.61,9.0,6.87,0.0,0.0,10.7843,0.0,0.0,0,1.2,79.19,0.0,31.71,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.7,0.0,2203.0,1147.74,98.1977,0.0,5.145,181.19,0.0,56.09,41.1329,36.8,315.2,19.54,0.0,0.0,0.0,3.3,47.9,0,9.5,159.93,0.3,0.0,26.64,0.0,0.0,15.0,1059.85,8.6,0.0,67.42,4.6,20.1694,0.0,0.0
2023-06-11 00:40:00,0.0,8.0,0.0,0.0,57.972,21.7075,0.0,16.02,8.8,6.95,-0.01,0.0,10.3061,0.0,0.0,0,1.2,87.5,0.0,32.95,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.5,0.0,2194.0,1151.5,93.0978,0.0,5.25,178.58,0.0,57.87,40.3958,36.8,307.9,21.98,0.0,0.0,0.0,3.3,48.2,0,9.61,158.13,0.0,0.0,26.213,0.0,0.0,15.0,1059.44,8.8,0.0,70.86,5.6,21.0544,0.0,0.0
2023-06-11 00:45:00,0.0,8.0,0.0,0.0,63.072,22.1103,0.28,19.07,8.3,6.74,-0.01,0.0,9.92717,0.0,0.0,0,1.5,91.33,0.0,31.94,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.1,0.0,2213.0,1102.63,91.6979,0.0,4.845,178.7,0.0,65.98,41.3221,35.7,310.9,20.01,0.0,0.0,0.0,3.1,47.3,0,9.44,151.37,0.0,0.0,24.848,0.0,0.0,15.0,1059.13,8.2,0.0,78.99,4.7,23.27,0.0,0.0
