SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB
2024-03-25 00:00:00,34.6967,2479.09,0.0,0.0,0.0,17.5727,0.0,0.0,0.0,0.0,0.0,1.21843,9.56497,2.59976,0.0,1.9,0.0,0,2095.21,0.0,0.0,0.0,0.0,0.001526,21.2247,0.0,2.9041,6.74244,0.0,0.0,8.27964,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,548.983,0.0,0.0,0.0,0.00153,0.0,5.74502,0.0,0.0,0.14381,0.0,431.476,0.0,0.0,153.487,0.0,0.0,0.0,18.9755,0.0,899.954,0.0,0.0,0.0,0.0,0.0,8.13489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1474,-1.63,1.52,34.5786,0.0,27.425,0.0
2024-03-25 00:05:00,34.0988,2495.25,0.0,0.0,0.0,18.2111,0.0,0.0,0.0,0.0,0.0,3.5378,9.36477,2.69711,0.0,2.03,0.0,0,2096.63,0.0,0.0,0.0,0.0,0.001526,18.8347,0.0,2.13284,6.74165,0.0,0.0,8.27964,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,520.32,0.0,0.0,0.0,0.00153,0.0,6.29435,0.0,0.0,0.15386,0.0,368.275,0.0,0.0,154.311,0.0,0.0,0.0,17.9831,0.0,897.317,0.0,0.0,0.0,0.0,0.0,9.27626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1474,-1.63,1.6,36.6089,0.0,27.425,0.0
2024-03-25 00:10:00,31.4967,2498.52,0.0,0.0,0.0,17.512,0.0,0.0,0.0,0.0,0.0,5.11177,10.1741,3.59983,0.0,1.79,0.0,0,2094.4,0.0,0.0,0.0,0.0,0.001526,16.6047,0.0,1.54885,6.58454,0.0,0.0,8.27964,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,477.522,0.0,0.0,0.0,0.00153,0.0,8.08881,0.0,0.0,0.14381,0.0,399.525,0.0,0.0,155.212,0.0,0.0,0.0,17.2543,0.0,897.342,0.0,0.0,0.0,0.0,0.0,7.37621,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,15.1474,-1.52,1.53,40.3251,0.0,27.425,0.0
2024-03-25 00:15:00,33.3975,2510.27,0.0,0.0,0.0,16.1137,0.0,0.0,0.0,0.0,0.0,4.82414,9.51369,3.99809,0.0,1.61,0.0,0,2100.14,0.0,0.0,0.0,0.0,0.001526,16.1647,0.0,0.0,5.89661,0.0,0.0,8.19043,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,464.265,0.0,0.0,0.0,0.00153,0.0,15.5047,0.0,0.0,0.1639,0.0,334.367,0.0,0.0,156.937,0.0,0.0,0.0,16.1666,0.0,900.272,0.0,0.0,0.0,0.0,0.0,6.64256,0.0,0.0,0.0,0.0,0.93162,0.44712,0.21982,0.0,0.0,15.1474,-1.6,1.63,43.7875,0.0,27.425,0.0
2024-03-25 00:20:00,29.9952,2500.62,0.0,0.0,0.0,15.5004,0.0,0.0,0.0,0.0,0.0,5.20714,9.24392,4.19722,0.0,1.77,0.0,0,2097.11,0.0,0.0,0.0,0.0,0.001526,15.5548,0.0,0.0,5.15074,0.0,0.0,7.83974,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,464.265,0.0,0.0,0.0,0.00153,0.0,15.9441,0.0,0.0,0.13376,0.0,364.7,0.0,0.0,156.398,0.0,0.0,0.0,15.7675,0.0,900.198,0.0,0.0,0.0,0.0,0.0,9.6199,0.0,0.0,0.0,0.0,0.0,0.0,0.30954,0.0,0.0,15.1474,-1.61,1.42,42.0835,0.0,27.425,0.0
2024-03-25 00:25:00,34.6963,2512.44,0.0,0.0,0.0,16.0111,0.0,0.0,0.0,0.0,0.0,4.91035,9.07424,3.99809,0.0,2.09,0.0,0,2100.8,0.0,0.0,0.0,0.0,0.001526,15.3548,0.0,0.46656,4.2446,0.0,0.0,8.2212,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,466.682,26.3299999237,0.0,0.0,0.00153,0.0,20.174,0.0,0.0,0.12371,0.0,283.832,0.0,0.0,157.178,0.0,0.0,0.0,15.2548,0.0,867.702,0.0,0.0,0.0,0.0,0.0,11.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.37235,0.0,0.0,15.1474,-1.64,0.82,41.0683,0.0,27.425,0.0
2024-03-25 00:30:00,38.4964,2499.72,0.0,0.0,0.0,16.0928,0.0,0.0,0.0,0.0,0.0,6.06394,9.32326,4.19722,0.0,2.61,0.0,0,2094.58,0.0,0.0,0.0,0.0,0.001526,15.4448,0.0,0.0,4.44456,0.0,0.0,8.19043,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,450.227,0.0,0.0,0.0,0.00153,0.0,24.8524,0.0,0.0,0.1639,0.0,228.125,0.0,0.0,157.991,0.0,0.0,0.0,15.7418,0.0,884.28,0.0,0.0,0.0,0.0,0.0,19.9326,0.0,0.0,0.0,0.0,0.15402,6.18341,0.02542,0.0,0.0,15.1474,-1.66,0.49,40.452,0.0,27.425,0.0
2024-03-25 00:35:00,39.4961,2434.49,0.0,0.0,0.0,17.131,0.0,0.0,0.0,0.0,0.0,7.00618,8.6836,3.79896,0.0,2.82,0.0,0,2091.45,0.0,0.0,0.0,0.0,0.001526,16.1647,0.0,0.0,4.6826,0.0,0.0,8.1043,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,452.863,0.0,0.0,0.0,0.00153,0.0,25.5116,0.0,0.0,0.14381,0.0,291.301,0.0,0.0,156.981,0.0,0.0,0.0,17.236,0.0,894.974,0.0,0.0,0.0,0.0,0.0,23.6448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1474,-1.65,0.47,38.9293,0.0,27.425,0.0
2024-03-25 00:40:00,37.5948,2417.27,0.0,0.0,0.0,15.9504,0.0,0.0,0.0,0.0,0.0,8.04532,8.54566,3.89631,0.0,3.14,0.0,0,2085.64,0.0,0.0,0.0,0.0,0.001526,15.9848,0.0,0.0,4.94206,0.0,0.0,7.83974,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,447.102,95.3300018311,0.0,0.0,0.00153,0.0,30.9132,0.0,0.0,0.17395,0.0,188.6,0.0,0.0,157.761,0.0,0.0,0.0,18.8144,0.0,856.349,0.0,0.0,0.0,0.0,0.0,34.6886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4615,-1.62,0.46,39.455,0.0,27.425,0.0
2024-03-25 00:45:00,44.1952,2369.84,0.0,0.0,0.1,16.8631,0.0,0.0,0.0,0.0,0.0,8.82048,8.64332,4.59991,0.0,3.38,0.0,0,2041.33,0.0,0.0,0.0,0.0,0.001526,15.8848,0.0,0.0,5.27214,0.0,0.0,7.83974,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,455.647,213.850006104,0.0,0.0,0.00153,0.0,33.3761,0.0,0.0,0.08352,0.0,152.048,0.0,0.0,157.486,0.0,0.0,0.0,18.9462,0.0,814.649,0.0,0.0,0.0,0.0,0.0,42.5281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4615,-1.61,0.68,40.5064,0.0,27.425,0.0
