SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1
2023-10-23 00:00:00,76.4942,2053.53,0.0,0.0,74.52,59.3913,0.0,0.0,132.51,0.0,0.0,54.7631,14.1939,71.2997,0.0,7.32,0.0,0,1980.1,0.0,0.0,0.0,0.0,0.001526,43.5343,0.0,30.8882,14.9715,0.0,0.0,43.2378,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,435.431,183.61000061,0.0,0.0,0.00153,0.0,26.5003,0.0,0.0,0.04333,0.0,489.354,34.1,66.9,84.6015,0.0,0.0,0,74.688,0.0,461.245,0.0,0.0,0.0,38.5978,0.0,20.9897,0.0,0.0,0.0,0.0,0.0,0.0,0.02542,0.0,0.0,4.40132,17.89,0.0,5.33861,0.0,22.0
2023-10-23 00:05:00,79.7953,2052.41,0.0,0.0,75.41,55.8119,0.0,0.0,133.166,0.0,0.0,56.7636,13.2027,68.3968,0.0,7.64,0.0,0,1985.76,0.0,0.0,0.0,0.0,0.001526,40.9544,0.0,34.8809,15.546,0.0,0.0,43.4439,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,454.841,167.839996338,0.0,0.0,0.00153,0.0,24.6418,0.0,0.0,0.12371,0.0,492.314,34.4,66.9,89.919,0.0,0.0,0,81.8915,0.0,460.048,0.0,0.11077,0.0,36.3126,0.0,17.4801,0.1435,0.0,0.0,0.0,0.0,0.10916,0.0,0.0,0.0,4.40132,18.18,0.0,5.30236,0.0,22.0
2023-10-23 00:10:00,79.6966,2056.2,0.0,0.0,80.63,54.7694,0.0,0.0,131.658,0.0,0.0,54.9172,13.6947,64.1974,0.0,7.73,0.0,0,1980.54,0.0,0.0,0.0,0.0,0.001526,36.3545,0.0,32.8687,15.5761,0.0,0.0,43.2101,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,441.95,192.88999939,0.0,0.0,0.00153,0.0,23.5248,0.0,0.0,0.12371,0.0,485.715,34.3,66.7,96.0165,0.0,0.0,0,85.0263,0.0,493.326,0.0,0.04375,0.0,37.4991,0.0,16.5695,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40132,18.21,0.0,4.75853,0.0,22.0
2023-10-23 00:15:00,79.8939,2049.75,0.0,0.0,84.56,54.3717,0.0,0.0,132.248,0.0,0.0,58.1766,13.033,58.697,0.0,8.14,0.0,0,1974.58,0.0,0.0,0.0,0.0,0.001526,33.9145,0.0,32.1196,14.5049,0.0,0.0,43.6193,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,439.069,174.449996948,0.0,0.0,0.00153,0.0,21.9959,0.0,0.0,0.04333,0.0,474.755,34.2,67.1,97.8512,0.0,0.0,0,88.0549,0.0,486.807,0.0,0.0,0.0,36.3829,0.0,15.8383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40132,17.93,0.0,5.48363,0.0,22.0
2023-10-23 00:20:00,78.1986,2057.29,0.0,0.0,83.31,54.3487,0.0,0.0,130.412,0.0,0.0,53.9803,12.6839,54.8958,0.0,8.72,0.0,0,1975.65,0.0,0.0,0.0,0.0,0.001526,33.0245,0.0,30.8882,12.2071,0.0,0.0,43.4439,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,439.655,177.660003662,0.0,0.0,0.00153,0.0,20.7782,0.0,0.0,0.00565,0.0,458.111,33.9,66.8,98.7741,0.0,0.0,0,93.5848,0.0,465.395,0.0,0.0,0.0,37.5343,0.0,14.3331,0.78949,0.0,0.0,0.0,0.04337,0.0,0.0,0.0,0.0,4.40132,17.81,0.0,5.28423,0.0,22.0
2023-10-23 00:25:00,82.095,2054.41,0.0,0.0,80.95,51.2926,0.0,0.0,127.4,0.0,0.0,48.6397,12.4141,55.1967,0.0,10.11,0.0,0,1981.98,0.0,0.0,0.0,0.0,0.001526,30.9145,0.0,29.9614,11.0288,0.0,0.0,43.4747,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,440.925,122.989997864,0.0,0.0,0.00153,0.0,20.2472,0.0,0.0,0.12371,0.0,464.849,33.9,66.8,103.74,0.0,0.0,0,97.6022,0.0,456.459,0.0,0.16475,0.0,38.9845,0.0,13.2686,0.0285,0.0,0.0,0.0,0.0,0.0,0.02243,0.0,0.0,4.40132,18.13,0.0,5.50176,0.0,22.0
2023-10-23 00:30:00,86.3957,2048.92,0.0,0.0,75.06,44.2321,0.0,0.0,124.318,0.0,0.0,50.3822,14.3429,55.6967,0.0,8.72,0.0,0,1972.65,0.0,0.0,0.0,0.0,0.001526,29.0646,0.0,30.5644,9.88299,0.0,0.0,43.4747,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,441.462,144.490005493,0.0,0.0,0.00153,0.0,19.295,0.0,0.0,0.04333,0.0,454.296,33.8,66.8,111.562,0.0,0.0,0,100.184,0.0,461.855,0.0,0.0,0.0,37.2882,0.0,12.242,0.0,0.0,0.0,0.0,0.07926,0.10318,0.04337,0.0,0.0,4.40132,18.08,0.0,5.7193,0.0,22.0
2023-10-23 00:35:00,98.1957,2042.84,0.0,0.0,70.6,45.2013,0.0,0.0,130.217,0.0,0.0,47.3167,13.7935,54.9976,0.0,7.96,0.0,0,1934.95,0.0,0.0,0.0,0.0,0.001526,29.6646,0.0,27.9999,10.0123,0.0,0.0,43.0348,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,441.877,139.539993286,0.0,0.0,0.00153,0.0,18.352,0.0,0.0,0.04333,0.0,422.37,33.8,66.8,117.286,0.0,0.0,0,99.0048,0.0,465.81,0.0,0.0,0.0,38.9054,0.0,12.1163,0.0,0.0,0.0,0.0,0.04935,0.04935,0.0,0.0,0.0,4.40132,18.07,0.0,5.21172,0.0,22.0
2023-10-23 00:40:00,102.494,2052.92,0.0,0.0,66.95,47.9413,0.0,0.0,131.463,0.0,0.0,50.0588,12.6424,51.9,0.0,7.89,0.0,0,1894.08,0.0,0.0,0.0,0.0,0.001526,30.5645,0.0,24.4389,10.7233,0.0,0.0,43.0348,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,445.319,184.729995728,0.0,0.0,0.00153,0.0,19.5514,0.0,0.0,0.12371,0.0,447.057,34.1,66.8,118.308,0.0,0.0,0,97.9538,0.0,461.367,0.0,0.09773,0.0,37.8155,0.0,12.1932,1.23748,0.0,0.0,0.0,0.0,0.07626,0.05234,0.0,0.0,4.40132,17.88,0.0,5.99121,0.0,22.0
2023-10-23 00:45:00,105.499,2049.6,0.0,0.0,59.19,45.4127,0.0,0.0,130.74,0.0,0.0,47.5914,11.3033,48.1962,0.0,7.67,0.0,0,1920.43,0.0,0.0,0.0,0.0,0.001526,30.0945,0.0,20.1922,12.2801,0.0,0.0,43.5331,0.0,0.0,,0.0,0.0,0.0,0.0,0.236,0.0,0.0,443.024,115.919998169,0.0,0.0,0.00153,0.0,20.9247,0.0,0.0,0.04333,0.0,433.629,34.1,66.8,126.163,0.0,0.0,0,97.8476,0.0,460.952,0.0,0.0,0.0,40.7599,0.0,12.7376,0.85249,0.0,0.0,0.0,0.02841,0.0015,0.0,0.0,0.0,4.40132,18.1,0.0,6.42628,0.0,22.0
