SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-05-14 00:00:00,0.0,0.0,0.0,-0.1,0.0,23.3,0.0,0.0,0.001,6.20724,24.5,30.6149,0.0,0,0.0,42.11,25.45,73.9,74.0,63.9,1.0,0.0,0.001,0.03,0.0,17.99,12.98,11.1637,6.53118,20.8703,0.0,0.0,0.0,0.0,0.08545,6.7,0.0,92.2,215.88999939,379.581,0.0,82.87,0.0,0.0,0.0,27.6,47.7,46.4009,0.0,0.0,11.6966,0.0,0.0,35.0,81.0,9.94,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:05:00,0.0,0.0,0.0,-0.1,0.0,29.1,0.0,0.001,0.0,6.20724,23.9,28.886,0.0,0,0.0,44.48,28.58,75.0,78.1,64.9,7.4,0.0,0.0,0.03,0.0,16.82,13.68,10.8064,7.31269,20.8646,0.0,0.0,0.0,0.0,0.08545,7.2,0.0,94.0,172.850006104,386.963,0.0,87.21,0.0,0.0,0.0,28.4,42.8,47.7887,0.0,0.0,11.8965,0.0,0.0,35.0,80.9,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:10:00,0.0,0.0,0.0,-0.1,0.0,24.5,0.0,0.001,0.0,5.80677,24.6,30.6869,0.01984,0,0.0,44.63,31.26,71.0,78.7,65.5,0.0,0.0,0.0,0.03,0.0,16.67,13.33,11.6995,6.41954,20.6861,0.0,0.0,0.0,0.0,0.08545,6.2,0.0,93.5,145.25,387.634,0.0,93.61,0.0,0.0,0.0,30.6,46.1,47.3749,0.0,0.0,11.6966,0.0,0.0,35.9,83.9,13.81,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:15:00,0.0,0.0,0.0,-0.1,0.0,32.5,0.0,0.0,0.0,6.30736,24.8,31.0471,0.0,0,0.0,44.72,35.11,75.7,80.3,62.4,0.0,0.0,0.0,0.03,0.0,17.17,16.16,12.1461,6.36372,20.6917,0.0,0.0,0.0,0.0,0.08545,4.3,0.0,94.6,142.0,383.608,0.0,89.75,0.0,0.0,0.0,32.3,47.8,54.3897,0.0,0.0,11.4966,0.0,0.0,36.8,86.6,15.37,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:20:00,0.0,0.0,0.0,-0.1,0.0,29.7,0.0,0.0,0.0,6.30736,24.1,29.5343,0.0,0,0.0,44.27,36.91,74.9,80.4,61.7,1.1,0.0,0.0,0.03,0.0,19.49,17.41,12.0568,4.8007,21.2723,0.0,0.0,0.0,0.0,6.23798,4.3,0.0,98.1,146.190002441,359.448,0.0,92.01,0.0,0.0,0.0,32.9,49.0,52.9544,0.0,0.0,12.4964,0.0,0.0,35.7,84.1,16.71,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:25:00,0.0,0.0,0.0,-0.1,0.0,25.0,0.0,0.0,0.0,6.40747,24.5,30.2547,0.0,0,0.0,42.93,37.56,69.7,79.6,59.4,0.0,0.0,0.0,0.03,0.0,20.3,16.6,12.3247,4.52159,23.6725,0.0,0.0,0.0,0.0,30.3439,3.8,0.0,102.0,106.790000916,374.212,0.0,96.21,0.0,0.0,0.0,31.1,51.3,49.2184,0.0,0.0,12.5963,0.0,0.0,41.2,85.6,18.14,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:30:00,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,7.20841,27.0,28.3098,0.05951,0,0.0,45.15,38.22,69.5,79.5,60.2,0.0,0.0,0.0,0.03,0.0,25.09,19.89,13.3071,4.68905,25.5983,0.0,0.0,0.0,0.0,29.5706,3.3,0.0,101.6,118.900001526,349.381,0.0,92.45,0.0,0.0,0.0,27.2,51.4,53.4989,0.0,0.0,11.8965,0.0,0.0,37.8,90.5,17.64,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:35:00,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.001,0.0,8.00934,28.7,26.2207,0.0,0,0.0,44.13,34.52,68.4,81.4,59.2,0.0,0.001,0.0,0.04,0.0,27.02,21.9,13.843,5.24728,26.5583,0.0,0.0,0.0,0.0,30.5148,2.8,0.0,100.2,116.279998779,354.079,0.0,94.05,0.0,0.0,0.0,27.1,53.7,51.6056,0.0,0.0,11.6966,0.0,0.0,38.7,92.3,17.82,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:40:00,0.0,0.0,0.0,-0.1,0.0,27.7,0.0,0.001,0.0,8.20958,29.7,25.9326,0.0,0,0.0,43.99,36.49,68.9,79.5,58.4,0.0,0.001,0.0,0.03,0.0,27.42,21.84,14.7361,4.96816,28.3948,0.0,0.0,0.0,0.0,29.5706,2.8,0.0,100.9,96.3399963379,349.381,0.0,98.89,0.0,0.0,0.0,25.3,54.6,48.9134,0.0,0.0,10.8968,0.0,0.0,41.2,91.2,19.03,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:45:00,0.001,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,8.20958,31.1,24.0597,0.0,0,0.0,40.28,34.94,70.3,80.3,60.4,0.0,0.0,0.0,0.03,0.0,26.0,19.83,15.4505,5.8055,28.4115,0.0,0.0,0.0,0.0,30.0876,2.8,0.0,102.3,83.7099990845,350.052,0.0,98.49,0.0,0.0,0.0,29.7,54.5,50.5847,0.0,0.0,11.2967,0.0,0.0,35.6,92.0,19.44,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:50:00,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,9.01051,31.4,24.8521,0.0,0,0.0,42.01,34.43,65.5,75.0,61.7,0.0,0.0,0.0,0.03,0.0,22.17,17.06,16.7009,6.02878,29.1651,0.0,0.0,0.0,0.0,29.3997,2.8,0.0,101.7,99.5400009155,352.737,0.0,100.15,0.0,0.0,0.0,28.5,52.8,47.6663,0.0,0.0,11.0968,0.0,0.0,33.3,94.9,18.38,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 00:55:00,0.001,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.20958,31.1,25.5004,0.0,0,0.0,43.93,33.04,70.7,75.6,64.1,0.0,0.0,0.0,0.03,0.0,19.81,17.29,18.755,6.02878,29.8349,0.0,0.0,0.0,0.0,29.1861,2.8,0.0,101.9,123.019996643,349.381,0.0,105.83,0.0,0.0,0.0,28.3,51.1,45.6627,0.0,0.0,10.9968,0.0,0.0,36.4,96.2,17.98,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:00:00,0.001,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,8.91039,31.5,23.3393,0.0,0,0.0,46.13,30.47,64.3,72.9,66.7,0.1,0.0,0.0,0.03,0.0,19.94,20.79,17.4153,6.75447,33.1673,0.0,0.0,0.0,0.0,29.357,2.8,0.0,104.7,87.4899978638,351.395,0.0,106.92,0.0,0.0,0.0,27.1,48.7,50.5443,0.0,0.0,10.4969,0.0,0.0,38.1,98.2,17.57,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:05:00,0.001,0.0,0.0,-0.1,0.0,15.7,0.0,0.001,0.0,9.21074,31.6,25.5004,0.0,0,0.0,45.03,30.62,69.1,70.7,66.9,0.6,0.0,0.0,0.03,0.0,21.16,16.01,16.8795,7.48016,35.1209,0.0,0.0,0.0,0.0,30.173,3.3,0.0,106.4,129.850006104,317.168,0.0,106.37,0.0,0.0,0.0,27.6,49.7,51.2388,0.0,0.0,10.397,0.0,0.0,33.8,97.7,18.05,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:10:00,0.001,0.0,0.0,-0.1,0.0,19.1,0.0,0.001,0.0,9.21074,29.2,23.7715,0.0,0,0.0,46.69,28.94,62.8,70.6,66.9,0.0,0.0,0.0,0.03,0.0,18.31,12.53,15.7185,7.81509,34.038,0.0,0.0,0.0,0.0,30.0876,2.8,0.0,105.1,166.449996948,266.164,0.0,101.9,0.0,0.0,0.0,30.1,47.9,50.3947,0.0,0.0,11.4966,0.0,0.0,33.9,99.4,20.42,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:15:00,0.0,0.0,0.0,-0.1,0.0,18.9,0.0,0.0,0.0,9.21074,28.0,24.0597,0.0,0,0.0,49.72,29.35,64.8,74.2,68.5,0.0,0.0,0.0,0.03,0.0,15.22,11.45,15.1826,7.75927,34.6352,0.0,0.0,0.0,0.0,29.7415,2.8,0.0,105.4,155.979995728,247.374,0.0,99.08,0.0,0.0,0.0,31.3,47.1,47.9166,0.0,0.0,10.4969,0.0,0.0,34.3,97.4,21.7,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:20:00,0.0,0.0,0.0,-0.1,0.0,14.9,0.0,0.0,0.0,8.71016,27.7,23.1953,0.0,0,0.0,50.43,27.91,63.5,75.7,70.1,0.0,0.0,0.0,0.03,0.0,13.81,11.34,14.7361,7.48016,35.0371,0.0,0.0,0.0,0.0,30.3012,2.8,0.0,105.8,174.5,246.702,0.0,97.43,0.0,0.0,0.0,32.4,49.3,53.5811,0.0,0.0,10.9968,0.0,0.0,33.6,95.4,21.05,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:25:00,0.0,0.0,0.0,-0.1,0.0,17.7,0.0,0.0,0.0,8.40981,26.6,23.3393,0.0,0,0.0,50.0,27.4,64.7,80.2,65.3,0.0,0.0,0.0,0.03,0.0,12.15,9.69,14.8254,7.92673,34.7468,0.0,0.0,0.0,0.0,29.7842,3.3,0.0,106.0,157.979995728,244.689,0.0,94.06,0.0,0.0,0.0,34.9,48.3,53.7919,0.0,0.0,10.8968,0.0,0.0,33.5,94.6,20.16,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14 01:30:00,0.001,0.0,0.0,-0.1,0.0,14.6,0.0,0.0,0.0,8.61004,25.9,23.2673,0.0,0,0.0,47.87,26.09,64.1,74.9,63.8,0.0,0.0,0.0,0.03,0.0,10.33,9.27,15.3612,8.37331,35.2101,0.0,0.0,0.0,0.0,30.0876,3.8,0.0,105.9,163.779998779,223.885,0.0,99.88,0.0,0.0,0.0,37.2,48.5,57.8368,0.0,0.0,11.5966,0.0,0.0,34.8,88.8,18.96,0.0,0.0,0.0,0.0,0.0,0.0
