SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF
2022-10-03 00:00:00,0.19135,0.0,0.0,0.0,0.0,0.0,639.6,358.325,0.0,0.0,0.0,0.0,73.16,0.0,0.0,0.0,207.238,0.0,0,0.0,803.6,0.0,,0.0,0.0,0.0,-0.148,4.7625,0.07,0.0,4.43,0.0,0.0,0.0,0.036,0.0,37.5375,36.3684,0.0,459.274,0.0,0.0,0.0,0.0,45.6,0.0,-0.3,0.0,0.0,0.0,0.0,1338.27,-0.58,907.1,399.25,0.0,0.0,0.0,0.0,159.19,0.0,0.0,0.0,138.79,0.0
2022-10-03 00:05:00,0.19135,0.0,0.0,0.0,0.0,0.0,636.1,359.975,0.0,0.0,0.0,0.0,70.07,0.0,0.0,0.0,190.2,0.0,0,0.0,816.9,0.0,,0.0,0.0,0.0,-0.148,4.8,0.07,0.0,4.98,0.0,0.0,0.0,0.036,0.0,39.15,36.2926,0.0,469.254,0.0,0.0,0.0,0.0,45.8,0.0,-0.3,0.0,0.0,0.0,0.0,1322.49,-0.58,891.3,383.875,0.0,0.0,0.0,0.0,200.57,0.0,0.0,0.0,140.16,0.0
2022-10-03 00:10:00,0.19135,0.0,0.0,0.0,0.0,0.0,642.2,360.525,0.0,0.0,0.0,0.0,54.67,0.0,0.0,0.0,177.335,0.0,0,0.0,817.075,0.0,,0.0,0.0,0.0,-0.148,4.9225,0.07,0.0,4.68,0.0,0.0,0.0,0.036,0.0,38.5125,32.2959,0.0,471.512,0.0,0.0,0.0,0.0,45.1,0.0,-0.3,0.0,0.0,0.0,0.0,1332.19,-0.58,861.1,368.312,0.0,0.0,0.0,0.0,161.13,0.0,0.0,0.0,137.88,0.0
2022-10-03 00:15:00,0.19135,0.0,0.0,0.0,0.0,0.0,638.2,358.875,0.0,0.0,0.0,0.0,44.69,0.0,0.0,0.0,161.012,0.0,0,0.0,818.3,0.0,,0.0,0.0,0.0,-0.148,4.8375,0.07,0.0,4.78,0.0,0.0,0.0,0.036,0.0,38.6625,34.7095,0.0,471.253,0.0,25.1299991608,0.0,0.0,44.1,0.0,-0.3,0.0,0.0,0.0,0.0,1325.22,-0.58,824.1,359.688,0.0,0.0,0.0,0.0,159.38,0.0,0.0,0.0,139.15,0.0
2022-10-03 00:20:00,0.19135,0.0,0.0,0.0,0.0,0.0,645.7,363.55,0.0,0.0,0.0,0.0,42.31,0.0,0.0,0.0,149.468,0.0,0,0.0,817.775,0.0,,0.0,0.0,0.0,-0.148,4.8675,0.07,0.0,5.86,0.0,0.0,0.0,0.036,0.0,38.1375,34.5211,0.0,472.916,0.0,0.0,0.0,0.0,42.9,0.0,-0.3,0.0,0.0,0.0,0.0,1341.24,-0.58,801.0,364.188,0.0,0.0,0.0,0.0,159.83,0.0,0.0,0.0,140.51,0.0
2022-10-03 00:25:00,0.19135,0.0,0.0,0.0,0.0,0.0,643.2,361.075,0.0,0.0,0.0,0.0,43.86,0.0,0.0,0.0,135.691,0.0,0,0.0,821.1,0.0,,0.0,0.0,0.0,-0.148,5.02,0.07,0.0,6.12,0.0,0.0,0.0,0.036,0.0,38.1937,32.5816,0.0,473.344,0.0,53.6199989319,0.0,0.0,41.5,0.0,-0.3,0.0,0.0,0.0,0.0,1342.98,-0.58,765.6,365.5,0.0,0.0,0.0,0.0,160.43,0.0,0.0,0.0,140.46,0.0
2022-10-03 00:30:00,0.19135,0.0,0.0,0.0,0.0,0.0,640.0,359.425,0.0,0.0,0.0,0.0,49.97,0.0,0.0,0.0,122.136,0.0,0,0.0,817.425,0.0,,0.0,0.0,0.0,-0.148,4.815,0.07,0.0,5.85,0.0,0.0,0.0,0.036,0.0,38.3625,29.5946,0.0,479.493,0.0,89.9700012207,0.0,0.0,41.2,0.0,-0.3,0.0,0.0,0.0,0.0,1334.36,-0.58,729.9,359.312,0.0,0.0,0.0,0.0,159.84,0.0,0.0,0.0,140.26,0.0
2022-10-03 00:35:00,0.19135,0.0,0.0,0.0,0.0,0.0,638.1,359.975,0.0,0.0,0.0,0.0,51.87,0.0,0.0,0.0,78.8879,0.0,0,0.0,818.475,0.0,,0.0,0.0,0.0,-0.148,4.8075,0.07,0.0,5.52,0.0,0.0,0.0,0.036,0.0,37.5563,24.9129,0.0,485.627,0.0,6.01999998093,0.0,0.0,41.8,0.0,-0.3,0.0,0.0,0.0,0.0,1330.32,-0.58,692.0,362.125,49.9136,0.0,0.0,0.0,197.22,0.0,0.0,0.0,140.0,0.0
2022-10-03 00:40:00,0.19135,0.0,0.0,0.0,0.0,0.0,640.3,361.625,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0.0,32.1661,0.0,0,0.0,806.575,0.0,,0.0,0.0,0.0,-0.148,5.0125,0.07,0.0,4.39,0.0,0.0,0.0,0.036,0.0,37.0312,26.965,0.0,491.029,0.0,42.4099998474,0.0,0.0,39.7,0.0,-0.3,0.0,0.0,0.0,0.0,1335.55,-0.58,695.6,362.312,53.4488,0.0,0.0,0.0,188.63,0.0,0.0,0.0,139.1,0.0
2022-10-03 00:45:00,0.19135,0.0,0.0,0.0,0.0,0.0,642.2,361.075,0.0,0.0,0.0,0.0,48.33,0.0,0.0,0.0,0.0,0.0,0,0.0,794.325,0.0,,0.0,0.0,0.0,-0.148,4.955,0.07,0.0,3.75,0.0,0.0,0.0,0.036,0.0,40.2188,26.6056,6.41,489.579,0.0,137.589996338,0.0,0.0,39.6,0.0,-0.3,0.0,0.0,0.0,0.0,1334.14,-0.58,695.8,362.5,-0.1295,0.0,0.0,0.0,200.21,0.0,0.0,0.0,138.94,0.0
