SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-05-21 00:00:00,0.102,0.0,0.0,-0.1,0.0,50.1,0.0,0.0,0.001,43.4507,44.8,24.5639,0.0,0,0.17624,92.38,67.89,88.1,57.9,79.9,0.0,0.001,0.001,0.04,0.0,52.36,39.18,77.342,31.2045,73.6891,0.0,0.0,0.0,0.0,29.5706,31.2,0.0,125.4,0.0,171.539,0.0,82.26,0.0,0.0,0.0,30.8,52.8,26.4288,0.0,0.0,14.7957,0.0,59.0,107.8,101.6,32.22,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:05:00,0.322,0.0,0.0,-0.1,0.0,48.5,0.0,0.001,0.001,43.4507,46.7,27.1572,0.07172,0,0.17624,92.36,67.6,93.7,62.5,84.1,1.5,0.001,0.001,0.04,0.0,54.01,36.23,77.342,35.3912,127.209,0.0,0.0,0.0,0.0,29.9551,31.6,0.0,125.9,0.0,168.854,0.0,83.82,0.0,0.0,0.0,38.1,58.0,29.021,0.0,0.0,11.6966,0.0,58.0,106.9,101.8,41.7,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:10:00,0.096,0.0,0.0,-0.1,0.0,45.1,0.0,0.001,0.001,43.4507,43.0,27.0131,0.0,0,0.17624,92.46,67.19,90.6,62.3,85.1,1.7,0.0,0.0,0.04,0.0,47.64,32.01,77.074,35.447,123.615,0.0,0.0,0.0,0.0,29.8697,33.1,0.0,122.9,0.0,170.868,0.0,83.21,0.0,0.0,0.0,40.5,57.8,28.7534,0.0,0.0,18.3946,0.0,60.0,109.6,104.2,25.9,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:15:00,0.977,0.0,0.0,-0.1,0.0,47.2,0.0,0.0,0.001,43.4507,35.1,24.78,0.02289,0,0.17624,92.28,66.03,89.3,65.1,83.9,0.0,0.0,0.0,0.04,0.0,44.26,30.71,76.0916,33.4374,124.34,0.0,0.0,0.0,0.0,30.0448,26.4,0.0,121.8,0.0,170.197,0.0,74.78,0.0,0.0,0.0,43.7,57.1,29.3135,0.0,0.0,17.8948,0.0,60.0,114.6,102.2,19.49,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:20:00,0.0,0.0,0.0,-0.1,0.0,47.4,0.0,0.0,0.001,43.5508,44.0,23.4834,0.0,0,0.17624,92.48,67.61,89.8,70.2,84.9,0.0,0.0,0.0,0.03,0.0,46.43,32.52,74.4841,35.2795,122.32,0.0,0.0,0.0,0.0,28.0325,23.0,0.0,123.4,0.0,168.854,0.0,69.09,0.0,0.0,0.0,43.1,57.8,31.8226,0.0,0.0,18.5946,0.0,55.0,110.8,105.9,23.75,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:25:00,0.0,0.0,0.0,-0.1,0.0,48.8,0.0,0.0,0.0,43.3506,40.5,25.2843,0.0,0,0.17624,92.39,67.32,89.8,80.3,93.0,0.0,0.0,0.001,0.03,0.0,50.73,37.67,76.0916,34.7213,126.378,0.0,0.0,0.0,0.0,29.3997,27.8,0.0,121.3,0.0,168.854,0.0,73.64,0.0,0.0,0.0,49.1,56.0,33.6527,0.0,0.0,16.6951,0.0,56.0,108.5,102.7,18.19,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:30:00,0.018,0.0,0.0,-0.1,0.0,49.5,0.0,0.0,0.0,43.3506,41.1,30.831,0.0,0,0.17624,92.44,66.5,90.2,84.7,93.7,0.0,0.0,0.001,0.03,0.0,47.77,35.88,75.7344,35.2237,126.305,0.0,0.0,0.0,0.0,29.6133,31.6,0.0,121.4,0.0,169.525,0.0,73.74,0.0,0.0,0.0,50.9,53.0,32.6168,0.0,0.0,14.8957,0.0,57.0,111.1,104.2,34.67,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:35:00,0.114,0.0,0.0,-0.1,0.0,50.2,0.0,0.0,0.0,41.4483,38.1,22.9792,0.0,0,0.17624,91.08,66.99,93.4,76.6,86.2,0.0,0.001,0.001,0.03,0.0,46.36,33.9,76.7168,34.833,124.993,0.0,0.0,0.0,0.0,29.0152,32.6,0.0,123.3,0.0,133.957,0.0,73.86,0.0,0.0,0.0,46.1,50.4,41.7637,0.0,0.0,13.796,0.0,56.0,112.6,98.2,34.37,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:40:00,0.114,0.0,0.0,-0.2,0.0,47.3,0.0,0.0,0.0,41.4483,41.4,16.3519,0.00153,0,0.17624,91.52,67.12,89.4,82.9,81.8,0.0,0.001,0.001,0.03,0.0,50.35,35.78,77.1634,32.4326,126.255,0.0,0.0,0.0,0.0,29.3142,34.0,0.0,122.6,0.0,93.6908,0.0,80.53,0.0,0.0,0.0,46.4,64.6,39.8085,0.0,0.0,15.2955,0.0,55.0,111.7,96.4,31.85,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:45:00,0.129,0.0,0.0,-0.1,0.0,49.3,0.0,0.0,0.001,41.2481,39.7,11.8858,0.0,0,0.17624,89.47,66.57,87.4,77.2,85.0,0.8,0.001,0.0,0.02,0.0,58.41,38.25,76.4489,31.986,125.3,0.0,0.0,0.0,0.0,29.9124,38.4,0.0,122.9,0.0,28.5937,0.0,86.13,0.0,0.0,0.0,46.9,75.1,35.9545,0.0,0.0,15.2955,0.0,60.0,108.9,95.1,26.63,0.0,0.0,0.0,0.0,0.0,0.0
