SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF
2023-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.938,0.0,0.0,11.0,9.14845,0.0,0,0.0,11.96,6.93,28.9,19.5,20.2,0.0,0.047,0.0,0.03,1.95,91.03,58.88,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,24.0,0.0,18.8,67.4700012207,394.345,0.0,139.34,0.0,0.0,0.0,80.2,61.7,66.2866,0.0,0.0,2.99913,0.0,58.0,1.3,23.3,15.98,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:05:00,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.093,0.0,0.0,11.1,9.65269,0.0,0,0.0,12.9,7.46,25.9,17.4,18.2,0.0,0.226,0.0,0.02,1.35,93.67,58.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,22.5,0.0,20.0,61.75,427.901,0.0,140.7,0.0,0.0,0.0,83.9,66.4,67.9211,0.0,0.0,3.39901,0.0,61.0,1.4,20.5,17.19,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:10:00,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.292,0.0,0.0,11.4,5.33059,0.0,0,0.0,13.52,9.0,23.3,15.0,16.6,0.0,0.496,0.0,0.03,2.55,92.18,59.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,21.6,0.0,19.1,49.5999984741,417.834,0.0,138.71,0.0,0.0,0.0,85.1,67.7,71.0362,0.0,0.0,2.99913,0.0,57.0,1.3,21.7,14.07,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:15:00,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,12.7,5.33059,0.0,0,0.0,14.77,8.84,23.3,14.4,16.5,0.0,0.114,0.0,0.03,0.0,92.05,62.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,21.1,0.0,18.0,115.050003052,381.594,0.0,141.12,0.0,0.0,0.0,84.4,69.0,71.4082,0.0,0.0,2.89915,0.0,58.0,2.0,22.2,15.09,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:20:00,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.224,0.0,0.0,11.8,2.37716,0.0,0,0.0,14.47,10.03,22.4,13.1,15.3,1.4,0.472,0.0,0.03,1.65,90.64,61.47,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,24.0,0.0,18.7,153.350006104,372.87,0.0,147.09,0.0,0.0,0.0,80.2,72.4,70.7125,0.0,0.0,2.59924,0.0,59.0,2.4,21.9,13.04,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:25:00,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.859,0.0,0.0,14.0,2.59326,0.0,0,0.0,13.72,12.25,20.8,13.3,13.6,0.0,1.666,0.0,0.03,0.0,96.33,61.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,27.3,0.0,18.6,143.13999939,374.883,0.0,147.31,0.0,0.0,0.0,78.6,72.1,71.8531,0.0,0.0,1.79948,0.0,62.0,3.2,23.3,11.17,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:30:00,0.0,0.0,0.0,-0.1,0.0,10.6,0.0,0.043,0.0,0.0,13.5,3.38564,0.0,0,0.0,14.07,13.7,20.6,13.9,13.7,0.0,0.04,0.0,0.03,0.0,98.5,59.51,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,25.9,0.0,18.2,111.650001526,363.475,0.0,146.67,0.0,0.0,0.0,77.8,74.2,69.5804,0.0,0.0,1.89945,0.0,55.0,3.9,22.5,11.69,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:35:00,0.0,0.0,0.0,-0.1,0.0,10.6,0.0,0.044,0.0,0.0,14.5,1.65681,0.0,0,0.0,13.72,13.81,21.9,14.7,14.7,2.8,0.0,0.0,0.03,2.55,100.97,61.91,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,25.9,0.0,17.9,105.309997559,377.568,0.0,144.23,0.0,0.0,0.0,78.9,73.4,69.8192,0.0,0.0,1.49956,0.0,60.0,4.0,22.8,12.43,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:40:00,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.442,0.0,0.0,17.3,1.15256,0.06867,0,0.0,14.55,14.51,21.6,15.4,14.8,0.0,0.931,0.0,0.03,5.55,98.62,65.24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08545,24.0,0.0,16.7,54.6699981689,411.123,0.0,144.95,0.0,0.0,0.0,79.9,73.7,71.4973,0.0,0.0,1.6995,0.0,60.0,3.6,24.3,13.3,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:45:00,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.005,0.0,0.0,16.9,0.86442,0.0,0,0.0,13.69,13.51,21.5,17.5,16.7,0.0,0.129,0.0,0.03,0.0,104.16,61.88,0.26793,0.0,0.0,0.0,0.0,0,0.0,0.08545,23.0,0.0,17.1,113.449996948,382.937,0.0,146.02,0.0,0.0,0.0,83.9,73.7,71.1377,0.0,0.0,1.6995,0.0,59.0,2.9,28.4,12.1,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:50:00,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.315,0.0,0.0,19.2,0.43221,0.0,0,0.0,11.74,13.27,22.2,19.8,19.9,1.4,0.011,0.0,0.03,0.0,101.01,60.01,2.41135,0.0,0.0,0.0,0.0,0,0.0,0.08545,22.5,0.0,18.8,84.3799972534,379.581,0.0,135.78,0.0,0.0,0.0,92.0,78.4,76.8334,0.0,0.0,1.89945,0.0,61.0,3.0,26.5,12.89,0.0,0.379,0.0,0.0,0.0
2023-03-12 00:55:00,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,1.50175,18.6,0.43221,0.0,0,0.0,9.86,11.94,25.4,21.3,20.5,3.1,0.0,0.0,0.02,0.0,98.26,53.96,5.26926,0.0,3.13318,0.0,0.0,0,0.0,0.08545,24.0,0.0,21.3,70.8099975586,384.279,0.0,123.81,0.0,0.0,0.0,94.8,78.4,77.0308,0.0,0.0,2.19936,0.0,64.0,2.7,22.5,13.19,0.0,0.379,0.0,0.0,0.0
2023-03-12 01:00:00,0.0,0.0,0.0,-0.1,0.0,10.9,0.0,0.0,0.0,2.70315,14.9,0.93646,0.0,0,0.0,10.79,10.79,26.5,22.2,21.1,0.0,0.0,0.0,0.03,0.0,94.72,53.21,4.10823,1.0048,9.50591,0.0,0.0,0,0.0,0.08545,23.5,0.0,21.2,61.5800018311,368.843,0.0,110.85,0.0,0.0,0.0,96.7,75.8,77.8332,0.0,0.0,2.89915,0.0,57.0,3.1,23.0,12.56,0.0,0.379,0.0,0.0,0.0
2023-03-12 01:05:00,0.0,0.0,0.0,-0.1,0.0,10.6,0.0,0.001,0.0,2.30269,17.4,2.23308,0.0,0,0.0,14.01,9.46,28.1,24.0,24.0,1.1,0.0,0.0,0.03,3.75,88.58,52.6,3.751,0.94898,12.2913,0.0,0.0,0,0.0,0.08545,24.0,0.0,21.3,82.8700027466,381.594,0.0,103.51,0.0,0.0,0.0,95.0,74.7,77.6043,0.0,0.0,2.89915,0.0,62.0,3.1,24.2,13.54,0.0,0.379,0.0,0.0,0.0
