SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF
2023-05-14 00:00:00,39.5974,2283.24,0.0,0.0,22.7,105.752,0.0,0.0,0.0,0.0,0.0,58.7732,12.5728,36.4962,0.0,11.32,0.0,0,1750.84,0.0,0.0,0.0,0.0,0.001526,26.0946,0.0,53.6512,24.1829,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,936.245,443.799987793,0.0,0.0,0.00153,0.0,255.798,0.0,0.0,0.22419,0.0,603.977,0.0,18.8,105.212,0.0,0.0,0,7.5642,0.0,631.001,0.0,0.0,0.0,6.86876,0.0,141.869,0.0,0.0,0.0,0.0
2023-05-14 00:05:00,39.9959,2244.13,0.0,0.0,21.47,105.92,0.0,0.0,0.0,0.0,0.0,54.6334,14.8531,34.1995,0.0,10.97,0.0,0,1750.62,0.0,0.0,0.0,0.0,0.001526,28.0446,0.0,59.9101,24.3091,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,932.021,434.320007324,0.0,0.0,0.00153,0.0,255.038,0.0,0.0,0.19405,0.0,625.713,0.0,18.8,103.301,0.0,0.0,0,5.89426,0.0,627.558,0.0,6.48861,0.0,6.19199,0.0,139.551,0.0,0.0,0.0,0.0
2023-05-14 00:10:00,35.697,2191.27,0.0,0.0,20.16,103.793,0.0,0.0,0.0,0.0,0.0,50.5745,12.7755,31.6993,0.0,9.7,0.0,0,1748.92,0.0,0.0,0.0,0.0,0.001526,24.8446,0.0,61.0527,25.4009,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,956.655,522.020019531,0.0,0.0,0.00153,0.0,256.539,0.0,0.0,0.19405,0.0,624.216,0.0,18.8,101.773,0.0,0.0,0,6.20188,0.0,628.73,0.0,0.00093,0.0,5.79647,0.0,146.447,0.0,0.0,0.0,0.0
2023-05-14 00:15:00,36.2985,2165.93,0.0,0.0,20.71,100.722,0.0,0.0,0.0,0.0,0.0,51.7311,14.4234,20.8976,0.0,9.33,0.0,0,1745.86,0.0,0.0,0.0,0.0,0.001526,23.8246,0.0,67.6163,24.8986,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,923.232,438.579986572,0.0,0.0,0.00153,0.0,256.979,0.0,0.0,0.22419,0.0,621.361,0.0,18.8,101.334,0.0,0.0,0,5.65255,0.0,631.611,0.0,2.78961,0.0,4.84724,0.0,147.593,0.0,0.0,0.0,0.0
2023-05-14 00:20:00,39.1956,2200.55,0.0,0.0,20.99,101.899,0.0,0.0,0.0,0.0,0.0,47.9835,15.7125,45.0986,0.0,10.44,0.0,0,1755.78,0.0,0.0,0.0,0.0,0.001526,21.6947,0.0,65.75,25.5262,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,926.918,403.730010986,0.0,0.0,0.00153,0.0,255.99,0.0,0.0,0.184,0.0,630.466,0.0,18.8,104.927,0.0,0.0,0,4.33783,0.0,631.367,0.0,0.0605,0.0,4.49567,0.0,147.947,0.0,0.0,0.0,0.0
2023-05-14 00:25:00,40.1969,2166.63,0.0,0.0,18.27,103.173,0.0,0.0,0.0,0.0,0.0,50.0084,13.8851,47.997,0.0,10.58,0.0,0,1747.11,0.0,0.0,0.0,0.0,0.001526,21.0847,0.0,56.641,22.031,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,897.328,438.570007324,0.0,0.0,0.00153,0.0,255.789,0.0,0.0,0.19405,0.0,627.798,0.0,18.8,105.465,0.0,0.0,0,3.90936,0.0,627.485,0.0,0.0,0.0,4.3902,0.0,151.265,0.0,0.0,0.0,0.0
2023-05-14 00:30:00,40.2938,2169.39,0.0,0.0,17.44,99.3323,0.0,0.0,0.0,0.0,0.0,47.2694,14.5431,21.9995,0.0,9.71,0.0,0,1746.65,0.0,0.0,0.0,0.0,0.001526,20.7047,0.0,57.1552,23.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,894.545,456.160003662,0.0,0.0,0.00153,0.0,252.74,0.0,0.0,0.21414,0.0,590.147,0.0,18.8,108.772,0.0,0.0,0,3.70062,0.0,630.146,0.0,0.04561,0.0,4.87361,0.0,151.385,0.0,0.0,0.0,0.0
2023-05-14 00:35:00,39.497,2163.22,0.0,0.0,16.99,100.01,0.0,0.0,0.0,0.0,0.0,46.1021,13.0635,42.2975,0.0,10.37,0.0,0,1752.97,0.0,0.0,0.0,0.0,0.001526,20.0847,0.0,67.5464,23.6021,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,911.757,376.059997559,0.0,0.0,0.00153,0.0,251.339,0.0,0.0,0.2041,0.0,632.719,0.0,18.8,109.914,0.0,0.0,0,3.76287,0.0,630.561,0.0,7.3617,0.0,4.67146,0.0,150.605,0.0,0.0,0.0,0.0
2023-05-14 00:40:00,39.2943,2150.33,0.0,0.0,15.51,99.0999,0.0,0.0,0.0,0.0,0.0,44.3092,12.0137,43.2976,0.0,10.62,0.0,0,1749.72,0.0,0.0,0.0,0.0,0.001526,23.0347,0.0,70.2569,23.6537,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,896.498,336.470001221,0.0,0.0,0.00153,0.0,252.273,0.0,0.0,0.19405,0.0,624.616,0.0,18.8,102.235,0.0,0.0,0,3.11467,0.0,630.805,0.0,0.0,0.0,3.65191,0.0,156.966,0.0,0.0,0.0,0.0
2023-05-14 00:45:00,39.0941,2149.15,0.0,0.0,15.63,92.8725,0.0,0.0,0.0,0.0,0.0,52.9503,12.4044,32.0976,0.0,10.27,0.0,0,1749.45,0.0,0.0,0.0,0.0,0.001526,22.4747,0.0,68.9366,23.8576,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,903.261,336.309997559,0.0,0.0,0.00153,0.0,253.234,0.0,0.0,0.21414,0.0,623.616,0.0,18.8,95.9396,0.0,0.0,0,3.45159,0.0,631.123,0.0,0.00093,0.0,3.69586,0.0,157.968,0.0,0.0,0.0,0.0
2023-05-14 00:50:00,38.0959,2133.75,0.0,0.0,14.67,96.3138,0.0,0.0,0.0,0.0,0.0,50.5287,15.2535,49.5989,0.0,9.49,0.0,0,1753.65,0.0,0.0,0.0,0.0,0.001526,21.2947,0.0,68.1431,24.2797,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,911.464,355.470001221,0.0,0.0,0.00153,0.0,251.852,0.0,0.0,0.19405,0.0,542.685,0.0,18.8,89.2048,0.0,0.0,0,4.09979,0.0,629.756,0.0,0.06981,0.0,3.14214,0.0,160.508,0.0,0.0,0.0,0.0
2023-05-14 00:55:00,36.1992,2143.71,0.0,0.0,14.12,103.632,0.0,0.0,0.0,0.0,0.0,49.6422,15.6039,40.6956,0.0,10.5,0.0,0,1747.01,0.0,0.0,0.0,0.0,0.001526,20.1347,0.0,66.2515,23.8933,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,903.871,356.390014648,0.0,0.0,0.00153,0.0,250.396,0.0,0.0,0.2041,0.0,529.428,0.0,18.8,86.4472,0.0,0.0,0,4.08881,0.0,629.121,0.0,0.00093,0.0,2.57084,0.0,156.155,0.0,0.0,0.0,0.0
2023-05-14 01:00:00,36.295,2098.62,0.0,0.0,14.88,104.662,0.0,0.0,0.0,0.0,0.0,52.6802,14.5431,46.7978,0.0,10.92,0.0,0,1751.82,0.0,0.0,0.0,0.0,0.001526,21.9747,0.0,65.3374,24.2234,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006,0.0,0.0,904.335,410.260009766,0.0,0.0,0.00153,0.0,252.081,0.0,0.0,0.21414,0.0,533.059,0.0,18.8,87.1394,0.0,0.0,0,3.75555,0.0,633.296,0.0,0.06981,0.0,4.25837,0.0,157.991,0.0,0.0,0.0,0.0
