SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS
2024-01-01 00:00:00,0.44313,0.0,0.0,0.0,0.0,0.0,579.8,0.0,0.0,0.0,0.0,0.5569,372.09,0.0,0.0,0.0,0.0,0.0,0,0.0,595.15,0.0,17.005,0.0,0.0,0.0,-0.103,71.9175,0.0,0.0,4.04,742.365,0.0,0.0,-0.04,0.0,19.3688,0.0,0.0,720.163,0.0,532.460021973,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,815.045,-0.58,1142.2,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.44,0.0,0.3858,,0.0,0.0,161.6,0.0,0.0
2024-01-01 00:05:00,0.44313,0.0,0.0,0.0,0.0,0.0,582.8,0.0,0.0,0.0,0.0,0.5569,376.51,0.0,0.0,0.0,0.0,0.0,0,0.0,556.801,0.0,17.226,0.0,0.0,0.0,-0.103,72.43,0.0,0.0,3.22,728.299,0.0,0.0,-0.04,0.0,19.5937,0.0,0.0,720.498,0.0,515.099975586,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,824.044,-0.58,1133.3,443.125,1.58215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.84,0.0,0.3858,,0.0,0.0,157.3,2.09263,0.0
2024-01-01 00:10:00,0.44313,0.0,0.0,0.0,0.0,0.0,576.4,0.0,0.0,0.0,0.0,0.5569,383.32,0.0,0.0,0.0,0.0,0.0,0,0.0,554.436,0.0,17.228,0.0,0.0,0.0,-0.103,71.865,0.0,0.0,1.99,745.017,0.0,0.0,-0.04,0.0,19.65,0.0,0.0,720.147,0.0,515.469970703,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,811.738,-0.58,1110.6,439.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.08,0.197,0.3858,,0.0,0.0,161.7,-1.64995,0.0
2024-01-01 00:15:00,0.44313,0.0,0.0,0.0,0.0,0.0,574.9,0.0,0.0,0.0,0.0,0.5569,378.07,0.0,0.0,0.0,0.0,0.0,0,0.0,555.263,0.0,16.889,0.0,0.0,0.0,-0.103,71.1325,0.0,0.0,2.07,734.56,0.0,0.0,-0.04,0.0,20.0437,0.0,0.0,719.125,0.0,518.020019531,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,808.047,-0.58,1110.4,438.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.09,2.583,0.3858,,0.0,0.0,160.3,-1.2326,0.0
2024-01-01 00:20:00,0.44313,0.0,0.0,0.0,0.0,0.0,577.5,0.0,0.0,0.0,0.0,0.5569,383.96,0.0,0.0,0.0,0.0,0.0,0,0.0,552.282,0.0,17.28,0.0,0.0,0.0,-0.103,71.1675,0.0,0.0,0.47,738.957,0.0,0.0,-0.04,0.0,20.3063,0.0,0.0,718.805,0.0,478.079986572,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,811.7,-0.58,1111.4,438.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.38,5.773,0.3858,,0.0,0.0,157.0,-0.77042,0.0
2024-01-01 00:25:00,0.44313,0.0,0.0,0.0,0.0,0.0,580.4,0.0,0.0,0.0,0.0,0.5569,380.48,0.0,0.0,0.0,0.0,0.0,0,0.0,554.805,0.0,17.53,0.0,0.0,0.0,-0.103,71.66,0.0,0.0,0.51,745.453,0.0,0.0,-0.04,0.0,19.2188,0.0,0.0,720.056,0.0,476.510009766,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,818.083,-0.58,1119.9,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.38,9.485,0.3858,,0.0,0.0,164.1,0.0,0.0
2024-01-01 00:30:00,0.44313,0.0,0.0,0.0,0.0,0.0,580.1,0.0,0.0,0.0,0.0,0.5569,378.71,0.0,0.0,0.0,0.0,0.0,0,0.0,555.099,0.0,17.533,0.0,0.0,0.0,-0.103,72.0675,0.0,0.0,0.3,740.501,0.0,0.0,-0.04,0.0,20.1937,0.0,0.0,719.919,0.0,465.559997559,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,813.52,-0.58,1121.1,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.08,17.516,0.3858,,0.0,0.0,163.1,0.399,0.0
2024-01-01 00:35:00,0.44313,0.0,0.0,0.0,0.0,0.0,580.6,0.0,0.0,0.0,0.0,0.5569,377.48,0.0,0.0,0.0,0.0,0.0,0,0.0,556.172,0.0,17.421,0.0,0.0,0.0,-0.103,72.075,0.0,0.0,0.55,749.297,0.0,0.0,-0.04,0.0,20.0437,0.0,0.0,720.102,0.0,427.190002441,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,814.52,-0.58,1122.0,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.78,22.247,0.27648,,0.0,0.0,159.2,-0.01239,0.0
2024-01-01 00:40:00,0.44313,0.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.5569,376.85,0.0,0.0,0.0,0.0,0.0,0,0.0,556.411,0.0,17.167,0.0,0.0,0.0,-0.103,71.535,0.0,0.0,0.64,745.017,0.0,0.0,-0.04,0.0,19.725,0.0,0.0,718.148,0.0,435.630004883,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,813.136,-0.58,1116.7,440.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.53,29.79,0.27648,,0.0,0.0,159.8,0.0,0.0
2024-01-01 00:45:00,0.44313,0.0,0.0,0.0,0.0,0.0,578.3,0.0,0.0,0.0,0.0,0.5569,376.67,0.0,0.0,0.0,0.0,0.0,0,0.0,555.557,0.0,17.238,0.0,0.0,0.0,-0.103,71.6825,0.0,0.0,0.05,746.544,0.0,0.0,-0.04,0.0,20.3812,0.0,0.0,711.877,0.0,417.839996338,0.0,0.0,-0.2,0.92038,-0.2,0.0,0.0,0.0,0.0,812.738,-0.58,1115.6,441.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68,26.13,0.2819,,0.0,0.0,157.7,-0.08299,0.0
