SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF
2023-01-15 00:00:00,62.0976,1515.21,0.0,0,95.16,93.0421,0.0,0.0,0.0,0.0,0.0,22.8778,29.9046,17.9992,0.0,3.43,0.0,0,1083.48,0.0,0.0,0.0,0.0,0.001526,36.9944,0.0,20.1732,14.8573,0.0,0.0,19.0649,0.0,0.0,960.472,0.0,0.0,0.0,0.0,0.009,0.0,0.0,347.747,1226.36999512,0.0,0.0,0.00153,0.0,253.317,0.0,0.0,0.15386,254.97,137.171,0.0,71.4,32.163,0.0,0.0,0,16.163,0.0,600.067,0.0,0.0,0.0,4.24079,0.0,141.631,0.0,0.0,0.0
2023-01-15 00:05:00,59.8946,1505.66,0.0,0,94.81,93.2807,0.0,0.0,0.0,0.0,0.0,23.0304,27.1934,18.6983,0.0,3.18,0.0,0,1072.71,0.0,0.0,0.0,0.0,0.001526,39.1744,0.0,19.5638,14.0828,0.0,0.0,19.0064,0.0,0.0,959.008,0.0,0.0,0.0,0.0,0.009,0.0,0.0,347.845,1149.26000977,0.0,0.0,0.00153,0.0,253.234,0.0,0.0,0.15386,249.55,183.124,0.0,71.4,26.472,0.0,0.0,0,17.0053,0.0,611.567,0.0,0.00093,0.0,3.00151,0.0,123.285,0.0,0.0,0.0
2023-01-15 00:10:00,57.296,1520.41,0.0,0,94.84,91.8113,0.0,0.0,0.0,0.0,0.0,26.0685,28.0638,19.4993,0.0,2.22,0.0,0,1075.1,0.0,0.0,0.0,0.0,0.001526,37.7744,0.0,20.1795,13.9741,0.0,0.0,18.9172,0.0,0.0,960.692,0.0,0.0,0.0,0.0,0.009,0.0,0.0,350.896,1130.43005371,0.0,0.0,0.00153,0.0,252.612,0.0,0.0,0.184,256.76,201.483,0.0,71.6,24.1538,0.0,0.0,0,14.9544,0.0,601.483,0.0,0.0,0.0,3.74859,0.0,129.683,0.0015,0.0,0.0
2023-01-15 00:15:00,54.6983,1507.15,0.0,0,92.97,94.1913,0.0,0.0,0.0,0.0,0.0,28.0995,28.6937,17.4991,0.0,2.79,0.0,0,1082.38,0.0,0.0,0.0,0.0,0.001526,38.0144,0.0,19.8431,12.3039,0.0,0.0,18.9449,0.0,0.0,955.84,0.0,0.0,0.0,0.0,0.009,0.0,0.0,346.355,1121.31994629,0.0,0.0,0.00153,0.0,250.332,0.0,0.0,0.184,250.94,195.64,0.0,71.6,21.4841,0.0,0.0,0,15.2694,0.0,600.97,0.0,0.0363,0.0,3.23003,0.0,122.803,0.0,0.0,0.0
2023-01-15 00:20:00,54.9968,1529.34,0.0,0,90.57,92.8035,0.0,0.0,0.0,0.0,0.0,32.6726,22.6243,18.1983,0.0,3.7,0.0,0,1060.94,0.0,0.0,0.0,0.0,0.001526,36.0444,0.0,19.8494,11.0978,0.0,0.0,18.8588,0.0,0.0,960.857,0.0,0.0,0.0,0.0,0.009,0.0,0.0,353.997,1167.31994629,0.0,0.0,0.00153,0.0,247.668,0.0,0.0,0.1639,252.89,118.087,0.0,71.6,18.9572,0.0,0.0,0,14.0316,0.0,600.58,0.0,0.0363,0.0,3.86285,0.0,118.85,0.0485,0.0,0.0
2023-01-15 00:25:00,53.1978,1509.69,0.0,0,89.21,89.492,0.0,0.0,0.0,0.0,0.0,33.7224,23.9146,18.3974,0.0,3.66,0.0,0,1019.61,0.0,0.0,0.0,0.0,0.001526,33.2045,0.0,18.2688,11.3208,0.0,0.0,18.7419,0.0,0.0,955.913,0.0,0.0,0.0,0.0,0.009,0.0,0.0,349.578,1200.54003906,0.0,0.0,0.00153,0.0,244.308,0.0,0.0,0.184,251.58,118.286,0.0,71.6,19.0341,0.0,0.0,0,12.4459,0.0,599.31,0.0,0.00093,0.0,4.51325,0.0,116.46,0.0,0.0,0.0
2023-01-15 00:30:00,51.9961,1503.95,0.0,0,89.77,88.8912,0.0,0.0,0.0,0.0,0.0,36.2234,22.2129,18.2956,0.0,3.51,0.0,0,983.548,0.0,0.0,0.0,0.0,0.001526,30.3345,0.0,20.2239,11.2382,0.0,0.0,18.9172,0.0,0.0,957.872,0.0,0.0,0.0,0.0,0.009,0.0,0.0,348.064,1227.88000488,0.0,0.0,0.00153,0.0,243.337,0.0,0.0,0.184,249.61,99.1926,0.0,71.6,20.6381,0.0,0.0,0,14.493,0.0,601.971,0.0,0.0,0.0,2.79057,0.0,120.105,0.0,0.0,0.0
2023-01-15 00:35:00,53.0931,1516.67,0.0,0,91.83,88.6212,0.0,0.0,0.0,0.0,0.0,34.1375,24.4736,18.7957,0.0,3.63,0.0,0,950.93,0.0,0.0,0.0,0.0,0.001526,26.1746,0.0,22.7821,10.5527,0.0,0.0,18.9172,0.0,0.0,963.292,0.0,0.0,0.0,0.0,0.009,0.0,0.0,349.114,1269.84997559,0.0,0.0,0.00153,0.0,245.562,0.0,0.0,0.15386,121.77,181.015,0.0,71.6,22.0114,0.0,0.0,0,11.9185,0.0,600.751,0.0,0.0,0.0,2.439,0.0,122.679,0.0,0.0,0.0
2023-01-15 00:40:00,45.2945,1498.29,0.0,0,91.82,86.3835,0.0,0.0,0.0,0.0,0.0,31.4473,26.7149,19.4993,0.0,3.68,0.0,0,948.66,0.0,0.0,0.0,0.0,0.001526,26.7746,0.0,19.5257,9.6878,0.0,0.0,18.9172,0.0,0.0,957.671,0.0,0.0,0.0,0.0,0.009,0.0,0.0,345.428,1233.45996094,0.0,0.0,0.00153,0.0,248.812,0.0,0.0,0.15386,-1.83,304.795,0.0,71.6,22.9563,0.0,0.0,0,12.9696,0.0,600.995,0.0,0.0,0.0,2.12259,0.0,117.148,0.0,0.0,0.0
2023-01-15 00:45:00,43.2982,1508.74,0.0,0,92.57,89.7997,0.0,0.0,0.0,0.0,0.0,28.6931,25.0547,19.0966,0.0,3.79,0.0,0,956.155,0.0,0.0,0.0,0.0,0.001526,26.4046,0.0,13.3493,8.98558,0.0,0.0,19.0064,0.0,0.0,952.287,0.0,0.0,0.0,0.0,0.009,0.0,0.0,349.944,1267.15002441,0.0,0.0,0.00153,0.0,240.719,0.0,0.0,0.184,0.0,258.932,0.0,71.6,22.7695,0.0,0.0,0,12.1273,0.0,598.895,0.0,0.07167,0.0,1.69192,0.0,118.417,0.0,0.0,0.0
