SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1
2023-07-31 00:00:00,173.698,1336.53,0.0,0.0,8.28,1.40247,0.0,0.0,108.92,0.0,0.0,147.875,73.9849,64.8966,0.0,24.27,0.0,0,2078.8,0.0,0.0,0.0,0.0,0.001526,126.973,0.0,94.8291,45.1987,0.0,0.0,56.484,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,689.537,1072.98999023,0.0,0.0,0.00153,0.0,11.6136,0.0,0.0,0.13376,0.0,390.428,30.9,69.5,91.3912,0.0,0.0,0,71.3848,0.0,449.33,0.0,0.0,0.0,39.0987,0.0,8.64332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:05:00,172.199,1394.32,0.0,0.0,7.28,0.64472,0.0,0.0,103.283,0.0,0.0,137.801,70.8147,63.6973,0.0,24.25,0.0,0,2094.18,0.0,0.0,0.0,0.0,0.001526,126.643,0.0,96.6509,44.8337,0.0,0.0,56.7762,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,716.93,1083.18994141,0.0,0.0,0.00153,0.0,10.1671,0.0,0.0,0.12371,0.0,335.3,31.5,69.2,90.9297,0.0,0.0,0,71.8792,0.0,463.979,0.0,0.0,0.0,38.2989,0.0,7.96704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:10:00,163.995,1454.06,0.0,0.0,4.91,0.18734,0.0,0.0,101.185,0.0,0.0,129.868,67.2441,63.4982,0.0,24.13,0.0,0,2091.91,0.0,0.0,0.0,0.0,0.001526,121.423,0.0,94.5244,45.0591,0.0,0.0,56.4563,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,731.359,1062.36999512,0.0,0.0,0.00153,0.0,9.70016,0.0,0.0,0.08352,0.0,328.392,31.7,69.2,91.1495,0.0,0.0,0,73.4905,0.0,480.898,0.0,0.0,0.0,35.8995,0.0,12.463,0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:15:00,156.598,1425.77,0.0,0.0,6.86,0.0,0.0,0.0,96.4663,0.0,0.0,126.476,64.1837,63.0999,0.0,23.8,0.0,0,2087.84,0.0,0.0,0.0,0.0,0.001526,116.153,0.0,93.9023,44.5187,0.0,0.0,55.7519,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,702.574,1105.2800293,0.0,0.0,0.00153,0.0,8.99519,0.0,0.0,0.12371,0.0,316.326,30.4,69.2,87.0185,0.0,0.0,0,73.9629,0.0,493.863,0.0,0.0121,0.0,35.6094,0.0,13.8802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:20:00,149.296,1435.0,0.0,0.0,6.97,0.0,0.0,0.0,96.0757,0.0,0.0,125.44,63.7333,58.1969,0.0,23.57,0.0,0,2076.9,0.0,0.0,0.0,0.0,0.001526,114.153,0.0,90.9125,44.0252,0.0,0.0,56.6009,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,701.646,1124.81005859,0.0,0.0,0.00153,0.0,6.97185,0.0,0.0,0.12371,0.0,296.058,30.7,69.2,83.426,0.0,0.0,0,70.3301,0.0,480.19,0.0,0.0,0.0,35.0118,0.0,14.3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:25:00,147.298,1457.04,0.0,0.0,8.66,0.0,0.0,0.0,89.7826,0.0,0.0,125.858,60.2335,51.9973,0.0,22.9,0.0,0,2089.94,0.0,0.0,0.0,0.0,0.001526,110.733,0.0,85.5423,44.3489,0.0,0.0,56.3087,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,715.489,1072.70996094,0.0,0.0,0.00153,0.0,5.15908,0.0,0.0,0.04333,0.0,323.433,31.5,69.2,75.6585,0.0,0.0,0,67.7006,0.0,477.187,0.0,0.11449,0.0,33.9307,0.0,13.1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:30:00,149.797,1447.54,0.0,0.0,8.02,0.0,0.0,0.0,89.7162,0.0,0.0,128.13,59.4937,52.1965,0.0,23.3,0.0,0,2081.46,0.0,0.0,0.0,0.0,0.001526,107.603,0.0,81.575,43.7871,0.0,0.0,57.13,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,683.531,1137.41003418,0.0,0.0,0.00153,0.0,3.97803,0.0,0.0,0.04333,0.0,321.286,30.9,69.2,76.043,0.0,0.0,0,65.9501,0.0,490.982,0.0,0.05678,0.0,33.4737,0.0,12.7083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:35:00,152.296,1446.88,0.0,0.0,9.31,0.0,0.0,0.0,88.2123,0.0,0.0,128.779,57.8946,51.9,0.0,23.6,0.0,0,2081.37,0.0,0.0,0.0,0.0,0.001526,102.263,0.0,80.4895,43.1849,0.0,0.0,57.13,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,709.459,1139.32995605,0.0,0.0,0.00153,0.0,2.87938,0.0,0.0,0.14381,0.0,271.599,30.9,69.2,75.7794,0.0,0.0,0,67.9606,0.0,503.238,0.0,0.0,0.0,33.6143,0.0,11.4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:40:00,144.794,1441.54,0.0,0.0,8.22,0.0,0.0,0.0,87.2279,0.0,0.0,129.937,52.7333,51.2982,0.0,23.49,0.0,0,2077.83,0.0,0.0,0.0,0.0,0.001526,100.183,0.0,73.0309,43.5959,0.0,0.0,56.4255,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,700.963,1116.67004395,0.0,0.0,0.00153,0.0,1.81735,0.0,0.0,0.12371,0.0,260.222,30.9,69.2,72.4944,0.0,0.0,0,62.9142,0.0,511.881,0.0,0.0,0.0,31.6631,0.0,9.64187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2023-07-31 00:45:00,138.696,1426.35,0.0,0.0,7.56,0.0,0.0,0.0,87.2943,0.0,0.0,135.123,53.6635,51.9,0.0,23.19,0.0,0,2069.97,0.0,0.0,0.0,0.0,0.001526,94.7636,0.0,71.9137,43.2904,0.0,0.0,56.5148,0.0,0.0,,0.0,0.0,0.0,0.0,0.025,0.0,0.0,699.742,1183.26000977,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.04333,0.0,246.539,30.6,69.2,65.2872,0.0,0.0,0,60.8267,0.0,498.013,0.0,0.00093,0.0,32.5772,0.0,8.19776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
