SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2023-01-08 00:00:00,0.0,57.7,0.0,0.0,94.08,100.529,0.26,49.12,2.6,4.93,-0.01,0.0,33.8493,0.0,0.0,0,7.3,252.35,0.04,21.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,1966,1100.0,220.895,0.0,10.005,22.61,0.0,0.0,50.1251,46.3,116.1,306.82,0.0,0.0,0.0,34.0,74.2,0,34.59,217.35,0.3,0.0,31.828,0.0,0.0,0.0,1303.36,16.3,0.0,20.72,1.2,0.0
2023-01-08 00:05:00,0.0,53.1,0.0,0.0,95.954,99.1867,0.21,46.68,2.7,5.08,-0.01,0.0,34.8979,0.0,0.0,0,7.3,250.68,0.04,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,1954,1100.0,210.795,0.0,10.125,22.27,0.0,0.0,53.2823,45.3,114.9,307.3,0.0,0.0,0.0,33.2,75.1,0,31.06,225.18,0.2,0.0,31.539,0.0,0.0,0.0,1297.69,17.4,0.0,18.12,0.9,0.0
2023-01-08 00:10:00,0.0,47.3,0.0,0.0,94.445,91.96,0.63,48.69,2.8,4.85,-0.02,0.0,34.4085,0.0,0.0,0,7.3,247.67,0.04,20.17,1.6459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,1941,1103.76,202.595,0.0,9.93,21.35,0.0,0.0,55.5849,42.7,116.6,301.25,0.0,0.0,0.0,32.1,76.0,0,35.21,224.35,2.6,0.0,30.415,0.0,0.0,0.0,1308.09,16.7,0.0,19.76,0.8,0.0
2023-01-08 00:15:00,0.0,44.7,0.0,0.0,97.499,92.192,0.0,48.09,2.9,4.47,0.0,0.0,33.4807,0.0,0.0,0,7.3,235.95,0.04,21.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,1969,1100.37,199.595,0.0,9.9,20.53,0.0,0.0,52.797,40.9,114.3,308.12,0.0,0.0,0.0,32.0,77.8,0,33.65,226.11,0.6,0.0,29.49,0.0,0.0,0.0,1299.98,16.0,0.0,19.69,0.5,0.0
2023-01-08 00:20:00,0.0,43.0,0.0,0.0,97.824,93.315,0.0,44.16,3.0,4.56,-0.01,0.0,34.6583,0.0,0.0,0,7.3,228.24,0.04,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,1911,1096.61,202.195,0.0,10.665,21.13,0.0,0.0,54.0712,37.1,115.0,307.36,0.0,0.0,0.0,32.1,78.2,0,29.56,225.17,0.0,0.0,29.482,0.0,0.0,0.0,1295.65,16.2,0.0,18.71,0.4,0.0
2023-01-08 00:25:00,0.0,40.8,0.0,0.0,98.041,94.2306,0.39,41.84,2.5,4.46,-0.01,0.0,33.2677,0.0,0.0,0,7.3,232.8,0.04,19.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,1927,1101.13,199.395,0.0,10.965,22.52,0.0,0.0,55.3743,40.2,118.0,298.1,0.0,0.0,0.0,33.6,77.0,0,27.89,219.17,1.3,0.0,30.368,0.0,0.0,0.0,1305.68,15.9,0.0,14.64,0.3,0.0
2023-01-08 00:30:00,0.0,39.9,0.0,0.0,95.261,92.5826,0.02,42.54,2.7,4.61,0.0,0.0,31.6672,0.0,0.0,0,7.3,228.61,0.04,17.48,5.99209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,1917,1100.37,196.895,0.0,11.37,22.71,0.0,0.0,53.2701,42.5,117.6,301.58,0.0,0.0,0.0,32.6,79.2,0,24.08,212.1,4.2,0.0,31.113,0.0,0.0,0.0,1291.86,16.4,0.0,12.29,0.3,0.0
2023-01-08 00:35:00,0.0,39.0,0.0,0.0,92.697,91.6243,3.08,39.58,2.7,5.29,-0.01,0.0,35.0372,0.0,0.0,0,7.3,222.64,0.04,18.5,4.86953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,1962,1104.13,199.695,0.0,11.775,19.29,0.0,0.0,52.8138,43.6,120.3,302.98,0.0,0.0,0.0,32.4,78.7,0,21.84,203.11,1.7,0.0,30.323,0.0,0.0,0.0,1301.61,16.6,0.0,11.93,0.2,0.0
2023-01-08 00:40:00,0.0,42.8,0.0,0.0,93.248,90.7637,0.0,35.14,2.8,5.19,0.0,0.0,34.3183,0.0,0.0,0,7.3,214.38,0.04,18.16,0.39411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,1979,1098.12,204.095,0.0,12.09,18.53,0.0,0.0,53.1648,43.8,113.9,294.59,0.0,0.0,0.0,32.9,79.3,0,21.24,189.66,0.0,0.0,29.614,0.0,0.0,0.0,1299.66,16.2,0.0,9.11,0.1,0.0
2023-01-08 00:45:00,0.0,42.2,0.0,0.0,93.477,84.3671,0.0,32.48,3.0,4.81,0.0,0.0,33.1448,0.0,0.0,0,7.3,207.66,0.04,17.43,0.14168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,2010,1100.37,197.095,0.0,12.66,17.39,0.0,0.0,53.647,46.2,114.2,292.41,0.0,0.0,0.0,33.3,79.1,0,20.55,181.3,0.0,0.0,27.555,0.0,0.0,0.0,1299.47,16.3,0.0,8.8,0.0,0.0
