SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS
2023-02-19 00:00:00,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.40047,12.0,41.9244,0.0,0,0.0,9.95,11.62,32.2,15.0,22.0,0.0,0.0,0.0,0.03,5.4,96.11,62.44,0.0,0.83733,1.94242,0.0,0.0,0,0.0,0.12818,12.4,0.0,17.3,355.779998779,366.83,0.0,76.26,0.0,0.0,0.0,76.7,89.1,70.8804,0.0,0.0,3.19907,0.0,0.0,2.1,17.8,8.51,0.0,0.0,0.0
2023-02-19 00:05:00,1.438,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.40047,13.3,38.8269,0.0,0,0.0,9.64,13.89,36.2,15.5,20.8,0.0,0.0,0.0,0.03,4.65,94.79,61.01,0.0,1.06062,1.65773,0.0,0.0,0,0.0,0.12818,12.4,0.0,24.1,335.660003662,377.568,0.0,74.11,0.0,0.0,0.0,70.0,84.8,70.0805,0.0,0.0,4.0988,0.0,0.0,1.7,18.0,6.96,0.0,0.0,0.0
2023-02-19 00:10:00,1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.40047,13.6,38.6108,0.0,0,0.0,9.96,14.23,41.8,15.9,23.1,0.0,0.0,0.0,0.03,2.4,92.25,66.29,0.0,0.94898,2.31082,0.0,0.0,0,0.0,0.12818,12.9,0.0,31.1,336.070007324,369.514,0.0,73.81,0.0,0.0,0.0,66.7,82.6,67.221,0.0,0.0,4.29875,0.0,0.0,3.1,18.3,8.81,0.0,0.0,0.0
2023-02-19 00:15:00,2.275,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.0,0.40047,14.5,34.3607,0.0,0,0.0,9.41,14.78,46.7,20.5,23.3,0.0,0.0,0.0,0.02,9.0,88.28,65.98,0.0,0.94898,1.89218,0.0,0.0,0,0.0,0.12818,12.9,0.0,34.5,315.820007324,370.186,0.0,63.21,0.0,0.0,0.0,58.5,79.2,63.4864,0.0,0.0,4.59866,0.0,0.0,2.5,18.0,8.71,0.0,0.0,0.0
2023-02-19 00:20:00,1.436,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.0,0.0,15.4,32.2717,0.0,0,0.0,10.66,13.43,53.3,24.2,23.9,0.0,0.0,0.0,0.03,8.1,90.08,60.81,0.0,0.72569,1.64101,0.0,0.0,0,0.0,0.12818,12.9,0.0,35.4,334.540008545,368.172,0.0,64.16,0.0,0.0,0.0,56.1,76.4,59.3605,0.0,0.0,4.99854,0.0,0.0,2.6,22.0,9.58,0.0,0.0,0.0
2023-02-19 00:25:00,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,16.0,27.3013,0.0,0,0.0,11.77,12.64,51.0,25.5,25.9,0.0,0.0,0.0,0.03,2.1,88.85,63.99,0.0,0.55822,0.98026,0.0,0.0,0,0.0,0.12818,13.9,0.0,36.5,343.130004883,368.172,0.0,62.24,0.0,0.0,0.0,54.1,74.6,58.6487,0.0,0.0,5.89828,0.0,0.0,3.4,28.5,11.61,0.0,0.0,0.0
2023-02-19 00:30:00,0.967,0.0,0.0,0.0,0.0,0.2,0.0,0.249,0.0,0.0,15.8,26.869,0.0,0,0.0,13.18,12.35,53.5,29.8,27.0,1.4,0.0,0.0,0.03,1.95,89.44,67.18,0.0,0.66986,0.87419,0.0,0.0,0,0.0,0.12818,13.4,0.0,35.5,361.170013428,355.421,0.0,57.32,0.0,0.0,0.0,47.1,71.8,54.057,0.0,0.0,5.19848,0.0,0.0,3.5,33.7,11.52,0.0,0.0,0.0
2023-02-19 00:35:00,1.589,0.0,0.0,0.0,0.0,0.2,0.0,0.68,0.0,0.0,17.1,25.5004,0.0,0,0.0,12.93,11.76,57.0,27.3,33.8,0.0,0.0,0.0,0.03,8.4,91.97,64.44,0.0,0.61404,0.92444,0.0,0.0,0,0.0,0.12818,13.9,0.0,34.1,348.660003662,373.541,0.0,56.91,0.0,0.0,0.0,46.4,66.7,51.4542,0.0,0.0,5.69834,0.0,0.0,4.3,34.2,13.42,0.0,0.0,0.0
2023-02-19 00:40:00,0.112,0.0,0.0,0.0,0.0,0.8,0.0,0.185,0.0,0.0,18.0,24.636,0.0,0,0.0,13.22,11.56,56.0,29.7,32.5,0.0,0.0,0.0,0.03,2.55,93.46,65.2,0.0,0.44658,0.94888,0.0,0.0,0,0.0,0.12818,12.9,0.0,33.9,331.160003662,369.514,0.0,53.02,0.0,0.0,0.0,45.4,65.9,47.9588,0.0,0.0,3.89886,0.0,0.0,4.7,31.6,15.01,0.0,0.0,0.0
2023-02-19 00:45:00,1.104,0.0,0.0,-0.1,0.0,0.6,0.0,0.639,0.0,0.0,17.9,21.6105,0.0,0,0.0,13.41,12.27,55.0,30.5,28.5,0.0,0.0,0.0,0.03,8.1,92.49,62.39,0.08931,0.44658,0.45768,0.0,0.0,0,0.0,0.12818,14.4,0.0,35.4,359.929992676,354.75,0.0,50.49,0.0,0.0,0.0,39.8,59.5,42.2391,0.0,0.0,2.89915,0.0,0.0,3.6,28.6,14.95,0.0,0.0,0.0
