SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF
2023-04-16 00:00:00,1.068,0.0,0.0,-0.1,0.0,52.4,0.0,0.722,0.0,0.0,38.6,50.1364,0.0,0,0.0,66.92,59.91,96.0,97.6,94.7,0.0,1.336,0.0,0.03,7.05,102.45,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3867,50.8,0.0,110.0,0.0,0.0,148.47,100.7,0.0,0.0,0.0,85.5,110.5,79.4552,0.0,0.0,9.89711,0.0,0.0,120.6,99.7,31.24,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:05:00,1.679,0.0,0.0,-0.1,0.0,46.5,0.0,0.819,0.0,0.0,40.7,53.8822,0.0,0,0.0,63.68,59.97,95.5,94.1,94.8,0.0,1.125,0.0,0.03,7.95,101.83,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7415,47.5,0.0,117.4,0.0,0.0,147.9,100.8,0.0,0.0,0.0,99.1,103.1,88.7738,0.0,0.0,10.6969,0.0,0.0,117.3,96.9,25.49,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:10:00,1.03,0.0,0.0,-0.1,0.0,50.6,0.0,0.398,0.0,0.0,41.9,55.2508,0.0,0,0.0,59.3,59.84,97.6,95.2,98.9,0.0,1.041,0.0,0.03,1.5,99.03,84.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4851,47.5,0.0,121.0,0.0,0.0,147.35,99.01,0.0,0.0,0.0,121.6,102.4,88.3242,0.0,0.0,8.69746,0.0,0.0,118.0,89.6,28.75,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:15:00,0.0,0.0,0.0,-0.1,0.0,50.2,0.0,0.0,0.0,0.0,38.8,53.8102,0.0,0,0.0,63.39,57.64,99.3,96.3,102.7,0.0,0.0,0.0,0.03,7.95,102.93,82.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3012,47.0,0.0,112.1,0.0,0.0,145.9,100.74,0.0,0.0,0.0,120.3,104.9,90.0524,0.0,0.0,8.29758,0.0,0.0,119.9,93.0,62.94,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:20:00,0.0,0.0,0.0,-0.1,0.0,53.0,0.0,0.0,0.0,0.0,38.4,53.3059,0.0,0,0.0,62.98,57.67,98.7,96.5,104.3,4.1,0.0,0.0,0.03,5.1,101.75,81.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2839,48.9,0.0,109.2,0.0,0.0,146.08,112.36,0.0,0.0,0.0,122.5,101.1,85.132,0.0,0.0,9.5972,0.0,0.0,121.8,101.8,61.8,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:25:00,0.799,0.0,0.0,-0.2,0.0,52.5,0.0,0.522,0.0,0.0,39.1,54.6746,0.0,0,0.0,61.45,56.8,95.5,95.4,104.5,0.0,1.057,0.0,0.03,3.15,101.86,81.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7415,45.6,0.0,115.4,0.0,0.0,147.95,110.68,0.0,0.0,0.0,130.6,102.2,82.2741,0.0,0.0,12.6963,0.0,0.0,123.3,100.0,56.85,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:30:00,1.409,0.0,0.0,-0.2,0.0,46.0,0.0,0.76,0.0,0.0,42.0,54.6746,0.0,0,0.0,63.09,58.66,95.7,96.9,104.3,0.0,1.446,0.0,0.03,2.85,96.53,81.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7415,42.7,0.0,122.2,0.0,0.0,146.03,109.06,0.0,0.0,0.0,124.9,98.4,84.7333,0.0,0.0,17.6948,0.0,0.0,121.5,87.7,69.73,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:35:00,0.0,0.0,0.0,-0.2,0.0,43.2,0.0,0.0,0.0,0.0,42.5,52.1533,0.0,0,0.0,65.38,58.68,94.0,96.6,103.0,0.0,0.0,0.0,0.03,10.5,93.64,80.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.827,45.6,0.0,125.1,0.0,0.0,147.2,94.44,0.0,0.0,0.0,127.4,98.5,80.4584,0.0,0.0,22.5934,0.0,0.0,121.8,87.7,74.58,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:40:00,0.0,0.0,0.0,-0.2,0.0,47.5,0.0,0.0,0.0,0.0,40.8,51.5771,0.0,0,0.0,58.17,59.91,94.9,99.7,99.2,0.3,0.0,0.0,0.04,9.15,92.09,79.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6003,43.6,0.0,125.5,0.0,0.0,145.9,85.85,0.0,0.0,0.0,109.0,93.4,68.9013,0.0,0.0,25.9924,0.0,0.0,121.6,90.5,68.44,0.0,0.477,0.0,0.0,0.0
2023-04-16 00:45:00,0.0,0.0,0.0,-0.1,0.0,41.9,0.0,0.0,0.0,0.0,42.7,48.3355,0.0,0,0.0,61.12,59.7,99.0,99.3,98.5,0.5,0.0,0.0,0.03,0.0,88.07,80.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.643,38.8,0.0,115.9,0.0,0.0,146.52,84.02,0.0,0.0,0.0,90.8,87.0,68.3233,0.0,0.0,19.1944,0.0,0.0,119.1,93.6,69.39,0.0,0.477,0.0,0.0,0.0
