SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB
2022-09-12 00:00:00,108.594,1921.7,0.0,0,60.31,37.0125,0.0,0.0,92.2084,0.0,0.0,94.3328,58.0545,42.2975,0.0,23.97,0.0,0,1506.9,0.0,0.0,0.0,0.0,0.001526,138.313,0.0,61.6811,26.8974,0.0,0.0,56.8931,0.0,0.0,1001.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.954,367.709991455,0.0,0.0,0.00153,0.0,0.0,0.0,-2.24785,0.12371,0.0,0.0,62.0,0.0,73.7139,0.0,0.0,412,85.7551,0.0,629.975,0.0,3.40766,0.0,37.0069,0.0,0.0,0.0
2022-09-12 00:05:00,108.098,1912.86,0.0,0,63.99,42.5219,0.0,0.0,88.2748,0.0,0.0,103.905,56.094,41.4965,0.0,23.38,0.0,0,1547.28,0.0,0.0,0.0,0.0,0.001526,141.303,0.0,62.1255,29.6912,0.0,0.0,57.5391,0.0,0.0,1003.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.361,311.109985352,0.0,0.0,0.00153,0.0,1.38705,0.0,-2.1456,0.13376,0.0,0.0,62.1,0.0,71.9451,0.0,0.0,409,85.1435,0.0,628.608,0.0,0.00093,0.0,36.2686,0.0,0.0,0.0
2022-09-12 00:10:00,104.997,1915.06,0.0,0,67.32,46.1411,0.0,0.0,86.4427,0.0,0.0,102.338,56.3442,45.8995,0.0,23.14,0.0,0,1524.57,0.0,0.0,0.0,0.0,0.001526,136.803,0.0,57.9931,30.2553,0.0,0.0,56.3363,0.0,0.0,1000.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.947,305.470001221,0.0,0.0,0.00153,0.0,2.63218,0.0,-2.24785,0.12371,0.0,0.0,63.5,0.0,70.0224,0.0,0.0,416,79.6759,0.0,628.828,0.0,0.00093,0.0,35.7149,0.0,0.0,0.0
2022-09-12 00:15:00,105.596,1904.09,0.0,0,69.81,49.7917,0.0,0.0,87.9467,0.0,0.0,94.8577,56.2332,44.1959,0.0,23.82,0.0,0,1481.53,0.0,0.0,0.0,0.0,0.001526,135.683,0.0,65.9912,32.6341,0.0,0.0,56.5424,0.0,0.0,1000.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.88,394.170013428,0.0,0.0,0.00153,0.0,1.00252,0.0,-2.04336,0.12371,0.0,0.0,62.3,0.0,66.298,0.0,0.0,408,82.58,0.0,628.925,0.0,0.03072,0.0,33.5967,0.0,0.0,0.0
2022-09-12 00:20:00,101.694,1902.65,0.0,0,72.51,53.4319,0.0,0.0,88.0795,0.0,0.0,91.9005,54.9538,44.9968,0.0,23.87,0.0,0,1457.41,0.0,0.0,0.0,0.0,0.001526,137.643,0.0,69.4889,34.0473,0.0,0.0,56.6593,0.0,0.0,1003.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.315,318.850006104,0.0,0.0,0.00153,0.0,0.0,0.0,-1.94111,0.12371,0.0,0.0,63.5,0.0,61.9803,0.0,0.0,412,81.1188,0.0,630.83,0.0,0.0,0.0,31.7246,0.0,0.0,0.0
2022-09-12 00:25:00,99.3983,1895.3,0.0,0,75.24,53.8526,0.0,0.0,85.0013,0.0,0.0,89.5705,54.0444,45.696,0.0,23.72,0.0,0,1444.49,0.0,0.0,0.0,0.0,0.001526,131.303,0.0,71.59,34.6551,0.0,0.0,56.6901,0.0,0.0,997.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.705,297.410003662,0.0,0.0,0.00153,0.0,0.0,0.0,-2.04336,0.12371,0.0,0.0,62.5,0.0,62.9142,0.0,0.0,407,85.9565,0.0,630.073,0.0,0.02141,0.0,33.1748,0.0,0.0,0.0
2022-09-12 00:30:00,104.899,1921.6,0.0,0,75.38,53.3502,0.0,0.0,85.2591,0.0,0.0,81.6602,57.6333,51.099,0.0,23.62,0.0,0,1479.72,0.0,0.0,0.0,0.0,0.001526,133.803,0.0,68.7589,33.7006,0.0,0.0,57.3915,0.0,0.0,1029.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.8,246.160003662,0.0,0.0,0.00153,0.0,0.0,0.0,-2.1456,0.13376,0.0,0.0,66.0,0.0,62.3758,0.0,0.0,418,85.019,0.0,631.611,0.0,0.71951,0.0,32.8145,0.0,0.41871,0.0
2022-09-12 00:35:00,101.898,1874.16,0.0,0,76.05,51.9017,0.0,0.0,80.345,0.0,0.0,76.054,56.0146,49.9972,0.0,24.07,0.0,0,1523.45,0.0,0.0,0.0,0.0,0.001526,137.543,0.0,63.23,33.8426,0.0,0.0,58.0375,0.0,0.0,996.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.874,292.640014648,0.0,0.0,0.00153,0.0,0.0,0.0,-2.1456,0.04333,0.0,0.0,62.4,0.0,61.3101,0.0,0.0,406,83.5614,0.0,636.055,0.0,0.0,0.0,29.1757,0.0,0.64515,0.0
2022-09-12 00:40:00,102.797,1891.89,0.0,0,77.28,53.1388,0.0,0.0,78.7707,0.0,0.0,73.2845,59.8245,51.1964,0.0,23.16,0.0,0,1495.1,0.0,0.0,0.0,0.0,0.001526,133.453,0.0,63.9727,36.3293,0.0,0.0,57.13,0.0,0.0,987.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.891,253.289993286,0.0,0.0,0.00153,0.0,0.0,0.0,-2.1456,0.12371,0.0,0.0,64.4,0.0,59.2667,0.0,0.0,416,81.8292,0.0,629.878,0.0,0.00093,0.0,31.751,0.0,0.83986,0.0
2022-09-12 00:45:00,106.498,1886.27,0.0,0,83.41,56.1112,0.0,0.0,76.0871,0.0,0.0,73.3699,63.5648,53.0992,0.0,22.8,0.0,0,1484.7,0.0,0.0,0.0,0.0,0.001526,134.973,0.0,61.9604,35.4771,0.0,0.0,57.13,0.0,0.0,979.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.026,316.929992676,0.0,0.0,0.00153,0.0,0.0,0.0,-2.04336,0.08352,0.0,0.0,62.6,0.0,56.9705,0.0,0.0,408,76.6876,0.0,629.316,0.0,0.00093,0.0,32.6123,0.0,1.3666,0.0
