SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-05-28 00:00:00,5.587,0.0,0.0,-0.1,0.0,10.8,0.0,1.87,0.001,7.70899,40.2,34.3607,0.0,0,0.0,87.8,65.84,64.0,47.4,64.3,0.3,0.0,0.0,0.03,0.0,18.29,13.52,10.9851,8.31749,27.6355,0.0,0.0,0.0,0.0,29.6133,27.8,0.0,77.5,326.130004883,170.197,0.0,3.23,0.0,0.0,0.0,67.6,109.1,76.1905,0.0,0.0,28.7916,0.0,0.0,74.6,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:05:00,5.866,0.0,0.0,-0.1,0.0,12.1,0.0,0.286,0.0,7.90923,40.5,33.7844,0.0,0,0.0,88.78,65.24,65.6,47.5,62.8,1.1,0.0,0.0,0.03,0.45,20.74,11.46,11.1637,7.98256,26.2065,0.0,0.0,0.0,0.0,29.1861,27.3,0.0,79.4,274.619995117,170.197,0.0,2.55,0.0,0.0,0.0,73.0,112.3,79.6623,0.0,0.0,29.8913,0.0,0.0,71.4,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:10:00,4.402,0.0,0.0,-0.1,0.0,11.1,0.0,0.072,0.0,7.00817,40.7,38.2506,0.0,0,0.0,87.17,65.19,70.8,47.9,64.5,5.6,0.0,0.0,0.03,0.0,18.5,8.65,12.0568,9.71304,25.8379,0.0,0.0,0.0,0.0,29.1861,26.4,0.0,84.2,284.5,168.854,0.0,5.85,0.0,0.0,0.0,79.6,116.5,85.3733,0.0,0.0,28.0918,0.0,0.0,72.3,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:15:00,0.722,0.0,0.0,-0.1,0.0,12.3,0.0,0.072,0.001,7.00817,42.2,37.2421,0.0,0,0.0,82.85,65.55,70.7,47.3,66.3,0.0,0.0,0.0,0.03,0.0,22.83,9.84,14.6468,9.43393,23.0861,0.0,0.0,0.0,0.0,29.5706,27.8,0.0,80.5,254.020004272,169.525,0.0,5.82,0.0,0.0,0.0,83.2,118.1,86.1463,0.0,0.0,27.6919,0.0,0.0,70.3,103.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:20:00,0.182,0.0,0.0,-0.1,0.0,10.8,0.0,0.072,0.001,7.10829,40.8,37.3862,0.0,0,0.0,84.11,65.19,69.5,43.4,63.9,0.9,0.0,0.0,0.03,0.0,28.45,12.39,17.594,7.98256,22.0647,0.0,0.0,0.0,0.0,29.6133,32.1,0.0,76.2,272.970001221,170.197,0.0,5.58,0.0,0.0,0.0,90.0,116.7,86.601,0.0,0.0,25.5925,0.0,0.0,69.9,106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:25:00,0.192,0.0,0.0,-0.1,0.0,9.1,0.0,0.073,0.0,10.312,40.5,39.3311,0.0,0,0.0,83.16,63.15,65.6,42.5,58.5,0.0,0.0,0.0,0.03,0.0,33.61,16.0,17.4153,7.98256,27.1498,0.0,0.0,0.0,0.0,29.0579,30.2,0.0,73.5,280.25,171.539,0.0,6.61,0.0,0.0,0.0,87.6,113.0,86.0085,0.0,0.0,26.0924,0.0,0.0,73.5,104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:30:00,1.84,0.0,0.0,-0.1,0.0,6.9,0.0,0.659,0.0,10.8126,44.4,39.6913,0.0,0,0.0,84.62,64.48,69.6,44.8,60.6,0.6,0.0,0.0,0.03,0.0,28.79,17.43,16.0757,10.2713,31.8607,0.0,0.0,0.0,0.0,29.1006,27.3,0.0,73.8,264.130004883,170.197,0.0,7.7,0.0,0.0,0.0,79.8,111.9,84.2093,0.0,0.0,30.1912,0.0,0.0,74.2,104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:35:00,0.943,0.0,0.0,-0.1,0.0,9.4,0.0,0.642,0.0,10.1118,44.9,39.115,0.00763,0,0.0,84.93,64.86,76.1,46.2,64.6,5.0,0.0,0.0,0.03,0.0,24.37,19.87,13.0392,12.3925,30.4037,0.0,0.0,0.0,0.0,29.3997,27.8,0.0,78.4,258.420013428,168.854,0.0,11.73,0.0,0.0,0.0,77.7,114.5,83.9482,0.0,0.0,29.4914,0.0,0.0,70.2,103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:40:00,1.463,0.0,0.0,-0.1,0.0,10.1,0.0,0.817,0.0,9.11063,42.1,41.4201,0.0,0,0.0,84.94,65.49,75.3,48.1,68.5,16.6,0.0,0.0,0.03,0.0,18.79,12.24,12.5926,12.0017,27.0546,0.0,0.0,0.0,0.0,30.173,30.2,0.0,81.0,244.570007324,172.881,0.0,15.35,0.0,0.0,0.0,69.7,112.6,79.7623,0.0,0.0,30.991,0.0,0.0,73.0,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:45:00,1.547,0.0,0.0,-0.2,0.0,11.3,0.0,0.783,0.0,6.80794,41.1,42.2845,0.0,0,0.0,80.38,65.02,76.8,48.4,67.2,0.0,0.0,0.0,0.03,0.0,20.96,13.2,12.7712,10.4387,24.928,0.0,0.0,0.0,0.0,30.6857,28.8,0.0,83.9,266.970001221,172.881,0.0,13.67,0.0,0.0,0.0,70.8,111.3,78.9689,0.0,0.0,26.8922,0.0,0.0,70.7,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:50:00,2.089,0.0,0.0,-0.2,0.0,13.4,0.0,1.008,0.0,10.0117,41.0,45.9583,0.0,0,0.0,84.91,65.3,74.7,47.3,65.1,0.0,0.0,0.0,0.03,0.0,21.71,15.15,14.5574,7.75927,30.6721,0.0,0.0,0.0,0.0,30.3012,30.2,0.0,85.9,306.660003662,172.881,0.0,13.77,0.0,0.0,0.0,70.8,113.7,80.9235,0.0,0.0,26.3923,0.0,0.0,73.2,103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 00:55:00,0.0,0.0,0.0,-0.2,0.0,13.5,0.0,0.061,0.0,11.6136,41.0,49.5601,0.0,0,0.0,83.4,65.26,76.8,46.5,65.7,0.0,0.0,0.0,0.03,0.0,21.98,13.96,11.9675,12.7833,40.6466,0.0,0.0,0.0,0.0,28.6733,28.3,0.0,81.8,247.770004272,167.512,0.0,16.03,0.0,0.0,0.0,79.7,117.1,83.9691,0.0,0.0,29.3914,0.0,0.0,77.2,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 01:00:00,0.0,0.0,0.0,-0.2,0.0,14.3,0.0,1.856,0.0,11.6136,42.4,47.9033,0.0,0,0.0,83.06,65.53,70.3,43.2,65.2,0.0,0.0,0.0,0.03,0.0,19.15,12.58,10.8064,14.737,36.471,0.0,0.0,0.0,0.0,30.1303,28.3,0.0,84.8,189.839996338,170.197,0.0,16.18,0.0,0.0,0.0,76.6,116.9,82.8608,0.0,0.0,29.4914,0.0,9.0,79.7,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28 01:05:00,0.0,0.0,0.0,-0.2,0.0,12.9,0.0,0.169,0.001,8.20958,42.7,48.4795,0.0,0,0.0,86.96,63.5,62.6,38.7,61.1,8.8,0.0,0.0,0.03,0.0,16.24,13.47,12.6819,14.5137,31.319,0.0,0.0,0.0,0.0,30.0876,27.3,0.0,86.8,262.619995117,127.246,0.0,20.75,0.0,0.0,0.0,78.3,115.4,82.2477,0.0,0.0,27.392,0.0,17.0,89.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
