SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS
2023-03-19 00:00:00,0.0,128.0,0.0,0.0,24.669,0.0,1.04,156.94,9.2,40.78,-0.01,0.0,50.4381,0.0,0.0,0,4.4,13.71,0.04,1.87,5.2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,1629,1142.1,0.0,0.0,1.44,0.0,0.0,0.0,1.39927,3.5,105.6,130.09,0.0,0.0,0.0,0.0,10.6,0,1.81,82.84,3.5,0.0,112.235,0.0,0.0,0.0,1104.8,2.7,0.0,2.69,0.6,0.0,0.0
2023-03-19 00:05:00,0.0,123.8,0.0,0.0,23.632,0.0,4.17,157.19,8.4,39.09,0.0,0.0,51.2205,0.0,0.0,0,3.6,14.96,0.04,2.44,4.97543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,1632,1143.61,0.0,0.0,1.56,0.0,0.0,0.0,0.68514,2.6,63.4,123.98,0.0,0.0,0.0,0.0,9.1,0,1.06,77.32,5.7,0.0,108.942,0.0,0.0,0.0,1110.63,1.8,0.0,2.65,0.4,0.0,0.0
2023-03-19 00:10:00,0.0,118.2,3.43,0.0,23.626,0.0,4.09,157.02,9.3,37.23,-0.01,0.0,48.3676,0.0,0.0,0,3.3,15.22,0.04,1.48,5.34796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,1624,1139.85,0.0,0.0,1.575,0.0,0.0,0.0,0.67446,3.1,68.8,116.5,0.0,0.0,0.0,0.0,8.0,0,1.26,70.41,4.4,0.0,102.491,0.0,0.0,0.0,1103.89,3.3,0.0,3.94,0.7,0.0,0.0
2023-03-19 00:15:00,0.0,121.5,0.0,0.0,34.454,1.18105,4.28,154.72,8.9,37.17,0.0,0.0,44.0218,0.0,0.0,0,3.7,15.92,0.04,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,1627,1140.6,0.0,0.0,1.155,0.0,0.0,0.0,1.36265,2.5,74.6,118.37,0.0,0.0,0.0,0.0,8.0,0,0.46,67.35,5.6,0.0,96.124,0.0,0.0,0.0,1104.49,3.4,0.0,3.56,0.4,0.43641,0.0
2023-03-19 00:20:00,0.0,130.0,0.0,0.0,33.244,1.58389,0.0,156.72,7.8,34.4,0.0,0.0,40.0568,0.0,0.0,0,4.9,17.27,0.04,0.61,1.55078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,1640,1146.62,0.0,0.0,1.05,0.0,0.0,0.0,1.18717,1.8,55.2,117.26,0.0,0.0,0.0,0.0,8.6,0,0.36,63.97,0.0,0.0,94.825,0.0,0.0,0.0,1106.4,3.1,0.0,6.12,0.1,0.5951,0.0
2023-03-19 00:25:00,0.0,134.5,0.0,0.0,31.606,4.15351,0.0,155.0,7.8,33.49,0.0,0.0,37.546,0.0,0.0,0,5.4,18.73,0.04,0.31,2.66655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,1632,1143.98,0.0,0.0,0.735,0.0,0.0,0.0,1.69073,1.8,2.9,122.89,0.0,0.0,0.0,0.0,7.1,0,0.55,66.07,6.5,0.0,94.147,0.0,0.0,0.0,1105.15,2.7,0.0,6.06,0.0,1.11391,0.0
2023-03-19 00:30:00,0.0,132.5,0.0,0.0,28.922,4.8249,1.72,150.04,7.1,29.53,0.0,0.0,32.2601,0.0,0.0,0,5.7,17.88,0.04,1.11,4.57725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,1622,1137.59,0.0,0.0,0.855,0.0,0.0,0.0,2.47963,1.1,0.5,103.47,0.0,0.0,0.0,0.0,8.0,0,0.45,67.73,0.0,0.0,87.882,0.0,0.0,0.0,1097.81,3.3,0.0,4.73,0.3,0.99184,0.0
2023-03-19 00:35:00,0.0,125.2,0.0,0.0,32.249,4.9958,4.92,144.06,7.4,27.39,-0.01,0.0,28.9352,0.0,0.0,0,6.2,18.5,0.04,0.0,6.4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,1647,1150.75,0.0,0.0,0.645,0.0,0.0,0.0,3.85907,1.0,0.0,105.95,0.0,0.0,0.0,0.0,9.2,0,0.14,66.93,3.2,0.0,83.152,0.0,0.0,0.0,1111.95,3.4,0.0,4.04,0.1,0.95521,0.0
2023-03-19 00:40:00,0.0,123.6,0.0,0.0,28.39,6.19821,5.33,145.43,6.4,29.02,0.0,0.0,25.8355,0.0,0.0,0,8.2,15.16,0.04,0.0,3.21407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,1637,1145.86,0.0,0.0,0.72,0.0,0.0,0.0,4.06049,1.0,40.1,122.82,0.0,0.0,0.0,0.0,7.7,0,0.03,72.02,0.0,0.0,81.24,0.0,0.0,0.0,1105.56,3.2,0.0,5.1,0.0,1.59609,0.0
2023-03-19 00:45:00,0.0,122.5,0.0,0.0,31.204,7.05882,0.0,135.42,6.3,29.54,-0.01,0.0,23.6012,0.0,0.0,0,8.3,12.92,0.04,0.01,6.29183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,1628,1143.61,0.0,0.0,0.9,0.0,0.0,0.0,4.91806,0.6,58.7,83.66,0.0,0.0,0.0,0.0,7.7,0,0.24,68.02,0.0,0.0,85.214,0.0,0.0,0.0,1106.28,2.5,0.0,4.5,0.0,1.47402,0.0
