SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS
2023-12-11 00:00:00,0.18128,0.0,0.0,0.0,0.0,0.0,583.1,0.0,0.0,0.0,0.0,0.60816,314.77,0.0,0.0,0.0,0.0,0.0,0,0.0,551.722,0.0,15.92,0.0,0.0,0.0,-0.117,85.3,0.0,0.0,37.17,750.287,0.0,0.0,-0.013,0.0,48.0562,57.2068,0.04,828.595,0.0,357.809997559,0.0,0.0,-0.6,0.0,11.3,0.0,0.0,0.0,0.0,850.781,-0.58,1071.0,364.375,0.78349,0.0,0.0,0.0,163.84,0.0,0.0,0.0,117.23,67.12,0.0,,0.0,0.0,170.8,2.28395,0.0
2023-12-11 00:05:00,0.18128,0.0,0.0,0.0,0.0,0.0,582.2,0.0,0.0,0.0,0.0,0.60816,297.49,0.0,0.0,0.0,0.0,0.0,0,0.0,545.364,0.0,15.935,0.0,0.0,0.0,-0.117,83.4925,0.0,0.0,37.24,744.681,0.0,0.0,-0.013,0.0,47.2312,55.0912,0.04,828.305,0.0,278.850006104,0.0,0.0,-0.6,0.0,9.8,0.0,0.0,0.0,0.0,854.191,-0.58,1103.0,363.062,0.0,0.0,0.0,0.0,161.33,0.0,0.0,0.0,116.17,65.918,0.0,,0.0,0.0,171.5,0.24447,0.0
2023-12-11 00:10:00,0.18128,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,0.0,0.0,0.60816,285.3,0.0,0.0,0.0,0.0,0.0,0,0.0,549.124,0.0,16.301,0.0,0.0,0.0,-0.117,84.065,0.0,0.0,37.34,750.623,0.0,0.0,-0.013,0.0,46.9688,49.5964,0.04,821.896,0.0,265.850006104,0.0,0.0,-0.6,0.0,9.8,0.0,0.0,0.0,0.0,829.504,-0.58,1096.7,355.188,0.0,0.0,0.0,0.0,157.39,0.0,0.0,0.0,117.33,61.103,0.0,,0.0,0.0,171.4,-1.65678,0.0
2023-12-11 00:15:00,0.18128,0.0,0.0,0.0,0.0,0.0,577.9,0.0,0.0,0.0,0.0,0.60816,269.67,0.0,0.0,0.0,0.0,0.0,0,0.0,549.425,0.0,15.791,0.0,0.0,0.0,-0.117,71.465,0.0,0.0,39.52,745.017,0.0,0.0,-0.013,0.0,47.3438,39.295,0.04,823.697,0.0,231.899993896,0.0,0.0,-0.6,0.0,9.8,0.0,0.0,0.0,0.0,838.258,-0.58,1096.0,357.25,0.0,0.0,0.0,0.0,159.04,0.0,0.0,0.0,116.93,61.023,0.0,,0.0,0.0,170.7,0.12895,0.0
2023-12-11 00:20:00,0.18128,0.0,0.0,0.0,0.0,0.0,578.5,0.0,0.0,0.0,0.0,0.60816,259.1,0.0,0.0,0.0,0.0,0.0,0,0.0,554.962,0.0,15.845,0.0,0.0,0.0,-0.117,81.635,0.0,0.0,39.46,752.939,0.0,0.0,-0.013,0.0,48.4688,29.6284,0.04,824.185,0.0,243.940002441,0.0,0.0,-0.6,0.0,9.8,0.0,0.0,0.0,0.0,840.361,-0.58,1099.7,360.438,0.0,0.0,0.0,0.0,159.58,0.0,0.0,0.0,116.17,55.773,0.0,,0.0,0.0,170.0,-0.01841,0.0
2023-12-11 00:25:00,0.18128,0.0,0.0,0.0,0.0,0.0,580.5,0.0,0.0,0.0,0.0,0.60816,263.22,0.0,0.0,0.0,0.0,0.0,0,0.0,553.704,0.0,16.126,0.0,0.0,0.0,-0.117,72.315,0.0,0.0,39.5,745.789,0.0,0.0,-0.013,0.0,49.4812,31.3764,0.04,826.322,0.0,268.0,0.0,0.0,-0.6,0.0,11.3,0.0,0.0,0.0,0.0,847.128,-0.58,1103.3,361.562,-0.02163,0.0,0.0,0.0,161.65,0.0,0.0,0.0,116.52,52.302,0.0,,0.0,0.0,169.3,0.85898,0.0
2023-12-11 00:30:00,0.18128,0.0,0.0,0.0,0.0,0.0,578.9,0.0,0.0,0.0,0.0,0.60816,261.21,0.0,0.0,0.0,0.0,0.0,0,0.0,555.174,0.0,15.941,0.0,0.0,0.0,-0.117,71.49,0.0,0.0,39.3,758.327,0.0,0.0,-0.013,0.0,47.9625,32.5222,0.04,824.323,0.0,216.339996338,0.0,0.0,-0.6,0.0,11.3,0.0,0.0,0.0,0.0,835.528,-0.58,1098.1,361.0,0.0,0.0,0.0,0.0,160.96,0.0,0.0,0.0,117.08,55.39,0.0,,0.0,0.0,170.8,-0.12523,0.0
2023-12-11 00:35:00,0.18128,0.0,0.0,0.0,0.0,0.0,584.5,0.0,0.0,0.0,0.0,0.60816,278.55,0.0,0.0,0.0,0.0,0.0,0,0.0,556.165,0.0,15.73,0.0,0.0,0.0,-0.117,83.155,0.0,0.0,39.48,752.822,0.0,0.0,-0.013,0.0,47.925,24.4757,0.04,826.352,0.0,390.670013428,0.0,0.0,-0.6,0.0,11.3,0.0,0.0,0.0,0.0,863.561,-0.58,1083.0,368.125,1.64625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.17,59.967,0.0,,0.0,0.0,171.3,5.77829,0.0
2023-12-11 00:40:00,0.18128,0.0,0.0,0.0,0.0,0.0,581.4,0.0,0.0,0.0,0.0,0.60816,281.44,0.0,0.0,0.0,0.0,0.0,0,0.0,553.547,0.0,15.732,0.0,0.0,0.0,-0.117,85.6,0.0,0.0,39.34,752.822,0.0,0.0,-0.013,0.0,46.875,24.1101,0.04,830.594,0.0,400.859985352,0.0,0.0,-0.6,0.0,11.3,0.0,0.0,0.0,0.0,849.256,-0.58,1048.4,365.125,0.60802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.28,65.048,0.0,,0.0,0.0,171.0,1.01553,0.0
2023-12-11 00:45:00,0.18128,0.0,0.0,0.0,0.0,0.0,578.5,0.0,0.0,0.0,0.0,0.60816,273.38,0.0,0.0,0.0,0.0,0.0,0,0.0,553.868,0.0,15.904,0.0,0.0,0.0,-0.117,85.5875,0.0,0.0,39.66,753.158,0.0,0.0,-0.013,0.0,47.25,28.2327,0.04,835.065,0.0,422.329986572,0.0,0.0,-0.6,0.0,9.0,0.0,0.0,0.0,0.0,839.886,-0.58,1040.4,360.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.08,71.348,0.0,,0.0,0.0,171.6,-0.12782,0.0
2023-12-11 00:50:00,0.18128,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.60816,280.95,0.0,0.0,0.0,0.0,0.0,0,0.0,554.846,0.0,16.046,0.0,0.0,0.0,-0.117,77.9625,0.0,0.0,39.22,756.884,0.0,0.0,-0.013,0.0,47.8875,25.089,0.04,834.44,0.0,328.070007324,0.0,0.0,-0.6,0.0,10.6,0.0,0.0,0.0,0.0,839.476,-0.58,1038.0,360.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.62,67.2,0.0,,0.0,0.0,170.9,0.0,0.0
2023-12-11 00:55:00,0.18128,0.0,0.0,0.0,0.0,0.0,577.7,0.0,0.0,0.0,0.0,0.60816,282.75,0.0,0.0,0.0,0.0,0.0,0,0.0,555.297,0.0,15.916,0.0,0.0,0.0,-0.117,71.8875,0.0,0.0,39.58,754.584,0.0,0.0,-0.013,0.0,39.5625,22.7994,0.04,834.821,0.0,312.769989014,0.0,0.0,-0.6,0.0,11.8,0.0,0.0,0.0,0.0,839.117,-0.58,1038.1,358.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.41,67.696,0.0,,0.0,0.0,170.2,0.0,0.0
2023-12-11 01:00:00,0.18128,0.0,0.0,0.0,0.0,0.0,576.3,0.0,0.0,0.0,0.0,0.60816,287.6,0.0,0.0,0.0,0.0,0.0,0,0.0,554.36,0.0,15.805,0.0,0.0,0.0,-0.117,71.1125,0.0,0.0,39.65,748.642,0.0,0.0,-0.013,0.0,45.5625,19.5072,0.04,839.277,0.0,268.790008545,0.0,0.0,-0.6,0.0,10.3,0.0,0.0,0.0,0.0,835.387,-0.58,1037.5,356.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.02,68.074,0.0,,0.0,0.0,167.3,-0.30051,0.0
2023-12-11 01:05:00,0.18128,0.0,0.0,0.0,0.0,0.0,580.3,0.0,0.0,0.0,0.0,0.60816,289.13,0.0,0.0,0.0,0.0,0.0,0,0.0,554.579,0.0,16.078,0.0,0.0,0.0,-0.117,71.435,0.0,0.0,39.53,720.812,0.0,0.0,-0.013,0.0,42.3562,21.3473,0.04,840.833,0.0,329.940002441,0.0,0.0,-0.6,0.0,10.3,0.0,0.0,0.0,0.0,820.032,-0.58,1043.6,360.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.32,69.507,0.0,,0.0,0.0,164.7,0.0,0.0
2023-12-11 01:10:00,0.18128,0.0,0.0,0.0,0.0,0.0,581.9,0.0,0.0,0.0,0.0,0.60816,289.65,0.0,0.0,0.0,0.0,0.0,0,0.0,555.755,0.0,16.175,0.0,0.0,0.0,-0.117,75.815,0.0,0.0,39.67,687.695,0.0,0.0,-0.013,0.0,53.0625,20.7309,0.04,843.031,0.0,342.410003662,0.0,0.0,-0.6,0.0,10.3,0.0,0.0,0.0,0.0,842.194,-0.58,1044.0,361.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.28,66.462,0.0,,0.0,0.0,161.5,0.35469,0.0
2023-12-11 01:15:00,0.18128,0.0,0.0,0.0,0.0,0.0,579.8,0.0,0.0,0.0,0.0,0.60816,296.68,0.0,0.0,0.0,0.0,0.0,0,0.0,554.312,0.0,15.971,0.0,0.0,0.0,-0.117,72.165,0.0,0.0,39.51,665.925,0.0,0.0,-0.013,0.0,52.5,17.962,0.04,845.823,0.0,270.570007324,0.0,0.0,-0.6,0.0,12.5,0.0,0.0,0.0,0.0,840.912,-0.58,1039.1,359.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.22,68.458,0.0,,0.0,0.0,163.3,-0.52057,0.0
2023-12-11 01:20:00,0.18128,0.0,0.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.60816,284.92,0.0,0.0,0.0,0.0,0.0,0,0.0,554.039,0.0,15.775,0.0,0.0,0.0,-0.117,72.33,0.0,0.0,39.46,659.865,0.0,0.0,-0.013,0.0,52.5938,20.3448,0.04,847.364,0.0,324.140014648,0.0,0.0,-0.6,0.0,12.5,0.0,0.0,0.0,0.0,829.312,-0.58,1037.1,364.0,0.59415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.42,68.432,0.0,,0.0,0.0,160.5,1.14245,0.0
