SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF
2023-02-12 00:00:00,0.65462,0.0,0.1,33.04,0.0,0.0,599.7,0.0,0.0,0.0,0.0,0.0,248.12,0.0,0.0,0.0,0.0,0.0,0,0.0,1121.57,0.0,18.2,0.0,0.0,0.0,-0.196,4.705,0.01,0.0,16.77,739.293,0.0,0.0,-0.041,0.0,43.5938,67.9608,0.0,832.883,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1263.51,109.674,1314.1,200.125,0.0,0.0,0.0,0.0,159.45,0.0,0.0,0.0,120.01,20.276,0.0,,0.0
2023-02-12 00:05:00,0.65462,0.0,0.1,33.04,0.0,0.0,596.9,0.0,0.0,0.0,0.0,0.0,256.8,0.0,0.0,0.0,0.0,0.0,0,0.0,1039.32,0.0,17.3,0.0,0.0,0.0,-0.196,4.7875,0.01,0.0,16.0,739.293,0.0,0.0,-0.041,0.0,42.9375,71.5244,0.0,829.984,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1193.32,108.279,1318.7,198.813,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,119.91,18.667,0.0,,0.0
2023-02-12 00:10:00,0.65462,0.0,0.1,33.04,0.0,0.0,595.6,0.0,0.0,0.0,0.0,0.0,263.02,0.0,0.0,0.0,0.0,0.0,0,0.0,973.875,0.0,17.5,0.0,0.0,0.0,-0.196,4.5475,0.01,0.0,14.29,742.7,0.0,0.0,-0.041,0.0,42.9,68.223,0.0,831.952,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1121.24,142.571,1316.1,198.625,0.0,0.0,0.0,0.0,159.49,0.0,0.0,0.0,119.3,18.972,0.0,,0.0
2023-02-12 00:15:00,0.65462,0.0,0.1,33.04,0.0,0.0,599.5,0.0,0.0,0.0,0.0,0.0,256.87,0.0,0.0,0.0,0.0,0.0,0,0.0,960.575,0.0,17.1,0.0,0.0,0.0,-0.196,4.68,0.01,0.0,12.88,743.909,0.0,0.0,-0.041,0.0,43.0312,71.426,0.0,834.089,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1058.26,142.571,1321.5,199.938,0.0,0.0,0.0,0.0,160.27,0.0,0.0,0.0,120.56,19.615,0.0,,0.0
2023-02-12 00:20:00,0.65462,0.0,0.1,33.04,0.0,0.0,594.1,0.0,0.0,0.0,0.0,0.0,256.97,0.0,0.0,0.0,0.0,0.0,0,0.0,951.825,0.0,12.9,0.0,0.0,0.0,-0.196,4.585,0.01,0.0,13.24,740.72,0.0,0.0,-0.041,0.0,45.4875,64.9216,0.0,830.228,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1031.12,151.144,1313.3,198.625,0.0,0.0,0.0,0.0,157.99,0.0,0.0,0.0,119.2,20.089,0.0,,0.0
2023-02-12 00:25:00,0.65462,0.0,0.1,33.04,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,258.02,0.0,0.0,0.0,0.0,0.0,0,0.0,951.825,0.0,12.1,0.0,0.0,0.0,-0.196,4.7725,0.01,0.0,12.66,737.967,0.0,0.0,-0.041,0.0,45.675,67.0044,0.0,834.897,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1025.91,109.076,1313.6,198.625,0.0,0.0,0.0,0.0,159.41,0.0,0.0,0.0,120.01,18.435,0.0,,0.0
2023-02-12 00:30:00,0.65462,0.0,0.1,33.04,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,255.84,0.0,0.0,0.0,0.0,0.0,0,0.0,952.875,0.0,14.0,0.0,0.0,0.0,-0.196,4.765,0.01,0.0,11.62,743.472,0.0,0.0,-0.041,0.0,45.9187,56.7009,0.0,835.035,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,1015.13,107.88,1310.9,199.0,0.0,0.0,0.0,0.0,160.1,0.0,0.0,0.0,120.61,19.539,0.0,,0.0
2023-02-12 00:35:00,0.65462,0.0,0.1,33.04,0.0,0.0,594.4,0.0,0.0,0.0,0.0,0.0,261.16,0.0,0.0,0.0,0.0,0.0,0,0.0,950.775,0.0,14.7,0.0,0.0,0.0,-0.196,4.4,0.01,0.0,9.6,738.42,0.0,0.0,-0.041,0.0,45.375,58.0075,0.0,834.928,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,989.624,104.889,1308.7,198.625,0.0,0.0,0.0,0.0,158.63,0.0,0.0,0.0,120.31,14.904,0.0,,0.0
2023-02-12 00:40:00,0.65462,0.0,0.1,33.04,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,272.68,0.0,0.0,0.0,0.0,0.0,0,0.0,951.825,0.0,14.8,0.0,0.0,0.0,-0.196,4.55,0.01,0.0,8.93,743.808,0.0,0.0,-0.041,0.0,45.1125,56.4285,0.0,834.699,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,996.443,111.469,1311.1,198.625,0.0,0.0,0.0,0.0,160.91,0.0,0.0,0.0,118.34,15.33,0.0,,0.0
2023-02-12 00:45:00,0.65462,0.0,0.1,33.04,0.0,0.0,598.5,0.0,0.0,0.0,0.0,0.0,277.46,0.0,0.0,0.0,0.0,0.0,0,0.0,949.725,0.0,14.9,0.0,0.0,0.0,-0.196,5.125,0.01,0.0,7.81,742.6,0.0,0.0,-0.041,0.0,49.35,59.5989,0.0,833.555,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,995.135,104.491,1308.3,200.125,0.0,0.0,0.0,0.0,160.04,0.0,0.0,0.0,120.61,16.272,0.0,,0.0
2023-02-12 00:50:00,0.65462,0.0,0.1,33.04,0.0,0.0,598.2,0.0,0.0,0.0,0.0,0.0,286.74,0.0,0.0,0.0,0.0,0.0,0,0.0,949.725,0.0,14.9,0.0,0.0,0.0,-0.196,4.9975,0.01,0.0,7.53,743.254,0.0,0.0,-0.041,0.0,46.4625,59.7483,0.0,833.89,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,997.494,104.889,1309.2,200.125,0.0,0.0,0.0,0.0,160.46,0.0,0.0,0.0,118.64,17.596,0.0,,0.0
