SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF
2023-04-23 00:00:00,0.0,0.0,0.0,-0.1,0.0,13.2,0.0,0.0,0.0,0.0,19.2,21.3944,0.0,0,0.0,73.34,60.21,99.4,77.0,94.4,0.0,0.0,0.0,0.03,0.0,22.1,16.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,11.0,0.0,126.4,138.149993896,350.052,0.0,4.1,0.0,0.0,0.0,18.0,39.5,42.8218,0.0,0.0,15.0956,0.0,0.0,47.7,56.4,15.48,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:05:00,0.003,0.0,0.0,-0.1,0.0,12.7,0.0,0.001,0.0,0.0,19.1,21.5385,0.0,0,0.0,73.24,60.4,99.5,77.8,98.2,0.0,0.0,0.0,0.03,0.0,22.24,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.0,0.0,125.6,121.529998779,346.697,0.0,5.19,0.0,0.0,0.0,20.3,38.2,42.7943,0.0,0.0,13.2961,0.0,0.0,50.6,60.2,12.13,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:10:00,0.003,0.0,0.0,0.0,0.0,13.6,0.0,0.001,0.0,0.0,19.8,23.6995,0.0,0,0.0,72.6,59.08,99.2,77.5,101.4,0.0,0.0,0.0,0.03,0.0,22.28,17.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.0,0.0,127.3,120.680000305,350.052,0.0,5.6,0.0,0.0,0.0,21.7,37.5406,42.5226,0.0,0.0,14.5957,0.0,0.0,49.8,65.3,10.82,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:15:00,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.001,0.0,20.1,24.5639,0.0,0,0.0,73.45,61.05,99.2,75.8,102.1,0.0,0.0,0.0,0.03,0.0,23.18,17.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.0,0.0,127.8,133.369995117,348.039,0.0,7.29,0.0,0.0,0.0,22.1,33.9,40.9201,0.0,0.0,15.4955,0.0,0.0,49.5,68.6,10.83,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:20:00,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.001,0.0,19.8,26.5809,0.0,0,0.0,72.67,60.13,99.4,74.8,103.3,0.0,0.0,0.0,0.03,0.0,24.03,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.9,0.0,126.0,103.879997253,345.355,0.0,7.43,0.0,0.0,0.0,22.6,31.3,44.5863,0.0,0.0,17.095,0.0,0.0,48.8,69.6,12.81,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:25:00,0.001,0.0,0.0,-0.1,0.0,14.5,0.0,0.0,0.0,0.0,20.6,29.7505,0.0,0,0.0,72.93,61.07,99.4,73.7,101.7,0.0,0.0,0.0,0.03,0.15,23.01,19.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.9,0.0,128.4,85.5699996948,355.421,0.0,7.45,0.0,0.0,0.0,22.9,32.0,45.5537,0.0,0.0,17.4949,0.0,0.0,51.6,65.9,12.19,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:30:00,0.001,0.0,0.0,-0.2,0.0,16.3,0.0,0.0,0.0,0.0,22.8,33.2802,0.0,0,0.0,75.89,61.64,99.3,73.6,99.1,0.0,0.0,0.0,0.03,0.0,24.11,19.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.4,0.0,128.1,99.9599990845,348.71,0.0,9.2,0.0,0.0,0.0,26.1,32.7,47.8999,0.0,0.0,16.7951,0.0,0.0,54.6,65.6,12.34,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:35:00,0.0,0.0,0.0,-0.2,0.0,15.4,0.0,0.0,0.0,0.0,25.8,35.8014,0.0,0,0.0,77.41,60.82,99.2,73.1,98.7,0.0,0.0,0.0,0.03,0.0,23.13,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,11.0,0.0,128.3,61.5600013733,351.395,0.0,10.29,0.0,0.0,0.0,30.4,36.7,48.0907,0.0,0.0,16.4952,0.0,0.0,54.4,64.7,11.98,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:40:00,0.0,0.0,0.0,-0.2,0.0,15.1,0.0,0.0,0.0,0.0,26.3,37.6023,0.0,0,0.0,77.67,61.26,99.4,73.5,96.9,0.0,0.0,0.0,0.03,0.0,21.75,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,12.0,0.0,128.1,44.5499992371,347.368,0.0,9.51,0.0,0.0,0.0,31.9,43.3,48.6594,0.0,0.0,15.4955,0.0,0.0,51.6,64.8,10.04,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:45:00,0.0,0.0,0.0,-0.2,0.0,13.8,0.0,0.0,0.0,0.0,26.5,38.3226,0.0,0,0.0,77.09,60.83,99.4,73.6,96.3,0.0,0.0,0.0,0.03,0.0,20.42,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,11.0,0.0,128.3,67.7699966431,348.039,0.0,9.78,0.0,0.0,0.0,33.8,41.1,49.2267,0.0,0.0,16.1953,0.0,0.0,58.0,64.4,9.55,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:50:00,0.0,0.0,0.0,-0.2,0.0,12.2,0.0,0.0,0.0,0.0,26.5,36.8819,0.0,0,0.0,78.4,58.1,99.3,72.4,94.2,4.6,0.0,0.0,0.03,0.15,20.06,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87887,10.0,0.0,127.8,73.1999969482,357.435,0.0,7.37,0.0,0.0,0.0,34.6,38.4,51.1451,0.0,0.0,16.2952,0.0,0.0,59.3,64.7,10.35,0.0,0.0,0.0,0.0,0.0
2023-04-23 00:55:00,0.0,0.0,0.0,-0.2,0.0,12.8,0.0,0.0,0.0,0.0,27.2,37.9624,0.0,0,0.0,79.91,61.02,99.4,74.7,98.0,0.7,0.001,0.0,0.03,0.0,20.09,17.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5148,9.6,0.0,127.6,60.4399986267,353.408,0.0,11.09,0.0,0.0,0.0,35.4,36.8,50.3523,0.0,0.0,17.6948,0.0,0.0,59.3,65.0,10.36,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:00:00,0.0,0.0,0.0,-0.2,0.0,11.6,0.0,0.0,0.0,0.0,28.2,40.6277,0.0,0,0.0,80.75,62.4,99.2,71.0,93.7,0.0,0.0,0.0,0.03,0.0,21.75,16.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9551,9.1,0.0,127.5,38.0,325.893,0.0,18.52,0.0,0.0,0.0,36.3,37.9,53.331,0.0,0.0,16.8951,0.0,0.0,59.0,64.0,8.66,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:05:00,0.0,0.0,0.0,-0.1,0.0,11.9,0.0,0.0,0.001,0.0,28.9,41.204,0.0,0,0.0,80.29,61.54,99.5,69.0,89.8,1.9,0.0,0.0,0.03,0.0,20.36,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2158,8.6,0.0,127.0,72.9899978638,299.72,0.0,30.18,0.0,0.0,0.0,37.1,39.9,56.0914,0.0,0.0,16.3952,0.0,0.0,62.3,67.1,7.9,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:10:00,0.0,0.0,0.0,-0.1,0.0,11.9,0.0,0.0,0.001,0.0,26.8,41.7083,0.0,0,0.0,79.46,63.3,99.5,66.9,93.6,0.0,0.0,0.0,0.03,0.0,19.51,15.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.173,8.6,0.0,126.6,56.7099990845,260.796,0.0,33.45,0.0,0.0,0.0,38.2,39.7,57.9168,0.0,0.0,16.5952,0.0,0.0,68.0,67.8,8.48,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:15:00,0.001,0.0,0.0,-0.1,0.0,10.8,0.0,0.0,0.001,0.0,26.6,42.2845,0.0,0,0.0,81.03,63.08,99.5,68.0,92.7,0.0,0.0,0.0,0.02,0.0,18.17,14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7842,8.6,0.0,125.8,79.8000030518,215.832,0.0,38.02,0.0,0.0,0.0,39.9,39.6617,60.9356,0.0,0.0,15.8954,0.0,0.0,74.8,67.9,9.87,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:20:00,0.001,0.0,0.0,-0.1,0.0,10.9,0.0,0.0,0.001,0.0,27.0,43.149,0.0,0,0.0,81.48,64.0,99.4,67.1,90.3,3.7,0.0,0.0,0.03,0.0,15.99,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0275,10.0,0.0,126.1,82.6500015259,180.934,0.0,35.92,0.0,0.0,0.0,42.0,40.3,65.4268,0.0,0.0,14.6957,0.0,0.0,77.3,64.4,10.11,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:25:00,0.002,0.0,0.0,-0.1,0.0,10.3,0.0,0.001,0.001,0.0,28.4,43.5812,0.03815,0,0.0,82.9,63.71,99.5,65.8,92.3,0.0,0.0,0.0,0.02,0.0,13.83,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9421,10.0,0.0,127.6,118.150001526,172.881,0.0,38.0,0.0,0.0,0.0,40.2,42.1,71.6579,0.0,0.0,13.3961,0.0,0.0,76.6,63.4,10.23,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:30:00,0.002,0.0,0.0,-0.1,0.0,10.4,0.0,0.001,0.001,0.0,29.6,43.0049,0.0,0,0.0,82.27,66.19,99.4,64.4,93.1,0.0,0.0,0.0,0.03,0.0,12.9,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8994,9.1,0.0,127.9,80.3600006104,173.552,0.0,27.89,0.0,0.0,0.0,44.1,42.7,73.1513,0.0,0.0,14.8957,0.0,0.0,74.4,59.5,11.01,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:35:00,0.0,0.0,0.0,-0.1,0.0,10.3,0.0,0.0,0.0,0.0,33.5,44.2295,0.0,0,0.0,82.64,63.9,99.4,67.9,91.7,0.0,0.031,0.0,0.03,0.0,13.02,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0579,9.6,0.0,127.6,83.5800018311,167.512,0.0,25.67,0.0,0.0,0.0,45.1,44.5,75.8932,0.0,0.0,15.0956,0.0,0.0,72.8,58.6,10.7,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:40:00,0.0,0.0,0.0,-0.1,0.0,9.3,0.0,0.0,0.0,0.0,34.6,45.8143,0.0,0,0.0,82.08,66.09,99.3,68.8,88.7,0.0,0.031,0.0,0.03,0.0,13.58,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.827,10.5,0.0,127.4,49.1100006104,168.183,0.0,22.43,0.0,0.0,0.0,49.5,46.1,75.5922,0.0,0.0,15.7954,0.0,0.0,79.0,56.0,10.94,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:45:00,0.0,0.0,0.0,-0.1,0.0,9.1,0.0,0.0,0.0,0.0,34.8,45.0219,0.0,0,0.0,82.39,63.77,99.5,74.1,90.4,5.1,0.0,0.0,0.02,0.0,14.02,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1303,11.5,0.0,127.5,37.9700012207,172.21,0.0,23.72,0.0,0.0,0.0,48.7,47.5,78.9203,0.0,0.0,15.6954,0.0,0.0,81.2,56.6,9.19,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:50:00,0.0,0.0,0.0,-0.1,0.0,7.7,0.0,0.0,0.0,0.0,34.1,44.5897,0.01373,0,0.0,81.85,64.14,99.5,76.7,91.7,0.0,0.0,0.0,0.03,0.0,14.75,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.173,12.0,0.0,127.7,35.8300018311,171.539,0.0,31.86,0.0,0.0,0.0,47.4,45.9,77.9929,0.0,0.0,17.195,0.0,0.0,78.5,56.4,9.47,0.0,0.0,0.0,0.0,0.0
2023-04-23 01:55:00,0.0,0.0,0.0,-0.1,0.0,7.8,0.0,0.0,0.0,0.0,34.7,44.9498,0.0,0,0.0,80.45,63.75,99.4,75.3,87.8,0.0,0.0,0.0,0.03,0.0,14.64,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.173,11.0,0.0,127.6,5.30999994278,173.552,0.0,34.24,0.0,0.0,0.0,47.2,47.3,75.7328,0.0,0.0,15.3955,0.0,0.0,80.8,59.0,10.18,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:00:00,0.0,0.0,0.0,-0.1,0.0,7.9,0.0,0.0,0.0,0.0,36.0,45.8863,0.0,0,0.0,80.24,63.85,99.4,75.4,87.1,0.0,0.0,0.0,0.02,0.0,16.94,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2585,10.0,0.0,127.7,15.8599996567,168.854,0.0,35.84,0.0,0.0,0.0,44.307,46.1,77.5893,0.0,0.0,15.3955,0.0,0.0,80.5,54.2,10.51,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:05:00,0.0,0.0,0.0,-0.1,0.0,9.0,0.0,0.0,0.001,0.0,34.3,47.0389,0.0,0,0.0,79.84,64.08,99.4,78.9,87.9,0.0,0.0,0.0,0.03,0.0,21.08,19.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3012,9.6,0.0,127.2,0.0,170.868,0.0,38.04,0.0,0.0,0.0,43.0,44.7,77.9578,0.0,0.0,15.1956,0.0,0.0,84.4,48.6,9.97,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:10:00,0.0,0.0,0.0,-0.1,0.0,8.0,0.0,0.0,0.001,0.0,33.3,47.7592,0.01068,0,0.0,78.66,63.26,99.4,80.7,88.9,14.5,0.0,0.0,0.03,0.0,24.77,20.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1557,8.6,0.0,126.8,0.0,173.552,0.0,39.2,0.0,0.0,0.0,40.9,45.0088,78.7567,0.0,0.0,15.8954,0.0,0.0,84.7,42.6,9.09,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:15:00,0.002,0.0,0.0,-0.1,0.0,7.0,0.0,0.001,0.0,0.0,31.7,49.344,0.0,0,0.0,79.41,63.31,99.4,84.6,90.4,3.6,0.042,0.0,0.03,0.0,25.51,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5576,7.2,0.0,126.3,0.0,172.21,0.0,47.59,0.0,0.0,0.0,37.6,44.4,78.5912,0.0,0.0,16.2952,0.0,0.0,79.7,41.2,8.48,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:20:00,0.002,0.0,0.0,-0.1,0.0,7.1,0.0,0.001,0.0,0.0,30.8,50.2804,0.0,0,0.0,78.81,63.1,99.4,85.5,86.3,0.0,0.001,0.0,0.03,0.0,25.03,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9724,6.7,0.0,125.2,0.0,168.183,0.0,43.3,0.0,0.0,0.0,36.6,47.0,76.8191,0.0,0.0,15.8954,0.0,0.0,78.0,40.9,8.92,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:25:00,0.001,0.0,0.0,-0.1,0.0,7.1,0.0,0.0,0.0,0.0,32.7,50.1364,0.0,0,0.0,78.36,63.3,99.3,90.1,88.8,0.3,0.001,0.0,0.03,0.0,26.14,19.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6133,5.7,0.0,125.5,0.0,170.868,0.0,48.05,0.0,0.0,0.0,36.4,47.4,74.6522,0.0,0.0,14.8957,0.0,0.0,83.7,45.6,8.93,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:30:00,0.001,0.0,0.0,-0.1,0.0,6.9,0.0,0.0,0.0,0.0,36.1,50.1364,0.0,0,0.0,77.06,62.9,99.2,90.7,90.8,0.6,0.001,0.0,0.03,0.0,24.01,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.173,5.2,0.0,125.7,0.0,170.197,0.0,45.46,0.0,0.0,0.0,35.1,45.2,70.5664,0.0,0.0,16.0953,0.0,0.0,83.3,42.9,9.48,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:35:00,0.0,0.0,0.0,-0.1,0.0,6.7,0.0,0.0,0.0,0.0,37.0,49.8482,0.0,0,0.0,76.1,61.44,99.3,92.0,96.3,0.0,0.0,0.0,0.03,0.0,25.75,23.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3012,4.8,0.0,126.1,0.0,170.868,0.0,47.68,0.0,0.0,0.0,37.4,42.1,69.1904,0.0,0.0,14.4958,0.0,0.0,80.4,42.9,7.64,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:40:00,0.0,0.0,0.0,-0.1,0.0,5.2,0.0,0.0,0.0,0.0,38.1,50.6406,0.0,0,0.0,76.7,62.61,99.4,93.8,97.8,0.0,0.0,0.0,0.03,0.0,28.64,27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5279,5.2,0.0,126.2,0.0,170.868,0.0,52.99,0.0,0.0,0.0,38.2,40.4,66.6803,0.0,0.0,15.4955,0.0,0.0,81.8,45.5,6.04,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:45:00,0.001,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.001,0.0,38.1,51.0008,0.0,0,0.0,77.33,61.45,99.4,92.1,97.7,0.0,0.0,0.0,0.03,0.0,30.5,30.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.173,6.7,0.0,126.2,0.0,170.868,0.0,53.65,0.0,0.0,0.0,37.7283,39.4184,67.6171,0.0,0.0,13.796,0.0,0.0,85.6,44.4,5.24,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:50:00,0.001,0.0,0.0,-0.1,0.0,5.7,0.0,0.0,0.001,0.0,35.3,51.6491,0.0,0,0.0,78.0,60.23,99.0,92.8,100.2,0.1,0.0,0.0,0.02,0.0,33.54,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6003,7.6,0.0,124.4,0.0,172.21,0.0,56.21,0.0,0.0,0.0,35.8,36.6,68.2063,0.0,0.0,13.896,0.0,0.0,86.4,46.0,6.45,0.0,0.0,0.0,0.0,0.0
2023-04-23 02:55:00,0.001,0.0,0.0,-0.1,0.0,6.7,0.0,0.001,0.0,0.0,33.1,51.6491,0.07172,0,0.0,78.37,59.61,99.4,94.3,95.0,0.0,0.001,0.0,0.04,0.0,32.37,31.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2158,7.6,0.0,126.5,0.0,172.21,0.0,47.68,0.0,0.0,0.0,35.2,36.3,67.597,0.0,0.0,13.4961,0.0,0.0,88.0,43.8,7.0,0.0,0.0,0.0,0.0,0.0
