SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF
2022-07-03 00:00:00,0.0,133.5,0.0,0.0,0.615,24.8625,0.0,168.44,23.3,53.09,13.46,0.0,60.7805,0.0,0.0,0,4.1,62.05,0.0,17.74,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28.9,0.0,1662,1159.02,16.9996,0.02,1.455,37.18,285,0,4.77615,4.0,3.3,124.54,168.240005493,0.0,0.0,6.7,21.9,0,9.81,208.48,0.9,0.0,149.816,0.0,0.0,11.0,958.139,3.0,0.0,37.85,1.6
2022-07-03 00:05:00,0.0,124.6,0.0,0.0,0.0,23.3563,0.0,167.75,22.6,53.08,13.43,0.0,58.5871,0.0,0.0,0,4.1,60.43,0.0,15.3,0.73771,0.0,0.0,0,0.0,0,0.0,0.0,28.8,0.0,1686,1169.55,20.5995,0.02,1.68,38.93,234,0,4.60524,3.3,0.0,127.9,232.089996338,0.0,0.0,7.7,19.5,0,11.98,199.56,37.8,0.0,147.374,0.0,0.0,11.2,973.211,2.7,0.0,40.12,1.7
2022-07-03 00:10:00,0.0,129.2,0.0,0.0,0.0,24.15,0.0,181.07,24.0,52.91,13.34,0.0,56.8853,0.0,0.0,0,4.1,56.66,0.0,13.57,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28.7,0.0,1670,1162.41,21.6995,0.02,1.785,43.65,224,0,2.98318,3.7,0.0,126.05,227.88999939,0.0,0.0,8.9,19.6,0,11.08,196.95,12.3,0.0,145.025,0.0,0.0,11.0,979.665,3.8,0.0,43.74,1.5
2022-07-03 00:15:00,0.0,118.9,0.0,0.0,0.0,22.3313,0.0,177.39,22.5,52.86,13.31,0.0,58.028,0.0,0.0,0,4.1,58.96,0.0,11.63,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.5,0.0,1669,1161.65,22.2995,0.02,1.68,44.84,224,0,1.6541,3.5,0.0,138.78,141.509994507,0.0,0.0,6.7,22.3,0,8.29,192.49,7.8,0.0,143.337,0.0,0.0,11.0,971.08,3.9,0.0,41.54,1.9
2022-07-03 00:20:00,0.0,111.4,0.0,0.0,0.0,21.0562,0.0,174.35,21.4,52.57,13.29,0.0,58.581,0.0,0.0,0,4.1,64.43,0.0,9.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.7,0.0,1674,1164.66,19.7995,0.02,1.59,43.71,224,0,1.23447,4.4,0.0,160.18,191.970001221,0.0,0.0,6.8,18.2,0,7.09,188.4,6.4,0.0,146.439,0.0,0.0,11.0,968.698,3.6,0.0,35.43,1.6
2022-07-03 00:25:00,0.0,113.8,0.0,0.0,0.0,21.3687,0.0,176.71,23.2,52.86,13.31,0.0,57.7823,0.0,0.0,0,4.1,69.65,0.0,8.1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.1,0.0,1679,1166.16,16.5996,0.02,1.59,41.1,225,0,0.12665,5.3,0.0,145.5,194.75,0.0,0.0,5.5,16.0,0,6.64,186.33,10.7,0.0,149.501,0.0,0.0,11.1,969.418,3.2,0.0,37.47,1.7
2022-07-03 00:30:00,0.0,123.2,0.0,0.0,0.0,19.8813,0.0,173.67,24.4,52.8,13.23,0.0,54.5649,0.0,0.0,0,4.1,66.82,0.0,9.04,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28.5,0.0,1661,1157.52,15.0997,0.02,1.275,42.37,222,0,0.63478,6.9,0.0,206.84,99.1699981689,0.0,0.0,5.0,16.9,0,7.95,190.52,0.0,0.0,146.29,0.0,0.0,11.0,966.503,1.8,0.0,36.44,1.9
2022-07-03 00:35:00,0.0,125.5,0.0,0.0,0.0,18.2812,0.0,176.92,24.6,52.6,12.64,0.0,54.3969,0.0,0.0,0,4.1,76.29,0.0,8.91,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.0,0.0,1664,1161.65,13.9997,0.02,1.275,45.04,223,0,1.26804,7.1,0.0,210.41,64.5,0.0,0.0,4.5,19.5,0,8.05,192.27,0.0,0.0,146.703,0.0,0.0,11.0,968.853,1.2,0.0,29.1,2.2
2022-07-03 00:40:00,0.0,140.7,0.0,0.0,0.0,16.7813,0.0,177.95,25.6,52.68,3.14,0.0,54.1942,0.0,0.0,0,4.1,81.57,0.0,10.04,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28.4,0.0,1665,1161.65,14.3997,0.02,1.26,40.93,223,0,2.23395,6.7,0.0,219.17,5.67999982834,0.0,0.0,5.0,21.6,0,7.53,190.89,0.0,0.0,144.966,0.0,0.0,11.0,968.228,1.2,0.0,33.93,2.5
2022-07-03 00:45:00,0.0,128.7,0.0,0.0,0.0,16.05,0.0,178.77,23.7,52.85,0.0,0.0,52.7278,0.0,0.0,0,4.1,87.53,0.0,10.68,0.0,0.0,0.0,0,0.0,0,0.0,0.0,28.8,0.0,1677,1163.16,8.4998,0.02,1.38,46.88,224,0,2.67495,7.7,0.0,223.75,0.0,0.0,0.0,3.8,28.1,0,7.17,185.6,7.4,0.0,147.266,0.0,0.0,11.1,965.437,1.7,0.0,34.68,2.1
