SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF
2023-02-19 00:00:00,0.18128,0.0,0.2,66.4,0.0,0.0,601.4,0.0,0.0,0.0,0.0,0.0,337.57,0.0,0.0,0.0,0.0,0.0,0,0.0,1208.9,0.0,15.6,0.0,0.0,0.0,-0.163,71.9375,0.01,0.0,24.76,343.985,0.0,0.0,-0.023,0.0,51.0188,41.6604,0.0,810.269,0.0,0.0,0.0,0.0,0.0,0.08121,12.3,0.0,0.0,0.0,0.0,1306.51,218.533,1326.0,200.125,0.0,0.0,0.0,0.0,160.44,0.0,0.0,0.0,129.25,16.211,0.0,,0.0
2023-02-19 00:05:00,0.18128,0.0,0.2,66.4,0.0,0.0,600.3,0.0,0.0,0.0,0.0,0.0,339.75,0.0,0.0,0.0,0.0,0.0,0,0.0,1211.88,0.0,15.3,0.0,0.0,0.0,-0.163,84.175,0.01,0.0,24.73,336.717,0.0,0.0,-0.023,0.0,51.225,38.0006,0.0,813.351,0.0,0.0,0.0,0.0,0.0,0.08121,12.3,0.0,0.0,0.0,0.0,1250.95,187.829,1324.0,200.125,0.0,0.0,0.0,0.0,158.69,0.0,0.0,0.0,129.8,14.972,0.0,,0.0
2023-02-19 00:10:00,0.18128,0.0,0.2,66.4,0.0,0.0,599.4,0.0,0.0,0.0,0.0,0.0,339.2,0.0,0.0,0.0,0.0,0.0,0,0.0,1206.28,0.0,15.4,0.0,0.0,0.0,-0.163,85.2475,0.01,0.0,24.7,333.209,0.0,0.0,-0.023,0.0,51.3938,34.8713,0.0,812.771,0.0,0.0,0.0,0.0,0.0,0.08121,12.3,0.0,0.0,0.0,0.0,1179.88,204.776,1319.4,198.813,0.0,0.0,0.0,0.0,158.76,0.0,0.0,0.0,129.2,16.413,0.0,,0.0
2023-02-19 00:15:00,0.18128,0.0,0.2,66.4,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,334.02,0.0,0.0,0.0,0.0,0.0,0,0.0,1207.67,0.0,15.8,0.0,0.0,0.0,-0.163,85.6925,0.01,0.0,24.77,324.732,0.0,0.0,-0.023,0.0,51.075,31.188,0.0,817.898,0.0,0.0,0.0,0.0,0.0,0.08121,12.3,0.0,0.0,0.0,0.0,1116.8,187.431,1325.6,200.125,65.3589,0.0,0.0,0.0,159.99,0.0,0.0,0.0,128.64,18.136,0.0,,0.0
2023-02-19 00:20:00,0.18128,0.0,0.2,66.4,0.0,0.0,597.3,0.0,0.0,0.0,0.0,0.0,336.43,0.0,0.0,0.0,0.0,0.0,0,0.0,1208.72,0.0,15.4,0.0,0.0,0.0,-0.163,85.7925,0.01,0.0,24.74,320.334,0.0,0.0,-0.023,0.0,51.2063,27.3807,0.0,823.834,0.0,0.0,0.0,0.0,0.0,0.08121,12.3,0.0,0.0,0.0,0.0,1086.22,186.234,1319.5,198.625,52.1663,0.0,0.0,0.0,158.94,0.0,0.0,0.0,130.56,17.189,0.0,,0.0
2023-02-19 00:25:00,0.18128,0.0,0.2,66.4,0.0,0.0,597.2,0.0,0.0,0.0,0.0,0.0,340.06,0.0,0.0,0.0,0.0,0.0,0,0.0,1202.78,0.0,15.6,0.0,0.0,0.0,-0.163,85.6275,0.01,0.0,24.74,322.651,0.0,0.0,-0.023,0.0,51.4125,28.7908,0.0,824.903,0.0,0.0,0.0,0.0,0.0,0.08121,10.8,0.0,0.0,0.0,0.0,1070.82,181.649,1320.3,199.375,0.0,0.0,0.0,0.0,159.37,0.0,0.0,0.0,130.21,18.768,0.0,,0.0
2023-02-19 00:30:00,0.18128,0.0,0.2,66.4,0.0,0.0,601.5,0.0,0.0,0.0,0.0,0.0,338.45,0.0,0.0,0.0,0.0,0.0,0,0.0,1202.78,0.0,15.4,0.0,0.0,0.0,-0.163,73.65,0.01,0.0,24.77,322.097,0.0,0.0,-0.023,0.0,51.2625,24.0,0.0,833.829,0.0,0.0,0.0,0.0,0.0,0.08121,13.1,0.0,0.0,0.0,0.0,1065.16,160.116,1325.8,201.438,35.5382,0.0,0.0,0.0,161.94,0.0,0.0,0.0,130.41,15.37,0.0,,0.0
2023-02-19 00:35:00,0.18128,0.0,0.2,66.4,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,332.67,0.0,0.0,0.0,0.0,0.0,0,0.0,1209.95,0.0,15.8,0.0,0.0,0.0,-0.163,83.8825,0.01,0.0,24.8,322.97,0.0,0.0,-0.023,0.0,51.5813,21.0,0.0,832.135,0.0,0.0,0.0,0.0,0.0,0.08121,11.5,0.0,0.0,0.0,0.0,1052.1,185.038,1322.7,200.125,0.0,0.0,0.0,0.0,159.88,0.0,0.0,0.0,130.71,13.394,0.0,,0.0
2023-02-19 00:40:00,0.18128,0.0,0.2,66.4,0.0,0.0,596.1,0.0,0.0,0.0,0.0,0.0,334.48,0.0,0.0,0.0,0.0,0.0,0,0.0,1203.82,0.0,15.9,0.0,0.0,0.0,-0.163,83.68,0.01,0.0,24.69,321.325,0.0,0.0,-0.023,0.0,51.375,24.2022,0.0,835.645,0.0,0.0,0.0,0.0,0.0,0.08121,11.5,0.0,0.0,0.0,0.0,1037.49,181.649,1316.6,197.875,0.0,0.0,0.0,0.0,158.71,0.0,0.0,0.0,128.79,16.149,0.0,,0.0
2023-02-19 00:45:00,0.18128,0.0,0.2,66.4,0.0,0.0,600.4,0.0,0.0,0.0,0.0,0.0,333.56,0.0,0.0,0.0,0.0,0.0,0,0.0,1207.32,0.0,15.3,0.0,0.0,0.0,-0.163,74.1125,0.01,0.0,24.67,322.651,0.0,0.0,-0.023,0.0,51.3188,25.9799,0.0,833.6,0.0,0.0,0.0,0.0,0.0,0.08121,11.5,0.0,0.0,0.0,0.0,1043.96,144.166,1325.0,200.5,0.0,0.0,0.0,0.0,159.56,0.0,0.0,0.0,129.7,14.028,0.0,,0.0
