SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF,HUNTER
2025-04-07 00:00:00,24.9982,1366.23,0.0,0.0,87.88,13.2816,0.0,0.0,67.3721,0.0,0.0,58.8373,131.421,55.2985,0.0,12.05,0.0,0,2478.11,0.0,0.0,0.0,0.0,0.001526,86.0837,0.0,45.3928,22.7499,0.0,0.0,22.4641,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.75,0.0,0.0,0.00153,0.0,32.4971,0.0,0.0,0.14381,0.0,0.0,0.0,0.0,120.901,0.0,0.0,430.0,34.862,0.0,893.948,0.0,,0.0,30.3095,0.0,54.0212,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.09,17.6,34.1073,0.0,19.17,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:05:00,22.5984,1365.26,0.0,0.0,88.55,10.7927,0.0,0.0,53.6063,0.0,0.0,78.1628,122.122,54.3957,0.0,14.5,0.0,0,2411.44,0.0,0.0,0.0,0.0,0.001526,87.7337,0.0,46.1799,21.3145,0.0,0.0,22.8148,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.109985352,0.0,0.0,0.00153,0.0,31.5175,0.0,0.0,0.15386,0.0,0.0,0.0,0.0,132.228,0.0,0.0,436.0,36.4111,0.0,915.018,0.0,,0.0,30.6523,0.0,55.7693,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.11,17.93,35.485,0.0,19.14,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:10:00,22.5935,1369.28,0.0,0.0,78.58,10.4138,0.0,0.0,50.9852,0.0,0.0,84.7013,111.469,52.4974,0.0,15.2,0.0,0,2355.97,0.0,0.0,0.0,0.0,0.001526,88.5036,0.0,46.2307,21.4042,0.0,0.0,23.1378,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.91998291,0.0,0.0,0.00153,0.0,33.8979,0.0,0.0,0.17395,0.0,0.0,0.0,0.0,131.712,0.0,0.0,432.0,37.9931,0.0,939.872,0.0,,0.0,28.9296,0.0,59.0079,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.1,16.41,37.9685,0.0,19.14,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:15:00,20.4948,1365.69,0.0,0.0,86.02,8.77902,0.0,0.0,61.1416,0.0,0.0,71.8944,93.7698,47.497,0.0,16.37,0.0,0,2353.72,0.0,0.0,0.0,0.0,0.001526,90.3836,0.0,39.4068,23.66,0.0,0.0,22.7563,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.070007324,0.0,0.0,0.00153,0.0,33.6141,0.0,0.0,0.12371,0.0,0.0,0.0,0.0,131.118,0.0,0.0,429.0,37.5024,0.0,937.309,0.0,,0.0,24.6317,0.0,57.4978,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.11,15.8,38.458,0.0,19.2,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:20:00,21.9987,1370.53,0.0,0.0,87.28,10.7006,0.0,0.0,58.329,0.0,0.0,61.8097,77.329,44.3994,0.0,14.06,0.0,0,2357.02,0.0,0.0,0.0,0.0,0.001526,100.483,0.0,34.8555,23.6822,0.0,0.0,22.8148,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.450012207,0.0,0.0,0.00153,0.0,34.7952,0.0,0.0,0.14381,0.0,0.0,0.0,0.0,132.799,0.0,0.0,432.0,39.4726,0.0,935.942,0.0,,0.0,19.033,0.0,53.3217,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.11,15.22,39.8719,0.0,19.16,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:25:00,18.2973,1367.87,0.0,0.0,90.7,12.5719,0.0,0.0,41.7467,0.0,0.0,48.0217,66.7299,39.399,0.0,10.9,0.0,0,2360.88,0.0,0.0,0.0,0.0,0.001526,106.043,0.0,38.5245,25.4985,0.0,0.0,22.6979,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.719970703,0.0,0.0,0.00153,0.0,37.1572,0.0,0.0,0.15386,0.0,0.0,0.0,0.0,137.908,0.0,0.0,434.0,42.1534,0.0,935.429,0.0,,0.0,15.9304,0.0,51.0378,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.1,17.33,43.1349,0.0,19.22,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:30:00,16.1981,1369.85,0.0,0.0,85.05,10.4117,0.0,0.0,32.5708,0.0,0.0,33.3623,55.9429,34.996,0.0,8.49,0.0,0,2360.95,0.0,0.0,0.0,0.0,0.001526,105.733,0.0,41.3048,25.9277,0.0,0.0,22.9317,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.91998291,0.0,0.0,0.00153,0.0,33.9437,0.0,0.0,0.14381,0.0,0.0,0.0,0.0,139.622,0.0,0.0,433.0,43.9625,0.0,937.04,0.0,,0.0,17.1521,0.0,50.7192,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.09,19.68,44.1682,0.0,19.19,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:35:00,15.9935,1368.38,0.0,0.0,89.8,8.86065,0.0,0.0,21.8246,0.0,0.0,22.6413,47.5583,31.6993,0.0,6.66,0.0,0,2288.54,0.0,0.0,0.0,0.0,0.001526,107.823,0.0,42.8219,24.6574,0.0,0.0,22.9317,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.219970703,0.0,0.0,0.00153,0.0,31.5816,0.0,0.0,0.15386,0.0,0.0,0.0,0.0,143.423,0.0,0.0,431.0,46.3831,0.0,935.673,0.0,,0.0,9.41762,0.0,51.5151,,0.0,0.0,0.0,,,,0.0,,14.5758,-0.11,21.37,49.0808,0.0,19.15,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:40:00,15.9961,1367.67,0.0,0.0,93.68,8.64296,0.0,0.0,12.3225,0.0,0.0,15.5398,40.7122,30.0974,0.0,6.69,0.0,0,2236.0,0.0,0.0,0.0,0.0,0.001526,109.503,0.0,42.4601,25.4104,0.0,0.0,22.7256,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.320007324,0.0,0.0,0.00153,0.0,29.9794,0.0,0.0,0.14381,0.0,0.0,0.0,0.0,139.776,0.0,0.0,434.0,45.4456,0.0,936.601,0.0,,0.0,5.91073,0.0,45.4579,,0.0,0.0,0.0,,,,0.0,,14.633,-0.11,21.97,52.0537,0.0,27.34,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:45:00,16.8962,1370.31,0.0,0.0,94.3,9.41117,0.0,0.0,13.0412,0.0,0.0,13.138,37.215,27.699,0.0,7.52,0.0,0,2248.74,0.0,0.0,0.0,0.0,0.001526,106.733,0.0,41.4889,25.7889,0.0,0.0,22.8425,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.400024414,0.0,0.0,0.00153,0.0,29.4209,0.0,0.0,0.13376,0.0,0.0,0.0,0.0,138.172,0.0,0.0,438.0,36.8359,0.0,910.038,0.0,,0.0,6.44688,0.0,45.1722,,0.0,0.0,0.0,,,,0.0,,14.633,-0.1,17.32,54.646,0.0,27.49,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:50:00,15.6957,1368.26,0.0,0.0,96.47,9.64143,0.0,0.0,22.4769,0.0,0.0,15.1202,31.177,25.9998,0.0,9.67,0.0,0,2234.75,0.0,0.0,0.0,0.0,0.001526,101.293,0.0,38.296,24.2884,0.0,0.0,22.7256,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.090026855,0.0,0.0,0.00153,0.0,28.5145,0.0,0.0,0.14381,0.0,0.0,0.0,0.0,135.93,0.0,0.0,434.0,31.4305,0.0,928.007,0.0,,0.0,9.47036,0.0,47.2377,,0.0,0.0,0.0,,,,0.0,,14.633,-0.09,13.21,56.2775,0.0,27.59,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 00:55:00,15.5957,1364.67,0.0,0.0,99.55,8.25152,0.0,0.0,14.5491,0.0,0.0,20.0763,25.4361,24.2961,0.0,10.63,0.0,0,2231.16,0.0,0.0,0.0,0.0,0.001526,96.3535,0.0,34.6841,23.7489,0.0,0.0,22.784,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.890014648,0.0,0.0,0.00153,0.0,30.2358,0.0,0.0,0.184,0.0,0.0,0.0,0.0,132.854,0.0,0.0,430.0,33.4191,0.0,937.016,0.0,,0.0,8.52113,0.0,43.9881,,0.0,0.0,0.0,,,,0.0,,14.633,-0.12,10.71,58.7066,0.0,27.6,,0.0,0.0,0.00916,0.0,0.0
2025-04-07 01:00:00,16.6974,1369.7,0.0,0.0,98.85,9.63096,0.0,0.0,9.63491,0.0,0.0,28.2948,21.4062,25.7962,0.0,10.15,0.0,0,2242.56,0.0,0.0,0.0,0.0,0.001526,90.7136,0.0,30.4819,24.6455,0.0,0.0,22.9317,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.83001709,0.0,0.0,0.00153,0.0,25.0904,0.0,0.0,0.184,0.0,0.0,0.0,0.0,135.897,0.0,0.0,435.0,37.257,0.0,906.375,0.0,,0.0,4.6363,0.0,40.1697,,0.0,0.0,0.0,,,,0.0,,14.633,-0.1,10.68,60.2837,0.0,27.58,,0.0,0.0,0.00916,0.0,0.0
