SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI
2023-05-07 00:00:00,0.314,0.0,0.0,-0.1,96.86,9.5,0.0,0.001,0.0,0.0,7.8,7.92385,0.0,0,0.0,20.95,18.05,22.3,13.6,16.7,1.9,0.0,0.0,0.02,0.3,34.1,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545,2.4,0.0,36.0,734.239990234,403.07,0.0,17.53,0.0,0.0,0.0,7.6,2.8,3.97354,0.0,0.0,7.8977,0.0,60.0,0.6,27.0,25.92,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:05:00,1.897,0.0,0.0,-0.1,100.11,7.8,0.0,0.0,0.0,0.0,15.0,8.13995,0.0,0,0.0,23.2,16.4,22.4,11.7,17.0,24.0,0.0,0.0,0.03,8.55,33.22,25.78,0.0,0.11164,0.0,0.0,0.0,0.0,0.0,0.08545,2.4,0.0,34.9,755.909973145,378.91,0.0,20.49,0.0,0.0,0.0,5.6,2.9,3.21306,0.0,0.0,8.19761,0.0,63.0,0.7,26.7,26.15,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:10:00,1.308,0.0,0.0,-0.1,98.6,7.2,0.0,0.0,0.0,0.0,6.7,7.4196,0.0,0,0.0,26.0,15.61,19.6,9.0,15.3,25.9,0.0,0.0,0.03,10.95,31.61,25.79,0.0,0.55822,0.0,0.0,0.0,0.0,0.0,0.08545,2.4,0.0,34.5,715.979980469,413.807,0.0,25.61,0.0,0.0,0.0,3.7,1.7,3.11106,0.0,0.0,5.69834,0.0,64.0,0.2,26.4,24.67,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:15:00,0.677,0.0,0.0,-0.1,96.07,6.1,0.0,0.0,0.0,0.0,7.1,5.18652,0.0,0,0.0,28.18,14.99,20.1,7.8,12.9,13.4,0.0,0.0,0.03,10.95,30.41,24.21,0.0,2.06542,0.0,0.0,0.0,0.0,0.0,0.08545,4.3,0.0,36.8,728.090026855,413.136,0.0,31.99,0.0,0.0,0.0,4.2,1.5,3.30985,0.0,0.0,5.99825,0.0,58.0,0.7,22.9,23.6,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:20:00,0.929,0.0,0.0,-0.1,96.62,5.6,0.0,0.0,0.0,0.0,5.2,5.83484,0.0,0,0.0,31.75,14.4,20.2,8.1,11.3,8.7,0.843,0.0,0.03,10.95,29.03,24.37,0.0,1.67466,0.06687,0.0,0.0,0.0,0.0,0.08545,6.7,0.0,43.9,713.489990234,415.15,0.0,35.82,0.0,0.0,0.0,4.6,2.8,3.2314,0.0,0.0,6.69805,0.0,58.0,0.8,19.4,29.93,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:25:00,1.263,0.0,0.0,-0.1,98.34,4.9,0.0,0.0,0.0,0.0,7.9,5.7628,0.0,0,0.0,33.07,14.08,19.1,7.3,10.8,12.7,0.706,0.0,0.03,10.95,28.17,22.73,0.0,1.0048,0.65859,0.0,0.0,0.0,0.0,0.08545,8.6,0.0,47.9,755.690002441,380.923,0.0,36.71,0.0,0.0,0.0,4.0,3.5,2.26923,0.0,0.0,4.7986,0.0,62.0,0.7,16.9,35.15,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:30:00,0.01,0.0,0.0,-0.1,96.62,5.3,0.0,0.0,0.0,0.0,9.1,4.53821,0.0,0,0.0,32.14,16.04,18.1,7.7,10.8,4.2,0.003,0.0,0.03,6.0,29.23,22.91,0.0,0.55822,0.0,0.0,0.0,0.0,0.0,0.08545,7.6,0.0,49.0,728.700012207,387.634,0.0,37.56,0.0,0.0,0.0,3.3,3.5,1.40386,0.0,0.0,5.09851,0.0,61.0,0.9,18.4,37.67,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:35:00,4.625,0.0,0.0,-0.1,15.85,5.0,0.0,0.001,0.0,0.0,8.2,4.25006,0.0,0,0.0,32.72,17.79,16.3,7.5,11.1,56.5,3.312,0.0,0.04,0.0,29.72,22.01,0.0,0.33493,0.0,0.0,0.0,0.0,0.0,0.08545,6.2,0.0,51.5,745.770019531,375.554,0.0,42.08,0.0,0.0,0.0,3.2,4.8,1.16062,0.0,0.0,5.29845,0.0,58.0,2.2,19.2,41.54,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:40:00,1.146,0.0,0.0,-0.1,12.24,3.2,0.0,0.001,0.0,0.0,11.1,4.03396,0.0,0,0.0,32.66,18.72,17.7,8.8,11.2,74.4,1.529,0.0,0.03,0.0,33.3,22.87,0.0,1.78631,0.87969,0.0,0.0,0.0,0.0,0.08545,5.2,0.0,52.6,722.359985352,357.435,0.0,46.31,0.0,0.0,0.0,4.2,6.5,1.6312,0.0,0.0,4.19878,0.0,57.0,2.4,20.8,45.41,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:45:00,0.902,0.0,0.0,-0.1,9.45,2.0,0.0,0.0,0.0,0.0,7.3,3.52972,0.0,0,0.0,31.38,20.92,16.6,9.1,10.6,9.8,0.466,0.0,0.03,0.0,32.8,24.5,0.62517,3.01439,0.62842,0.0,0.0,0.0,0.0,0.08545,2.8,0.0,52.8,755.989990234,397.701,0.0,48.1,0.0,0.0,0.0,5.4,5.6,2.06544,0.0,0.0,4.29875,0.0,60.0,3.9,18.7,55.01,0.0,0.0,0.0,0.0,0.0,0.0
