SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF
2023-06-11 00:00:00,27.0964,2479.6,0.0,0.0,0.0,14.5815,0.0,0.0,0.0,0.0,0.0,8.68544,11.2142,27.0972,0.0,5.13,0.0,0,2403.94,0.0,0.0,0.0,0.0,0.001526,48.2343,0.0,17.2405,20.8281,0.0,0.0,9.54089,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,678.892,362.359985352,0.0,0.0,0.00153,0.0,80.1236,0.0,0.0,0.19405,0.0,511.795,33.3,32.1,40.7874,0.0,0.0,398,22.1323,0.0,1065.29,0.0,0.0,0.0,0.0,0.0,32.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:05:00,28.8975,2454.31,0.0,0.0,0.0,13.8928,0.0,0.0,0.0,0.0,0.0,8.46571,9.26467,32.0976,0.0,4.76,0.0,0,2473.91,0.0,0.0,0.0,0.0,0.001526,49.4743,0.0,17.0945,16.4608,0.0,0.0,10.0085,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,700.084,319.119995117,0.0,0.0,0.00153,0.0,83.5386,0.0,0.0,0.21414,0.0,447.255,33.9,32.1,39.9744,0.0,0.0,403,21.3303,0.0,1029.84,0.0,0.00093,0.0,0.0,0.0,34.1393,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:10:00,27.4974,2426.4,0.0,0.0,0.0,12.7415,0.0,0.0,0.0,0.0,0.0,8.43061,9.76394,29.9956,0.0,4.66,0.0,0,2539.52,0.0,0.0,0.0,0.0,0.001526,44.3443,0.0,16.0344,14.105,0.0,0.0,10.1254,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,711.266,284.130004883,0.0,0.0,0.00153,0.0,82.9801,0.0,0.0,0.2041,0.0,460.674,33.9,32.1,40.6226,0.0,0.0,411,20.217,0.0,1010.99,0.0,0.10332,0.0,0.0,0.0,34.6203,0.1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:15:00,26.2955,2371.13,0.0,0.0,0.0,11.4918,0.0,0.0,0.0,0.0,0.0,8.2826,8.63355,27.699,0.0,4.41,0.0,0,2519.03,0.0,0.0,0.0,0.0,0.001526,43.2443,0.0,15.8503,14.0781,0.0,0.0,9.83313,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,692.564,351.899993896,0.0,0.0,0.00153,0.0,85.8915,0.0,0.0,0.19405,0.0,444.212,33.8,32.1,40.0073,0.0,0.0,402,19.2099,0.0,1002.79,0.0,0.0,0.0,0.0,0.0,39.2749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:20:00,25.2937,2351.96,0.0,0.0,0.0,10.4222,0.0,0.0,0.0,0.0,0.0,6.95048,7.30541,26.7963,0.0,4.52,0.0,0,2464.52,0.0,0.0,0.0,0.0,0.001526,43.3543,0.0,14.7903,11.585,0.0,0.0,9.74392,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,687.34,368.320007324,0.0,0.0,0.00153,0.0,88.455,0.0,0.0,0.19405,0.0,447.787,34.1,32.1,39.5019,0.0,0.0,407,21.246,0.0,1000.13,0.0,0.43841,0.0,0.0,0.0,40.3003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:25:00,26.8979,2354.11,0.0,0.0,0.0,10.4808,0.0,0.0,0.0,0.0,0.0,5.44747,6.70359,23.5969,0.0,3.58,0.0,0,2492.1,0.0,0.0,0.0,0.0,0.001526,42.5844,0.0,14.3967,12.4618,0.0,0.0,9.89158,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,670.762,300.529998779,0.0,0.0,0.00153,0.0,94.3969,0.0,0.0,0.22419,0.0,454.854,34.1,32.1,40.9082,0.0,0.0,410,21.1069,0.0,1000.69,0.0,1.16071,0.0,0.0,0.0,40.9461,0.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:30:00,24.4957,2325.21,0.0,0.0,0.0,9.57026,0.0,0.0,0.0,0.0,0.0,5.09957,6.33494,19.6984,0.0,3.47,0.0,0,2484.44,0.0,0.0,0.0,0.0,0.001526,43.8843,0.0,14.8728,11.9325,0.0,0.0,10.0392,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,697.301,344.25,0.0,0.0,0.00153,0.0,96.4477,0.0,0.0,0.19405,0.0,439.986,33.5,32.1,41.2598,0.0,0.0,401,20.781,0.0,1006.84,0.0,0.04189,0.0,0.0,0.0,40.4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:35:00,25.1961,2391.61,0.0,0.0,0.0,8.51318,0.0,0.0,0.0,0.0,0.0,7.73327,7.09422,17.6982,0.0,4.67,0.0,0,2418.93,0.0,0.0,0.0,0.0,0.001526,44.2643,0.0,16.6946,10.9573,0.0,0.0,9.98079,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,701.915,429.899993896,0.0,0.0,0.00153,0.0,96.6033,0.0,0.0,0.19405,0.0,434.134,34.1,31.9,40.7984,0.0,0.0,407,19.1952,0.0,962.944,0.0,0.0,0.0,0.0,0.0,38.6499,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:40:00,21.8955,2314.71,0.0,0.0,0.0,8.49224,0.0,0.0,0.0,0.0,0.0,9.41329,6.71336,17.3,0.0,5.63,0.0,0,2340.22,0.0,0.0,0.0,0.0,0.001526,42.9143,0.0,19.5067,12.019,0.0,0.0,9.91927,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,695.909,484.140014648,0.0,0.0,0.00153,0.0,99.7253,0.0,0.0,0.21414,0.0,429.299,33.8,31.9,43.4131,0.0,0.0,402,18.569,0.0,950.175,0.0,0.03072,0.0,0.0,0.0,39.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:45:00,22.3953,2332.99,0.0,0.0,0.0,8.13221,0.0,0.0,0.0,0.0,0.0,9.39651,7.04417,16.5964,0.0,5.0,0.0,0,2299.94,0.0,0.0,0.0,0.0,0.001526,44.7143,0.0,21.2777,12.6554,0.0,0.0,9.89158,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,703.795,488.160003662,0.0,0.0,0.00153,0.0,102.811,0.0,0.0,0.21414,0.0,438.771,34.1,32.1,46.7421,0.0,0.0,407,19.0524,0.0,907.962,0.0,0.00093,0.0,0.0,0.0,34.4652,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:50:00,18.998,2339.39,0.0,0.0,0.0,8.21175,0.0,0.0,0.0,0.0,0.0,9.91379,6.70359,14.8972,0.0,5.26,0.0,0,2290.64,0.0,0.0,0.0,0.0,0.001526,42.0644,0.0,18.0657,13.3385,0.0,0.0,9.83313,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,702.843,505.519989014,0.0,0.0,0.00153,0.0,99.7162,0.0,0.0,0.21414,0.0,438.082,34.1,32.1,50.016,0.0,0.0,406,20.5136,0.0,868.044,0.0,0.05864,0.0,0.0,0.0,33.8024,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 00:55:00,16.6939,2317.86,0.0,0.0,0.0,8.0422,0.0,0.0,0.0,0.0,0.0,8.92348,6.20432,12.6979,0.0,5.07,0.0,0,2279.31,0.0,0.0,0.0,0.0,0.001526,38.5144,0.0,14.5998,12.0642,0.0,0.0,9.91927,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,689.952,525.58001709,0.0,0.0,0.00153,0.0,100.229,0.0,0.0,0.19405,0.0,424.712,34.1,32.1,52.9714,0.0,0.0,400,20.8469,0.0,833.473,0.0,0.01396,0.0,0.0,0.0,35.8557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 01:00:00,16.7952,2291.64,0.0,0.0,0.0,8.50062,0.0,0.0,0.0,0.0,0.0,8.56947,6.57542,11.4987,0.0,5.19,0.0,0,2282.14,0.0,0.0,0.0,0.0,0.001526,38.9144,0.0,15.4949,12.196,0.0,0.0,9.68548,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,705.382,613.010009766,0.0,0.0,0.00153,0.0,107.718,0.0,0.0,0.21414,0.0,441.043,34.1,32.1,54.1909,0.0,0.0,373,18.7155,0.0,798.12,0.0,0.02513,0.0,0.0,0.0,35.1855,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-11 01:05:00,18.5981,2270.47,0.0,0.0,0.0,8.44201,0.0,0.0,0.0,0.0,0.0,8.45197,6.89525,10.5959,0.0,4.83,0.0,0,2290.05,0.0,0.0,0.0,0.0,0.001526,36.6544,0.0,17.5833,14.0297,0.0,0.0,9.95003,0.0,0.0,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,705.431,653.359985352,0.0,0.0,0.00153,0.0,114.575,0.0,0.0,0.19405,0.0,411.996,34.1,32.1,55.5532,0.0,0.0,335,18.3383,0.0,804.077,0.0,0.0,0.0,0.0,0.0,34.9218,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
