SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF
2023-07-10 00:00:00,78.4994,1508.25,0.0,0.0,13.82,26.6406,0.0,0.0,118.357,0.0,0.0,94.902,85.5146,24.097,0.0,24.64,0.0,0,2444.72,0.0,0.0,0.0,0.0,0.001526,134.893,0.0,19.3353,21.9167,0.0,0.0,28.2351,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.647,1232.80004883,0.0,0.0,0.00153,0.0,54.5983,0.0,0.0,0.04333,0.0,246.173,0.0,42.6,0.0,0.0,0.0,0,97.4411,0.0,621.528,0.0,0.06795,0.0,40.9708,0.0,64.0299,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:05:00,79.0,1543.99,0.0,0.0,13.72,27.0613,0.0,0.0,117.306,0.0,0.0,96.9055,83.9033,26.5972,0.0,24.04,0.0,0,2375.7,0.0,0.0,0.0,0.0,0.001526,136.003,0.0,20.7762,24.0845,0.0,0.0,28.029,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.744,1134.08996582,0.0,0.0,0.00153,0.0,52.9869,0.0,0.0,0.12371,0.0,345.058,0.0,42.3,0.0,0.0,0.0,0,96.6024,0.0,565.642,0.0,0.0,0.0,43.0802,0.0,60.1871,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:10:00,78.2996,1603.59,0.0,0.0,12.8,30.6805,0.0,0.0,121.174,0.0,0.0,92.2026,82.9841,27.2963,0.0,23.06,0.0,0,2306.65,0.0,0.0,0.0,0.0,0.001526,138.283,0.0,23.1693,28.0852,0.0,0.0,27.5337,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.509,1094.91003418,0.0,0.0,0.00153,0.0,47.9789,0.0,0.0,0.08352,0.0,362.962,0.0,42.3,0.0,0.0,0.0,0,96.8258,0.0,530.485,0.0,0.0,0.0,42.966,0.0,60.8316,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:15:00,78.2996,1584.4,0.0,0.0,15.45,33.5817,0.0,0.0,123.6,0.0,0.0,105.052,84.5441,35.4961,0.0,24.7,0.0,0,2282.04,0.0,0.0,0.0,0.0,0.001526,137.203,0.0,25.6386,28.8636,0.0,0.0,27.5029,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.84,1088.81994629,0.0,0.0,0.00153,0.0,45.7542,0.0,0.0,0.04333,0.0,350.342,0.0,42.7,0.0,0.0,0.0,0,95.5221,0.0,513.907,0.0,0.0,0.0,43.1506,0.0,61.1063,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:20:00,77.8975,1546.58,0.0,0.0,19.19,35.7524,0.0,0.0,125.041,0.0,0.0,118.55,83.4137,33.4959,0.0,24.55,0.0,0,2267.3,0.0,0.0,0.0,0.0,0.001526,143.453,0.0,37.7945,32.3302,0.0,0.0,27.4137,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.7,1116.66003418,0.0,0.0,0.00153,0.0,46.5598,0.0,0.0,0.12371,0.0,337.555,0.0,43.0,0.0,0.0,0.0,0,95.9542,0.0,497.745,0.0,0.0,0.0,42.9396,0.0,63.1156,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:25:00,78.2996,1547.7,0.0,0.0,17.15,36.91,0.0,0.0,122.092,0.0,0.0,121.163,85.0935,36.3988,0.0,24.38,0.0,0,2248.69,0.0,0.0,0.0,0.0,0.001526,143.423,0.0,43.8185,28.8826,0.0,0.0,27.7952,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.494,1155.31994629,0.0,0.0,0.00153,0.0,53.7743,0.0,0.0,0.13376,0.0,250.801,0.0,43.0,0.0,0.0,0.0,0,96.8881,0.0,501.651,0.0,0.0,0.0,43.0802,0.0,58.8809,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:30:00,78.3982,1535.86,0.0,0.0,16.89,34.8021,0.0,0.0,120.389,0.0,0.0,128.774,86.8647,38.7972,0.0,24.41,0.0,0,2283.73,0.0,0.0,0.0,0.0,0.001526,150.553,0.0,41.8825,29.565,0.0,0.0,27.2968,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.012,1229.08996582,0.0,0.0,0.00153,0.0,57.8485,0.0,0.0,0.08352,0.0,172.409,0.0,43.0,0.0,0.0,0.0,0,97.518,0.0,501.09,0.0,0.0,0.0,41.0939,0.0,51.4858,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:35:00,78.5979,1549.14,0.0,0.0,14.8,37.3328,0.0,0.0,117.502,0.0,0.0,148.85,86.0029,52.6965,0.0,24.01,0.0,0,2301.28,0.0,0.0,0.0,0.0,0.001526,147.693,0.0,47.8684,25.969,0.0,0.0,27.5029,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.731,1143.58996582,0.0,0.0,0.00153,0.0,61.1353,0.0,0.0,0.13376,0.0,156.626,0.0,42.8,0.0,0.0,0.0,0,97.452,0.0,487.906,0.0,0.02699,0.0,42.9836,0.0,54.4631,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:40:00,78.8988,1511.4,0.0,0.0,14.19,36.6106,0.0,0.0,120.912,0.0,0.0,158.865,86.2739,61.2989,0.0,25.07,0.0,0,2285.92,0.0,0.0,0.0,0.0,0.001526,146.943,0.0,54.2035,27.7424,0.0,0.0,27.7367,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.133,1220.30004883,0.0,0.0,0.00153,0.0,66.3355,0.0,0.0,0.13376,0.0,153.706,0.0,42.8,0.0,0.0,0.0,0,97.7231,0.0,476.943,0.0,0.0,0.0,43.1769,0.0,53.987,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
2023-07-10 00:45:00,78.3982,1503.83,0.0,0.0,14.53,35.0407,0.0,0.0,120.389,0.0,0.0,157.006,84.1828,69.9987,0.0,24.76,0.0,0,2233.24,0.0,0.0,0.0,0.0,0.001526,152.923,0.0,54.724,31.3344,0.0,0.0,26.9461,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.599,1222.31005859,0.0,0.0,0.00153,0.0,74.8318,0.0,0.0,0.04333,0.0,100.201,0.0,43.0,0.0,0.0,0.0,0,97.225,0.0,478.115,0.0,0.0,0.0,43.1506,0.0,59.1336,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0015,0.0
