SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-03-06 00:00:00,0.0,153.6,,0.0,11.185,0.0,,144.93,20.7,56.66,-0.01,0.0,41.0849,0.0,0.0,0,7.1,184.69,54.76,16.71,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,2033.0,1141.5,231.004,0.02,17.085,23.27,0.0,88.95,1.74871,19.7,0.0,311.42,0.0,0.0,0.0,39.3,114.0,0.0,22.34,137.84,,0.0,156.71,0.0,0.0,11.1,1034.88,27.9,0.0,42.67,3.5,1.4313,,,0.0,153.06,0.0,172.91,21.01,,0.0,0.0,0.0
2025-03-06 00:05:00,0.0,152.7,,0.0,10.579,0.0,,146.76,21.0,56.56,-0.01,0.0,40.1469,0.0,0.0,0,7.0,184.22,54.8,15.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,2052.0,1140.38,225.215,0.02,16.41,18.8,0.0,103.14,2.46132,21.4,0.0,311.06,0.0,0.0,0.0,40.3,113.0,0.0,20.88,137.51,,0.0,156.223,0.0,0.0,11.1,1020.19,27.4,0.0,39.31,2.9,1.44961,,,0.0,149.98,0.0,178.61,20.67,,0.0,0.0,0.0
2025-03-06 00:10:00,0.0,150.6,,0.0,9.936,0.89418,,145.16,20.7,56.62,-0.01,0.0,40.9067,0.0,0.0,0,7.2,187.7,55.12,18.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,1988.0,1139.25,223.472,0.02,17.835,16.55,0.0,96.3,2.24769,25.5,0.0,312.92,0.0,0.0,0.0,38.7,110.4,0.0,21.29,123.12,,0.0,157.808,0.0,0.0,11.1,1013.53,28.1,0.0,40.2,2.5,2.1149,,,0.0,144.22,0.0,173.16,20.56,,0.0,0.0,0.0
2025-03-06 00:15:00,0.0,150.3,,0.0,9.235,1.16884,,144.22,22.2,56.61,-0.01,0.0,39.7578,0.0,0.0,0,7.3,175.85,54.88,23.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1889.0,1104.75,225.838,0.02,17.055,25.25,0.0,101.05,4.10016,25.1,0.0,319.94,0.0,0.0,0.0,46.0,110.6,0.0,27.98,123.44,,0.0,161.206,0.0,0.0,11.0,1002.84,27.4,0.0,39.97,2.6,2.85954,,,0.0,141.78,0.0,183.27,21.23,,0.0,0.0,0.0
2025-03-06 00:20:00,0.0,144.0,,0.0,6.232,2.71305,,146.52,24.4,56.65,-0.01,0.0,37.591,0.0,0.0,0,7.3,177.23,54.72,21.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,1883.0,1051.5,222.824,0.02,19.425,27.08,0.0,90.67,3.68969,23.5,0.0,325.39,0.0,0.0,0.0,43.6,111.8,0.0,32.04,122.85,,0.0,165.11,0.0,0.0,11.0,995.375,26.7,0.0,38.25,3.3,3.62249,,,0.0,140.2,0.0,179.88,21.8,,0.0,0.0,0.0
2025-03-06 00:25:00,0.0,138.2,,0.0,5.654,4.01923,,146.04,25.7,56.55,-0.01,0.0,36.266,0.0,0.0,0,6.4,187.38,54.92,23.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,1862.0,1052.25,223.427,0.02,17.355,25.57,0.0,97.23,3.95062,22.5,0.0,328.27,0.0,0.0,0.0,49.3,114.9,0.0,29.03,127.27,,0.0,167.333,0.0,0.0,11.1,989.312,27.0,0.0,35.99,4.0,3.87884,,,0.0,145.72,0.0,181.34,22.76,,0.0,0.0,0.0
2025-03-06 00:30:00,0.0,133.2,,0.0,5.934,5.99069,,148.26,27.2,56.55,-0.01,0.0,34.6931,0.0,0.0,0,7.2,177.99,55.0,26.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,1845.0,1051.88,212.878,0.02,17.055,27.75,0.0,106.52,6.16474,24.4,0.0,327.72,0.0,0.0,0.0,49.3,119.0,0.0,26.65,130.64,,0.0,164.186,0.0,0.0,11.1,984.469,27.3,0.0,43.75,4.3,4.73335,,,0.0,140.38,0.0,175.18,23.92,,0.0,0.0,0.0
2025-03-06 00:35:00,0.0,132.3,,0.0,6.2,6.46677,,150.0,26.1,56.67,-0.01,0.0,35.7151,0.0,0.0,0,7.2,186.47,55.0,24.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1846.0,1118.62,212.932,0.02,14.01,27.27,0.0,97.4,8.76949,25.9,0.0,331.98,0.0,0.0,0.0,49.0,117.3,0.0,32.45,136.89,,0.0,168.386,0.0,0.0,0.0,959.625,27.9,0.0,39.07,3.9,5.14229,,,0.0,142.94,0.0,174.88,24.19,,0.0,0.0,0.0
2025-03-06 00:40:00,0.0,142.3,,0.0,7.234,5.65499,,147.67,24.5,56.64,-0.01,0.0,35.8912,0.0,0.0,0,7.2,193.98,54.96,19.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1874.0,1083.75,220.9,0.02,15.945,25.41,0.0,98.6,10.6845,27.1,0.0,338.52,0.0,0.0,0.0,51.3,119.2,0.0,28.12,137.0,,0.0,168.339,0.0,0.0,0.0,943.438,27.5,0.0,41.89,4.7,4.94697,,,0.0,143.06,0.0,174.44,30.17,,0.0,0.0,0.0
2025-03-06 00:45:00,0.0,141.8,,0.0,7.523,5.57565,,145.99,24.9,56.51,-0.01,0.0,39.1455,0.0,0.0,0,6.9,194.76,55.0,18.91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,1914.0,1125.38,230.936,0.02,15.15,26.1,0.0,104.3,12.421,30.2,0.0,334.93,0.0,0.0,0.0,47.6,119.6,0.0,33.66,149.19,,0.0,166.872,0.0,0.0,0.0,925.562,27.5,0.0,43.19,4.5,6.14939,,,0.0,143.1,0.0,172.65,30.87,,0.0,0.0,0.0
2025-03-06 00:50:00,0.0,141.9,,0.0,7.558,6.49119,,149.47,23.7,56.62,-0.01,0.0,38.7113,0.0,0.0,0,7.3,197.07,54.92,17.47,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,1848.0,1071.38,241.885,0.02,15.375,25.62,0.0,102.69,16.6662,32.1,0.0,339.31,0.0,0.0,0.0,48.7,119.6,0.0,34.38,154.68,,0.0,169.906,0.0,0.0,0.0,903.844,28.5,0.0,42.76,5.2,7.66308,,,0.0,144.38,0.0,179.35,35.43,,0.0,0.0,0.0
2025-03-06 00:55:00,0.0,139.5,,0.0,7.385,9.01198,,148.4,23.4,56.61,-0.01,0.0,40.3046,0.0,0.0,0,6.7,191.86,54.92,18.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1766.0,1047.75,245.581,0.02,12.615,27.58,0.0,94.72,15.7689,38.4,0.0,336.09,0.0,0.0,0.0,48.4,117.7,0.0,35.12,158.61,,0.0,169.243,0.0,0.0,0.0,888.906,26.8,0.0,46.42,4.5,9.44533,,,0.0,151.02,0.0,181.89,39.61,,0.0,0.0,0.0
