SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF,HUNTER
2025-03-31 00:00:00,182.697,2053.38,0.0,0.0,88.0,7.79311,0.0,0.0,59.0478,0.0,0.0,65.742,90.613,44.2976,0.0,17.22,0.0,0,2097.18,0.0,0.0,0.0,0.0,0.001526,79.4538,0.0,88.0052,33.6641,0.0,0.0,22.1411,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,554.452,532.200012207,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,14.3,0.0,125.889,0.0,0.0,0.0,42.1314,0.0,461.782,0.0,,0.0,16.8621,0.0,6.23178,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,18.85,299.243,0.0,19.94,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:05:00,179.799,1996.71,0.0,0.0,83.9,6.87208,0.0,0.0,53.3446,0.0,0.0,63.949,90.2934,31.3984,0.0,18.46,0.0,0,2026.01,0.0,0.0,0.0,0.0,0.001526,77.2838,0.0,88.3798,29.0802,0.0,0.0,22.1103,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,551.62,511.290008545,0.0,0.0,0.00153,0.0,1.59762,0.0,0.0,0.1639,0.0,0.0,14.6,0.0,123.351,0.0,0.0,0.0,40.7141,0.0,458.95,0.0,,0.0,20.3074,0.0,5.80331,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.2,19.59,295.563,0.0,19.97,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:10:00,177.797,1937.14,0.0,0.0,79.21,5.64336,0.0,0.0,54.9852,0.0,0.0,71.5831,110.87,30.7966,0.0,17.43,0.0,0,2044.12,0.0,0.0,0.0,0.0,0.001526,82.1637,0.0,96.7398,34.6011,0.0,0.0,22.2857,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,545.223,533.289978027,0.0,0.0,0.00153,0.0,2.31174,0.0,0.0,0.13376,0.0,0.0,14.6,0.0,123.637,0.0,0.0,0.0,43.4498,0.0,456.166,0.0,,0.0,21.5203,0.0,5.89242,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.2,16.57,316.193,0.0,19.96,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:15:00,176.098,1949.37,0.0,0.0,81.99,8.51108,0.0,0.0,56.0321,0.0,0.0,75.3918,113.506,30.8984,0.0,19.32,0.0,0,2061.63,0.0,0.0,0.0,0.0,0.001526,84.1637,0.0,98.5108,32.7048,0.0,0.0,22.2272,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,564.608,515.679992676,0.0,0.0,0.00153,0.0,2.24765,0.0,0.0,0.15386,0.0,0.0,15.5,0.0,128.163,0.0,0.0,0.0,43.7391,0.0,456.142,0.0,,0.0,19.1297,0.0,6.49851,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,18.88,323.172,0.0,19.94,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:20:00,179.496,1937.19,0.0,0.0,88.37,6.39064,0.0,0.0,57.9345,0.0,0.0,74.6197,101.013,29.0,0.0,21.82,0.0,0,2009.19,0.0,0.0,0.0,0.0,0.001526,87.3837,0.0,104.103,28.2264,0.0,0.0,22.3164,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,550.546,523.109985352,0.0,0.0,0.00153,0.0,1.48775,0.0,0.0,0.15386,0.0,0.0,14.6,0.0,127.811,0.0,0.0,0.0,39.1833,0.0,457.68,0.0,,0.0,20.1053,0.0,6.18906,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,24.37,323.516,0.0,19.98,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:25:00,164.394,1961.65,0.0,0.0,84.23,8.60109,0.0,0.0,50.5945,0.0,0.0,78.9639,100.625,28.7964,0.0,19.95,0.0,0,1978.79,0.0,0.0,0.0,0.0,0.001526,92.7936,0.0,107.836,29.3095,0.0,0.0,21.9657,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,563.949,522.450012207,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.08352,0.0,0.0,15.2,0.0,127.416,0.0,0.0,0.0,38.5571,0.0,459.56,0.0,,0.0,20.7293,0.0,6.30259,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,29.62,312.513,0.0,19.98,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:30:00,176.596,1935.09,0.0,0.0,82.54,9.57026,0.0,0.0,57.6688,0.0,0.0,75.2941,95.7015,27.5972,0.0,16.61,0.0,0,1983.99,0.0,0.0,0.0,0.0,0.001526,97.1635,0.0,106.903,28.8017,0.0,0.0,21.9657,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,547.787,529.539978027,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,14.3,0.0,127.592,0.0,0.0,0.0,41.106,0.0,464.345,0.0,,0.0,18.3914,0.0,5.94064,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,24.39,302.416,0.0,19.99,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:35:00,170.299,1901.71,0.0,0.0,77.05,8.91926,0.0,0.0,57.2782,0.0,0.0,89.72,93.3104,28.6991,0.0,18.33,0.0,0,1923.44,0.0,0.0,0.0,0.0,0.001526,96.3135,0.0,104.859,32.9071,0.0,0.0,22.1995,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,563.607,514.969970703,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.14381,0.0,0.0,15.2,0.0,127.625,0.0,0.0,0.0,52.162,0.0,459.511,0.0,,0.0,17.7674,0.0,5.10201,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,22.23,302.524,0.0,19.96,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:40:00,165.197,1883.06,0.0,0.0,78.64,10.732,0.0,0.0,54.0633,0.0,0.0,97.9889,95.8086,26.7963,0.0,18.0,0.0,0,1953.08,0.0,0.0,0.0,0.0,0.001526,99.7835,0.0,103.195,31.6899,0.0,0.0,21.935,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,554.647,504.010009766,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,14.6,0.0,128.24,0.0,0.0,0.0,47.4708,0.0,457.094,0.0,,0.0,16.6775,0.0,4.05768,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.2,23.25,288.312,0.0,20.01,,0.0,0.0,0.00916,0.0,0.0
2025-03-31 00:45:00,147.197,1866.02,0.0,0.0,76.02,10.8408,0.0,0.0,59.1767,0.0,0.0,99.6017,95.9871,23.7961,0.0,20.32,0.0,0,2015.19,0.0,0.0,0.0,0.0,0.001526,93.6936,0.0,103.729,35.6922,0.0,0.0,22.1103,0.0,0.0,,0.0,0.0,0.0,0.0,0.036,0.0,0.0,551.644,508.260009766,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,14.9,0.0,126.889,0.0,0.0,0.0,59.2337,0.0,455.678,0.0,,0.0,15.6843,0.0,2.9572,,0.0,0.0,0.0,,,,0.0,,4.40132,-0.22,24.48,292.735,0.0,19.97,,0.0,0.0,0.00916,0.0,0.0
