SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS
2023-06-29 00:00:00,0.0,34.7,0.0,0.0,35.129,34.9157,0.06,79.7,8.3,15.59,-0.01,0.0,34.7873,175.7,0.0,0,3.7,98.46,60.04,11.16,1.45271,0.0,0.0,0.0,0.1,0.1,0.0,0.0,17.5,0.0,2135.0,1156.77,51.6988,0.0,2.25,66.64,0.0,19.95,16.3579,23.6,694.4,171.46,0.0,0.0,0.0,10.1,46.0,0,12.15,98.97,0.0,0.0,41.3,0.0,0.0,14.9,1400.34,20.3,0.0,31.45,9.8,23.9475,0.1,0.0
2023-06-29 00:05:00,0.0,33.6,0.0,0.0,40.796,30.8507,0.0,77.86,7.7,13.93,-0.01,0.0,37.716,175.4,0.0,0,3.5,99.17,34.76,11.43,3.30341,0.0,0.0,0.0,0.1,0.1,0.0,0.0,18.2,0.0,2134.0,1159.4,55.6987,0.0,2.505,72.92,0.0,15.75,31.8445,21.4,176.3,181.99,0.0,0.0,0.0,9.0,46.3,0,10.97,95.36,0.0,0.0,42.863,0.0,0.0,15.0,1406.25,29.3,0.0,34.86,9.2,22.446,0.2,0.0
2023-06-29 00:10:00,0.0,27.5,0.0,0.0,41.343,30.0145,0.0,72.58,9.2,12.99,-0.02,0.0,37.1692,176.0,0.0,0,3.7,91.95,9.76,9.8,0.01163,0.0,0.0,0.0,0.1,0.1,0.0,0.0,18.8,0.0,2149.0,1159.77,60.2986,0.0,3.0,77.1,0.0,25.69,35.8226,24.6,109.4,181.81,0.0,0.0,0.0,10.4,50.0,0,10.89,104.46,0.0,0.0,42.709,0.0,0.0,15.0,1414.59,28.7,0.0,34.41,9.6,28.1041,0.1,0.0
2023-06-29 00:15:00,0.0,24.0,8.26,0.0,45.553,41.1414,4.7,68.18,12.2,14.35,-0.01,0.0,38.1235,176.5,0.0,0,3.1,91.21,0.0,8.97,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,18.8,0.0,2157.0,1163.91,52.9988,0.0,3.765,79.4,0.0,32.43,27.4621,28.1,5.9,182.49,0.0,0.0,0.0,8.7,42.1,0,11.35,115.21,18.1,0.0,43.486,0.0,0.0,15.1,1423.3,27.9,0.0,31.7,9.9,35.5505,0.1,0.0
2023-06-29 00:20:00,0.0,20.8,0.0,0.0,48.623,55.1064,2.61,59.47,12.8,13.87,-0.01,0.0,39.5018,176.2,0.0,0,3.1,80.86,0.0,9.14,3.32117,0.0,0.0,0.0,0.1,0.1,0.0,0.0,21.0,0.0,2137.0,1156.39,50.8988,0.0,4.47,83.15,0.0,40.35,21.746,38.7,0.0,184.63,0.0,0.0,0.0,8.9,35.3,0,11.46,126.76,4.1,0.0,49.048,0.0,0.0,14.9,1418.13,20.4,0.0,31.24,10.3,43.7171,0.2,0.0
2023-06-29 00:25:00,0.0,19.7,0.0,0.0,48.336,59.3912,0.0,50.71,16.1,13.09,-0.01,0.0,35.7868,176.1,0.0,0,3.1,70.9,0.0,9.08,8.68056,0.0,0.0,0.0,0.1,0.1,0.0,0.0,22.5,0.0,2103.0,1154.51,53.6988,0.0,4.815,80.87,0.0,45.73,22.9377,37.7,0.0,192.44,0.0,0.0,0.0,10.0,40.5,0,16.01,155.17,0.0,0.0,53.472,0.0,0.06,15.0,1417.97,16.4,0.0,32.13,9.7,37.0947,0.1,0.0
2023-06-29 00:30:00,0.0,20.6,0.0,0.0,46.079,49.3324,0.0,47.73,16.1,12.61,-0.02,0.0,30.6299,175.6,0.0,0,3.0,63.69,0.0,10.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,22.2,0.0,2099.0,1155.26,61.2986,0.0,5.25,81.62,0.0,36.45,25.2464,38.1,0.0,198.3,0.0,0.0,0.0,11.8,45.2,0,17.03,169.04,1.5,0.0,51.318,0.0,0.0,15.0,1421.64,13.4,0.0,32.48,10.0,29.6971,0.0,0.0
2023-06-29 00:35:00,0.0,20.7,0.0,0.0,47.357,38.5779,0.51,47.17,12.2,9.76,-0.01,0.0,24.449,176.4,0.0,0,2.9,54.64,0.0,11.11,7.70929,0.0,0.0,0.0,0.1,0.1,0.0,0.0,21.1,0.0,2110.0,1164.28,49.7989,0.0,5.55,81.03,0.0,23.01,27.8329,37.6,0.0,186.44,0.0,0.0,0.0,15.1,53.9,0,12.72,169.96,9.4,0.0,45.894,0.0,0.0,15.1,1425.59,10.5,0.0,27.6,10.1,26.7796,0.1,0.0
2023-06-29 00:40:00,0.0,22.9,0.0,0.0,47.075,39.2798,0.0,48.4,10.6,12.48,-0.01,0.0,22.74,176.1,0.0,0,3.1,45.98,0.0,14.48,0.50378,0.0,0.0,0.0,0.1,0.1,0.0,0.0,18.7,0.0,2104.0,1160.53,33.3992,0.0,5.4,79.94,0.0,21.19,22.7592,34.6,0.0,184.08,0.0,0.0,0.0,15.4,53.9,0,10.42,175.57,0.0,0.0,40.345,0.0,0.06,15.0,1422.14,8.4,0.0,25.68,10.6,27.7928,0.0,0.0
2023-06-29 00:45:00,0.0,25.9,0.0,0.0,38.045,43.8758,0.13,48.15,12.0,14.37,0.0,0.0,22.8454,176.2,0.0,0,3.5,57.41,0.0,16.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,17.2,0.0,2111.0,1161.28,17.3996,0.0,5.505,80.26,0.0,23.64,25.6981,34.0,0.0,182.21,0.0,0.0,0.0,18.0,49.8,0,8.36,180.16,1.4,0.0,36.043,0.0,0.0,15.1,1418.41,11.3,0.0,24.62,11.6,31.4427,0.1,0.0
