SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF
2022-12-05 00:00:00,0.3122,0.0,0.2,0.0,0.0,0.0,635.1,0.0,0.0,0.0,0.0,0.0,232.84,0.0,0.0,0.0,0.0,0.0,0,0.0,542.325,0.0,16.4,0.0,0.0,0.0,-0.166,4.0225,0.0,0.0,24.72,0.0,0.0,0.0,-0.019,0.0,28.7062,40.0916,0.0,840.162,0.0,160.63999939,0.0,0.0,27.7,0.05414,10.4,0.0,0.0,0.0,0.0,1098.49,0.2175,1257.8,359.125,0.0,0.0,0.0,0.0,158.9,0.0,0.0,0.0,115.41,3.714,0.0
2022-12-05 00:05:00,0.3122,0.0,0.2,0.0,0.0,0.0,639.3,0.0,0.0,0.0,0.0,0.0,239.12,0.0,0.0,0.0,0.0,0.0,0,0.0,544.95,0.0,17.5,0.0,0.0,0.0,-0.166,4.3725,0.0,0.0,24.69,0.0,0.0,0.0,-0.019,0.0,27.5438,42.1867,0.0,844.236,0.0,193.169998169,0.0,0.0,27.5,0.05414,10.4,0.0,0.0,0.0,0.0,1040.91,0.2175,1241.0,359.125,0.0,0.0,0.0,0.0,160.18,0.0,0.0,0.0,114.05,3.487,0.0
2022-12-05 00:10:00,0.3122,0.0,0.2,0.0,0.0,0.0,635.4,0.0,0.0,0.0,0.0,0.0,240.11,0.0,0.0,0.0,0.0,0.0,0,0.0,545.475,0.0,18.0,0.0,0.0,0.0,-0.166,4.2875,0.0,0.0,24.71,0.0,0.0,0.0,-0.019,0.0,28.65,48.5089,0.0,843.076,0.0,277.709991455,0.0,0.0,27.6,0.05414,11.9,0.0,0.0,0.0,0.0,963.001,0.2175,1208.8,360.063,0.0,0.0,0.0,0.0,158.52,0.0,0.0,0.0,114.75,3.695,0.0
2022-12-05 00:15:00,0.3122,0.0,0.2,0.0,0.0,0.0,637.7,0.0,0.0,0.0,0.0,0.0,242.07,0.0,0.0,0.0,0.0,0.0,0,0.0,544.425,0.0,20.5,0.0,0.0,0.0,-0.166,4.1675,0.0,0.0,24.69,0.0,0.0,0.0,-0.019,0.0,27.9,57.0327,0.0,842.496,0.0,267.630004883,0.0,0.0,28.0,0.05414,11.9,0.0,0.0,0.0,0.0,932.995,0.2175,1200.5,357.625,0.0,0.0,0.0,0.0,159.67,0.0,0.0,0.0,116.02,3.371,0.0
2022-12-05 00:20:00,0.3122,0.0,0.2,0.0,0.0,0.0,638.7,0.0,0.0,0.0,0.0,0.0,253.6,0.0,0.0,0.0,0.0,0.0,0,0.0,488.425,0.0,20.6,0.0,0.0,0.0,-0.166,4.4225,0.0,0.0,24.71,0.0,0.0,0.0,-0.019,0.0,28.875,57.0941,0.0,844.45,0.0,307.070007324,0.0,0.0,27.6,0.05414,10.7,0.0,0.0,0.0,0.0,928.124,0.2175,1189.5,358.75,0.0,0.0,0.0,0.0,159.97,0.0,0.0,0.0,116.47,3.023,0.0
2022-12-05 00:25:00,0.3122,0.0,0.2,0.0,0.0,0.0,638.9,0.0,0.0,0.0,0.0,0.0,271.18,0.0,0.0,0.0,0.0,0.0,0,0.0,460.425,0.0,20.4,0.0,0.0,0.0,-0.166,4.3475,0.0,0.0,24.73,0.0,0.0,0.0,-0.019,0.0,28.6125,51.0403,0.0,845.625,0.0,291.269989014,0.0,0.0,28.0,0.05414,10.7,0.0,0.0,0.0,0.0,922.151,0.2175,1190.3,358.75,0.0,0.0,0.0,0.0,159.75,0.0,0.0,0.0,114.91,2.723,0.0
2022-12-05 00:30:00,0.3122,0.0,0.2,0.0,0.0,0.0,639.9,0.0,0.0,0.0,0.0,0.0,275.12,0.0,0.0,0.0,0.0,0.0,0,0.0,460.775,0.0,20.7,0.0,0.0,0.0,-0.166,4.405,0.0,0.0,24.71,0.0,0.0,0.0,-0.019,0.0,26.0625,51.7345,0.0,843.168,0.0,284.630004883,0.0,0.0,28.1,0.05414,10.7,0.0,0.0,0.0,0.0,924.561,0.2175,1191.1,359.312,0.0,0.0,0.0,0.0,160.36,0.0,0.0,0.0,114.35,2.686,0.0
2022-12-05 00:35:00,0.3122,0.0,0.2,0.0,0.0,0.0,641.1,0.0,0.0,0.0,0.0,0.0,275.76,0.0,0.0,0.0,0.0,0.0,0,0.0,460.775,0.0,20.8,0.0,0.0,0.0,-0.166,4.625,0.0,0.0,24.7,0.0,0.0,0.0,-0.019,0.0,29.3625,51.7284,0.0,844.373,0.0,212.270004272,0.0,0.0,27.9,0.05414,11.8,0.0,0.0,0.0,0.0,933.943,0.2175,1193.5,362.125,0.0,0.0,0.0,0.0,162.6,0.0,0.0,0.0,116.42,2.363,0.0
2022-12-05 00:40:00,0.3122,0.0,0.2,0.0,0.0,0.0,640.4,0.0,0.0,0.0,0.0,0.0,276.25,0.0,0.0,0.0,0.0,0.0,0,0.0,462.35,0.0,20.6,0.0,0.0,0.0,-0.166,4.49,0.0,0.0,24.72,0.0,0.0,0.0,-0.019,0.0,29.4,51.8779,0.0,843.183,0.0,237.059997559,0.0,0.0,27.6,0.05414,8.1,0.0,0.0,0.0,0.0,940.852,0.2175,1195.9,361.0,0.0,0.0,0.0,0.0,161.01,0.0,0.0,0.0,116.12,2.83,0.0
2022-12-05 00:45:00,0.3122,0.0,0.2,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,271.24,0.0,0.0,0.0,0.0,0.0,0,0.0,463.225,0.0,20.8,0.0,0.0,0.0,-0.166,4.4625,0.0,0.0,24.71,0.0,0.0,0.0,-0.019,0.0,29.1937,52.6991,0.0,844.251,0.0,230.199996948,0.0,0.0,27.8,0.05414,9.3,0.0,0.0,0.0,0.0,936.75,0.2175,1188.6,359.125,0.0,0.0,0.0,0.0,160.04,0.0,0.0,0.0,114.75,2.296,0.0
