SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS
2023-04-02 00:00:00,0.0,25.5,0.0,0.0,0.0,6.82689,8.2,78.21,7.4,49.92,0.0,0.0,7.58246,0.0,0.0,0,8.3,28.42,0.0,8.66,9.8821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,163.227,1644,586.842,0.0,0.0,0.15,44.13,0.0,1.51,8.91903,2.2,204.7,256.3,0.0,0.0,0.0,0.0,1.7,0,2.1,85.0,0.0,0.0,38.726,0.0,0.0,0.0,1032.26,1.4,0.0,17.46,6.3,1.20546,0.0
2023-04-02 00:05:00,0.0,26.5,0.0,0.0,0.319,5.60616,6.51,80.88,6.2,48.18,0.0,0.0,7.27347,0.0,0.0,0,8.3,27.55,0.0,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,163.496,1635,585.338,0.0,0.0,0.15,39.77,0.0,0.39,12.1357,1.7,200.1,253.76,0.0,0.0,0.0,0.2,1.2,0,1.39,85.34,7.5,0.0,40.27,0.0,0.0,0.0,1027.44,1.2,0.0,17.53,5.0,1.31533,0.0
2023-04-02 00:10:00,0.0,27.5,0.0,0.0,0.851,5.20333,1.29,80.56,5.3,47.07,-0.01,0.0,7.66387,0.0,0.0,0,8.3,26.36,0.0,8.37,0.5562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,163.227,1628,583.458,0.0,0.0,0.15,38.33,0.0,0.17,13.805,1.8,198.9,253.84,31.7399997711,0.0,0.0,0.5,0.6,0,1.17,85.09,0.0,0.0,39.957,0.0,0.0,0.0,1027.53,1.4,0.0,15.91,4.9,0.82704,0.0
2023-04-02 00:15:00,0.0,27.6,0.0,0.0,1.166,4.73945,3.3,80.96,5.2,45.8,-0.01,0.0,6.09818,0.0,0.0,0,8.3,25.16,0.0,9.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,164.033,1644,587.594,0.0,0.0,0.15,37.61,0.0,0.0,13.9531,2.3,203.5,255.97,2.8900001049,0.0,0.0,0.7,0.3,0,0.86,82.03,0.3,0.0,39.889,0.0,0.0,0.0,1027.69,2.1,0.0,15.92,5.0,0.97353,0.0
2023-04-02 00:20:00,0.0,28.0,0.0,0.0,1.034,5.60006,4.18,77.53,4.4,45.34,0.0,0.0,6.63296,0.0,0.0,0,8.3,26.96,0.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,162.958,1635,584.962,0.0,0.0,0.15,39.45,0.0,0.0,14.3162,2.5,199.3,249.76,0.0,0.0,0.0,0.8,0.0,0,0.02,81.09,0.0,0.0,39.504,0.0,0.0,0.0,1026.06,2.2,0.0,14.08,6.4,0.97963,0.0
2023-04-02 00:25:00,0.0,29.3,0.0,0.0,0.845,6.5156,2.37,76.74,4.5,46.36,-0.01,0.0,8.83098,0.0,0.0,0,8.3,30.47,0.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,163.496,1637,585.714,0.0,0.0,0.09,44.19,0.0,0.0,13.9027,2.6,200.1,244.45,0.0,0.0,0.0,1.2,0.0,0,0.0,78.06,0.0,0.0,38.31,0.0,0.0,0.0,1030.89,2.1,0.0,14.3,6.6,1.05287,0.0
2023-04-02 00:30:00,0.0,29.0,0.0,0.0,0.626,7.59594,5.31,76.09,4.5,47.13,-0.01,0.0,10.5436,0.0,0.0,0,8.2,34.8,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,163.227,1634,584.962,0.0,0.0,0.0,47.11,0.0,0.11,12.4943,2.5,201.1,246.8,0.0,0.0,0.0,1.3,2.2,0,0.0,73.19,0.0,0.0,38.997,0.0,0.0,0.0,1030.98,1.3,0.0,13.49,7.6,1.16884,0.0
2023-04-02 00:35:00,0.0,27.9,0.0,0.0,0.674,7.56542,4.03,76.4,4.6,46.26,0.0,0.0,11.5712,0.0,0.0,0,8.1,40.82,0.0,13.92,3.96637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,163.227,1638,585.714,0.0,0.0,0.0,52.48,0.0,0.0,10.1093,2.8,156.4,241.16,0.0,0.0,0.0,1.4,2.9,0,0.05,69.47,0.0,0.0,38.325,0.0,0.0,0.0,1022.08,2.2,0.0,13.59,8.3,1.48013,0.0
2023-04-02 00:40:00,0.0,25.8,0.0,0.0,0.536,8.69459,0.39,70.8,4.7,43.39,0.0,0.0,12.9981,0.0,0.0,0,8.1,44.04,0.0,15.04,1.13557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,162.958,1644,585.714,0.0,0.0,0.0,53.06,0.0,0.0,9.52025,2.9,152.4,234.94,0.0,0.0,0.0,1.9,3.7,0,0.15,65.18,0.0,0.0,38.115,0.0,0.0,0.0,1027.19,1.7,0.0,15.67,7.9,1.04677,0.0
2023-04-02 00:45:00,0.0,23.5,10.61,0.0,0.418,9.5613,3.37,67.65,4.0,42.13,-0.01,0.0,13.7841,0.0,0.0,0,8.0,44.87,0.0,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,163.764,1649,587.218,0.0,0.0,0.0,52.07,0.0,0.0,9.0762,3.1,141.6,231.41,0.0,0.0,0.0,2.0,3.8,0,0.14,61.49,8.5,0.0,38.879,0.0,0.0,0.0,1035.43,1.3,0.0,16.58,8.5,0.82094,0.0
