SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF
2023-05-07 00:00:00,18.397,2672.62,0.0,0.0,40.12,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,11.8245,11.9987,0.0,1.83,0.0,0,2099.95,0.0,0.0,0.0,0.0,0.001526,26.7946,0.0,13.508,4.77623,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,804.358,450.200012207,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.21414,0.0,505.077,31.2,18.8,135.7,0.0,0.0,298,0.0,0.0,370.251,0.0,1.13092,0.0,8.20471,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:05:00,21.8963,2692.42,0.0,0.0,41.55,0.0,0.0,0.0,0.0,0.0,0.0,10.283,9.87381,13.698,0.0,3.2,0.0,0,2099.17,0.0,0.0,0.0,0.0,0.001526,27.4146,0.0,23.2201,3.97165,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,797.107,349.440002441,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,532.907,32.4,19.0,136.776,0.0,0.0,306,0.0,0.0,381.384,0.0,0.0,0.0,10.3844,0.0,0.0,0.1595,0.0,0.0,0.0
2023-05-07 00:10:00,24.8958,2675.92,0.0,0.0,37.15,0.0,0.0,0.0,0.0,0.0,0.0,9.55672,8.23316,15.3972,0.0,3.38,0.0,0,2097.33,0.0,0.0,0.0,0.0,0.001526,28.3146,0.0,24.4135,3.84945,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,799.06,277.839996338,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,632.2,32.2,19.0,137.578,0.0,0.0,302,0.0,0.0,399.646,0.0,0.0,0.0,9.18032,0.0,0.0,0.0065,0.0,0.0,0.0
2023-05-07 00:15:00,26.0962,2666.3,0.0,0.0,41.07,5.06981,0.0,0.0,0.0,0.0,0.0,10.2388,6.45335,15.8972,0.0,2.91,0.0,0,2095.41,0.0,0.0,0.0,0.0,0.001526,31.3445,0.0,25.6703,4.54374,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,826.844,192.789993286,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.21414,0.0,625.263,31.3,18.8,138.468,0.0,0.0,298,0.0,0.0,412.293,0.0,0.01396,0.0,8.09925,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:20:00,28.3985,2672.5,0.0,0.0,37.72,7.47912,0.0,0.0,0.0,0.0,0.0,10.959,8.46387,15.8972,0.0,3.06,0.0,0,2097.16,0.0,0.0,0.0,0.0,0.001526,34.1445,0.0,17.6912,5.09203,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,818.665,183.649993896,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,624.128,31.4,18.8,137.578,0.0,0.0,297,0.0,0.0,433.143,0.0,4.13927,0.0,6.49082,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:25:00,25.4984,2680.46,0.0,0.0,30.14,15.7966,0.0,0.0,0.0,0.0,0.0,12.8389,10.4243,13.9989,0.0,2.8,0.0,0,2098.75,0.0,0.0,0.0,0.0,0.001526,41.4444,0.0,8.53773,4.24778,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,792.737,103.269996643,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,630.266,31.8,18.8,138.721,0.0,0.0,303,0.0,0.0,441.737,0.0,8.23851,0.0,7.43127,0.0,0.0,0.0525,0.0,0.0,0.0
2023-05-07 00:30:00,24.1977,2669.99,0.0,0.0,25.96,21.0809,0.0,0.0,0.0,0.0,0.0,10.5089,14.2745,12.2996,0.0,1.5,0.0,0,2096.43,0.0,0.0,0.0,0.0,0.001526,33.8045,0.0,6.24936,4.29697,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,772.277,111.88999939,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.21414,0.0,628.208,31.4,18.8,138.029,0.0,0.0,298,1.47585,0.0,448.891,0.0,7.82896,0.0,8.63539,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:35:00,14.498,2662.86,0.0,0.0,24.55,23.8022,0.0,0.0,0.0,0.0,0.0,6.78111,15.8846,10.7995,0.0,1.72,0.0,0,2096.41,0.0,0.0,0.0,0.0,0.001526,27.8046,0.0,1.54568,5.46337,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,736.486,66.3000030518,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.22419,0.0,625.741,31.3,18.9,136.425,0.0,0.0,295,6.88304,0.0,460.073,0.0,0.0,0.0,9.77798,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:40:00,10.7983,2652.73,0.0,0.0,25.29,23.3898,0.0,0.0,0.0,0.0,0.0,7.34417,23.0527,10.4986,0.0,2.53,0.0,0,2090.4,0.0,0.0,0.0,0.0,0.001526,25.8746,0.0,1.97098,3.23134,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,695.445,147.800003052,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,619.933,30.8,18.9,137.315,0.0,0.0,295,7.20897,0.0,473.818,0.0,0.53149,0.0,9.39126,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07 00:45:00,7.59617,2675.09,0.0,0.0,33.88,25.8347,0.0,0.0,0.0,0.0,0.0,6.46601,21.3046,12.2996,0.0,1.42,0.0,0,2100.63,0.0,0.0,0.0,0.0,0.001526,23.1246,0.0,2.70732,2.6894,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,701.036,75.3000030518,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.184,0.0,630.198,31.8,18.9,138.106,0.0,0.0,300,8.82765,0.0,493.619,0.0,0.00093,0.0,8.67933,0.0,0.0,0.0015,0.0,0.0,0.0
