SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF
2023-03-05 00:00:00,73.999,1554.65,0.0,0,94.38,91.4429,0.0,0.0,18.1526,0.0,0.0,71.3085,41.2146,52.0991,0.0,14.11,0.0,0,1120.52,0.0,0.0,0.0,0.0,0.001526,36.2044,0.0,72.2374,29.5936,0.0,0.0,20.9967,0.0,0.0,642.079,0.0,0.0,0.0,0.0,0.015,0.0,0.0,350.823,1026.32995605,0.0,0.0,0.00153,0.0,247.53,0.0,-1.85397,0.19405,0.0,325.846,0.0,47.0,0.0,0.0,0.0,0,22.4839,0.0,1050.72,0.0,0.0,0.0,22.9969,0.0,122.299,0.0,0.0,0.0
2023-03-05 00:05:00,69.7994,1560.68,0.0,0,90.43,91.6899,0.0,0.0,16.4495,0.0,0.0,72.0974,38.0529,51.4973,0.0,14.29,0.0,0,1174.36,0.0,0.0,0.0,0.0,0.001526,36.6244,0.0,74.5163,28.8755,0.0,0.0,21.2305,0.0,0.0,637.245,0.0,0.0,0.0,0.0,0.015,0.0,0.0,349.627,920.429992676,0.0,0.0,0.00153,0.0,246.477,0.0,-1.85397,0.14381,0.0,317.975,0.0,47.0,0.0,0.0,0.0,0,22.5571,0.0,1069.83,0.0,0.0,0.0,22.6366,0.0,126.376,0.0,0.0,0.0
2023-03-05 00:10:00,80.4986,1566.66,0.0,0,88.76,92.6025,0.0,0.0,16.1213,0.0,0.0,78.6221,36.7138,53.7984,0.0,13.67,0.0,0,1179.53,0.0,0.0,0.0,0.0,0.001526,38.3244,0.0,70.2125,29.0643,0.0,0.0,21.1721,0.0,0.0,640.303,0.0,0.0,0.0,0.0,0.015,0.0,0.0,358.782,913.789978027,0.0,0.0,0.00153,0.0,247.704,0.0,-1.85397,0.13376,0.0,323.654,0.0,47.2,0.0,0.0,0.0,0,23.5715,0.0,1051.72,0.0,0.0,0.0,22.5838,0.0,122.73,0.0,0.0,0.0
2023-03-05 00:15:00,80.1959,1546.98,0.0,0,90.43,92.6507,0.0,0.0,12.715,0.0,0.0,71.4015,36.444,53.0992,0.0,12.2,0.0,0,1133.22,0.0,0.0,0.0,0.0,0.001526,38.6344,0.0,69.4063,30.0593,0.0,0.0,20.9383,0.0,0.0,638.545,0.0,0.0,0.0,0.0,0.015,0.0,0.0,347.015,913.869995117,0.0,0.0,0.00153,0.0,245.031,0.0,-1.85397,0.1639,0.0,312.283,0.0,47.2,0.0,0.0,0.0,0,24.0037,0.0,1020.59,0.0,0.0,0.0,24.1835,0.0,126.327,0.0,0.0,0.0
2023-03-05 00:20:00,78.5975,1537.46,0.0,0,91.25,92.3409,0.0,0.0,7.86536,0.0,0.0,75.5322,37.6928,54.5993,0.0,12.45,0.0,0,1076.6,0.0,0.0,0.0,0.0,0.001526,39.2944,0.0,64.3154,29.6666,0.0,0.0,20.9106,0.0,0.0,637.666,0.0,0.0,0.0,0.0,0.015,0.0,0.0,361.053,943.929992676,0.0,0.0,0.00153,0.0,244.765,0.0,-2.83055,0.17395,0.0,323.454,0.0,47.2,0.0,0.0,0.0,0,23.1504,0.0,996.051,0.0,0.0,0.0,24.3329,0.0,119.484,0.0,0.0,0.0
2023-03-05 00:25:00,72.8938,1562.07,0.0,0,87.28,91.0828,0.0,0.0,7.60363,0.0,0.0,74.8959,39.7742,53.3957,0.0,12.73,0.0,0,1027.58,0.0,0.0,0.0,0.0,0.001526,41.4944,0.0,63.2363,30.9202,0.0,0.0,21.1136,0.0,0.0,637.941,0.0,0.0,0.0,0.0,0.015,0.0,0.0,350.14,964.469970703,0.0,0.0,0.00153,0.0,243.108,0.0,-3.02586,0.13376,0.0,322.958,0.0,47.2,0.0,0.0,0.0,0,24.3223,0.0,968.682,0.0,0.0,0.0,23.1024,0.0,115.802,0.0,0.0,0.0
2023-03-05 00:30:00,73.6967,1563.07,0.0,0,86.43,90.1304,0.0,0.0,0.0,0.0,0.0,72.9305,36.8347,49.798,0.0,12.7,0.0,0,1037.15,0.0,0.0,0.0,0.0,0.001526,41.4744,0.0,63.5156,30.5259,0.0,0.0,21.1444,0.0,0.0,640.76,0.0,0.0,0.0,0.0,0.015,0.0,0.0,362.152,1008.14001465,0.0,0.0,0.00153,0.0,243.465,0.0,-2.2446,0.15386,0.0,326.874,0.0,47.2,0.0,0.0,0.0,0,26.439,0.0,944.023,0.0,0.0,0.0,23.5243,0.0,115.862,0.0,0.0,0.0
2023-03-05 00:35:00,78.2967,1584.31,0.0,0,83.89,91.1624,0.0,0.0,0.0,0.0,0.0,72.8038,40.8545,52.1965,0.0,14.03,0.0,0,1053.36,0.0,0.0,0.0,0.0,0.001526,42.6544,0.0,59.5673,29.8919,0.0,0.0,20.7937,0.0,0.0,639.973,0.0,0.0,0.0,0.0,0.015,0.0,0.0,358.685,945.929992676,0.0,0.0,0.00153,0.0,242.046,0.0,-1.95163,0.15386,0.0,325.944,0.0,47.0,0.0,0.0,0.0,0,30.4491,0.0,962.407,0.0,0.0,0.0,23.2694,0.0,119.73,0.0,0.0,0.0
2023-03-05 00:40:00,83.1982,1610.24,0.0,0,82.22,91.2817,0.0,0.0,0.0,0.0,0.0,68.4779,41.6333,50.7981,0.0,14.06,0.0,0,988.882,0.0,0.0,0.0,0.0,0.001526,46.5243,0.0,59.6879,28.9358,0.0,0.0,21.2305,0.0,0.0,639.515,0.0,0.0,0.0,0.0,0.015,0.0,0.0,349.895,944.450012207,0.0,0.0,0.00153,0.0,248.684,0.0,-1.95163,0.17395,0.0,319.951,0.0,47.3,0.0,0.0,0.0,0,33.8842,0.0,997.638,0.0,0.14241,0.0,21.1336,0.0,118.296,0.0,0.0,0.0
2023-03-05 00:45:00,89.2983,1613.9,0.0,0,85.99,91.8699,0.0,0.0,0.0,0.0,0.0,68.5588,41.7835,53.7984,0.0,13.93,0.0,0,915.663,0.0,0.0,0.0,0.0,0.001526,46.2443,0.0,59.2309,28.9286,0.0,0.0,21.0552,0.0,0.0,642.61,0.0,0.0,0.0,0.0,0.015,0.0,0.0,357.147,935.479980469,0.0,0.0,0.00153,0.0,240.948,0.0,-2.14694,0.15386,0.0,323.461,0.0,47.0,0.0,0.0,0.0,0,31.1486,0.0,996.393,0.0,0.0,0.0,20.1229,0.0,119.142,0.0,0.0,0.0
