SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS
2022-11-07 00:00:00,0.008,0.0,0.0,0.0,87.48,2.0,0.0,0.0,0.0,7.20841,56.3,44.6617,0.0,0,0.0,16.24,31.83,46.3,44.4,43.6,0.0,0.0,0.0,0.03,0.0,83.87,51.05,9.91335,8.48496,26.586,0.0,0.0,0,0.0,0.12818,38.4,0.0,35.4,68.3700027466,0.0,0.0,147.52,0.0,0.0,0.0,32.7,53.6,58.6539,0.0,0.0,24.9927,0.0,81.0,56.6,49.7,60.69,0.0,0.358
2022-11-07 00:05:00,0.008,0.0,0.0,0.0,8.41,4.1,0.0,0.0,0.0,7.70899,56.1,44.7337,0.0,0,0.0,18.01,28.71,46.6,44.2,41.4,4.9,0.0,0.0,0.03,3.6,88.35,50.76,10.092,9.32229,28.2772,0.0,0.0,0,0.0,0.12818,38.4,0.0,37.7,117.5,0.0,0.0,140.98,0.0,0.0,0.0,32.3,55.3,56.4095,0.0,0.0,24.1929,0.0,83.0,58.3,46.8,63.95,0.0,0.358
2022-11-07 00:10:00,0.008,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.30853,55.9,44.8058,0.0,0,0.0,23.09,28.35,46.7,43.7,39.8,0.0,0.0,0.0,0.04,0.0,87.8,49.32,10.4492,10.2154,28.8353,0.0,0.0,0,0.0,0.12818,38.8,0.0,43.8,120.059997559,0.0,0.0,144.41,0.0,0.0,0.0,33.4,63.3,61.2949,0.0,0.0,23.3932,0.0,82.0,63.9,52.0,60.92,0.0,0.358
2022-11-07 00:15:00,0.008,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.20841,55.6,46.3905,0.0,0,0.0,28.31,27.46,51.4,46.0,42.7,1.6,0.0,0.0,0.03,6.75,83.94,48.48,10.4492,11.8343,30.1413,0.0,0.0,0,0.0,0.12818,38.8,0.0,48.9,89.8300018311,0.0,0.0,135.71,0.0,0.0,0.0,39.2,65.7,65.0886,0.0,0.0,24.3929,0.0,83.0,67.2,51.2,55.75,0.0,0.358
2022-11-07 00:20:00,0.008,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,7.10829,55.6,45.6702,0.0,0,0.0,25.51,25.87,49.0,50.3,47.1,0.0,0.0,0.0,0.03,2.55,83.23,49.73,9.91335,11.611,27.5346,0.0,0.0,0,0.0,0.12818,38.8,0.0,53.7,65.9599990845,0.0,0.0,128.41,0.0,0.0,0.0,37.0,65.5,68.2706,0.0,0.0,24.3929,0.0,82.0,72.6,47.0,50.81,0.0,0.358
2022-11-07 00:25:00,0.008,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,6.00701,55.4,44.5897,0.0,0,0.0,22.32,24.86,50.4,49.0,48.5,4.6,0.0,0.0,0.03,1.5,85.43,46.41,10.2706,9.93633,26.1783,0.0,0.0,0,0.0,0.12818,38.8,0.0,58.0,60.1300010681,0.0,0.0,118.43,0.0,0.0,0.0,38.9,68.1,68.184,0.0,0.0,23.6931,0.0,84.0,75.8,50.5,51.44,0.0,0.358
2022-11-07 00:30:00,0.008,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.00701,55.6,44.1575,0.04425,0,0.0,22.63,22.28,44.9,51.4,47.3,0.8,0.0,0.0,0.03,0.15,85.75,45.5,10.1813,10.1596,24.9894,0.0,0.0,0,0.0,0.12818,38.8,0.0,57.4,98.3700027466,0.0,0.0,111.11,0.0,0.0,0.0,35.4,68.4,67.2287,0.0,0.0,23.2932,0.0,80.0,74.0,46.3,52.76,0.0,0.358
2022-11-07 00:35:00,0.008,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,5.20607,55.4,43.293,0.0,0,0.0,25.31,20.87,46.8,50.0,42.9,6.2,0.0,0.0,0.03,2.85,82.0,46.98,10.5385,9.88051,24.0349,0.0,0.0,0,0.0,0.12818,38.8,0.0,58.4,124.449996948,0.0,0.0,111.05,0.0,0.0,0.0,30.5,69.6,64.9985,0.0,0.0,22.5934,0.0,83.0,70.6,48.1,52.3,0.0,0.358
2022-11-07 00:40:00,0.008,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,4.80561,55.6,43.9413,0.01373,0,0.0,27.98,20.3,48.3,47.0,40.1,0.0,0.0,0.0,0.03,1.35,80.36,48.02,10.1813,9.37811,24.4983,0.0,0.0,0,0.0,0.12818,38.8,0.0,58.4,197.559997559,0.0,0.0,98.61,0.0,0.0,0.0,31.9,72.4,63.2832,0.0,0.0,22.7934,0.0,80.0,70.7,52.9,51.8,0.0,0.358
2022-11-07 00:45:00,0.008,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,4.80561,55.4,42.1405,0.0,0,0.0,31.79,21.13,50.1,48.0,42.9,0.5,0.0,0.0,0.03,0.0,78.69,49.76,11.253,9.54558,24.621,0.0,0.0,0,0.0,0.12818,38.8,0.0,57.7,219.490005493,0.0,0.0,85.99,0.0,0.0,0.0,31.7,67.2,65.5014,0.0,0.0,23.0933,0.0,83.0,73.3,52.9,48.49,0.0,0.358
2022-11-07 00:50:00,0.008,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.50526,55.6,42.6447,0.0,0,0.0,31.43,20.75,50.5,47.7,45.4,0.0,0.0,0.0,0.04,0.45,82.15,52.65,10.8064,9.43393,24.582,0.0,0.0,0,0.0,0.12818,38.8,0.0,60.9,212.800003052,0.0,0.0,84.95,0.0,0.0,0.0,32.6,64.1,63.207,0.0,0.0,23.5931,0.0,82.0,75.4,59.1,45.92,0.0,0.358
2022-11-07 00:55:00,0.008,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.90572,55.7,43.0769,0.0,0,0.0,32.51,21.71,50.4,47.9,49.1,0.0,0.0,0.0,0.03,2.7,83.27,52.51,11.5209,10.048,26.4407,0.0,0.0,0,0.0,0.12818,38.8,0.0,63.5,198.330001831,0.0,0.0,76.55,0.0,0.0,0.0,34.2,65.6,64.9472,0.0,0.0,23.7931,0.0,79.0,78.2,62.5,44.73,0.0,0.358
2022-11-07 01:00:00,0.008,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,4.90572,55.6,43.0769,0.0,0,0.0,32.13,22.0,42.9,43.9,46.7,0.0,0.0,0.0,0.04,0.0,87.77,52.84,12.9499,10.3829,27.345,0.0,0.0,0,0.0,0.12818,38.8,0.0,68.6,186.440002441,0.0,0.0,76.18,0.0,0.0,0.0,37.0,67.9,68.7889,0.0,0.0,23.893,0.0,82.0,73.2,68.5,45.07,0.0,0.358
2022-11-07 01:05:00,0.008,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,5.60654,55.6,43.9413,0.0,0,0.0,36.66,22.09,42.5,49.1,43.2,0.0,0.0,0.0,0.03,17.4,90.6,56.62,14.4681,11.9459,29.1646,0.0,0.0,0,0.0,0.12818,39.3,0.0,78.4,118.819999695,0.0,0.0,80.12,0.0,0.0,0.0,39.2,65.8,67.8889,0.0,0.0,25.1926,0.0,80.0,69.3,69.8,44.79,0.0,0.358
2022-11-07 01:10:00,0.008,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,6.40747,55.6,45.5261,0.00153,0,0.0,40.33,23.28,41.7,51.6,39.7,5.3,0.0,0.0,0.03,7.05,90.42,53.7,15.4505,14.3463,29.996,0.0,0.0,0,0.0,0.12818,38.4,0.0,85.3,114.449996948,0.0,0.0,75.65,0.0,0.0,0.0,38.2,67.5,73.3386,0.0,0.0,25.1926,0.0,84.0,68.4,70.6,44.58,0.0,0.358
2022-11-07 01:15:00,0.008,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,6.40747,60.3,45.31,0.0,0,0.0,42.54,22.77,42.6,44.9,39.4,0.0,0.0,0.0,0.03,0.0,92.92,53.74,13.4857,13.7322,26.9986,0.0,0.0,0,0.0,0.12818,37.9,0.0,86.7,77.4199981689,0.0,0.0,74.65,0.0,0.0,0.0,42.0,75.5,71.5756,0.0,0.0,24.5928,0.0,80.0,68.3,64.5,39.75,0.0,0.358
2022-11-07 01:20:00,0.008,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,6.20724,59.9,42.9329,0.0,0,0.0,38.79,22.65,41.0,46.9,39.7,6.9,0.0,0.0,0.03,6.0,92.73,53.14,13.7536,12.2809,27.7411,0.0,0.0,0,0.0,0.12818,40.8,0.0,79.8,63.6599998474,0.0,0.0,81.47,0.0,0.0,0.0,44.1,73.8,76.7918,0.0,0.0,23.4932,0.0,84.0,71.0,58.9,36.82,0.0,0.358
2022-11-07 01:25:00,0.008,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.20724,59.8,42.7888,0.0,0,0.0,33.24,23.67,42.7,50.7,44.8,1.5,0.0,0.0,0.04,0.0,94.84,50.4,14.1109,12.225,28.3384,0.0,0.0,0,0.0,0.12818,36.0,0.0,75.5,68.6299972534,0.0,0.0,82.87,0.0,0.0,0.0,45.4,73.7,77.671,0.0,0.0,22.7934,0.0,81.0,72.0,59.5,35.44,0.0,0.358
2022-11-07 01:30:00,0.008,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,6.60771,59.9,42.5727,0.0,0,0.0,35.95,22.17,44.2,51.1,43.1,0.0,0.0,0.0,0.03,0.0,90.91,47.17,15.1826,12.9507,29.4324,0.0,0.0,0,0.0,0.12818,34.5,0.0,72.2,48.9000015259,0.0,0.0,77.49,0.0,0.0,0.0,45.4,63.2,76.1052,0.0,0.0,23.6931,0.0,80.0,72.9,57.1,31.48,0.0,0.358
2022-11-07 01:35:00,0.008,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,6.60771,59.3,40.6998,0.0,0,0.0,39.34,19.71,46.2,54.7,44.2,3.8,0.0,0.0,0.03,3.3,90.96,48.52,19.0229,12.8391,29.8845,0.0,0.0,0,0.0,0.12818,35.5,0.0,67.5,81.8499984741,0.0,0.0,84.09,0.0,0.0,0.0,43.8,65.5,77.6216,0.0,0.0,22.5934,0.0,83.0,71.6,55.0,29.38,0.0,0.358
2022-11-07 01:40:00,0.008,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,7.40864,59.9,39.4031,0.0,0,0.0,41.09,18.35,46.5,54.3,45.1,0.0,0.001,0.0,0.03,0.0,95.74,51.84,21.1663,12.7833,32.7537,0.0,0.0,0,0.0,0.12818,34.0,0.0,66.2,78.5500030518,0.0,0.0,85.95,0.0,0.0,0.0,42.9,67.5,81.5613,0.0,0.0,22.2935,0.0,80.0,68.6,49.5,25.7,0.0,0.358
