SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF
2023-05-24 00:00:00,0.30213,0.0,0.0,0.0,0.0,0.0,637.4,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1163.41,0.0,6.3,0.0,0.0,0.0,-0.206,71.975,0.0,0.0,27.32,323.087,0.0,0.0,-0.029,0.0,39.3,121.549,0.0,398.832,0.0,0.0,0.0,0.0,-1.8,0.0,-0.2,0.0,0.0,0.0,0.0,1394.27,258.209,1255.8,-1.0625,0.0,0.0,0.0,0.0,159.88,0.0,0.0,0.0,118.85,43.271,0.51509,,0.0,0.0,21.5
2023-05-24 00:05:00,0.30213,0.0,0.0,0.0,0.0,0.0,644.7,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1142.79,0.0,5.7,0.0,0.0,0.0,-0.206,84.9675,0.0,0.0,27.06,327.267,0.0,0.0,-0.029,0.0,42.0563,112.783,0.0,382.001,0.0,3.16000008583,0.0,0.0,-1.8,0.0,-0.2,0.0,0.0,0.0,0.0,1343.09,256.813,1262.6,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.9,43.035,0.51509,,0.0,0.0,24.4
2023-05-24 00:10:00,0.30213,0.0,0.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1130.37,0.0,4.9,0.0,0.0,0.0,-0.206,85.9175,0.0,0.0,25.12,320.888,0.0,0.0,-0.029,0.0,42.2812,117.662,0.0,384.672,0.0,14.8000001907,0.0,0.0,-1.8,0.0,-0.2,0.0,0.0,0.0,0.0,1315.7,251.031,1261.8,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.45,50.696,0.51509,,0.0,0.0,27.0
2023-05-24 00:15:00,0.30213,0.0,0.0,0.0,0.0,0.0,639.9,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1131.73,0.0,4.4,0.0,0.0,0.0,-0.206,85.875,0.0,0.0,25.15,318.018,0.0,0.0,-0.029,0.0,40.5375,111.817,0.0,393.507,0.0,0.0,0.0,0.0,-1.8,0.0,-0.2,0.0,0.0,0.0,0.0,1301.47,253.025,1262.5,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.61,57.949,0.51509,,0.0,0.0,28.9
2023-05-24 00:20:00,0.30213,0.0,0.0,0.0,0.0,0.0,648.4,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1124.57,0.0,3.3,0.0,0.0,0.0,-0.206,86.0225,0.0,0.0,25.22,326.83,0.0,0.0,-0.029,0.0,41.175,100.237,0.0,396.315,0.0,0.0,0.0,0.0,-1.8,0.0,-0.2,0.0,0.0,0.0,0.0,1301.02,259.206,1266.4,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.21,43.446,0.51509,,0.0,0.0,30.7
2023-05-24 00:25:00,0.30213,0.0,0.0,0.0,0.0,0.0,642.7,0.0,0.0,0.0,0.0,0.0,0.0,88.7175,0.0,0.0,0.0,0.0,0,0.0,1105.21,0.0,4.5,0.0,0.0,0.0,-0.206,85.815,0.0,0.0,25.12,322.432,0.0,0.0,-0.029,0.0,41.1562,113.005,0.0,399.534,0.0,0.0,0.0,0.0,-2.0,0.0,-0.2,0.0,0.0,0.0,0.0,1285.3,251.829,1262.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.31,50.114,0.51509,,0.0,0.0,29.5
2023-05-24 00:30:00,0.30213,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,89.73,0.0,0.0,0.0,0.0,0,0.0,1078.87,0.0,5.7,0.0,0.0,0.0,-0.206,86.16,0.0,0.0,25.14,320.116,0.0,0.0,-0.029,0.0,40.65,110.014,0.0,399.733,0.0,0.0,0.0,0.0,-2.0,0.0,-0.2,0.0,0.0,0.0,0.0,1281.36,241.661,1261.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.86,62.686,0.51509,,0.0,0.0,28.4
2023-05-24 00:35:00,0.30213,0.0,0.0,0.0,0.0,0.0,642.7,0.0,0.0,0.0,0.0,0.0,0.0,89.73,0.0,0.0,0.0,0.0,0,0.0,1014.08,0.0,5.8,0.0,0.0,0.0,-0.206,86.0925,0.0,0.0,25.07,323.087,0.0,0.0,-0.029,0.0,40.5562,118.706,0.0,399.855,0.0,0.0,0.0,0.0,-2.0,0.0,-0.2,0.0,0.0,0.0,0.0,1273.72,245.05,1260.3,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,76.02,0.51509,,0.0,0.0,28.8
2023-05-24 00:40:00,0.30213,0.0,0.0,0.0,0.0,0.0,642.5,0.0,0.0,0.0,0.0,0.0,0.0,89.73,0.0,0.0,0.0,0.0,0,0.0,952.606,0.0,4.7,0.0,0.0,0.0,-0.206,86.1225,0.0,0.0,25.14,325.722,0.0,0.0,-0.029,0.0,42.6,121.696,0.0,400.038,0.0,0.0,0.0,0.0,-2.0,0.0,-0.2,0.0,0.0,0.0,0.0,1258.44,248.24,1257.9,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7,73.584,0.51509,,0.0,0.0,31.5
2023-05-24 00:45:00,0.30213,0.0,0.0,0.0,0.0,0.0,646.9,0.0,0.0,0.0,0.0,0.0,0.0,89.73,0.0,0.0,0.0,0.0,0,0.0,953.196,0.0,5.8,0.0,0.0,0.0,-0.206,85.955,0.0,0.0,25.23,320.334,0.0,0.0,-0.029,0.0,41.1187,124.912,0.0,399.794,0.0,18.9799995422,0.0,0.0,-2.0,0.0,-0.2,0.0,0.0,0.0,0.0,1257.17,254.62,1261.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.06,72.37,0.51509,,0.0,0.0,32.0
