SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF
2024-11-18 00:00:00,0.0,31.9,,0.0,104.345,161.572,,85.78,27.9,12.49,-0.01,0.0,47.2637,169.3,0.0,0,6.8,208.3,118.76,74.79,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,884.0,771.0,201.1,0.13,19.905,258.12,0.0,145.14,99.0966,115.9,0.0,156.1,0.0,0.0,0.0,52.4,126.8,0.0,0.0,431.3,,0.0,136.604,0.0,0.0,0.0,648.375,28.0,0.0,133.51,19.8,54.1848,,,0.0,173.9,0.0,199.12,12.11,,
2024-11-18 00:05:00,0.0,29.6,,0.0,105.24,162.963,,87.04,22.2,13.15,-0.01,0.0,47.8822,169.4,0.0,0,6.9,197.67,118.56,28.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,894.0,780.0,205.1,0.13,19.215,257.81,0.0,143.44,99.2691,116.2,0.0,147.1,0.0,0.0,0.0,55.0,126.6,0.0,0.0,433.3,,0.0,132.148,0.0,0.0,0.0,651.438,28.6,0.0,132.41,19.8,2.24308,,,0.0,173.88,0.0,199.91,12.15,,
2024-11-18 00:10:00,0.0,26.3,,0.0,104.475,168.786,,87.21,25.1,12.39,-0.01,0.0,50.0429,169.5,0.0,0,6.6,173.18,118.64,48.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,890.0,775.5,187.1,0.13,17.325,265.96,0.0,144.2,99.2508,113.2,0.0,158.9,0.0,0.0,0.0,56.8,129.4,0.0,0.0,422.43,,0.0,146.915,0.0,0.0,0.0,647.531,27.6,0.0,127.61,17.4,0.0,,,0.0,175.1,0.0,199.33,11.94,,
2024-11-18 00:15:00,0.0,26.8,,0.0,104.323,168.414,,86.12,31.8,11.45,-0.01,0.0,46.6145,169.1,0.0,0,7.3,173.16,118.6,5.22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,781.5,176.1,0.13,16.365,279.01,0.0,144.71,98.5427,110.4,0.0,146.2,0.0,0.0,0.0,62.1,128.6,0.0,0.0,430.71,,0.0,144.666,0.0,0.0,0.0,661.094,28.0,0.0,116.27,19.8,0.0,,,0.0,174.38,0.0,195.77,11.97,,
2024-11-18 00:20:00,0.0,14.9,,0.0,102.891,166.68,,82.59,29.0,9.62,-0.01,0.0,42.0291,169.3,0.0,0,7.2,173.58,118.28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,780.0,162.9,0.13,16.785,285.31,0.0,145.42,98.4634,105.8,0.0,130.5,0.0,0.0,0.0,61.4,125.9,0.0,0.0,451.36,,0.0,143.938,0.0,0.0,0.0,649.5,27.9,0.0,72.24,20.0,0.0,,,0.0,170.32,0.0,200.46,11.92,,
2024-11-18 00:25:00,0.0,19.0,,0.0,100.811,168.914,,84.55,25.5,9.84,-0.01,0.0,39.6882,169.3,0.0,0,7.3,186.58,118.32,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,781.875,156.0,0.13,15.135,284.0,0.0,141.12,99.2523,103.9,0.0,119.8,0.0,0.0,0.0,59.8,125.2,0.0,0.0,460.88,,0.0,137.015,0.0,0.0,0.0,652.094,27.8,0.0,74.79,19.8,0.0,,,0.0,177.38,0.0,199.58,12.02,,
2024-11-18 00:30:00,0.0,28.1,,0.0,96.676,170.459,,76.77,19.7,9.88,-0.01,0.0,40.7306,170.1,0.0,0,7.3,192.54,118.32,27.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,778.125,146.8,0.13,14.43,281.52,0.0,137.78,98.5885,110.4,0.0,126.0,0.0,0.0,0.0,54.8,127.0,0.0,0.0,478.42,,0.0,118.231,0.0,0.0,0.0,650.531,28.2,0.0,83.26,19.9,0.0,,,0.0,176.84,0.0,199.63,12.05,,
2024-11-18 00:35:00,0.0,37.0,,0.0,99.128,168.096,,66.1,15.7,4.1,-0.01,0.0,38.783,169.2,0.0,0,7.3,211.81,95.64,2.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,787.875,142.0,0.13,15.18,274.9,0.0,132.33,98.5824,112.8,0.0,140.4,0.0,0.0,0.0,55.2,125.0,0.0,0.0,491.72,,0.0,104.881,0.0,0.0,0.0,659.75,27.7,0.0,67.27,19.7,0.0,,,0.0,177.74,0.0,195.79,12.0,,
2024-11-18 00:40:00,0.0,53.4,,0.0,97.773,171.319,,69.37,16.2,2.24,-0.01,0.0,42.1396,169.7,0.0,0,7.3,210.77,70.92,58.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,784.5,120.8,0.13,14.715,274.75,0.0,137.74,99.0524,104.9,0.0,114.3,0.0,0.0,0.0,52.8,125.8,0.0,0.0,495.65,,0.0,99.458,0.0,0.0,0.0,657.406,27.9,0.0,86.0,19.7,0.0,,,0.0,177.44,0.0,192.13,11.99,,
2024-11-18 00:45:00,0.0,55.9,,0.0,99.646,162.396,,77.95,14.1,2.31,-0.01,0.0,44.4989,169.5,0.0,0,7.3,212.74,60.44,40.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,781.125,97.9,0.02,14.31,270.76,0.0,144.91,100.063,108.5,0.0,98.6,0.0,0.0,0.0,51.2,127.0,0.0,0.0,495.38,,0.0,96.112,0.0,0.0,0.0,656.219,28.2,0.0,76.7,19.9,0.0,,,0.0,177.48,0.0,194.77,12.02,,
